ID,ENTRYTYPE,doi,journal,title,year,volume,number,pages,url,author,language,cited_by,dblp_key
000331,article,,Journal of Management Information Systems,Using Group Support Systems and Joint Application Development for Requirements Specification,1994,10,3,,http://www.jmis-web.org/articles/632,"Liou, Yihwa Irene and Chen, Minder",,,https://dblp.org/rec/journals/jmis/LiouC94
000332,article,,Journal of Management Information Systems,Impacts of End-User and Information Center Characteristics on End-User Computing Support,1994,11,1,,http://www.jmis-web.org/articles/694,"Mirani, Rajesh and King, William R.",,,https://dblp.org/rec/journals/jmis/MiraniK94
000333,article,,Journal of Management Information Systems,A Group Support Systems Approach to Cognitive Mapping,1994,11,1,,http://www.jmis-web.org/articles/873,"Sheetz, Steven D. and Tegarden, David P. and Kozar, Kenneth A. and Zigurs, Ilze",,,https://dblp.org/rec/journals/jmis/SheetzTKZ94
000334,article,,Journal of Management Information Systems,Establishing Mutual Understanding in Systems Design - An Empirical Study,1994,10,4,,http://www.jmis-web.org/articles/929,"Tan, Margaret",,,https://dblp.org/rec/journals/jmis/Tan94
000335,article,,Journal of Management Information Systems,Coordination Challenges in a Computer-Supported Meeting Environment,1994,10,3,,http://www.jmis-web.org/articles/436,"Horton, Marjorie S. and Biolsi, Kevin",,,https://dblp.org/rec/journals/jmis/HortonB94
000336,article,,Journal of Management Information Systems,Implementation of Electronic Data Interchange - An Innovation Diffusion Perspective,1994,11,2,,http://www.jmis-web.org/articles/786,"Premkumar, G. Prem and Ramamurthy, Keshavamurthy and Nilakanta, Sree",,,https://dblp.org/rec/journals/jmis/PremkumarRN94
000337,article,,Journal of Management Information Systems,An Application of Qualitative Reasoning to Derive Behavior from Structure of Quantitative Models,1994,11,1,,http://www.jmis-web.org/articles/797,"Raghunathan, Srinivasan",,,https://dblp.org/rec/journals/jmis/Raghunathan94
000338,article,,Journal of Management Information Systems,Relating Electronic Mail Use and Network Structure to R&D Work Networks and Performance,1994,11,1,,http://www.jmis-web.org/articles/825,"Rice, Ronald E.",,,https://dblp.org/rec/journals/jmis/Rice94
000339,article,,Journal of Management Information Systems,Editorial Introduction,1994,11,1,,http://www.jmis-web.org/articles/1106,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass94
000340,article,,Journal of Management Information Systems,Editorial Introduction,1994,11,2,,http://www.jmis-web.org/articles/1105,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass94a
000341,article,,Journal of Management Information Systems,Editorial Introduction,1994,10,4,,http://www.jmis-web.org/articles/1107,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass94b
000342,article,,Journal of Management Information Systems,An Examination of Gender Effects on Career Success of Information Systems Employees,1995,11,3,,http://www.jmis-web.org/articles/70,"Baroudi, Jack J. and Igbaria, Magid",,,https://dblp.org/rec/journals/jmis/BaroudiI95
000343,article,,Journal of Management Information Systems,A Model-Driven Approach to Accessing Managerial Information - The Development of a Repository-Based Executive Information System,1995,11,4,,http://www.jmis-web.org/articles/174,"Chen, Minder",,,https://dblp.org/rec/journals/jmis/Chen95
000344,article,,Journal of Management Information Systems,The Keys to Executive Information Systems Success,1995,12,2,,http://www.jmis-web.org/articles/805,"Rainer Jr., R. Kelly and Watson, Hugh J.",,,https://dblp.org/rec/journals/jmis/RainerW95
000345,article,,Journal of Management Information Systems,Strategic Information Systems and Financial Performance,1995,11,4,,http://www.jmis-web.org/articles/132,"Brown, Robert M. and Gatian, Amy W. and Hicks Jr., James O.",,,https://dblp.org/rec/journals/jmis/BrownGH95
000346,article,,Journal of Management Information Systems,Management of Information Systems Outsourcing - A Bidding Perspective,1995,12,2,,http://www.jmis-web.org/articles/165,"Chaudhury, Abhijit and Nam, Kichan and Rao, H. Raghav",,,https://dblp.org/rec/journals/jmis/ChaudhuryNR95
000347,article,,Journal of Management Information Systems,Computer Integrated Manufacturing - Empirical Implications for Industrial Information Systems,1995,12,2,,http://www.jmis-web.org/articles/485,"Johansen, John and Karmarkar, Uday S. and Nanda, Dhananjay and Seidmann, Abraham",,,https://dblp.org/rec/journals/jmis/JohansenKNS95
000348,article,,Journal of Management Information Systems,Special Section - Toward a Theory of Business Process Change Management,1995,12,1,,http://www.jmis-web.org/articles/534,"Kettinger, William J. and Grover, Varun",,,https://dblp.org/rec/journals/jmis/KettingerG95
000349,article,,Journal of Management Information Systems,"An Empirical Study of the Relationships among End-User Information Systems Acceptance, Training, and Effectiveness",1995,12,2,,http://www.jmis-web.org/articles/598,"Lee, Sang M. and Kim, Yeong R. and Lee, Jaejung",,,https://dblp.org/rec/journals/jmis/LeeKL95
000350,article,,Journal of Management Information Systems,An Empirical Assessment of the Information Resource Management Construct,1995,12,1,,http://www.jmis-web.org/articles/616,"Lewis, Bruce R. and Snyder, Charles A. and Rainer Jr., R. Kelly",,,https://dblp.org/rec/journals/jmis/LewisSR95
000351,article,,Journal of Management Information Systems,Special Section - Strategic and Competitive Information Systems,1995,12,2,,http://www.jmis-web.org/articles/227,"Clemons, Eric K. and Row, Michael C.",,,https://dblp.org/rec/journals/jmis/ClemonsR95
000352,article,,Journal of Management Information Systems,Managing Information about Processes,1995,12,1,,http://www.jmis-web.org/articles/252,"Davenport, Thomas H. and Beers, Michael C.",,,https://dblp.org/rec/journals/jmis/DavenportB95
000353,article,,Journal of Management Information Systems,Capturing Flexibility of Information Technology Infrastructure - A Study of Resource Characteristics and their Measure,1995,12,2,,http://www.jmis-web.org/articles/303,"Duncan, Nancy Bogucki",,,https://dblp.org/rec/journals/jmis/Duncan95
000354,article,,Journal of Management Information Systems,Strategies for Business Process Reengineering - Evidence from Field Studies,1995,12,1,,http://www.jmis-web.org/articles/309,"Earl, Michael J. and Sampler, Jeffrey L. and Short, James E.",,,https://dblp.org/rec/journals/jmis/EarlSS95
000355,article,,Journal of Management Information Systems,Expert Systems and Multimedia - Examining the Potential for Integration,1995,11,3,,http://www.jmis-web.org/articles/346,"Fuerst, William L. and Ragusa, James M. and Turban, Efram",,,https://dblp.org/rec/journals/jmis/FuerstRT95
000356,article,,Journal of Management Information Systems,The Implementation of Business Process Reengineering,1995,12,1,,http://www.jmis-web.org/articles/389,"Grover, Varun and Jeong, Seung Ryul and Kettinger, William J. and Wang, Shouhong",,,https://dblp.org/rec/journals/jmis/GroverJKW95
000357,article,,Journal of Management Information Systems,Special Section - Information Technology and IT Organizational Impact,1995,11,3,,http://www.jmis-web.org/articles/723,"Nunamaker Jr., Jay F. and Sprague Jr., Ralph H.",,,https://dblp.org/rec/journals/jmis/NunamakerS95
000358,article,,Journal of Management Information Systems,An Empirical Taxonomy of the Decision-Making Processes Concerning Strategic Applications of Information Systems,1995,11,4,,http://www.jmis-web.org/articles/844,"Sabherwal, Rajiv and King, William R.",,,https://dblp.org/rec/journals/jmis/SabherwalK95
000359,article,,Journal of Management Information Systems,Using Group Support Systems to Improve the New Zealand Economy Part II - Followup Results,1995,11,3,,http://www.jmis-web.org/articles/875,"Sheffield, Jim and Gallupe, R. Brent",,,https://dblp.org/rec/journals/jmis/SheffieldG95
000360,article,,Journal of Management Information Systems,Business Process Redesign - Tactics for Managing Radical Change,1995,12,1,,http://www.jmis-web.org/articles/905,"Stoddard, Donna B. and Jarvenpaa, Sirkka L.",,,https://dblp.org/rec/journals/jmis/StoddardJ95
000361,article,,Journal of Management Information Systems,InterShop - Enhancing the Vendor/Customer Dialectic in Electronic Shopping,1995,11,4,,http://www.jmis-web.org/articles/77,"Baty II, James B. and Lee, Ronald M.",,,https://dblp.org/rec/journals/jmis/BatyL95
000362,article,,Journal of Management Information Systems,GANNET - A Machine Learning Approach to Document Retrieval,1995,11,3,,http://www.jmis-web.org/articles/439,"Chen, Hsinchun and Kim, Jinwoo",,,https://dblp.org/rec/journals/jmis/ChenK95
000363,article,,Journal of Management Information Systems,Technological Support for Group Process Modeling,1995,11,3,,http://www.jmis-web.org/articles/263,"Dean, Douglas L. and Lee, James D. and Orwig, Richard E. and Vogel, Douglas R.",,,https://dblp.org/rec/journals/jmis/DeanLOV95
000364,article,,Journal of Management Information Systems,Special Section - Navigation in Information-Intensive Environments,1995,11,4,,http://www.jmis-web.org/articles/461,"Isakowitz, Tomás and Bieber, Michael P.",,,https://dblp.org/rec/journals/jmis/IsakowitzB95
000365,article,,Journal of Management Information Systems,Understanding Runaway Information Technology Projects - Results from an International Research Program Based on Escalation Theory,1995,11,3,,http://www.jmis-web.org/articles/530,"Keil, Mark and Mixon, Richard and Saarinen, Timo and Tuunainen, Virpi Kristiina",,,https://dblp.org/rec/journals/jmis/KeilMST95
000366,article,,Journal of Management Information Systems,DX - A Deontic Expert System,1995,12,1,,http://www.jmis-web.org/articles/595,"Lee, Ronald M. and Ryu, Young U.",,,https://dblp.org/rec/journals/jmis/LeeR95
000367,article,,Journal of Management Information Systems,Making Large-Scale Information Resources Serve Communities of Practice,1995,11,4,,http://www.jmis-web.org/articles/670,"Marshall, Catherine C. and Shipman III, Frank M. and McCall, Raymond",,,https://dblp.org/rec/journals/jmis/MarshallSM95
000368,article,,Journal of Management Information Systems,Element Finding - The Impact of a Group Support System on a Crucial Phase of Sense Making,1995,11,4,,http://www.jmis-web.org/articles/673,"Massey, Anne P. and Clapper, Danial",,,https://dblp.org/rec/journals/jmis/MasseyC95
000369,article,,Journal of Management Information Systems,A Modeling Approach to Evaluating Strategic Uses of Information Technology,1995,12,2,,http://www.jmis-web.org/articles/783,"Post, Gerald V. and Kagan, Albert and Lau, Kin-Nam",,,https://dblp.org/rec/journals/jmis/PostKL95
000370,article,,Journal of Management Information Systems,Computer Support for Group Work - Perceptions of the Usefulness of Support Scenarios and End-User Tools,1995,11,4,,http://www.jmis-web.org/articles/855,"Satzinger, John W. and Olfman, Lorne",,,https://dblp.org/rec/journals/jmis/SatzingerO95
000371,article,,Journal of Management Information Systems,Executive Support Systems and Learning - A Model and Empirical Test,1995,12,2,,http://www.jmis-web.org/articles/980,"Vandenbosch, Betty and Higgins, Christopher A.",,,https://dblp.org/rec/journals/jmis/VandenboschH95
000372,article,,Journal of Management Information Systems,Assessing Expert Systems Impact on Users' Jobs,1995,12,1,,http://www.jmis-web.org/articles/1051,"Yoon, Youngohc and Guimaraes, Tor",,,https://dblp.org/rec/journals/jmis/YoonG95
000373,article,,Journal of Management Information Systems,Identifying Sources of Reengineering Failures - A Study of the Behavioral Factors Contributing to Reengineering Risks,1995,12,2,,http://www.jmis-web.org/articles/228,"Clemons, Eric K. and Thatcher, Matt E. and Row, Michael C.",,,https://dblp.org/rec/journals/jmis/ClemonsTR95
000374,article,,Journal of Management Information Systems,Natural Language Access to Multiple Databases - A Model and a Prototype,1995,12,1,,http://www.jmis-web.org/articles/316,"Ein-Dor, Phillip and Spiegler, Israel",,,https://dblp.org/rec/journals/jmis/Ein-DorS95
000375,article,,Journal of Management Information Systems,Testing the Determinants of Microcomputer Usage via a Structural Equation Model,1995,11,4,,http://www.jmis-web.org/articles/454,"Igbaria, Magid and Guimaraes, Tor and Davis, Gordon B.",,,https://dblp.org/rec/journals/jmis/IgbariaGD95
000376,article,,Journal of Management Information Systems,Politics and the Function of Power in a Case Study of IT Implementation,1995,11,3,,http://www.jmis-web.org/articles/614,"Levine, Harold G. and Rossmoore, Don",,,https://dblp.org/rec/journals/jmis/LevineR95
000377,article,,Journal of Management Information Systems,The Structuring of Creative Processes using GSS - A Framework for Research,1995,11,3,,http://www.jmis-web.org/articles/709,"Nagasundaram, Murli and Bostrom, Robert P.",,,https://dblp.org/rec/journals/jmis/NagasundaramB95
000378,article,,Journal of Management Information Systems,Editorial Introduction,1995,12,1,,http://www.jmis-web.org/articles/1109,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass95
000379,article,,Journal of Management Information Systems,Editorial Introduction,1995,12,2,,http://www.jmis-web.org/articles/1108,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass95a
000380,article,,Journal of Management Information Systems,Editorial Introduction,1995,11,4,,http://www.jmis-web.org/articles/1110,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass95b
000381,article,,Journal of Management Information Systems,"The Relationships among Performance of Accounting Information Systems, Influence Factors, and Evolution Level of Information Systems",1996,12,4,,http://www.jmis-web.org/articles/490,"Choe, Jong-min",,,https://dblp.org/rec/journals/jmis/Choe96
000382,article,,Journal of Management Information Systems,The Effect of Service Quality and Partnership on the Outsourcing of Information Systems Functions,1996,12,4,,http://www.jmis-web.org/articles/387,"Grover, Varun and Cheon, Myun Joong and Teng, James T. C.",,,https://dblp.org/rec/journals/jmis/GroverCT96
000383,article,,Journal of Management Information Systems,The Influence of Database Structure Representation on Database System Learning and Use,1996,12,4,,http://www.jmis-web.org/articles/608,"Leitheiser, Robert L. and March, Salvatore T.",,,https://dblp.org/rec/journals/jmis/LeitheiserM96
000384,article,,Journal of Management Information Systems,Toward Formalized Object-Oriented Management Information Systems Analysis,1996,12,4,,http://www.jmis-web.org/articles/1003,"Wang, Shouhong",,,https://dblp.org/rec/journals/jmis/Wang96
000385,article,,Journal of Management Information Systems,A Framework to Limit Systems Developers' Legal Liabilities,1996,12,4,,http://www.jmis-web.org/articles/106,"Bordoloi, Bijoy and Mykytyn, Kathleen and Mykytyn Jr., Peter P.",,,https://dblp.org/rec/journals/jmis/BordoloiMM96
000386,article,,Journal of Management Information Systems,Special Section - Strategic and Competitive Information Systems,1996,13,2,,http://www.jmis-web.org/articles/233,"Clemons, Eric K. and Weber, Bruce W.",,,https://dblp.org/rec/journals/jmis/ClemonsW96
000387,article,,Journal of Management Information Systems,User-Developed Applications - An Empirical Study of Application Quality and Developer Productivity,1996,13,1,,http://www.jmis-web.org/articles/314,"Edberg, Dana and Bowman, Brent J.",,,https://dblp.org/rec/journals/jmis/EdbergB96
000388,article,,Journal of Management Information Systems,An Empirically Derived Taxonomy of Information Technology Structure and Its Relationship to Organizational Structure,1996,13,1,,http://www.jmis-web.org/articles/336,"Fiedler, Kirk D. and Grover, Varun and Teng, James T. C.",,,https://dblp.org/rec/journals/jmis/FiedlerGT96
000389,article,,Journal of Management Information Systems,A Motivational Model of Microcomputer Usage,1996,13,1,,http://www.jmis-web.org/articles/455,"Igbaria, Magid and Parasuraman, Saroj and Baroudi, Jack J.",,,https://dblp.org/rec/journals/jmis/IgbariaPB96
000390,article,,Journal of Management Information Systems,The Congruence between a Firm's Competitive Strategy and Information Technology Leader's Rank and Role,1996,13,1,,http://www.jmis-web.org/articles/510,"Karimi, Jahangir and Gupta, Yash P. and Somers, Toni M.",,,https://dblp.org/rec/journals/jmis/KarimiGS96
000391,article,,Journal of Management Information Systems,Impact of Competitive Strategy and Information Technology Maturity on Firms' Strategic Response to Globalization,1996,12,4,,http://www.jmis-web.org/articles/511,"Karimi, Jahangir and Gupta, Yash P. and Somers, Toni M.",,,https://dblp.org/rec/journals/jmis/KarimiGS96a
000392,article,,Journal of Management Information Systems,Key Prescriptions for Strategic Information Systems Planning,1996,13,1,,http://www.jmis-web.org/articles/589,"Lederer, Albert L. and Sethi, Vijay",,,https://dblp.org/rec/journals/jmis/LedererS96
000393,article,,Journal of Management Information Systems,Special Issue - Information Technology and Its Organizational Impact,1996,12,3,,http://www.jmis-web.org/articles/724,"Nunamaker Jr., Jay F. and Sprague Jr., Ralph H.",,,https://dblp.org/rec/journals/jmis/NunamakerS96
000394,article,,Journal of Management Information Systems,The Effects of Distributed Group Support and Process Structuring on Software Requirements Development Teams - Results on Creativity and Quality,1996,12,3,,http://www.jmis-web.org/articles/738,"Ocker, Rosalie J. and Hiltz, Starr Roxanne and Turoff, Murray and Fjermestad, Jerry",,,https://dblp.org/rec/journals/jmis/OckerHTF96
000395,article,,Journal of Management Information Systems,Affective Reward and the Adoption of Group Support Systems - Productivity Is Not Always Enough,1996,12,3,,http://www.jmis-web.org/articles/820,"Reinig, Bruce A. and Briggs, Robert O. and Shepherd, Morgan M. and Yen, Jerome and Nunamaker Jr., Jay F.",,,https://dblp.org/rec/journals/jmis/ReinigBSYN96
000396,article,,Journal of Management Information Systems,An Empirical Test of the Contingency Approach to User Participation in Information Systems Development,1996,13,1,,http://www.jmis-web.org/articles/848,"Saleem, Naveed",,,https://dblp.org/rec/journals/jmis/Saleem96
000397,article,,Journal of Management Information Systems,Participation on Electronic Bulletin Board Systems - An Empirical Analysis of Work Value Congruency,1996,13,1,,http://www.jmis-web.org/articles/952,"Tillquist, John",,,https://dblp.org/rec/journals/jmis/Tillquist96
000398,article,,Journal of Management Information Systems,On Automated Discovery of Models Using Genetic Programming - Bargaining in a Three-Agent Coalitions Game,1996,12,3,,http://www.jmis-web.org/articles/307,"Dworman, Garett O. and Kimbrough, Steven O. and Laing, James D.",,,https://dblp.org/rec/journals/jmis/DwormanKL96
000399,article,,Journal of Management Information Systems,"Learning, Working, and Innovation - A Case Study in the Insurance Industry",1996,12,3,,http://www.jmis-web.org/articles/416,"Henderson, John C. and Lentz, Christine M. A.",,,https://dblp.org/rec/journals/jmis/HendersonL96
000400,article,,Journal of Management Information Systems,Key Dimensions of Facilitators and Inhibitors for the Strategic Use of Information Technology,1996,12,4,,http://www.jmis-web.org/articles/543,"King, William R. and Teo, Thompson SianHin",,,https://dblp.org/rec/journals/jmis/KingT96
000401,article,,Journal of Management Information Systems,A Note on Project Risk and Option Values of Investments in Information Technologies,1996,13,1,,http://www.jmis-web.org/articles/564,"Kumar, Ram L.",,,https://dblp.org/rec/journals/jmis/Kumar96
000402,article,,Journal of Management Information Systems,Analyzing Cost-Effectiveness of Organizations - The Impact of Information Technology Spending,1996,13,2,,http://www.jmis-web.org/articles/697,"Mitra, Sabyasachi and Chaya, Antoine Karim",,,https://dblp.org/rec/journals/jmis/MitraC96
000403,article,,Journal of Management Information Systems,Applying Group Support Systems to Classroom Settings - A Social Cognitive Learning Theory Explanation,1996,12,3,,http://www.jmis-web.org/articles/698,"Money, William H.",,,https://dblp.org/rec/journals/jmis/Money96
000404,article,,Journal of Management Information Systems,Invoking Social Comparison to Improve Electronic Brainstorming - Beyond Anonymity,1996,12,3,,http://www.jmis-web.org/articles/876,"Shepherd, Morgan M. and Briggs, Robert O. and Reinig, Bruce A. and Yen, Jerome and Nunamaker Jr., Jay F.",,,https://dblp.org/rec/journals/jmis/ShepherdBRYN96
000405,article,,Journal of Management Information Systems,Organizational Learning during Advanced System Development - Opportunities and Obstacles,1996,13,2,,http://www.jmis-web.org/articles/899,"Stein, Eric W. and Vandenbosch, Betty",,,https://dblp.org/rec/journals/jmis/SteinV96
000406,article,,Journal of Management Information Systems,Cognitive Fit in Requirements Modeling - A Study of Object and Process Methodologies,1996,13,2,,http://www.jmis-web.org/articles/9,"Agarwal, Ritu and Sinha, Atish P. and Tanniru, Mohan",,,https://dblp.org/rec/journals/jmis/AgarwalST96
000407,article,,Journal of Management Information Systems,An Empirical Assessment of a Modified Technology Acceptance Model,1996,13,2,,http://www.jmis-web.org/articles/163,"Chau, Patrick Y. K.",,,https://dblp.org/rec/journals/jmis/Chau96
000408,article,,Journal of Management Information Systems,Interorganizational Business Process Redesign - Merging Technological and Process Innovation,1996,13,2,,http://www.jmis-web.org/articles/195,"Clark, Theodore H. and Stoddard, Donna B.",,,https://dblp.org/rec/journals/jmis/ClarkS96
000409,article,,Journal of Management Information Systems,Market Dominance as a Precursor of a Firm's Failure - Emerging Technologies and the Competitive Advantage of New Entrants,1996,13,2,,http://www.jmis-web.org/articles/204,"Clemons, Eric K. and Croson, David C. and Weber, Bruce W.",,,https://dblp.org/rec/journals/jmis/ClemonsCW96
000410,article,,Journal of Management Information Systems,Software Processes and Project Performance,1996,12,3,,http://www.jmis-web.org/articles/268,"Deephouse, Christopher and Mukhopadhyay, Tridas and Goldenson, Dennis and Kellner, Marc I.",,,https://dblp.org/rec/journals/jmis/DeephouseMGK96
000411,article,,Journal of Management Information Systems,Improved Decision Making through Better Integration of Human Resource and Business Process Factors in a Hospital Situation,1996,12,3,,http://www.jmis-web.org/articles/432,"Holden, Tony and Wilhelmij, Paul",,,https://dblp.org/rec/journals/jmis/HoldenW96
000412,article,,Journal of Management Information Systems,An Empirical Study of Factors Affecting Software Package Selection,1996,13,1,,http://www.jmis-web.org/articles/699,"Montazemi, Ali R. and Cameron, David A. and Gupta, Kalyan Moy",,,https://dblp.org/rec/journals/jmis/MontazemiCG96
000413,article,,Journal of Management Information Systems,Requirements Validation via Automated Natural Language Parsing,1996,12,3,,http://www.jmis-web.org/articles/710,"Nanduri, Sastry and Rugaber, Spencer",,,https://dblp.org/rec/journals/jmis/NanduriR96
000414,article,,Journal of Management Information Systems,A Comparison of the Structural Contingency and Risk-Based Perspectives on Coordination in Software Development Projects,1996,13,2,,http://www.jmis-web.org/articles/716,"Nidumolu, Sarma R.",,,https://dblp.org/rec/journals/jmis/Nidumolu96
000415,article,,Journal of Management Information Systems,A Structural Model for CASE Adoption Behavior,1996,13,2,,http://www.jmis-web.org/articles/804,"Rai, Arun and Patnayakuni, Ravi",,,https://dblp.org/rec/journals/jmis/RaiP96
000416,article,,Journal of Management Information Systems,Incompletely Specified Probabilistic Networks,1996,12,3,,http://www.jmis-web.org/articles/837,"Roehrig, Stephen F.",,,https://dblp.org/rec/journals/jmis/Roehrig96
000417,article,,Journal of Management Information Systems,An Examination of Some Software Development Effort and Productivity Determinants in ICASE Tool Projects,1996,12,4,,http://www.jmis-web.org/articles/911,"Subramanian, Girish H. and Zarnich, George E.",,,https://dblp.org/rec/journals/jmis/SubramanianZ96
000418,article,,Journal of Management Information Systems,Dynamic Price Elasticity and the Diffusion of Mainframe Computing,1996,13,2,,http://www.jmis-web.org/articles/504,"Tam, Kar Yan",,,https://dblp.org/rec/journals/jmis/Tam96
000419,article,,Journal of Management Information Systems,Beyond Accuracy - What Data Quality Means to Data Consumers,1996,12,4,,http://www.jmis-web.org/articles/1002,"Wang, Richard Y. and Strong, Diane M.",,,https://dblp.org/rec/journals/jmis/WangS96
000420,article,,Journal of Management Information Systems,Editorial Introduction,1996,13,1,,http://www.jmis-web.org/articles/1112,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass96
000421,article,,Journal of Management Information Systems,Editorial Introduction,1996,13,2,,http://www.jmis-web.org/articles/1111,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass96a
000422,article,,Journal of Management Information Systems,Editorial Introduction,1996,12,4,,http://www.jmis-web.org/articles/1113,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass96b
000423,article,,Journal of Management Information Systems,Destination Information Systems - Design Issues and Directions,1997,14,2,,http://www.jmis-web.org/articles/434,"Chen, Hong-Mei and Sheldon, Pauline J.",,,https://dblp.org/rec/journals/jmis/ChenS97
000424,article,,Journal of Management Information Systems,Information Requirements of Turnaround Managers at the Beginning of Engagements,1997,13,4,,http://www.jmis-web.org/articles/343,"Fredenberger, William B. and Lipp, Astrid and Watson, Hugh J.",,,https://dblp.org/rec/journals/jmis/FredenbergerLW97
000425,article,,Journal of Management Information Systems,Key Issues in Information Systems Management - An International Perspective,1997,13,4,,http://www.jmis-web.org/articles/1008,"Watson, Richard T. and Kelly, Gigi G. and Galliers, Robert D. and Brancheau, James C.",,,https://dblp.org/rec/journals/jmis/WatsonKGB97
000426,article,,Journal of Management Information Systems,Evaluating Alternative Information Regimes in the Private Health Insurance Industry - Managing the Social Cost of Private Information,1997,14,2,,http://www.jmis-web.org/articles/229,"Clemons, Eric K. and Thatcher, Matt E.",,,https://dblp.org/rec/journals/jmis/ClemonsT97
000427,article,,Journal of Management Information Systems,Special Section - Strategic and Competitive Information Systems,1997,14,2,,http://www.jmis-web.org/articles/1012,"Clemons, Eric K. and Weber, Bruce W.",,,https://dblp.org/rec/journals/jmis/ClemonsW97
000428,article,,Journal of Management Information Systems,Group Support Systems for Strategic Planning,1997,14,1,,http://www.jmis-web.org/articles/283,"Dennis, Alan R. and Tyran, Craig K. and Vogel, Douglas R. and Nunamaker Jr., Jay F.",,,https://dblp.org/rec/journals/jmis/DennisTVN97
000429,article,,Journal of Management Information Systems,Special Section - The Impacts of Business Process Change on Organizational Performance,1997,14,1,,http://www.jmis-web.org/articles/386,"Grover, Varun and Kettinger, William J.",,,https://dblp.org/rec/journals/jmis/GroverK97
000430,article,,Journal of Management Information Systems,Business Process Change and Organizational Performance - Exploring an Antecedent Model,1997,14,1,,http://www.jmis-web.org/articles/393,"Guha, Subo and Grover, Varun and Kettinger, William J. and Teng, James T. C.",,,https://dblp.org/rec/journals/jmis/GuhaGKT97
000431,article,,Journal of Management Information Systems,Reengineering the Systems Development Process - The Link Between Autonomous Teams and Business Process Outcomes,1997,14,1,,http://www.jmis-web.org/articles/469,"Janz, Brian D. and Wetherbe, James C. and Davis, Gordon B. and Noe, Raymond A.",,,https://dblp.org/rec/journals/jmis/JanzWDN97
000432,article,,Journal of Management Information Systems,Environmental Scanning for Information Technology - An Empirical Investigation,1997,14,2,,http://www.jmis-web.org/articles/658,"Maier, Jerry L. and Rainer Jr., R. Kelly and Snyder, Charles A.",,,https://dblp.org/rec/journals/jmis/MaierRS97
000433,article,,Journal of Management Information Systems,Successful Strategies for User Participation in Systems Development,1997,14,2,,http://www.jmis-web.org/articles/679,"McKeen, James D. and Guimaraes, Tor",,,https://dblp.org/rec/journals/jmis/McKeenG97
000434,article,,Journal of Management Information Systems,Consensus and Perceived Satisfaction Levels - A Cross-Cultural Comparison of GSS and Non-GSS Outcomes within and between the United States and Mexico,1997,13,3,,http://www.jmis-web.org/articles/685,"Mejias, Roberto J. and Shepherd, Morgan M. and Vogel, Douglas R. and Lazeneo, Litva",,,https://dblp.org/rec/journals/jmis/MejiasSVL97
000435,article,,Journal of Management Information Systems,Special Issue - Information Technology and Its Organizational Impact,1997,13,3,,http://www.jmis-web.org/articles/722,"Nunamaker Jr., Jay F. and Briggs, Robert O.",,,https://dblp.org/rec/journals/jmis/NunamakerB97
000436,article,,Journal of Management Information Systems,Lessons from a Dozen Years of Group Support Systems Research - A Discussion of Lab and Field Findings,1997,13,3,,http://www.jmis-web.org/articles/730,"Nunamaker Jr., Jay F. and Briggs, Robert O. and Mittleman, Daniel D. and Vogel, Douglas R. and Balthazard, Pierre A.",,,https://dblp.org/rec/journals/jmis/NunamakerBMVB97
000437,article,,Journal of Management Information Systems,Integration between Business Planning and Information Systems Planning - An Evolutionary-Contingency Perspective,1997,14,1,,http://www.jmis-web.org/articles/939,"Teo, Thompson SianHin and King, William R.",,,https://dblp.org/rec/journals/jmis/TeoK97
000438,article,,Journal of Management Information Systems,"Moral Hazard, Ethical Considerations, and the Decision to Implement an Information System",1997,13,4,,http://www.jmis-web.org/articles/973,"Tuttle, Brad and Harrell, Adrian M. and Harrison, Paul",,,https://dblp.org/rec/journals/jmis/TuttleHH97
000439,article,,Journal of Management Information Systems,Lotus Notes and Collaboration - Plus ça change,1997,13,3,,http://www.jmis-web.org/articles/979,"Vandenbosch, Betty and Ginzberg, Michael J.",,,https://dblp.org/rec/journals/jmis/VandenboschG97
000440,article,,Journal of Management Information Systems,Information Technology in Three Small Developed Countries,1997,13,4,,http://www.jmis-web.org/articles/315,"Ein-Dor, Phillip and Myers, Michael D. and Raman, K. S.",,,https://dblp.org/rec/journals/jmis/Ein-DorMR97
000441,article,,Journal of Management Information Systems,Spreadsheet Presentation and Error Detection - An Experimental Study,1997,13,3,,http://www.jmis-web.org/articles/351,"Galletta, Dennis F. and Hartzel, Kathleen S. and Johnson, Susan E. and Joseph, Jimmie L. and Rustagi, Sandeep",,,https://dblp.org/rec/journals/jmis/GallettaHJJR97
000442,article,,Journal of Management Information Systems,A Layered Communication Architecture for the Support of Crisis Response,1997,14,1,,http://www.jmis-web.org/articles/401,"Hale, Joanne E.",,,https://dblp.org/rec/journals/jmis/Hale97
