ID,orig_ID,orig_source,language,number,volume,year,title,journal,author,doi,ENTRYTYPE,pages,dblp_key
D_000108,000108,dblp,,4,3,1994,Computer support for strategic organizational decision-making,The Journal of Strategic Information Systems,"Wilson, F. A.",10.1016/0963-8687(94)90034-5,article,,https://dblp.org/rec/journals/jsis/Wilson94
D_000109,000109,dblp,,3,3,1994,Electronic data interchange in international trade: frameworks for the strategic analysis of ocean port communities,The Journal of Strategic Information Systems,"Wrigley, Clive D. and Wagenaar, René W. and Clarke, Roger A.",10.1016/0963-8687(94)90027-2,article,,https://dblp.org/rec/journals/jsis/WrigleyWC94
D_000110,000110,dblp,,2,4,1995,"LEO: The First Business Computer: Hasler Publishing, Wokingham (1994) 272 pp ISBN 0 9521651 0 4",The Journal of Strategic Information Systems,"Powell, Philip",10.1016/0963-8687(95)80025-L,article,,https://dblp.org/rec/journals/jsis/Powell95
D_000111,000111,dblp,,1,3,1994,Editorial,The Journal of Strategic Information Systems,"Galliers, Robert D.",10.1016/0963-8687(94)90002-7,article,,https://dblp.org/rec/journals/jsis/Galliers94
D_000112,000112,dblp,,2,3,1994,Editorial,The Journal of Strategic Information Systems,"Galliers, Robert D.",10.1016/0963-8687(94)90009-4,article,,https://dblp.org/rec/journals/jsis/Galliers94a
D_000113,000113,dblp,,3,3,1994,Editorial,The Journal of Strategic Information Systems,"Galliers, Robert D.",10.1016/0963-8687(94)90023-X,article,,https://dblp.org/rec/journals/jsis/Galliers94b
D_000114,000114,dblp,,4,3,1994,Editorial,The Journal of Strategic Information Systems,"Galliers, Robert D.",10.1016/0963-8687(94)90032-9,article,,https://dblp.org/rec/journals/jsis/Galliers94c
D_000115,000115,dblp,,4,3,1994,New treatments or old remedies: is business process reengineering really socio-technical design?,The Journal of Strategic Information Systems,"Mumford, Enid",10.1016/0963-8687(94)90036-1,article,,https://dblp.org/rec/journals/jsis/Mumford94
D_000116,000116,dblp,,2,3,1994,DHL goes 'open',The Journal of Strategic Information Systems,"Ramani, K. V. and McKinney, Rick",10.1016/0963-8687(94)90013-2,article,,https://dblp.org/rec/journals/jsis/RamaniM94
D_000117,000117,dblp,,1,3,1994,A methodology for business process redesign: experiences and issues,The Journal of Strategic Information Systems,"Wastell, David Graham and White, P. and Kawalek, Peter",10.1016/0963-8687(94)90004-3,article,,https://dblp.org/rec/journals/jsis/WastellWK94
D_000118,000118,dblp,,4,4,1995,Information strategy: alignment with organization structure,The Journal of Strategic Information Systems,"Jordan, Ernest and Tricker, Robert I.",10.1016/0963-8687(95)80004-A,article,,https://dblp.org/rec/journals/jsis/JordanT95
D_000119,000119,dblp,,2,4,1995,Benchmarking as a strategy for managing conflicting stakeholder perceptions of information systems,The Journal of Strategic Information Systems,"Lacity, Mary C. and Hirschheim, Rudy",10.1016/0963-8687(95)80023-J,article,,https://dblp.org/rec/journals/jsis/LacityH95
D_000120,000120,dblp,,3,4,1995,ITEM: a strategic approach to information systems in voluntary organizations,The Journal of Strategic Information Systems,"Morgan, Gareth G.",10.1016/0963-8687(95)96803-G,article,,https://dblp.org/rec/journals/jsis/Morgan95
D_000121,000121,dblp,,1,5,1996,"Self-producing systems: implications and applications of autopoiesis: Plenum Press, New York, 1995, 246, pages $59.60. ISBN 0 306 44797 5",The Journal of Strategic Information Systems,"Klein, Jonathan",10.1016/S0963-8687(96)80024-2,article,,https://dblp.org/rec/journals/jsis/Klein96
D_000122,000122,dblp,,2,5,1996,"Competing through information technology: Strategy and implementation: Prentice Hall, 1995, 298 pages. ISBN 0-13-295304-8",The Journal of Strategic Information Systems,"Powell, Philip",10.1016/S0963-8687(96)80042-4,article,,https://dblp.org/rec/journals/jsis/Powell96a
D_000123,000123,dblp,,4,4,1995,Information flows amongst executives: their implications for systems development,The Journal of Strategic Information Systems,"Adam, Frédéric and Murphy, Ciaran",10.1016/0963-8687(95)80003-9,article,,https://dblp.org/rec/journals/jsis/AdamM95
D_000124,000124,dblp,,1,4,1995,The role of feedback in assessing information systems planning effectiveness,The Journal of Strategic Information Systems,"Baker, Bernadette",10.1016/0963-8687(95)80015-I,article,,https://dblp.org/rec/journals/jsis/Baker95
D_000125,000125,dblp,,1,4,1995,Linking information technology to business strategy at Banco Comercial Português,The Journal of Strategic Information Systems,"Dutta, Soumitra and Doz, Yves",10.1016/0963-8687(95)80017-K,article,,https://dblp.org/rec/journals/jsis/DuttaD95
D_000126,000126,dblp,,1,4,1995,"Organizational innovativeness, competitive strategy and investment success",The Journal of Strategic Information Systems,"Gatian, Amy W. and Brown, Robert M. and Hicks Jr., James O.",10.1016/0963-8687(95)80014-H,article,,https://dblp.org/rec/journals/jsis/GatianBH95
D_000127,000127,dblp,,3,4,1995,Executive access to information systems in Australian public organizations,The Journal of Strategic Information Systems,"Hasan, Helen and Lampitsi, Stephanie",10.1016/0963-8687(95)96802-F,article,,https://dblp.org/rec/journals/jsis/HasanL95
D_000128,000128,dblp,,3,4,1995,An evaluation of an innovative information technology - the case of Carrier EXPERT,The Journal of Strategic Information Systems,"Heatley, James and Agarwal, Ritu and Tanniru, Mohan",10.1016/0963-8687(95)96805-I,article,,https://dblp.org/rec/journals/jsis/HeatleyAT95
D_000129,000129,dblp,,2,4,1995,Cooperative supply chain management: the impact of interorganizational information systems,The Journal of Strategic Information Systems,"Holland, Christopher P.",10.1016/0963-8687(95)80020-Q,article,,https://dblp.org/rec/journals/jsis/Holland95
D_000130,000130,dblp,,4,4,1995,Career orientations of information systems employees in South Africa,The Journal of Strategic Information Systems,"Igbaria, Magid and Meredith, Guy and Smith, Derek C.",10.1016/0963-8687(95)80002-8,article,,https://dblp.org/rec/journals/jsis/IgbariaMS95
D_000131,000131,dblp,,2,4,1995,The importance of relationship management in establishing successful interorganizational systems,The Journal of Strategic Information Systems,"Meier, Johannes",10.1016/0963-8687(95)80021-H,article,,https://dblp.org/rec/journals/jsis/Meier95
D_000132,000132,dblp,,2,4,1995,Transforming the organization: the contribution of the information systems function,The Journal of Strategic Information Systems,"Moreton, Robert",10.1016/0963-8687(95)80022-I,article,,https://dblp.org/rec/journals/jsis/Moreton95
D_000133,000133,dblp,,3,4,1995,Implementation strategies for office systems,The Journal of Strategic Information Systems,"Noble, Faith",10.1016/0963-8687(95)96804-H,article,,https://dblp.org/rec/journals/jsis/Noble95
D_000134,000134,dblp,,2,4,1995,Restructuring the Information Systems Department at M-Net and Multichoice: A major restructure of an IS department,The Journal of Strategic Information Systems,"Sutherland, Frances and Remenyi, Dan",10.1016/0963-8687(95)80024-K,article,,https://dblp.org/rec/journals/jsis/SutherlandR95
D_000135,000135,dblp,,1,4,1995,Factors contributing to the success of customer oriented interorganizational systems,The Journal of Strategic Information Systems,"Cavaye, Angèle L. M. and Cragg, Paul B.",10.1016/0963-8687(95)80012-F,article,,https://dblp.org/rec/journals/jsis/CavayeC95
D_000136,000136,dblp,,1,4,1995,Information technology enables business process reengineering at YCH DistriPark (Singapore),The Journal of Strategic Information Systems,"Ramani, K. V. and Yap, Robert and Pavri, Francis N.",10.1016/0963-8687(95)80016-J,article,,https://dblp.org/rec/journals/jsis/RamaniYP95
D_000137,000137,dblp,,1,4,1995,Networks of collaboration or conflict? Electronic data interchange and power in the supply chain,The Journal of Strategic Information Systems,"Webster, Juliet",10.1016/0963-8687(95)80013-G,article,,https://dblp.org/rec/journals/jsis/Webster95
D_000138,000138,dblp,,4,5,1996,"Effective project management: Wiley, 1995, 333 pp. ISBN 0-471-11521-5",The Journal of Strategic Information Systems,"Martin, Andrew",10.1016/S0963-8687(96)80034-5,article,,https://dblp.org/rec/journals/jsis/Martin96
D_000139,000139,dblp,,1,4,1995,Editorial,The Journal of Strategic Information Systems,"Galliers, Robert D.",10.1016/0963-8687(95)80010-N,article,,https://dblp.org/rec/journals/jsis/Galliers95
D_000140,000140,dblp,,2,4,1995,Editorial,The Journal of Strategic Information Systems,"Galliers, Robert D.",10.1016/0963-8687(95)80019-M,article,,https://dblp.org/rec/journals/jsis/Galliers95a
D_000141,000141,dblp,,3,4,1995,Editorial,The Journal of Strategic Information Systems,"Galliers, Robert D.",10.1016/0963-8687(95)90001-2,article,,https://dblp.org/rec/journals/jsis/Galliers95b
D_000142,000142,dblp,,4,4,1995,Editorial,The Journal of Strategic Information Systems,"Galliers, Robert D.",10.1016/0963-8687(95)80001-7,article,,https://dblp.org/rec/journals/jsis/Galliers95c
D_000143,000143,dblp,,3,4,1995,IT-enabled business process reengineering: organizational and human resource dimensions,The Journal of Strategic Information Systems,"Willcocks, Leslie P. and Smith, Gill",10.1016/0963-8687(95)96806-J,article,,https://dblp.org/rec/journals/jsis/WillcocksS95
D_000144,000144,dblp,,4,5,1996,Modeling the relative importance of ethical behavior criteria: a simulation of information systems professionals' ethical decisions,The Journal of Strategic Information Systems,"Pearson, J. Michael and Crosby, Leon and Shim, J. P.",10.1016/S0963-8687(96)80030-8,article,,https://dblp.org/rec/journals/jsis/PearsonCS96
D_000145,000145,dblp,,3,5,1996,Toward a theory of strategic information systems planning,The Journal of Strategic Information Systems,"Lederer, Albert L. and Salmela, Hannu",10.1016/S0963-8687(96)80005-9,article,,https://dblp.org/rec/journals/jsis/LedererS96
D_000146,000146,dblp,,2,5,1996,The practice of information strategy in six information intensive organizations in The Netherlands,The Journal of Strategic Information Systems,"Smits, Martin T. and van der Poel, K. G.",10.1016/S0963-8687(96)80038-2,article,,https://dblp.org/rec/journals/jsis/SmitsP96
D_000147,000147,dblp,,3,6,1997,"Information management: the organizational dimension: Michael J Earl (Ed.) Oxford University Press, 1996 ISBN 0-19-825760-0",The Journal of Strategic Information Systems,"Levy, Margi",10.1016/S0963-8687(97)00008-5,article,,https://dblp.org/rec/journals/jsis/Levy97
D_000148,000148,dblp,,4,5,1996,The impact of electronic markets: the case of the Dutch Flower Auctions,The Journal of Strategic Information Systems,"Heezen, Judith and Baets, Walter",10.1016/S0963-8687(96)80032-1,article,,https://dblp.org/rec/journals/jsis/HeezenB96
D_000149,000149,dblp,,3,5,1996,"Integrating information technology divisions in a bank merger Fit, compatibility and models of change",The Journal of Strategic Information Systems,"Johnston, Kim and Yetton, Philip",10.1016/S0963-8687(96)80003-5,article,,https://dblp.org/rec/journals/jsis/JohnstonY96
D_000150,000150,dblp,,4,5,1996,Toward more effective management of information technology benefits,The Journal of Strategic Information Systems,"Jurison, Jaak",10.1016/S0963-8687(96)80029-1,article,,https://dblp.org/rec/journals/jsis/Jurison96
D_000151,000151,dblp,,1,5,1996,The role of information technology in retailing: the case of supporting fashion purchasing at a European department store chain,The Journal of Strategic Information Systems,"Loebbecke, Claudia and Kronen, Juliane and Jelassi, Tawfik",10.1016/S0963-8687(96)80023-0,article,,https://dblp.org/rec/journals/jsis/LoebbeckeKJ96
D_000152,000152,dblp,,3,5,1996,From efficiency to flexibility: the strategic use of information in the airline industry,The Journal of Strategic Information Systems,"Monteiro, Luís and Macdonald, Stuart",10.1016/S0963-8687(96)80002-3,article,,https://dblp.org/rec/journals/jsis/MonteiroM96
D_000153,000153,dblp,,4,5,1996,"Competitive advantage through information technology: McGraw-Hill International Editions, 1996, 372 pp, NZ$80.95. ISBN 0 07 114106 5",The Journal of Strategic Information Systems,"Surendran, Ken",10.1016/S0963-8687(96)80033-3,article,,https://dblp.org/rec/journals/jsis/Surendran96
D_000154,000154,dblp,,2,5,1996,"User driven innovation - the world's first business computer: McGraw-Hill, 1996, 416 pages, £35. ISBN 0-07-709236-8",The Journal of Strategic Information Systems,"Ward, John M.",10.1016/S0963-8687(96)80043-6,article,,https://dblp.org/rec/journals/jsis/Ward96
D_000155,000155,dblp,,1,5,1996,Reconciling the IT/business relationship: a troubled marriage in need of guidance,The Journal of Strategic Information Systems,"Ward, John M. and Peppard, Joe",10.1016/S0963-8687(96)80022-9,article,,https://dblp.org/rec/journals/jsis/WardP96
D_000156,000156,dblp,,2,5,1996,Government regulation through voluntary cooperation: a follow-up study of the strategic impact of information technology,The Journal of Strategic Information Systems,"Williams, Trevor A.",10.1016/S0963-8687(96)80041-2,article,,https://dblp.org/rec/journals/jsis/Williams96
D_000157,000157,dblp,,1,5,1996,Role of national culture in the transfer of information technology,The Journal of Strategic Information Systems,"Shore, Barry and Venkatachalam, A. R.",10.1016/S0963-8687(96)80021-7,article,,https://dblp.org/rec/journals/jsis/ShoreV96
D_000158,000158,dblp,,2,5,1996,Organisational learning and core capabilities development: the role of IT,The Journal of Strategic Information Systems,"Andreu, Rafael and Ciborra, Claudio U.",10.1016/S0963-8687(96)80039-4,article,,https://dblp.org/rec/journals/jsis/AndreuC96
D_000159,000159,dblp,,3,5,1996,The New Branch Columbus project at Royal Bank of Scotland: the implementation of large-scale business process re-engineering,The Journal of Strategic Information Systems,"Currie, Wendy L. and Willcocks, Leslie P.",10.1016/S0963-8687(96)80004-7,article,,https://dblp.org/rec/journals/jsis/CurrieW96
D_000160,000160,dblp,,1,5,1996,Editorial,The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(96)80019-9,article,,https://dblp.org/rec/journals/jsis/Galliers96
D_000161,000161,dblp,,2,5,1996,Editorial,The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(96)80037-0,article,,https://dblp.org/rec/journals/jsis/Galliers96a
D_000162,000162,dblp,,3,5,1996,Editorial,The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(96)80001-1,article,,https://dblp.org/rec/journals/jsis/Galliers96b
D_000163,000163,dblp,,4,5,1996,Editorial,The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(96)80028-X,article,,https://dblp.org/rec/journals/jsis/Galliers96c
D_000164,000164,dblp,,1,5,1996,The new alchemist: or how to transmute base organizations into corporations of gleaming gold,The Journal of Strategic Information Systems,"Land, Frank",10.1016/S0963-8687(96)80020-5,article,,https://dblp.org/rec/journals/jsis/Land96
D_000165,000165,dblp,,4,5,1996,Banking 2000? Reengineering at the First National Bank of Southern Africa to create a branch of the future,The Journal of Strategic Information Systems,"Remenyi, Dan and Cinnamond, Bill",10.1016/S0963-8687(96)80031-X,article,,https://dblp.org/rec/journals/jsis/RemenyiC96
D_000166,000166,dblp,,2,5,1996,Multinational corporations - the emerging research agenda,The Journal of Strategic Information Systems,"Roche, Edward M.",10.1016/S0963-8687(96)80040-0,article,,https://dblp.org/rec/journals/jsis/Roche96
D_000167,000167,dblp,,4,6,1997,Differences in national information infrastructures: the reflection of national cultures,The Journal of Strategic Information Systems,"Garfield, Monica J. and Watson, Richard T.",10.1016/S0963-8687(98)00012-2,article,,https://dblp.org/rec/journals/jsis/GarfieldW97
D_000168,000168,dblp,,3,6,1997,Information systems outsourcing strategies for affiliated firms of the Korean conglomerate groups,The Journal of Strategic Information Systems,"Lee, Jae-Nam and Kim, Young-Gul",10.1016/S0963-8687(97)00017-6,article,,https://dblp.org/rec/journals/jsis/LeeK97
D_000169,000169,dblp,,3,6,1997,Information systems management issues in Central America: a multinational and comparative study,The Journal of Strategic Information Systems,"Mata, Francisco J. and Fuerst, William L.",10.1016/S0963-8687(97)00013-9,article,,https://dblp.org/rec/journals/jsis/MataF97
D_000170,000170,dblp,,1,6,1997,Understanding user perceptions of information systems success,The Journal of Strategic Information Systems,"Whyte, Grafton and Bytheway, Andy and Edwards, Chris",10.1016/S0963-8687(96)01054-2,article,,https://dblp.org/rec/journals/jsis/WhyteBE97
D_000171,000171,dblp,,3,8,1999,"Strategic Management and Information Systems, 2nd ed. W. Robson (Ed.); Pitman Publishing, 1997, 575 pages, ISBN 0273-61591-2, £23.99",The Journal of Strategic Information Systems,"Powell, Philip",10.1016/S0963-8687(99)00027-X,article,,https://dblp.org/rec/journals/jsis/Powell99a
D_000172,000172,dblp,,4,6,1997,Assessing realized information systems strategy,The Journal of Strategic Information Systems,"Chan, Yolande E. and Huff, Sid L. and Copeland, Duncan",10.1016/S0963-8687(97)00005-X,article,,https://dblp.org/rec/journals/jsis/ChanHC97
D_000173,000173,dblp,,1,7,1998,"Management, information and power: A narrative of the involved manager: Lucas Introna, Macmillan, London, 1997, ISBN 0333698703",The Journal of Strategic Information Systems,"Mingers, John",10.1016/S0963-8687(98)00015-8,article,,https://dblp.org/rec/journals/jsis/Mingers98
D_000174,000174,dblp,,4,6,1997,Embryonic approach to the development of information systems,The Journal of Strategic Information Systems,"Bai, Guohua",10.1016/S0963-8687(97)00010-3,article,,https://dblp.org/rec/journals/jsis/Bai97
D_000175,000175,dblp,,4,6,1997,"Information systems: An emerging discipline?: John Mingers and Frank Stowell (Eds.). McGraw-Hill, Maidenhead, 387 pages, ISBN 0077092953",The Journal of Strategic Information Systems,"Powell, Philip",10.1016/S0963-8687(97)00021-8,article,,https://dblp.org/rec/journals/jsis/Powell97
D_000176,000176,dblp,,2,6,1997,Assessment of information strategies in insurance companies in the Netherlands,The Journal of Strategic Information Systems,"Smits, Martin T. and van der Poel, K. G. and Ribbers, Pieter M. A.",10.1016/S0963-8687(97)00004-8,article,,https://dblp.org/rec/journals/jsis/SmitsPR97
D_000177,000177,dblp,,3,6,1997,Interorganisational information systems: issues affecting interorganisational cooperation,The Journal of Strategic Information Systems,"Williams, Trevor",10.1016/S0963-8687(97)00018-8,article,,https://dblp.org/rec/journals/jsis/Williams97
D_000178,000178,dblp,,1,6,1997,Exploring the use of electronic messaging infrastructure: the case of a telecommunications firm,The Journal of Strategic Information Systems,"Bennett, Michael and Weill, Peter",10.1016/S0963-8687(97)00002-4,article,,https://dblp.org/rec/journals/jsis/BennettW97
D_000179,000179,dblp,,2,6,1997,"A strategic client/server implementation: new technology, lessons from history",The Journal of Strategic Information Systems,"Lacity, Mary C. and Willcocks, Leslie P. and Subramanian, Ashok",10.1016/S0963-8687(97)00009-7,article,,https://dblp.org/rec/journals/jsis/LacityWS97
D_000180,000180,dblp,,4,6,1997,Business process redesign at CompuNet - standardizing top-quality service through IT,The Journal of Strategic Information Systems,"Loebbecke, Claudia and Jelassi, Tawfik",10.1016/S0963-8687(96)01043-8,article,,https://dblp.org/rec/journals/jsis/LoebbeckeJ97
D_000181,000181,dblp,,1,6,1997,The challenges of strategic data planning in practice: an interpretive case study,The Journal of Strategic Information Systems,"Shanks, Graeme G.",10.1016/S0963-8687(96)01053-0,article,,https://dblp.org/rec/journals/jsis/Shanks97
D_000182,000182,dblp,,3,6,1997,EDI in the Scottish Health Service: inter-organisational systems and inter-organisational change,The Journal of Strategic Information Systems,"Spinardi, Graham and Graham, Ian and Williams, Robin",10.1016/S0963-8687(97)00012-7,article,,https://dblp.org/rec/journals/jsis/SpinardiGW97
D_000183,000183,dblp,,1,7,1998,"Women computer professionals: Progress and resistance: Rosemary Wright, The Edwin Mellen Press, Lewiston, NY, July 1997, 250 pp., £49.95. ISBN 0-7734-2244-7 (hardback)",The Journal of Strategic Information Systems,"Panteli, Niki",10.1016/S0963-8687(98)00014-6,article,,https://dblp.org/rec/journals/jsis/Panteli98
D_000184,000184,dblp,,2,6,1997,Editorial,The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(97)00015-2,article,,https://dblp.org/rec/journals/jsis/Galliers97
D_000185,000185,dblp,,3,6,1997,Editorial,The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(97)00019-X,article,,https://dblp.org/rec/journals/jsis/Galliers97a
D_000186,000186,dblp,,4,6,1997,Editorial,The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(98)00016-X,article,,https://dblp.org/rec/journals/jsis/Galliers97b
D_000187,000187,dblp,,2,6,1997,Tel Aviv City hall - The computerization revolution,The Journal of Strategic Information Systems,"Neumann, Seev and Zviran, Moshe",10.1016/S0963-8687(97)00011-5,article,,https://dblp.org/rec/journals/jsis/NeumannZ97
D_000188,000188,dblp,,2,7,1998,An information systems view of Chinese state enterprises,The Journal of Strategic Information Systems,"Dologite, Dorothy G. and Fang, Mai Qi and Chen, Yu and Mockler, Robert J. and Chao, Chiang-nan",10.1016/S0963-8687(98)00023-7,article,,https://dblp.org/rec/journals/jsis/DologiteFCMC98
D_000189,000189,dblp,,3,7,1998,Information gathering problems in multinational banking,The Journal of Strategic Information Systems,"Kuljis, Jasna and Macredie, Robert D. and Paul, Ray J.",10.1016/S0963-8687(98)00031-6,article,,https://dblp.org/rec/journals/jsis/KuljisMP98
D_000190,000190,dblp,,1,7,1998,An exploratory study in investigating transnational information systems,The Journal of Strategic Information Systems,"Cavaye, Angèle L. M.",10.1016/S0963-8687(98)00018-3,article,,https://dblp.org/rec/journals/jsis/Cavaye98
D_000191,000191,dblp,,1,7,1998,Crisis and foundations: an inquiry into the nature and limits of models and methods in the information systems discipline,The Journal of Strategic Information Systems,"Ciborra, Claudio U.",10.1016/S0963-8687(98)00020-1,article,,https://dblp.org/rec/journals/jsis/Ciborra98
D_000192,000192,dblp,,4,7,1998,Contours of diffusion of electronic data interchange in Finland: Overcoming technological barriers and collaborating to make it happen,The Journal of Strategic Information Systems,"Damsgaard, Jan and Lyytinen, Kalle",10.1016/S0963-8687(98)00032-8,article,,https://dblp.org/rec/journals/jsis/DamsgaardL98
D_000193,000193,dblp,,2,7,1998,An examination of the role of the information systems centre,The Journal of Strategic Information Systems,"Fowler, Alan and Wilkinson, Tony",10.1016/S0963-8687(98)00021-3,article,,https://dblp.org/rec/journals/jsis/FowlerW98
D_000194,000194,dblp,,3,7,1998,"Virtual organizing as a strategy for the ""Big Six"" to stay competitive in a global market",The Journal of Strategic Information Systems,"Sieber, Pascal and Griese, Joachim",10.1016/S0963-8687(98)00026-2,article,,https://dblp.org/rec/journals/jsis/SieberG98
D_000195,000195,dblp,,3,8,1999,"Achieving the Promise of Information Technology: Introducing the Transformational Project Paradigm R. Sackman (Ed.); PMI Publishing, 1998, 194 pages, ISBN 1-880410-03-6, US$ 39.95",The Journal of Strategic Information Systems,"Powell, Philip",10.1016/S0963-8687(99)00026-8,article,,https://dblp.org/rec/journals/jsis/Powell99
D_000196,000196,dblp,,2,7,1998,The role of appropriability in sustaining competitive advantage - an electronic auction system case study,The Journal of Strategic Information Systems,"Atkins, M. H.",10.1016/S0963-8687(98)00019-5,article,,https://dblp.org/rec/journals/jsis/Atkins98
D_000197,000197,dblp,,3,7,1998,The strategic impact of IT on the retail financial services industry,The Journal of Strategic Information Systems,"Channon, Derek F.",10.1016/S0963-8687(98)00027-4,article,,https://dblp.org/rec/journals/jsis/Channon98
D_000198,000198,dblp,,1,7,1998,Strategic use of EDI in the public sector: the HMSO case study,The Journal of Strategic Information Systems,"Cox, Benita and Ghoneim, Sherine",10.1016/S0963-8687(98)00017-1,article,,https://dblp.org/rec/journals/jsis/CoxG98
D_000199,000199,dblp,,1,7,1998,A classification of success factors for decision support systems,The Journal of Strategic Information Systems,"Finlay, Paul N. and Forghani, Morteza",10.1016/S0963-8687(98)00013-4,article,,https://dblp.org/rec/journals/jsis/FinlayF98
D_000200,000200,dblp,,4,7,1998,"Problems, knowledge, solutions: solving complex problems - a response to Enid Mumford's paper ICIS 1998, Helsinki, Finland",The Journal of Strategic Information Systems,"Galliers, Robert D.",10.1016/S0963-8687(99)00002-5,article,,https://dblp.org/rec/journals/jsis/Galliers98a
D_000201,000201,dblp,,3,7,1998,Global strategies to overcome the spiral of decline in universal bank markets,The Journal of Strategic Information Systems,"Holland, Christopher P. and Lockett, A. Geoffrey and Blackman, Ian D.",10.1016/S0963-8687(98)00029-8,article,,https://dblp.org/rec/journals/jsis/HollandLB98
D_000202,000202,dblp,,4,7,1998,A cross-national comparison of the adoption of business process reengineering: fashion-setting networks?,The Journal of Strategic Information Systems,"Newell, Sue and Swan, Jacky and Robertson, Maxine",10.1016/S0963-8687(98)00033-X,article,,https://dblp.org/rec/journals/jsis/NewellSR98
D_000203,000203,dblp,,1,7,1998,Editorial,The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(98)00024-9,article,,https://dblp.org/rec/journals/jsis/Galliers98
D_000204,000204,dblp,,4,7,1998,"Problems, knowledge, solutions: solving complex problems",The Journal of Strategic Information Systems,"Mumford, Enid",10.1016/S0963-8687(99)00003-7,article,,https://dblp.org/rec/journals/jsis/Mumford98
D_000205,000205,dblp,,3,7,1998,Financial securities transactions: a study of logistic process performance improvements,The Journal of Strategic Information Systems,"Toppen, Roland and Smits, Martin and Ribbers, Pieter M. A.",10.1016/S0963-8687(98)00028-6,article,,https://dblp.org/rec/journals/jsis/ToppenSR98
D_000206,000206,dblp,,3,8,1999,"Strategic Information Management: Challenges and Strategies in Managing Information Systems, 2nd ed. R. Galliers, D. Leidner, B. Baker (Eds.); Butterworth-Heinemann, 1999, 590 pages, ISBN 0-7506-3975 X, £22.50",The Journal of Strategic Information Systems,"Powell, Philip",10.1016/S0963-8687(99)00028-1,article,,https://dblp.org/rec/journals/jsis/Powell99b
D_000207,000207,dblp,,2,8,1999,Making sense of telebanking information systems: the role of organizational back ups,The Journal of Strategic Information Systems,"Faia-Correia, Manuela and Patriotta, Gerardo and Brigham, Martin and Corbett, J. Martin",10.1016/S0963-8687(99)00019-0,article,,https://dblp.org/rec/journals/jsis/Faia-CorreiaPBC99
D_000208,000208,dblp,,2,11,2002,"M. Khosrowpour, Success and Pitfalls of Information Technology Management, Idea Group Publishing, Hershey, PA, 1999, ISBN 1-878289-56-X, US$ 165 (Book 1); M. Khosrowpour, Organizational Achievement and Failure in Information Technology Management, Idea Group Publishing, Hershey, PA, 2000, ISBN 1-878289-83-7, US$ 165 (Book 2); M. Khosrowpour, Pitfalls and Triumphs of Information Technology Management, Idea Group Publishing, Hershey, PA, 2001, ISBN 1-878289-61-6, US$ 165 (Book 3)",The Journal of Strategic Information Systems,"Mitev, Nathalie N.",10.1016/S0963-8687(02)00003-3,article,,https://dblp.org/rec/journals/jsis/Mitev02
D_000209,000209,dblp,,4,8,1999,The paradox of information systems: strategic value and low status,The Journal of Strategic Information Systems,"Avison, David E. and Cuthbertson, C. H. and Powell, Philip",10.1016/S0963-8687(00)00026-3,article,,https://dblp.org/rec/journals/jsis/AvisonCP99
D_000210,000210,dblp,,3,8,1999,The relative success of alternative approaches to strategic information systems planning: an empirical analysis,The Journal of Strategic Information Systems,"Doherty, Neil F. and Marples, Chris and Suhaimi, A.",10.1016/S0963-8687(99)00024-4,article,,https://dblp.org/rec/journals/jsis/DohertyMS99
D_000211,000211,dblp,,3,8,1999,"Towards the integration of e-business, knowledge management and policy considerations within an information systems strategy framework",The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(00)00023-8,article,,https://dblp.org/rec/journals/jsis/Galliers99b
D_000212,000212,dblp,,4,8,1999,An integrated approach toward strategic information systems planning,The Journal of Strategic Information Systems,"Min, Seung Ki and Suh, Eui-Ho and Kim, Su-Yeon",10.1016/S0963-8687(00)00029-9,article,,https://dblp.org/rec/journals/jsis/MinSK99
D_000213,000213,dblp,,2,8,1999,Strategic context and patterns of IT infrastructure capability,The Journal of Strategic Information Systems,"Broadbent, Marianne and Weill, Peter and Neo, Boon-Siong",10.1016/S0963-8687(99)00022-0,article,,https://dblp.org/rec/journals/jsis/BroadbentWN99
D_000214,000214,dblp,,1,8,1999,Process integration through information technology at the Générale de Banque of Belgium,The Journal of Strategic Information Systems,"Van Grembergen, Wim and van Belle, Jean-Louis",10.1016/S0963-8687(99)00014-1,article,,https://dblp.org/rec/journals/jsis/GrembergenB99
D_000215,000215,dblp,,3,8,1999,"Integrating market, technology, and policy opportunities in e-business strategy",The Journal of Strategic Information Systems,"Jarvenpaa, Sirkka L. and Tiller, Emerson H.",10.1016/S0963-8687(99)00025-6,article,,https://dblp.org/rec/journals/jsis/JarvenpaaT99
