ID,ENTRYTYPE,doi,journal,title,year,volume,number,dblp_key,metadata_source,author,file,grobid-version,note,pages,url,language
0000000725,article,,European Journal of Information Systems,An investigation of task-technology fit for managers in Greece and the US,,7,2,,,"Ferratt, T. W and Vlahos, G. E",data/pdfs/7_2/Ferratt1998_An Investigation O.pdf,lfoppiano/grobid:0.8.1,,,,
0000000726,article,10.1057/EJIS.2011.39,European Journal of Information Systems,Top management support and IS implementation: further support for the moderating role of task interdependence,2011,20,6,,,"Sharma, Rajeev and Yetton, Phillip",data/pdfs/20_6/SharmaYetton2011.pdf,lfoppiano/grobid:0.8.1,,,,
0000000727,article,10.1057/PALGRAVE.EJIS.3000504,European Journal of Information Systems,"Hermeneutics, information and representation",,13,3,,,"Chalmers, Matthew",data/pdfs/13_3/Chalmers2004.pdf,lfoppiano/grobid:0.8.1,,,,
0000000728,article,10.1057/EJIS.2013.18,European Journal of Information Systems,A systematic methodology for privacy impact assessments: a design science approach,2013,23,2,,,"Oetzel, Marie Caroline and Spiekermann, Sarah",data/pdfs/23_2/OetzelSpiekermann2014.pdf,lfoppiano/grobid:0.8.1,,,,
0000000729,article,,European Journal of Information Systems,,,2,3,,,,data/pdfs/2_3/Erratum.pdf,lfoppiano/grobid:0.8.1,Erratum,,,
0000000730,article,10.1057/EJIS.2009.43,European Journal of Information Systems,Managing RFID projects in organizations,,18,6,,,"Bose, Indranil and Ngai, Eric W T and Teo, Thompson S H and Spiekermann, Sarah",data/pdfs/18_6/BoseNgaiTeoEtAl2009.pdf,lfoppiano/grobid:0.8.1,,,,
0000000731,article,10.1057/PALGRAVE.EJIS.3000687,European Journal of Information Systems,Model-driven multidimensional modeling of secure data warehouses,,16,4,,,"Ferna ´ndez-Medina, Eduardo and Trujillo, Juan and Piattini, Mario and Ferna ´ndez- Medina, Eduardo",data/pdfs/16_4/FernandezMedinaTrujilloPiattini2007.pdf,lfoppiano/grobid:0.8.1,,,,
0000000732,article,10.1057/PALGRAVE.EJIS.3000673,European Journal of Information Systems,Collaborative e-Government: impediments and benefits of information-sharing projects in the public sector,,16,2,,,"Gil-Garcia, J. Ramon and Chengalur-Smith, Indushobha and Duchessi, Peter",data/pdfs/16_2/GilGarciaChengalurSmithDuchessi2007.pdf,lfoppiano/grobid:0.8.1,,,,
0000000733,article,10.1057/PALGRAVE.EJIS.3000550,European Journal of Information Systems,Information Technology: Strategic Decision Making for Managers,,15,1,,,"Lucas, Henry C and Berghout, Egon",data/pdfs/15_1/LucasBerghout2006.pdf,lfoppiano/grobid:0.8.1,Book review,,,
0000000734,article,10.1057/PALGRAVE.EJIS.3000651,European Journal of Information Systems,Electronic Brains: Stories from the Dawn of the Computer Age,,15,6,,,"Hally, Mike",data/pdfs/15_6/Hollocks2006b.pdf,lfoppiano/grobid:0.8.1,Book review,,,
0000000735,article,,European Journal of Information Systems,,,2,1,,,,data/pdfs/2_1/Book_review_4.pdf,lfoppiano/grobid:0.8.1,Book review,,,
0000000736,article,10.1057/EJIS.2014.34,European Journal of Information Systems,Economic decision criteria for the migration to cloud storage,2014,25,1,,,"Naldi, Maurizio and Mastroeni, Loretta",data/pdfs/25_1/NaldiMastroeni2016.pdf,lfoppiano/grobid:0.8.1,,,,
0000000737,article,10.1057/EJIS.2010.71,European Journal of Information Systems,Inter-organizational information systems adoption -a configuration analysis approach,2011,20,5,,,"Lyytinen, Kalle and Damsgaard, Jan",data/pdfs/20_5/LyytinenDamsgaard2011.pdf,lfoppiano/grobid:0.8.1,,,,
0000000738,article,10.1057/PALGRAVE.EJIS.3000481,European Journal of Information Systems,Special section on managing e-business transformation,,12,4,,,"Farhoomand, Ali and Wigand, Rolf",data/pdfs/12_4/FarhoomandWigand2003.pdf,lfoppiano/grobid:0.8.1,,,,
0000000739,article,,European Journal of Information Systems,Information technology diffusion: building positive barriers,,7,1,,,"Baskerville, R. and Pries-Heje, J.",data/pdfs/7_1/3000290a.pdf,lfoppiano/grobid:0.8.1,,,,
0000000740,article,10.1080/0960085X.2020.1808541,European Journal of Information Systems,IT architecture flexibility and IT governance decentralisation as drivers of IT-enabled dynamic capabilities and competitive performance: The moderating effect of the external environment,,30,5,,,"Mikalef, Patrick and Pateli, Adamantia and Van De Wetering, Rogier and Rowe, Frantz and Bernroider, Edward",data/pdfs/30_5/MikalefPatelivandeWetering2021.pdf,lfoppiano/grobid:0.8.1,,,,
0000000741,article,10.1057/EJIS.2010.27,European Journal of Information Systems,"Dressage, control, and enterprise systems: the case of NASA's Full Cost initiative",,19,3,,,"Berente, Nicholas and Gal, Uri and Yoo, Youngjin and Denmark, Youngjin and Yoo",data/pdfs/19_3/BerenteGalYoo2010a.pdf,lfoppiano/grobid:0.8.1,Correction,,,
0000000742,article,,European Journal of Information Systems,"'Requirements-Uncertainty': Is it best formulated as a latent, aggregate or profile construct?",,9,2,,,"Moynihan, T.",data/pdfs/9_2/Moynihan2000.pdf,lfoppiano/grobid:0.8.1,,,,
0000000743,article,,European Journal of Information Systems,Inter-organizational relationships and information technology: a conceptual synthesis and a research framework,,5,2,,,"Bensaou, M. and Venkatraman, N.",data/pdfs/5_2/Bensaou1996_Inter-Organization.pdf,lfoppiano/grobid:0.8.1,,,,
0000000744,article,10.1057/EJIS.2010.26,European Journal of Information Systems,Using the theory of the professions to understand the IS identity crisis,2010,19,4,,,"Somers, Mark John",data/pdfs/19_4/Somers2010.pdf,lfoppiano/grobid:0.8.1,,,,
0000000745,article,,European Journal of Information Systems,,,1,3,,,,data/pdfs/1_3/Berkeley.pdf,lfoppiano/grobid:0.8.1,Book review,,,
0000000746,article,10.1057/PALGRAVE.EJIS.3000519,European Journal of Information Systems,"The surface of emergence in systems development: agency, institutions, and large-scale information systems",,14,1,,,"Chae, Bongsug and Poole, Marshall Scott",data/pdfs/14_1/ChaePoole2005a.pdf,lfoppiano/grobid:0.8.1,,,,
0000000747,article,10.1057/EJIS.2009.11,European Journal of Information Systems,Threat or coping appraisal: determinants of SMB executives' decision to adopt anti-malware software,2009,18,2,,,"Lee, Younghwa and Larsen, Kai R",data/pdfs/18_2/LeeLarsen2009.pdf,lfoppiano/grobid:0.8.1,,,,
0000000748,article,10.1080/0960085X.2018.1458065,European Journal of Information Systems,Whither design science research?,,27,2,,,"Ågerfalk, Pär J",data/pdfs/27_2/Agerfalk2018a.pdf,lfoppiano/grobid:0.8.1,,,,
0000000749,article,,European Journal of Information Systems,Book review,,10,1,,,"Data, Oracle8i and Hillson, S. and Hobbs, L.",data/pdfs/10_1/DataHillsonHobbs2001.pdf,lfoppiano/grobid:0.8.1,Book review,,,
0000000750,article,10.1057/EJIS.2013.1,European Journal of Information Systems,Why end-users move to the cloud: a migration-theoretic analysis,2013,23,3,,,"Bhattacherjee, Anol and Park, Sang Cheol",data/pdfs/23_3/BhattacherjeePark2014.pdf,lfoppiano/grobid:0.8.1,,,,
0000000751,article,10.1057/EJIS.2009.24,European Journal of Information Systems,Role of collective ownership and coding standards in coordinating expertise in software project teams,2009,18,4,,,"Maruping, Likoebe M and Zhang, Xiaojun and Venkatesh, Viswanath",data/pdfs/18_4/MarupingZhangVenkatesh2009.pdf,lfoppiano/grobid:0.8.1,,,,
0000000752,article,,European Journal of Information Systems,,,2,1,,,,data/pdfs/2_1/Book_review_1.pdf,lfoppiano/grobid:0.8.1,Book review,,,
0000000753,article,,European Journal of Information Systems,The formation of a virtual global bank,,5,2,,,"Lockett, A. G and Holland, C. P",data/pdfs/5_2/Lockett1996_The Formation Of A.pdf,lfoppiano/grobid:0.8.1,,,,
0000000754,article,,European Journal of Information Systems,Decision support for the administrative man: a prototype DSS case,,5,1,,,"Sena, J. A and Olson, D. H",data/pdfs/5_1/Sena1996_Decision Support For .pdf,lfoppiano/grobid:0.8.1,,,,
0000000755,article,10.1057/EJIS.2009.46,European Journal of Information Systems,"My social networking profile: copy, resemblance, or simulacrum? A poststructuralist interpretation of social information systems",2009,19,1,,,"Kreps, David",data/pdfs/19_1/Kreps2010.pdf,lfoppiano/grobid:0.8.1,,,,
0000000756,article,,European Journal of Information Systems,Challenges associated with RFID tag implementations in supply chains,2009,18,6,,,"Kapoor, Gaurav and Zhou, Wei and Piramuthu, Selwyn",data/pdfs/18_6/KapoorZhouPiramuthu2009.pdf,lfoppiano/grobid:0.8.1,,,,
0000000757,article,10.1057/EJIS.2013.9,European Journal of Information Systems,Integrated clinical pathway management for medical quality improvementbased on a semiotically inspired systems architecture,2013,23,4,,,"Li, Weizi and Liu, Kecheng and Yang, Hongqiao and Yu, Changrui",data/pdfs/23_4/LiLiuYangEtAl2014.pdf,lfoppiano/grobid:0.8.1,,,,
0000000758,article,10.1057/EJIS.2012.31,European Journal of Information Systems,A profile of information systems research in the Mediterranean region,,21,4,,,"Pouloudi, Nancy and Poulymenakou, Angeliki and Pramatari, Katerina",data/pdfs/21_4/PouloudiPoulymenakouPramatari2012.pdf,lfoppiano/grobid:0.8.1,,,,
0000000759,article,10.1080/0960085X.2021.1978342,European Journal of Information Systems,FinTech ecosystem practices shaping financial inclusion: the case of mobile money in Ghana,,31,1,,,"Senyo, P. K and Karanasios, Stan and Gozman, Daniel and Baba, Melissa and Brown, Irwin and Osei-Bryson, Kweku-Muata and Meso, Peter",data/pdfs/31_1/FinTech ecosystem practices shaping financial inclusion the case of mobile money in Ghana.pdf,lfoppiano/grobid:0.8.1,,,,
0000000760,article,10.1057/EJIS.2012.14,European Journal of Information Systems,"Information technology, the organizational capability of proactive corporate environmental strategy and firm performance: a resourcebased analysis",2012,21,6,,,"Benitez-Amado, Jose and Walczuch, Rita M",data/pdfs/21_6/BenitezAmadoWalczuch2012.pdf,lfoppiano/grobid:0.8.1,,,,
0000000761,article,10.1057/EJIS.2009.2,European Journal of Information Systems,"Rethinking organisational size in IS research: meaning, measurement and redevelopment",,18,1,,,"Goode, Sigi and Gregor, Shirley",data/pdfs/18_1/GoodeGregor2009.pdf,lfoppiano/grobid:0.8.1,,,,
0000000762,article,,European Journal of Information Systems,Playing in reality: a model case',,1,5,,,"Ehn, P. and Molleryd, B. and Sjogren, D.",data/pdfs/1_5/Ehn_Playing In Reality A Model.pdf,lfoppiano/grobid:0.8.1,,,,
0000000763,article,10.1057/EJIS.2015.12,European Journal of Information Systems,Achieving dynamic capabilities with cloud computing: an empirical investigation,2015,25,3,,,"Battleson, Douglas A and West, Barry C and Kim, Jongwoo and Ramesh, Balasubramaniam and Robinson, Pamela S",data/pdfs/25_3/BattlesonWestKimEtAl2016.pdf,lfoppiano/grobid:0.8.1,,,,
0000000764,article,,European Journal of Information Systems,Function point analysis: evaluation of a software cost estimation model,,1,4,,,"Heemstra, F. J and Kusters, R. J",data/pdfs/1_4/Heemstra_Function Point Analys.pdf,lfoppiano/grobid:0.8.1,,,,
0000000765,article,10.1057/EJIS.2011.36,European Journal of Information Systems,Analysing quadratic effects of formative constructs by means of variance-based structural equation modelling w,2011,21,1,,,"¨rg Henseler, Jo and Fassott, Georg and Dijkstra, Theo K and Wilson, Bradley",data/pdfs/21_1/HenselerFassottDijkstraEtAl2012.pdf,lfoppiano/grobid:0.8.1,,,,
0000000766,article,10.1057/S41303-017-0064-Z,European Journal of Information Systems,Adverse consequences of access to individuals' information: an analysis of perceptions and the scope of organisational influence,2017,26,6,,,"Karwatzki, Sabrina and Trenz, Manuel and Tuunainen, Virpi Kristiina and Veit, Daniel and Lowry, Paul Benjamin and Dinev, Tamara and Willison, Robert and Al",data/pdfs/26_6/KarwatzkiTrenzTuunainenEtAl2017.pdf,lfoppiano/grobid:0.8.1,,,,
0000000767,article,10.1057/EJIS.2008.13,European Journal of Information Systems,,2008,17,3,,,"Gal, Uri and Lyytinen, Kalle and Yoo, Youngjin",data/pdfs/17_3/GalLyytinenYoo2008.pdf,lfoppiano/grobid:0.8.1,,,,
0000000768,article,,European Journal of Information Systems,Stimulating dialog between information systems research and practice,,26,6,,,"Te'eni, Dov and Seidel, Stefan and Vom Brocke, Jan",data/pdfs/26_6/TeeniSeidelBrocke2017.pdf,lfoppiano/grobid:0.8.1,,,,
0000000769,article,10.1057/PALGRAVE.EJIS.3000602,European Journal of Information Systems,Agility through scenario development and continuous implementation: a global aftermarket logistics case,,15,2,,,"Holmqvist, Magnus and Pessi, Kalevi",data/pdfs/15_2/HolmqvistPessi2006.pdf,lfoppiano/grobid:0.8.1,,,,
0000000770,article,,European Journal of Information Systems,Some systems implications of EU Data Protection Directive,,7,1,,,"Allaert, F-A and Barber, B.",data/pdfs/7_1/Allaert1998_Some Systems Impli.pdf,lfoppiano/grobid:0.8.1,,,,
0000000771,article,,European Journal of Information Systems,,,1,3,,,,data/pdfs/1_3/UnknownUNKNOWNan.pdf,lfoppiano/grobid:0.8.1,,,,
0000000772,article,10.1057/EJIS.2012.41,European Journal of Information Systems,The mediating role of psychological contract breach in IS outsourcing: inter-firm governance perspective,2012,22,5,,,"Kim, Hyung Jin and Shin, Bongsik and Lee, Hogeun",data/pdfs/22_5/KimShinLee2013.pdf,lfoppiano/grobid:0.8.1,,,,
0000000773,article,10.1057/PALGRAVE.EJIS.3000562,European Journal of Information Systems,The heresy and the sport of information systems,,14,5,,,"Giustiniano, Luca",data/pdfs/14_5/Giustiniano2005.pdf,lfoppiano/grobid:0.8.1,,,,
0000000774,article,10.1057/EJIS.2010.4,European Journal of Information Systems,Business strategic conflict in computer-mediated communication,2010,19,2,,,"Lee, Joyce Y H and Panteli, Niki",data/pdfs/19_2/LeePanteli2010.pdf,lfoppiano/grobid:0.8.1,,,,
0000000775,article,,European Journal of Information Systems,How evolution of information systems may fail: many improvements adding up to negative effects,,6,3,,,"Kaasbøll, J. J",data/pdfs/6_3/3000264a.pdf,lfoppiano/grobid:0.8.1,,,,
0000000776,article,10.1057/PALGRAVE.EJIS.3000606,European Journal of Information Systems,Enabling agile adoption practices through network organizations,,15,2,,,"Hovorka, Dirk S and Larsen, Kai R",data/pdfs/15_2/HovorkaLarsen2006.pdf,lfoppiano/grobid:0.8.1,,,,
0000000777,article,10.1057/EJIS.2010.6,European Journal of Information Systems,How well do shopbots represent online markets? A study of shopbots' vendor coverage strategy,2010,19,3,,,"Allen, Gove and Wu, Jianan",data/pdfs/19_3/AllenWu2010.pdf,lfoppiano/grobid:0.8.1,,,,
0000000778,article,10.1057/EJIS.2012.48,European Journal of Information Systems,"Grounded theory method in information systems research: its nature, diversity and opportunities",,22,1,,,"Birks, David F and Fernandez, Walter and Levina, Natalia and Nasirin, Syed",data/pdfs/22_1/BirksFernandezLevinaEtAl2013.pdf,lfoppiano/grobid:0.8.1,,,,
0000000779,article,,European Journal of Information Systems,Quality of IS use,,7,3,,,"Auer, T.",data/pdfs/7_3/Auer1998_Quality Of Is Use.pdf,lfoppiano/grobid:0.8.1,,,,
0000000780,article,10.1057/EJIS.2009.3,European Journal of Information Systems,The EJIS editorial organisation and submissions,,18,1,,,"Baskerville, Richard",data/pdfs/18_1/Baskerville2009a.pdf,lfoppiano/grobid:0.8.1,,,,
0000000781,article,10.1057/PALGRAVE.EJIS.3000634,European Journal of Information Systems,The role of imagination in the organizing of knowledge,,15,5,,,"Weick, Karl E",data/pdfs/15_5/Weick2006.pdf,lfoppiano/grobid:0.8.1,,,,
0000000782,article,10.1057/PALGRAVE.EJIS.3000725,European Journal of Information Systems,The potential of hermeneutics in information systems research,,16,6,,,"Cole, Melissa and Avison, David",data/pdfs/16_6/ColeAvison2007.pdf,lfoppiano/grobid:0.8.1,,,,
0000000783,article,10.1057/PALGRAVE.EJIS.3000544,European Journal of Information Systems,A framework for designing the balanced supply chain scorecard,,14,4,,,"Park, Jong Han and Lee, Jae Kyu and Yoo, Jung Soo",data/pdfs/14_4/ParkLeeYoo2005.pdf,lfoppiano/grobid:0.8.1,,,,
0000000784,article,10.1057/PALGRAVE.EJIS.3000529,European Journal of Information Systems,The future of inter-organisational system linkages: findings of an international Delphi study,,14,2,,,"Daniel, Elizabeth M and White, Andrew",data/pdfs/14_2/DanielWhite2005.pdf,lfoppiano/grobid:0.8.1,,,,
0000000785,article,10.1080/0960085X.2020.1721947,European Journal of Information Systems,Artificial intelligence as digital agency,,29,1,,,,data/pdfs/29_1/Agerfalk2020.pdf,lfoppiano/grobid:0.8.1,,,,
0000000786,article,,European Journal of Information Systems,Stimulating power games as a part of systems development,,9,1,,,"Torvinen, V. and Jalonen, K.",data/pdfs/9_1/TorvinenJalonen2000.pdf,lfoppiano/grobid:0.8.1,,,,
0000000787,article,10.1057/PALGRAVE.EJIS.3000536,European Journal of Information Systems,Strategic Knowledge Management Technology,,15,1,,,"Gottschalk, Petter and Hollocks, Brian",data/pdfs/15_1/GottschalkHollocks2006.pdf,lfoppiano/grobid:0.8.1,Book review,,,
0000000788,article,10.1057/PALGRAVE.EJIS.3000646,European Journal of Information Systems,A conceptual framework for the implementation of enterprise information portals in large organizations,,15,6,,,"Scheepers, Rens",data/pdfs/15_6/Scheepers2006.pdf,lfoppiano/grobid:0.8.1,,,,
0000000789,article,10.1057/EJIS.2011.48,European Journal of Information Systems,Institutionalized computer workaround practices in a Mediterranean country: an examination of two organizations,2011,21,4,,,"Azad, Bijan and King, Nelson",data/pdfs/21_4/AzadKing2012.pdf,lfoppiano/grobid:0.8.1,,,,
0000000790,article,10.1057/PALGRAVE.EJIS.3000693,European Journal of Information Systems,A survey of critical success factors in e-Banking: an organisational perspective,,16,4,,,"Hussain, Mahmood and Braganza, Ashley and Morabito, Vincenzo",data/pdfs/16_4/ShahBraganzaMorabito2007.pdf,lfoppiano/grobid:0.8.1,,,,
0000000791,article,10.1057/EJIS.2011.57,European Journal of Information Systems,"Qualitative methods research in information systems: motivations, themes, and contributions",2012,21,2,,,"Conboy, Kieran and Fitzgerald, Guy and Mathiassen, Lars",data/pdfs/21_2/ConboyFitzgeraldMathiassen2012.pdf,lfoppiano/grobid:0.8.1,,,,
0000000792,article,10.1057/PALGRAVE.EJIS.3000669,European Journal of Information Systems,The European Information Systems Academy,,16,1,,,"Galliers, Robert D and Whitley, Edgar A and Paul, Ray J",data/pdfs/16_1/GalliersWhitleyPaul2007.pdf,lfoppiano/grobid:0.8.1,Book review,,,
0000000793,article,,European Journal of Information Systems,"Management, Information and Power: A Narrative of the Involved Manager",,8,2,,,"Introna, Lucas D",data/pdfs/8_2/Book_review_3.pdf,lfoppiano/grobid:0.8.1,Book review,,,
0000000794,article,10.1057/EJIS.2012.51,European Journal of Information Systems,Effective ERP adoption processes: the role of project activators and resource investments,2012,22,2,,,"Bernroider, Edward W N",data/pdfs/22_2/Bernroider2013.pdf,lfoppiano/grobid:0.8.1,,,,
0000000795,article,10.1080/0960085X.2018.1457194,European Journal of Information Systems,Understanding social networking site (SNS) identity from a dual systems perspective: an investigation of the dark side of SNS use,,27,5,,,"Polites, Greta L and Serrano, Christina and Thatcher, Jason Bennett and Matthews, Kevin",data/pdfs/27_5/PolitesSerranoThatcherEtAl2018.pdf,lfoppiano/grobid:0.8.1,,,,
0000000796,article,10.1057/S41303-016-0002-5,European Journal of Information Systems,Untangling the complex role of guilt in rational decisions to discontinue the use of a hedonic Information System,2016,25,5,,,"Turel, Ofir",data/pdfs/25_5/Turel2016.pdf,lfoppiano/grobid:0.8.1,,,,
0000000797,article,10.1080/0960085X.2021.1978343,European Journal of Information Systems,"How do technologists do ""ICT for development""? A contextualised perspective on ICT4D in South Africa",,31,1,,,"Abubakre, Mumin and Mkansi, Marcia and Brown, Irwin and Osei-Bryson, Kweku-Muata and Meso, Peter",data/pdfs/31_1/How do technologists do ICT for development A contextualised perspective on ICT4D in South Africa.pdf,lfoppiano/grobid:0.8.1,,,,
0000000798,article,10.1057/EJIS.2009.31,European Journal of Information Systems,Retaining women in the U.S. IT workforce: theorizing the influence of organizational factors,2009,18,5,,,"Trauth, Eileen M and Quesenberry, Jeria L and Huang, Haiyan",data/pdfs/18_5/TrauthQuesenberryHuang2009.pdf,lfoppiano/grobid:0.8.1,,,,
0000000799,article,10.1080/0960085X.2020.1854061,European Journal of Information Systems,Instrumental aspects of play at work in information technology organisations,,30,6,,,"Chughtai, Hameed and Rowe, Frantz",data/pdfs/30_6/Chughtai2021a.pdf,lfoppiano/grobid:0.8.1,,,,
0000000800,article,10.1080/0960085X.2020.1740618,European Journal of Information Systems,Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities,,29,3,,,"Mikalef, Patrick and Krogstie, John and Mendling, Jan and Pentland, Brian T and Recker, Jan",data/pdfs/29_3/MikalefKrogstie2020.pdf,lfoppiano/grobid:0.8.1,,,,
0000000801,article,10.1057/PALGRAVE,European Journal of Information Systems,Knowledge Management Systems,,12,1,,,"Maier, R. and Alexander, Ian",data/pdfs/12_1/Book_review.pdf,lfoppiano/grobid:0.8.1,Contents,,,
0000000802,article,,European Journal of Information Systems,Implementing a computer aided production management system,,1,6,,,"Pidd, M. and Tunnicliffe-Wilson, J.",data/pdfs/1_6/Pidd_Implementing A Computer A.pdf,lfoppiano/grobid:0.8.1,,,,
0000000803,article,10.1057/PALGRAVE.EJIS.3000540,European Journal of Information Systems,A critical approach to evaluation,,14,3,,,"Klecun, Ela and Cornford, Tony",data/pdfs/14_3/KlecunCornford2005.pdf,lfoppiano/grobid:0.8.1,,,,
0000000804,article,10.1057/PALGRAVE.EJIS.3000542,European Journal of Information Systems,Editor's View: an opportunity for editors of IS journals to relate their experiences and offer advice. The Editorial View of Ray J Paul. First in a series,,14,3,,,"Paul, Ray J",data/pdfs/14_3/Paul2005a.pdf,lfoppiano/grobid:0.8.1,,,,
0000000805,article,,European Journal of Information Systems,Divisive and integrative political strategies in the IS adaptation process: the MAC Initiative,,7,1,,,"Sillince, Jaa and Mouakket, S.",data/pdfs/7_1/3000286a.pdf,lfoppiano/grobid:0.8.1,,,,
0000000806,article,10.1057/EJIS.2012.37,European Journal of Information Systems,IS integration and knowledge sharing in multi-unit firms: the winner's curse w,2012,22,6,,,"Saraf, Nilesh and Langdon, Chris Schlueter and Sawy, Omar El",data/pdfs/22_6/SarafLangdonSawy2013.pdf,lfoppiano/grobid:0.8.1,,,,
0000000807,article,10.1057/EJIS.2013.2,European Journal of Information Systems,Do you see what I see? The search for consensus among executives' perceptions of IT business value,2013,23,3,,,"Tallon, Paul P and Systems, Information and Management, Operations",data/pdfs/23_3/Tallon2014.pdf,lfoppiano/grobid:0.8.1,,,,
0000000808,article,10.1057/PALGRAVE/EJIS/3000425,European Journal of Information Systems,"Culture, power and politics in ICT outsourcing in higher education institutions",,11,2,,,"Allen, D. and Kern, T. and Mattison, D.",data/pdfs/11_2/Allen2002_Culture Power And Po.pdf,lfoppiano/grobid:0.8.1,,,,
0000000809,article,10.1080/0960085X.2019.1586189,European Journal of Information Systems,,,28,2,,,,data/pdfs/28_2/Conboy2019.pdf,lfoppiano/grobid:0.8.1,,,,
0000000810,article,10.1057/EJIS.2013.12,European Journal of Information Systems,Associating consumer perceived value with business models for digital services,2013,24,1,,,"Baird, Aaron and Raghu, T. S",data/pdfs/24_1/BairdRaghu2015.pdf,lfoppiano/grobid:0.8.1,,,,
0000000811,article,10.1057/EJIS.2012.12,European Journal of Information Systems,An empirical study of IS architectures in French SMEs: integration approaches w,2012,21,3,,,"Bidan, Marc and Rowe, Frantz and Truex, Duane and Paul, Ray and Al",data/pdfs/21_3/BidanRoweTruex2012.pdf,lfoppiano/grobid:0.8.1,,,,
0000000812,article,,European Journal of Information Systems,,,1,3,,,,data/pdfs/1_3/Rosenhead1981.pdf,lfoppiano/grobid:0.8.1,Book review,,,
0000000813,article,10.1057/EJIS.2014.19,European Journal of Information Systems,Quitting the use of a habituated hedonic information system: a theoretical model and empirical examination of Facebook users,2014,24,4,,,"Turel, Ofir",data/pdfs/24_4/Turel2015.pdf,lfoppiano/grobid:0.8.1,,,,
0000000814,article,10.1057/EJIS.2011.54,European Journal of Information Systems,Pragmatism vs interpretivism in qualitative information systems research,2011,21,2,,,"¨ran Goldkuhl, Go and Go, ¨ran and Goldkuhl",data/pdfs/21_2/Goldkuhl2012.pdf,lfoppiano/grobid:0.8.1,,,,
0000000815,article,,European Journal of Information Systems,Use of methodologies: an empirical analysis of their impact on the economics of the development process,,6,4,,,"Chatzoglou, Prodromos D",data/pdfs/6_4/3000283a.pdf,lfoppiano/grobid:0.8.1,,,,
0000000816,article,,European Journal of Information Systems,Assessing the value and cost implications of manufacturing information and data systems: an empirical study,,7,4,,,"Ezingeard, J-N and Irani, Z. and Race, P.",data/pdfs/7_4/Ezingeard1998_Assessing The Va.pdf,lfoppiano/grobid:0.8.1,,,,
0000000817,article,10.1057/EJIS.2010.43,European Journal of Information Systems,Valuing worldwide diversity in a European spirit: being more critical and open,,19,5,,,"Rowe, Frantz",data/pdfs/19_5/Rowe2010.pdf,lfoppiano/grobid:0.8.1,,,,
0000000818,article,10.1080/0960085X.2018.1476015,European Journal of Information Systems,Population targeted requirements acquisition,,27,6,,,"Tuunanen, Tuure and Peffers, Ken",data/pdfs/27_6/TuunanenPeffers2018.pdf,lfoppiano/grobid:0.8.1,,,,
0000000819,article,,European Journal of Information Systems,Task as a moderator for the effects of group support systems on group influence processes,,6,4,,,"Huang, W. and Wei, K. K",data/pdfs/6_4/3000271a.pdf,lfoppiano/grobid:0.8.1,,,,
0000000820,article,10.1057/PALGRAVE.EJIS.3000652,European Journal of Information Systems,An empirical study on Web-based services and customer loyalty,,15,6,,,"Otim, Samuel and Grover, Varun",data/pdfs/15_6/OtimGrover2006.pdf,lfoppiano/grobid:0.8.1,,,,
0000000821,article,10.1057/EJIS.2014.31,European Journal of Information Systems,Theoretical perspectives in IS research: from variance and process to conceptual latitude and conceptual fit,2014,24,6,,,"Burton-Jones, Andrew and Mclean, Ephraim R and Monod, Emmanuel",data/pdfs/24_6/BurtonJonesMcLeanMonod2015.pdf,lfoppiano/grobid:0.8.1,,,,
0000000822,article,10.1057/EJIS.2008.31,European Journal of Information Systems,Measuring research quality: the United Kingdom Government's Research Assessment Exercise,,17,4,,,"Paul, Ray J",data/pdfs/17_4/Paul2008.pdf,lfoppiano/grobid:0.8.1,,,,
0000000823,article,10.1080/0960085X.2019.1620477,European Journal of Information Systems,A critical perspective of engagement in online health communities,,28,5,,,"Hur, Inkyoung and Cousins, Karlene C and Stahl, Bernd Carsten and Agerfalk, Par and Ngwenyama, Ojelanki",data/pdfs/28_5/HurCousinsStahl2019.pdf,lfoppiano/grobid:0.8.1,,,,
0000000824,article,10.1057/PALGRAVE.EJIS.3000626,European Journal of Information Systems,,,15,3,,,"Rowe, Frantz",data/pdfs/15_3/Rowe2006.pdf,lfoppiano/grobid:0.8.1,,,,
0000000825,article,10.1057/EJIS.2010.21,European Journal of Information Systems,Developing a unified framework of the business model concept,2010,19,3,,,"Al-Debei, Mutaz M and Avison, David",data/pdfs/19_3/AlDebeiAvison2010.pdf,lfoppiano/grobid:0.8.1,,,,
0000000826,article,10.1057/EJIS.2010.66,European Journal of Information Systems,From transactional user to VIP: how organizational and cognitive factors affect ERP assimilation at individual level,2011,20,2,,,"Liu, Luning and Feng, Yuqiang and Hu, Qing and Huang, Xiaojian",data/pdfs/20_2/LiuFengHuEtAl2011.pdf,lfoppiano/grobid:0.8.1,,,,
0000000827,article,10.1057/PALGRAVE.EJIS.3000608,European Journal of Information Systems,Action-oriented group learning in the implementation of information technologies: results from three case studies,,15,1,,,"Bondarouk, Tanya V",data/pdfs/15_1/Bondarouk2006.pdf,lfoppiano/grobid:0.8.1,,,,
