ID,ENTRYTYPE,file,doi,grobid-version,journal,title,volume,number,author,year,note
0000000639,article,data/pdfs/20_2/YangStaffordGillenson2011.pdf,10.1057/EJIS.2010.69,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Satisfaction with employee relationship management systems: the impact of usefulness on systems quality perceptions,20,2,"Yang, Yang and Stafford, Thomas F and Gillenson, Mark",2011,
0000000640,article,data/pdfs/29_6/LeclercqVandelannoitteAroles2020.pdf,10.1080/0960085X.2020.1820912,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Does the end justify the means?Information systems and control society in the age of pandemics,29,6,"Leclercq-Vandelannoitte, Aurélie and Aroles, Jeremy and Ågerfalk, Pär and Conboy, Kieran and Myers, Michael",,
0000000641,article,data/pdfs/4_4/Mitevna_Convergence And Diverg.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Convergence and divergence in information systems and knowledge based systems development methodologies: a case for integrated strategic planning,4,4,"Mitev, N. N",,
0000000642,article,data/pdfs/1_3/Symons.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"A review of information systems evaluation: content, context and process",1,3,"Symons, V. J",,
0000000643,article,data/pdfs/20_4/StahlTremblayLeRouge2011.pdf,10.1057/EJIS.2011.21,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Focus groups and critical social IS research: how the choice of method can promote emancipation of respondents and researchers,20,4,"Stahl, Bernd Carsten and Tremblay, Monica Chiarini and Lerouge, Cynthia M",2011,
0000000644,article,data/pdfs/29_3/MendlingPentlandRecker2020.pdf,10.1080/0960085X.2020.1755207,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Building a complementary agenda for business process management and digital innovation,29,3,"Mendling, Jan and Pentland, Brian T and Recker, Jan",,
0000000645,article,data/pdfs/3_1/Remenyi_Service Quality And Co.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Service quality and correspondence analysis in determining problems with the effective use of computer services,3,1,"Remenyi, D. S J and Money, A. H",,
0000000646,article,data/pdfs/9_2/Atkinson2000.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The 'Soft Information Systems and Technologies Methodology' (SISTeM): an actor network contingency approach to integrated development,9,2,"Atkinson, C. J",,
0000000647,article,data/pdfs/20_3/GhoneimIraniSahraoui2011.pdf,10.1057/EJIS.2011.6,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Guest Editorial,20,3,"Ghoneim, Ahmad and Irani, Zahir and Sahraoui, Sofiane",2011,
0000000648,article,data/pdfs/9_2/SommervilleSawyer2000.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Requirements Engineering: A Good Practice Guide,9,2,"Sommerville, I. and Sawyer, P.",,Book review
0000000649,article,data/pdfs/7_1/3000284a.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,IT outsourcing as strategic partnering: the case of the UK Inland Revenue,7,1,"Willcocks, L. P and Kern, T.",,
0000000650,article,data/pdfs/21_6/LiUnger2012.pdf,10.1057/EJIS.2012.13,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Willing to pay for quality personalization? Trade-off between quality and privacy,21,6,"Li, Ting and Unger, Till",2012,
0000000651,article,data/pdfs/17_3/Panko2008.pdf,10.1057/EJIS.2008.19,lfoppiano/grobid:0.8.1,European Journal of Information Systems,IT employment prospects: beyond the dotcom bubble,17,3,"Panko, Raymond R",,
0000000652,article,data/pdfs/1_4/Book_review_2.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,1,4,,,Book review
0000000653,article,data/pdfs/16_5/vanFenemaKoppiusvanBaalen2007.pdf,10.1057/PALGRAVE.EJIS.3000708,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Implementing packaged enterprise software in multi-site firms: intensification of organizing and learning,16,5,"Van Fenema, Paul C and Koppius, Otto R and Van Baalen, Peter J and Al",,
0000000654,article,data/pdfs/21_6/ParkKeilKimEtAl2012.pdf,10.1057/EJIS.2012.11,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Understanding overbidding behavior in C2C auctions: an escalation theory perspective,21,6,"Park, Sang Cheol and Keil, Mark and Kim, Jong Uk and Bock, Gee-Woo",2012,
0000000655,article,data/pdfs/15_4/DinevBellottoHartEtAl2006.pdf,10.1057/PALGRAVE.EJIS.3000590,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Privacy calculus model in e-commerce -a study of Italy and the United States,15,4,"Dinev, Tamara and Bellotto, Massimo and Hart, Paul and Russo, Vincenzo and Serra, Ilaria and Colautti, Christian",,
0000000656,article,data/pdfs/17_3/AzadKing2008.pdf,10.1057/EJIS.2008.14,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Enacting computer workaround practices within a medication dispensing system,17,3,"Azad, Bijan and King, Nelson",2008,
0000000657,article,data/pdfs/26_3/BolandLyytinen2017.pdf,10.1057/S41303-017-0043-4,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The limits to language in doing systems design,26,3,"Boland, Richard J and Lyytinen, Kalle and Avital, Michel and Mathiassen, Lars and Schultze, Ulrike",2017,
0000000658,article,data/pdfs/28_2/MesgariOkoli2019.pdf,10.1080/0960085X.2018.1524420,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Critical review of organisation-technology sensemaking: towards technology materiality, discovery, and action",28,2,"Mesgari, Mostafa and Okoli, Chitu and Conboy, Kieran and Wang, Xiaofeng",,
0000000659,article,data/pdfs/24_1/Challenges In Learning And Improving Continuously.pdf,10.1057/EJIS.2014.37,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Challenges in learning and improving continuously,24,1,"Te'eni, Dov",,
0000000660,article,data/pdfs/17_4/LescaCaronFasan2008.pdf,10.1057/EJIS.2008.21,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Strategic scanning project failure and abandonment factors: lessons learned,17,4,"Lesca, Nicolas and Caron-Fasan, Marie-Laurence",2008,
0000000661,article,data/pdfs/15_1/DuttaLopezClarosElliott2006.pdf,10.1057/PALGRAVE.EJIS.3000526,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The Global Information Technology Report: Efficiency in an Increasingly Connected World,15,1,"Dutta, S. and Lopez-Claros, A. and Elliott, Geoffrey",,Book review
0000000662,article,data/pdfs/4_1/Raymond1995_Matching Informati.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Matching information technology and organizational structure: an empirical study with implications for performance,4,1,"Raymond, L. and Pare, G. and Bergeron, F. and De, Benjamin R I and Morton, Scott and The, ).",,
0000000663,article,data/pdfs/23_1/Schultze2014.pdf,10.1057/EJIS.2012.52,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Performing embodied identity in virtual worlds,23,1,"Schultze, Ulrike",2012,
0000000664,article,data/pdfs/2_4/Hertzum_Information Retrieval .pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Information retrieval systems for professionals: a case study of computer supported legal research,2,4,"Hertzum, M. and S0es, H. and Fr0kj, E. and Er, /.",,
0000000665,article,data/pdfs/14_2/ThemistocleousWatson2005.pdf,10.1057/PALGRAVE.EJIS.3000534,lfoppiano/grobid:0.8.1,European Journal of Information Systems,EJIS special issue on making enterprise systems work,14,2,"Themistocleous, Marinos and Watson, Ed",,
0000000666,article,data/pdfs/16_3/SeddonCullenWillcocks2007.pdf,10.1057/PALGRAVE.EJIS.3000664,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Does Domberger's theory of 'The Contracting Organization' explain why organizations outsource IT and the levels of satisfaction achieved?,16,3,"Seddon, Peter B and Cullen, Sara and Willcocks, Leslie P",,
0000000667,article,data/pdfs/23_2/Dinev2014.pdf,10.1057/EJIS.2014.1,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Why would we care about privacy?,23,2,"Dinev, Tamara",,
0000000668,article,data/pdfs/25_2/Foth2016.pdf,10.1057/EJIS.2015.9,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Factors influencing the intention to comply with data protection regulations in hospitals: based on gender differences in behaviour and deterrence,25,2,"Foth, Michael",2015,
0000000669,article,data/pdfs/21_1/EvangelopoulosZhangPrybutok2012.pdf,10.1057/EJIS.2010.61,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Latent Semantic Analysis: five methodological recommendations,21,1,"Evangelopoulos, Nicholas and Zhang, Xiaoni and Prybutok, Victor R",2010,
0000000670,article,data/pdfs/15_2/vanOosterhoutWaartsvanHillegersberg2006.pdf,10.1057/PALGRAVE.EJIS.3000601,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Change factors requiring agility and implications for IT,15,2,"Van Oosterhout, Marcel and Waarts, Eric and Van Hillegersberg, Jos and Al",,
0000000671,article,data/pdfs/5_1/_Editorial.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,5,1,,,
0000000672,article,data/pdfs/23_1/Tyworth2014.pdf,10.1057/EJIS.2013.32,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Organizational identity and information systems: how organizational ICT reflect who an organization is,23,1,"Tyworth, Michael and Smeal",2013,
0000000673,article,data/pdfs/16_6/ReardonDavidson2007.pdf,10.1057/PALGRAVE.EJIS.3000714,lfoppiano/grobid:0.8.1,European Journal of Information Systems,An organizational learning perspective on the assimilation of electronic medical records among small physician practices,16,6,"Reardon, John L and Davidson, Elizabeth",,
0000000674,article,data/pdfs/28_6/KimChoRamesh2019.pdf,10.1080/0960085X.2019.1669494,lfoppiano/grobid:0.8.1,European Journal of Information Systems,IT-leveraged network value cocreation: a case study of the value cocreation process and value capture in the South Korean broadcast advertising industry,28,6,"Kim, Jongwoo and Cho, Sunyoung and Ramesh, Balasubramaniam and Rowe, Frantz and Holmstrom, Jonny",,
0000000675,article,data/pdfs/10_3/DohertyKing2001.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,An investigation of the factors affecting the successful treatment of organisational issues in systems development projects,10,3,"Doherty, N. F and King, M.",,
0000000676,article,data/pdfs/9_2/UnknownUNKNOWNag.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,EJIS$$121P,9,2,,,Book review
0000000677,article,data/pdfs/26_6/MoodyGallettaDunn2017.pdf,10.1057/S41303-017-0058-X,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Which phish get caught? An exploratory study of individuals 0 susceptibility to phishing,26,6,"Moody, Gregory D and Galletta, Dennis F and Dunn, Brian Kimball and Lee and Lowry, Paul Benjamin and Dinev, Tamara and Willison, Robert",2017,
0000000678,article,data/pdfs/14_5/Navarra2005.pdf,10.1057/PALGRAVE.EJIS.3000561,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Governance, architecture and action: Claudio's Shih",14,5,"Navarra, Diego D",,
0000000679,article,data/pdfs/16_6/Klein2007.pdf,10.1057/PALGRAVE.EJIS.3000719,lfoppiano/grobid:0.8.1,European Journal of Information Systems,An empirical examination of patient-physician portal acceptance,16,6,"Klein, Richard",,
0000000680,article,data/pdfs/7_2/Baskerville1998_Diversity In I.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Diversity in information systems action research methods,7,2,"Baskerville, R. and Wood-Harper, A. T",,
0000000681,article,data/pdfs/27_3/NgwenyamaKlein2018.pdf,10.1080/0960085X.2018.1435229,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Phronesis, argumentation and puzzle solving in IS research: illustrating an approach to phronetic IS research practice",27,3,"Ngwenyama, Ojelanki and Klein, Stefan",,
0000000682,article,data/pdfs/20_3/SipiorWardConnolly2011.pdf,10.1057/EJIS.2010.64,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The digital divide and t-government in the United States: using the technology acceptance model to understand usage,20,3,"Sipior, Janice C and Ward, Burke T and Connolly, Regina",2010,
0000000683,article,data/pdfs/26_5/ChanYMa2017.pdf,10.1057/S41303-017-0052-3,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Impact of executive compensation on the execution of IT-based environmental strategies under competition,26,5,"Chan, Ricky Y K and Ma, Katherine H Y",2017,
0000000684,article,data/pdfs/27_2/PeffersTuunanenNiehaves2018.pdf,10.1080/0960085X.2018.1458066,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Design science research genres: introduction to the special issue on exemplars and criteria for applicable design science research,27,2,"Peffers, Ken and Tuunanen, Tuure and Niehaves, Björn",,
0000000685,article,data/pdfs/27_4/OberlanderRoglingerRosemannEtAl2018.pdf,10.1080/0960085X.2017.1387714,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Conceptualizing business-to-thing interactions -A sociomaterial perspective on the Internet of Things,27,4,"Oberländer, Anna Maria and Röglinger, Maximilian and Rosemann, Michael and Kees, Alexandra",,
0000000686,article,data/pdfs/24_4/ChiuHuang2015.pdf,10.1057/EJIS.2014.9,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Examining the antecedents of user gratification and its effects on individuals' social network services usage: the moderating role of habit,24,4,"Chiu, Chao-Min and Huang, Hsin-Yi",2014,
0000000687,article,data/pdfs/26_6/LowryDinevWillison2017.pdf,10.1057/S41303-017-0066-X,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Why security and privacy research lies at the centre of the information systems (IS) artefact: proposing a bold research agenda,26,6,"Lowry, Paul Benjamin and Dinev, Tamara and Willison, Robert",,
0000000688,article,data/pdfs/27_2/CoenenCoertjensVlerickEtAl2018.pdf,10.1080/0960085X.2018.1445461,lfoppiano/grobid:0.8.1,European Journal of Information Systems,An information system design theory for the comparative judgement of competences,27,2,"Coenen, Tanguy and Coertjens, Liesje and Vlerick, Peter and Lesterhuis, Marije and Anneleen, Viona and Mortier and Donche, Vincent and Ballon, Pieter and De Maeyer, Sven",,
0000000689,article,data/pdfs/16_2/GrimsleyMeehan2007.pdf,10.1057/PALGRAVE.EJIS.3000674,lfoppiano/grobid:0.8.1,European Journal of Information Systems,e-Government information systems: Evaluation-led design for public value and client trust,16,2,"Grimsley, Mike and Meehan, Anthony",,
0000000690,article,data/pdfs/9_3/TaiPhelps2000.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,CEO and CIO perceptions of information systems strategy: evidence from Hong Kong,9,3,"Tai, L. A and Phelps, R.",,
0000000691,article,data/pdfs/19_2/BharadwajSaxenaHalemane2010.pdf,10.1057/EJIS.2010.8,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Building a successful relationship in business process outsourcing: an exploratory study,19,2,"Bharadwaj, Sangeeta S and Bhushan, Kul and Saxena, C. and Halemane, Murthy D",2010,
0000000692,article,data/pdfs/19_6/RodonSese2010.pdf,10.1057/EJIS.2010.44,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Analysing IOIS adoption through structural contradictions,19,6,"Rodo, Juan and Sese, Feliciano",2010,
0000000693,article,data/pdfs/28_1/GorbachevaBeekhuyzenBrockeEtAl2019.pdf,10.1080/0960085X.2018.1495893,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Directions for research on gender imbalance in the IT profession,28,1,"Gorbacheva, Elena and Beekhuyzen, Jenine and Vom Brocke, Jan and Becker, Jörg and Rowe, Frantz",,
0000000694,article,data/pdfs/16_4/LinGrayJouault2007.pdf,10.1057/PALGRAVE.EJIS.3000685,lfoppiano/grobid:0.8.1,European Journal of Information Systems,DSMDiff: a differentiation tool for domain-specific models,16,4,"Lin, Yuehua and Gray, Jeff and ´de ´ric Jouault, Fre",,
0000000695,article,data/pdfs/14_5/Sorrentino2005.pdf,10.1057/PALGRAVE.EJIS.3000563,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Taking care of invisible technology,14,5,"Sorrentino, Maddalena",,
0000000696,article,data/pdfs/13_1/AgerfalkEriksson2004.pdf,10.1057/PALGRAVE.EJIS.3000486,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Action-oriented conceptual modellingw,13,1,"¨r, Pa and ˚gerfalk, J. A and Eriksson, Owen",,
0000000697,article,data/pdfs/22_3/GuillouxLockeLowe2013.pdf,10.1057/EJIS.2012.5,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Digital business reporting standards: mapping the battle in France,22,3,"´ronique Guilloux, Ve and Locke, Joanne and Lowe, Alan",2012,
0000000698,article,data/pdfs/28_1/SeinRossi2019.pdf,10.1080/0960085X.2018.1527189,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Elaborating ADR while drifting away from its essence: A commentary on Mullarkey and Hevner,28,1,"Sein, Maung K and Rossi, Matti",,
0000000699,article,data/pdfs/18_4/PortBui2009.pdf,10.1057/EJIS.2009.19,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Simulating mixed agile and plan-based requirements prioritization strategies: proof-of-concept and practical implications,18,4,"Port, Daniel and Bui, Tung",2009,
0000000700,article,data/pdfs/12_1/KaterattanakulHan2003.pdf,10.1057/PALGRAVE.EJIS.3000447,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Are European IS Journals under-rated? An answer based on citation analysis,12,1,"Katerattanakul, Pairin and Han, Bernard",,
0000000701,article,data/pdfs/17_1/ChuRobey2008.pdf,10.1057/PALGRAVE.EJIS.3000731,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Explaining changes in learning and work practice following the adoption of online learning: a human agency perspective,17,1,"Chu, Tsai-Hsin and Robey, Daniel",,
0000000702,article,data/pdfs/15_3/WireduSorensen2006.pdf,10.1057/PALGRAVE.EJIS.3000577,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The dynamics of control and mobile computing in distributed activities,15,3,"Wiredu, Gamel O and Sørensen, Carsten",,
0000000703,article,data/pdfs/30_6/MathiassenSandberg2021.pdf,10.1080/0960085X.2020.1832867,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Complementary Technology Traces in Software Practice: A Retrospective Reflection over Sixteen Years of Evolution at Ericsson,30,6,"Mathiassen, Lars and Sandberg, Anna and Conboy, Kieran and Karlsson, Fredrik",,
0000000704,article,data/pdfs/9_3/UnknownUNKNOWNah.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,EJIS$$127P,9,3,,,Book review
0000000705,article,data/pdfs/30_4/KuemRayHsuEtAl2021.pdf,10.1080/0960085X.2020.1803154,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Smartphone Addiction and Conflict: An Incentive-Sensitisation Perspective of Addiction for Information Systems,30,4,"Kuem, Jungwon and Ray, Soumya and Hsu, Pei-Fang and Khansa, Lara and Te'eni, Dov and Abraham, Chon",,
0000000706,article,data/pdfs/31_2/Substitution and complementarity in the use of health information exchange and electronic medical records.pdf,10.1080/0960085X.2020.1850185,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Substitution and complementarity in the use of health information exchange and electronic medical records,31,2,"Politi, Liran and Codish, Shlomi and Sagy, Iftach and Fink, Lior and Ågerfalk, Pär and Klein, Richard",,
0000000707,article,data/pdfs/14_5/MercurioMartinezMoscheraEtAl2005.pdf,10.1057/PALGRAVE.EJIS.3000557,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Remembering Claudio: a note from his friends at Universities of Naples and Catanzaro,14,5,"Mercurio, Riccardo and Martinez, Marcello and Moschera, Luigi and De Nito, Ernesto and Mangia, Gianluigi and Canonico, Paolo",,
0000000708,article,data/pdfs/16_1/McCoyGallettaKing2007.pdf,10.1057/PALGRAVE.EJIS.3000659,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Applying TAM across cultures: the need for caution,16,1,"Mccoy, Scott and Galletta, Dennis F and King, William R",,
0000000709,article,data/pdfs/21_5/NovakBrooksGaddEtAl2012.pdf,10.1057/EJIS.2012.2,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Mediating the intersections of organizational routines during the introduction of a health IT system,21,5,"Novak, Laurie and Brooks, Joann and Gadd, Cynthia and Anders, Shilo and Lorenzi, Nancy",2012,
0000000710,article,data/pdfs/20_4/TruexCuellarTakedaEtAl2011.pdf,10.1057/EJIS.2011.16,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The scholarly influence of Heinz Klein: ideational and social measures of his impact on IS research and IS scholars,20,4,"Truex, Duane and Cuellar, Michael and Takeda, Hirotoshi and Vidgen, Richard",2011,
0000000711,article,data/pdfs/12_4/DanielWilson2003.pdf,10.1057/PALGRAVE.EJIS.3000478,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The role of dynamic capabilities in e-business transformation,12,4,"Daniel, Elizabeth M and Wilson, Hugh N",,
0000000712,article,data/pdfs/18_5/RukanovavanStijnHenriksenEtAl2009.pdf,10.1057/EJIS.2009.28,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Understanding the influence of multiple levels of governments on the development of inter-organizational systems,18,5,"Rukanova, Boriana and Van Stijn, Eveline and Henriksen, Helle Z and Baida, Ziv and Tan, Yao-Hua",2009,
0000000713,article,data/pdfs/29_5/WiedemannWiescheGewaldEtAl2020.pdf,10.1080/0960085X.2020.1782277,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Understanding how DevOps aligns development and operations: a tripartite model of intra-IT alignment,29,5,"Wiedemann, Anna and Wiesche, Manuel and Gewald, Heiko and Krcmar, Helmut and Maruping, Likoebe and Matook, Sabine",,
0000000714,article,data/pdfs/15_3/WakefieldWhitten2006.pdf,10.1057/PALGRAVE.EJIS.3000619,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Mobile computing: a user study on hedonic/ utilitarian mobile device usage,15,3,"Wakefield, Robin L and Whitten, Dwayne",,
0000000715,article,data/pdfs/29_5/SakuraiChughtai2020.pdf,10.1080/0960085X.2020.1814171,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Resilience against crises: COVID-19 and lessons from natural disasters,29,5,"Sakurai, Mihoko and Chughtai, Hameed and Ågerfalk, Pär and Conboy, Kieran and Myers, Michael",,
0000000716,article,data/pdfs/20_2/LiGuptaLuoEtAl2011.pdf,10.1057/EJIS.2010.59,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Exploring the impact of instant messaging on subjective task complexity and user satisfaction,20,2,"Li, Han and Gupta, Ashish and Luo, Xin and Warkentin, Merrill",,
0000000717,article,data/pdfs/15_4/FerneleySobreperez2006.pdf,10.1057/PALGRAVE.EJIS.3000629,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Resist, comply or workaround? An examination of different facets of user engagement with information systems",15,4,"Ferneley, Elaine H and Sobreperez, Polly",,
0000000718,article,data/pdfs/22_2/Schryen2013.pdf,10.1057/EJIS.2012.45,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Revisiting IS business value research: what we already know, what we still need to know, and how we can get there",22,2,"Schryen, Guido",2012,
0000000719,article,data/pdfs/29_3/LaatoIslamIslamEtAl2020.pdf,10.1080/0960085X.2020.1770632,lfoppiano/grobid:0.8.1,European Journal of Information Systems,What drives unverified information sharing and cyberchondria during the COVID-19 pandemic?,29,3,"Laato, Samuli and Najmul Islam, A. K M and Islam, Muhammad Nazrul and Whelan, Eoin and Ågerfalk, Pär and Conboy, Kieran",,
0000000720,article,data/pdfs/2_3/Mahmood_Associating Organizati.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Associating organizational strategic performance with information technology investment: an exploratory research,2,3,"Mahmood, M. A",,
0000000721,article,data/pdfs/30_3/HurniHuberDibbernEtAl2021.pdf,10.1080/0960085X.2020.1779621,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Complementor dedication in platform ecosystems: rule adequacy and the moderating role of flexible and benevolent practices,30,3,"Hurni, Thomas and Huber, Thomas L and Dibbern, Jens and Krancher, Oliver and Ågerfalk, Pär and Hardin, Andrew",,
0000000722,article,data/pdfs/1_6/Editorial.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,1,6,,,
0000000723,article,data/pdfs/31_2/Exploring firm strategy using financial reports performance impact of inward and outward relatedness with digitisation.pdf,10.1080/0960085X.2020.1829511,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Exploring firm strategy using financial reports: performance impact of inward and outward relatedness with digitisation,31,2,"Jabr, Wael and Zheng, Eric and Ngwenyama, Ojelanki and Osei-Bryson, Kweku-Muata",,
0000000724,article,data/pdfs/31_1/Beyond technical measures a value focused thinking appraisal of strategic drivers in improving information security policy compliance.pdf,10.1080/0960085X.2021.1978344,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Beyond technical measures: a value-focused thinking appraisal of strategic drivers in improving information security policy compliance,31,1,"Donalds, Charlette and Barclay, Corlane and Brown, Irwin and Osei-Bryson, Kweku-Muata and Meso, Peter",,
0000000725,article,data/pdfs/7_2/Ferratt1998_An Investigation O.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,An investigation of task-technology fit for managers in Greece and the US,7,2,"Ferratt, T. W and Vlahos, G. E",,
0000000726,article,data/pdfs/20_6/SharmaYetton2011.pdf,10.1057/EJIS.2011.39,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Top management support and IS implementation: further support for the moderating role of task interdependence,20,6,"Sharma, Rajeev and Yetton, Phillip",2011,
0000000727,article,data/pdfs/13_3/Chalmers2004.pdf,10.1057/PALGRAVE.EJIS.3000504,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Hermeneutics, information and representation",13,3,"Chalmers, Matthew",,
0000000728,article,data/pdfs/23_2/OetzelSpiekermann2014.pdf,10.1057/EJIS.2013.18,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A systematic methodology for privacy impact assessments: a design science approach,23,2,"Oetzel, Marie Caroline and Spiekermann, Sarah",2013,
0000000729,article,data/pdfs/2_3/Erratum.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,2,3,,,Erratum
0000000730,article,data/pdfs/18_6/BoseNgaiTeoEtAl2009.pdf,10.1057/EJIS.2009.43,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Managing RFID projects in organizations,18,6,"Bose, Indranil and Ngai, Eric W T and Teo, Thompson S H and Spiekermann, Sarah",,
0000000731,article,data/pdfs/16_4/FernandezMedinaTrujilloPiattini2007.pdf,10.1057/PALGRAVE.EJIS.3000687,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Model-driven multidimensional modeling of secure data warehouses,16,4,"Ferna ´ndez-Medina, Eduardo and Trujillo, Juan and Piattini, Mario and Ferna ´ndez- Medina, Eduardo",,
0000000732,article,data/pdfs/16_2/GilGarciaChengalurSmithDuchessi2007.pdf,10.1057/PALGRAVE.EJIS.3000673,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Collaborative e-Government: impediments and benefits of information-sharing projects in the public sector,16,2,"Gil-Garcia, J. Ramon and Chengalur-Smith, Indushobha and Duchessi, Peter",,
0000000733,article,data/pdfs/15_1/LucasBerghout2006.pdf,10.1057/PALGRAVE.EJIS.3000550,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Information Technology: Strategic Decision Making for Managers,15,1,"Lucas, Henry C and Berghout, Egon",,Book review
0000000734,article,data/pdfs/15_6/Hollocks2006b.pdf,10.1057/PALGRAVE.EJIS.3000651,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Electronic Brains: Stories from the Dawn of the Computer Age,15,6,"Hally, Mike",,Book review
0000000735,article,data/pdfs/2_1/Book_review_4.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,2,1,,,Book review
0000000736,article,data/pdfs/25_1/NaldiMastroeni2016.pdf,10.1057/EJIS.2014.34,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Economic decision criteria for the migration to cloud storage,25,1,"Naldi, Maurizio and Mastroeni, Loretta",2014,
0000000737,article,data/pdfs/20_5/LyytinenDamsgaard2011.pdf,10.1057/EJIS.2010.71,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Inter-organizational information systems adoption -a configuration analysis approach,20,5,"Lyytinen, Kalle and Damsgaard, Jan",2011,
