ID,orig_ID,orig_source,language,abstract,pages,number,volume,year,title,journal,author,doi,ENTRYTYPE,fulltext,cited_by,url,dblp_key,grobid-version,file,note
C_001263,001263,crossref,,,15--32,1,12,1997,Users' reactions to information technology: some multivariate models and their implications,Journal of Information Technology,"Clegg, Chris and Carey, Neil and Dean, Graham and Hornby, Pat and Bolden, Richard",10.1080/026839697345189,article,,,,,,,
C_001264,001264,crossref,eng,"In this paper we offer a critique of The National Programme for Information Technology’ (NPfIT) currently being undertaken in the National Health Service (NHS) in the UK. We begin by offering a brief introduction to the project. Next, we review the lessons learned from a wide range of experience with IT and business change projects and comment on why changes in the NHS are likely to be harder than in most other organizations. We then elaborate the implications of these ideas and identify potential areas for change, with particular focus on the current guiding mindset that this project is about the provision of a technical infrastructure. We argue that this is, thus far, a technology project and question whether the current strategy is the most appropriate way forward to achieve service improvements. We suggest changes in the underlying mindset, along with the leadership, ownership, metrics and labelling of the project.",212--221,3,22,2007,The Biggest Computer Programme in the World…Ever!’: Time for a Change in Mindset?,Journal of Information Technology,"Clegg, Chris and Shepherd, Craig",10.1057/PALGRAVE.JIT.2000103,article,,,,,,,
C_001265,001265,crossref,eng,,85--98,2,9,1994,Computer supported collaborative working: lessons from elsewhere,Journal of Information Technology,"Clegg, Chris and Waterson, Patrick and Carey, Neil",10.1057/JIT.1994.10,article,,,https://link.springer.com/article/10.1057/jit.1994.10,,,,
C_001266,001266,crossref,eng,,71--72,2,9,1994,Theme Issue – Organizational Perspectives on Collaborative Working,Journal of Information Technology,"Clegg, Chris and Willcocks, Leslie",10.1057/JIT.1994.8,article,,,https://link.springer.com/article/10.1057/jit.1994.8,,,,
C_001267,001267,crossref,eng,,208--215,3-4,6,1991,A critical look at expert systems for business information applications,Journal of Information Technology,"Coats, Pamela K",10.1057/JIT.1991.35,article,,,https://link.springer.com/article/10.1057/jit.1991.35,,,,
C_001268,001268,crossref,,,139--149,2,13,1998,The interlevel dynamics of information technology,Journal of Information Technology,"Coghlan, David",10.1080/026839698344918,article,,,,,,,
C_001269,001269,crossref,eng,,134--140,3,5,1990,Information systems forensics,Journal of Information Technology,"Collier, Paul A and Spaul, Barry J",10.1057/JIT.1990.31,article,,,https://link.springer.com/article/10.1057/jit.1990.31,,,,
C_001270,001270,crossref,eng,"Among many leading organizations, in all sectors of industry, commerce and government, there is considerable evidence of e-business being deployed to achieve strategic goals. Where this deployment has been most successful, there is a strong case that the organization has taken an integrated approach that both builds on the organization's strengths and pays careful attention to the process of change within the organization. However, in the literature most empirical work has either studied e-business strategy and performance from the perspective of strategy content – which highlights positioning and/or unique bundles of resources – or from the perspective of strategy process – which captures human influence and e-business implementation. In this study, we integrate these two perspectives to develop a more holistic understanding of the underlying drivers of e-business performance. Further, latent class modeling techniques are used to show that the variables in our study are heavily influenced by the unobservable heterogeneity across firms. Four distinct types of firms populate our data, and the relationship between performance and its underlying determinants varies greatly between them. The implication is that a single model cannot explain the relationship between environment, structure, feasibility, managerial beliefs and performance. This is critical to our understanding of e-business as it implies that there is far less homogeneity at the individual firm level than is normally assumed in the literature.",87--101,2,22,2007,E-Business Strategy and Firm Performance: A Latent Class Assessment of the Drivers and Impediments to Success,Journal of Information Technology,"Coltman, Tim R and Devinney, Timothy M and Midgley, David F",10.1057/PALGRAVE.JIT.2000073,article,,,,,,,
C_001271,001271,crossref,eng,"In this paper, we examine the impact of customer relationship management (CRM) on firm performance using a hierarchical construct model. Following the resource-based view of the firm, strategic CRM is conceptualized as an endogenously determined function of the organization's ability to harness and orchestrate lower-order capabilities that comprise physical assets, such as IT infrastructure, and organizational capabilities, such as human analytics (HA) and business architecture (BA). Our results reveal a positive and significant path between a superior CRM capability and firm performance. In turn, superior CRM capability is positively associated with HA and BA. However, our results suggest that the impact of IT infrastructure on superior CRM capability is indirect and fully mediated by HA and BA. We also find that CRM initiatives jointly emphasizing customer intimacy and cost reduction outperform those taking a less balanced approach. Overall, this paper helps explain why some CRM programs are more successful than others and what capabilities are required to support success.",205--219,3,26,2011,Customer Relationship Management and Firm Performance,Journal of Information Technology,"Coltman, Tim and Devinney, Timothy M and Midgley, David F",10.1057/JIT.2010.39,article,,,,,,,
C_001272,001272,crossref,eng,,91--100,2,30,2015,Strategic IT Alignment: Twenty-Five Years on,Journal of Information Technology,"Coltman, Tim and Tallon, Paul and Sharma, Rajeev and Queiroz, Magno",10.1057/JIT.2014.35,article,,,,,,,
C_001273,001273,crossref,eng,,346--349,4,29,2014,From ‘Theory Light’ to Theorizing: A Reaction to Avison and Malaurent,Journal of Information Technology,"Compeau, Deborah R and Olivera, Fernando",10.1057/JIT.2014.20,article,,,,,,,
C_001274,001274,crossref,eng,"Trust is a complex phenomenon that pervades human relations. It is essential for the success of business-to-consumer electronic commerce, where many of the tools that can be used in its absence (contracts, advance payments, insurance, etc.) may not be available. However, research as to how consumer trust can be built in an online environment is limited and varies considerably in terms of the dimensions of the problem that are examined. Consequently, much of our understanding of the antecedents of trust in online shopping context remains fragmented. This study uses a previously validated measurement instrument to investigate, in an Irish context, the existence and importance of specific perceptions and factors that are thought to predict the generation of consumer trust in Internet shopping. The research results provide evidence that Irish consumers’ perception of vendor trustworthiness is the result of specific factors that it is possible for vendors to manage. A modified model that addresses the key dimensions of consumer trust in Internet shopping in Ireland is proposed.",102--118,2,22,2007,Consumer Trust in Internet Shopping in Ireland: Towards the Development of a More Effective Trust Measurement Instrument,Journal of Information Technology,"Connolly, Regina and Bannister, Frank",10.1057/PALGRAVE.JIT.2000071,article,,,,,,,
C_001275,001275,crossref,eng,"Big data and the mechanisms by which it is produced and disseminated introduce important changes in the ways information is generated and made relevant for organizations. Big data often represents miscellaneous records of the whereabouts of large and shifting online crowds. It is frequently agnostic, in the sense of being produced for generic purposes or purposes different from those sought by big data crunching. It is based on varying formats and modes of communication (e.g., texts, image and sound), raising severe problems of semiotic translation and meaning compatibility. Crucially, the usefulness of big data rests on their steady updatability, a condition that reduces the time span within which this data is useful or relevant. Jointly, these attributes challenge established rules of strategy making as these are manifested in the canons of procuring structured information of lasting value that addresses specific and long-term organizational objectives. The developments underlying big data thus seem to carry important implications for strategy making, and the data and information practices with which strategy has been associated. We conclude by placing the understanding of these changes within the wider social and institutional context of longstanding data practices and the significance they carry for management and organizations.",44--57,1,30,2015,"New Games, New Rules: Big Data and the Changing Context of Strategy",Journal of Information Technology,"Constantiou, Ioanna D and Kallinikos, Jannis",10.1057/JIT.2014.17,article,,,,,,,
C_001276,001276,crossref,eng,The Internet telephony (IP telephony) has been presented as a technology that can replace existing fixed-line services and disrupt the telecommunications industry by offering new low-priced services. This study investigates the diffusion of IP telephony in Denmark by focusing on vendors’ commercialisation strategies. The theory of disruptive innovation is introduced to investigate vendors’ perceptions about IP telephony and explore their strategies that affect the diffusion process in the residential market. The analysis is based on interview data collected from the key market players. The study's findings suggest that IP telephony is treated as a sustaining innovation that goes beyond the typical voice transmission and enables provision of advanced services such as video telephony.,25--34,1,24,2009,The Diffusion of Ip Telephony and Vendors’ Commercialisation Strategies,Journal of Information Technology,"Constantiou, Ioanna D and Papazafeiropoulou, Anastasia and Dwivedi, Yogesh K",10.1057/JIT.2008.29,article,,,,,,,
C_001277,001277,crossref,eng,"The last few decades has seen an ever-increasing growth in the way activities are productized and associated with a financial cost. This phenomenon, termed financialization, spans all areas including government, finance, health and manufacturing. Recent developments within finance over that past decade have radically altered the way trading occurs. This paper analyses high-frequency trading (HFT) as a necessary component of the infrastructure that makes financialization possible. Through interviews with HFT firms, a software vendor, regulators and banks, the effects of HFT on market efficiency, and its impact on costs to long-term investors are explored. This paper contributes to the literature by exploring the conflict that exists between HFT and traditional market makers in today's fragmented markets. This paper argues that society should be unconcerned with this conflict and should instead focus on the effects these participants have on the long-term investors, for whom the markets ultimately exist. In order to facilitate the best outcomes, regulation should be simple, aimed at keeping participants’ behavior stable, and the interactions among them transparent and straightforward. Financialization and HFT are inextricably linked, and society is best served by ensuring that the creative energy of these market participants is directed on providing liquidity and removing inefficiencies.",270--282,3,32,2017,High-Frequency Trading and Conflict in the Financial Markets,Journal of Information Technology,"Cooper, Ricky and Seddon, Jonathan and Van Vliet, Ben",10.1057/S41265-016-0031-5,article,,,,,,,
C_001278,001278,crossref,,,119--130,2,15,2000,Developing intraorganizational electronic commerce strategy: an ethnographic study,Journal of Information Technology,"Corbitt, Brian J",10.1080/026839600344311,article,,,,,,,
C_001279,001279,crossref,eng,"Transaction cost theory has often been used to support the use of information and communication technology (ICT) to reduce imperfection in the economic system. Electronic markets and hierarchies have repeatedly been described as solutions to inefficiencies in the organisation of transactions in complex and uncertain settings. Far from criticising this assumption, this paper highlights the limits associated with this application of transaction cost theory that has been prevalent in IS research. Building on the concepts first proposed by Ciborra, the paper argues that information-related problems represent only some of the elements contributing to transaction costs. These costs also emerge due to the interdependencies among the various factors contributing to their growth. The study of the consequences associated with ICT design and implementation, grounded in transaction cost theory, should consider the overall implication associated with the adoption and use of ICT and not only the direct effect on problems associated with information flow, distribution, and management.",195--202,3,21,2006,Transaction Costs and Information Systems: Does IT Add Up?,Journal of Information Technology,"Cordelia, Antonio",10.1057/PALGRAVE.JIT.2000066,article,,,,,,,
C_001280,001280,crossref,eng,"Bureaucratic institutions not only provide mechanisms to coordinate work activities in the public sector, but also serve to enforce the democratic values of equality and impartiality. This paper explores how recent approaches to e-government neglect these important dimensions of bureaucracy and proposes an alternative approach to e-government. This paper sets the wider new public management reform context to help explain some of the difficulties the NHS IT Projects are running into by 2007. The e-bureaucratic form is proposed as an e-government solution, which, while taking advantages of the information and communication technology as means of coordination, also help to enforce the values of equality and impartiality underpinned through the actions emanating from bureaucratic structures.",265--274,3,22,2007,E-government: Towards the E-Bureaucratic Form?,Journal of Information Technology,"Cordelia, Antonio",10.1057/PALGRAVE.JIT.2000105,article,,,,,,,
C_001281,001281,crossref,eng,"Information technologies can transform an organisation's capacity to act effectively and achieve its performance aims. This theoretical paper presents a framework, adapted from the work of the semiotician A.J. Greimas, for qualitatively analysing this shaping of organisational behaviour and effectiveness around the use of IT. This framework permits various forms of capability or constraint in organisational action to be distinguished, in terms of the functional capacities of IT systems or key dimensions of social structure. A multi-faceted consideration of positive and negative outcomes of IT-based activities is thus supported. The use of this framework is demonstrated through brief case examples that illustrate its utility in providing a dynamic perspective on organisational performance and alignment in the use of IT. This theoretical framework equips IS interpretive studies to analyse the shaping of IT-based organisational activity from a standpoint of structures of behaviour or significance in a context of purposeful action.",86--98,2,21,2006,Information Technology and the Modalisation of Organisational Behaviour: A Theoretical Framework,Journal of Information Technology,"Corea, Stephen",10.1057/PALGRAVE.JIT.2000060,article,,,,,,,
C_001282,001282,crossref,eng,"This article proposes a new model for measuring the digital divide within a set of countries or geographical areas. Starting from a series of elementary indicators the methodology groups these indicators into six factors of digitalization and, subsequently, aggregates the factors in a synthetic index called the synthetic index of digitalization. The dispersion in the distribution of the synthetic indexes of digitalization constitutes the measure of the digital divide. This method is based upon a measurement approach, which is different from the ones previously developed, since it uses principal components analysis for aggregating the variables and avoids many of the problems and limits shown by existing models. In the article an application of the methodology is provided within a set of ten developed countries for 2000 and 2001. The measurement framework for the digital divide presented here reveals new policy implications for public institutions and highlights opportunities and risks for managers working in the ‘digital economy’ environment.",9--19,1,17,2002,Measuring the Digital Divide: A Framework for the Analysis of Cross-Country Differences,Journal of Information Technology,"Corrocher, Nicoletta and Ordanini, Andrea",10.1080/02683960210132061,article,https://journals.sagepub.com/doi/pdf/10.1080/02683960210132061,,,,,,
C_001283,001283,crossref,eng,"The growth and diffusion of self-service technology (SST) over the last decade has resulted in an increasing number of business and government transactions being completed without human assistance. One innovation in this area, the speech-enabled business system, is characterised by complex implementations that bring together language-processing technologies, applications development, and end-user psychology. A resulting secondary innovation, the Wizard-of-OZ (WOZ) experiment is a valuable technique for simulating and building human–machine prototypes to ensure successful deployment of the completed service. The objective of the paper is to examine these innovations in relation to the changing business landscape; the technology and innovation literature, and the population of likely adopters. The review is carried out by placing the authors’ former experience as practitioners within current theoretical research frameworks. The result is a number of suggestions relating to both IT technology research and IT innovation research. Firstly, it proposes the simplification and diffusion of the WOZ methodology to support the growth in demand for automated e-business transactions that is mindful of human and ethical challenges. Secondly, the paper argues that because SST and business extends the traditional boundaries of the customer service function, it now needs to be incorporated into Swanson's tri-core innovation typology. The paper concludes by presenting the suggested reorientation of information systems research that incorporates an outward facing perceptive as a conceptual model.",79--86,1,22,2007,The Diffusion of WOZ: Expanding the Topology of IS Innovations,Journal of Information Technology,"Costello, Gabriel J and Donnellan, Brian",10.1057/PALGRAVE.JIT.2000085,article,,,,,,,
C_001284,001284,crossref,,,153--167,3,13,1998,A comparative study of business to consumer electronic commerce within the Australian insurance sector,Journal of Information Technology,"Costello, Graham I and Tuchen, Jörg H",10.1080/026839698344800,article,,,,,,,
C_001285,001285,crossref,eng,,192--203,3-4,6,1991,IT directors and IT strategy,Journal of Information Technology,"Coulson-Thomas, Colin J",10.1057/JIT.1991.33,article,,,https://link.springer.com/article/10.1057/jit.1991.33,,,,
C_001286,001286,crossref,,,173--181,2,11,1996,An empirical evaluation of the impact of CASE on developer productivity and software quality,Journal of Information Technology,"Coupe, R T and Onodu, N M",10.1080/026839696345379,article,,,,,,,
C_001287,001287,crossref,eng,,71--80,2,4,1989,The Systems Implications of Fourth Generation Languages,Journal of Information Technology,"Crinnion, John",10.1057/JIT.1989.9,article,,,https://link.springer.com/article/10.1057/jit.1989.9,,,,
C_001288,001288,crossref,eng,,259--267,4,10,1995,A framework for deciding what to outsource in information technology,Journal of Information Technology,"Cronk, Jonathan and Sharp, John",10.1057/JIT.1995.29,article,,,https://link.springer.com/article/10.1057/jit.1995.29,,,,
C_001289,001289,crossref,eng,"This study empirically evaluates the business performance outcomes of aligning an organization's information technology (IT) competencies with its strategic competencies. Strategic competencies include components such as shared vision, cooperation, empowerment, and innovation, whereas IT competencies comprise connectivity, flexibility, and technological scanning. Top managers from 104 organizations completed a questionnaire analyzed with EQS, a structural equation modeling tool. Based on a covariation approach to alignment, results confirm that strategic and IT competencies alignment significantly enhances perceived business performance.",178--190,3,19,2004,Performance Outcomes of Strategic and IT Competencies Alignment 1,Journal of Information Technology,"Croteau, Anne-Marie and Raymond, Louis",10.1057/PALGRAVE.JIT.2000020,article,,,,,,,
C_001290,001290,crossref,eng,,30--40,1,4,1989,A Software Engineering Perspective,Journal of Information Technology,"Cunningham, R J",10.1057/JIT.1989.4,article,,,https://link.springer.com/article/10.1057/jit.1989.4,,,,
C_001291,001291,crossref,eng,"While much research has examined the use of information technology within process improvement (PI) programs, there has been a paucity of research examining the impact of such programs on information systems (ISs). The purpose of this study is to investigate the impact of PI programs on ISs. The study involves case studies in four organizations that have implemented PI programs. The findings indicate that changes in ISs were not envisaged as being central to the PI programs. However, the implementation of the PI programs had a significant effect on the roles and responsibilities of those people impacted by the program. Information requirements changed as a consequence of these responsibility changes. ISs were found to make a significant contribution to meeting these new information requirements.",59--70,1,19,2004,Process Improvement (PI) Programs and Information Systems: A Cross-Case Analysis of Impact,Journal of Information Technology,"Cunningham, Joseph and Finnegan, Patrick",10.1057/PALGRAVE.JIT.2000003,article,,,,,,,
C_001292,001292,crossref,,,169--180,3,13,1998,Using multiple suppliers to mitigate the risk of IT outsourcing at ICI and Wessex Water,Journal of Information Technology,"Currie, Wendy L",10.1080/026839698344819,article,,,,,,,
C_001293,001293,crossref,eng,"Institutional isomorphism has been a major intellectual contribution within institutional theory for three decades. The effects and processes of institutionalization have traditionally focused on stability and persistence of institutions, and more recently on institutional change. This study contributes to the IS field using the lens of coercive, mimetic and normative isomorphism and change within a highly institutionalized organizational field of health care. The setting is the National Health Service in the United Kingdom, where in 2002 a major government policy was launched to introduce Electronic Health Records (EHRs) to over 50 million citizens. Using episodic interviewing techniques and content analysis of government health IT policy documents, this study provides a longitudinal analysis of the introduction of government policy to modernize health care using information technology. Institutional isomorphic conditions become conflicted with attempts to impose field and organizational change. As clinicians attempt to retain their professional dominance in a climate of almost continuous restructuring of health services, political initiatives to implement EHRs are met with resistance from key stakeholders, resulting in policy changes and further delayed implementation times.",236--248,3,27,2012,Institutional Isomorphism and Change: The National Programme for IT – 10 Years On,Journal of Information Technology,"Currie, Wendy L",10.1057/JIT.2012.18,article,,,,,,,
C_001294,001294,crossref,eng,"How value is created for the customer from e-business is a topic of much concern in academic and practitioner circles. In the light of the dot.com downturn, numerous e-business firms ceased to exist. This paper reports the findings from an ongoing research study on the development and decline of the application service provider (ASP) industry. Having witnessed the decline of the first wave of ASPs, with many failing to convince small and medium businesses (SMBs) of the value of adopting an ASP solution, the second wave calls for a more rigorous approach that clearly identifies the key performance areas and indicators of the ASP business model. Applying the constructs of strategic positioning, product/service portfolio, and value proposition, this paper represents the findings from 215 responses to a questionnaire survey on how potential and existing ASP customers evaluate the benefits and risks of ASP. The findings suggest that, if the ASP model is to succeed, vendors will need to carefully identify customer requirements and avoid the pitfalls that beset the first wave of the ASP model, which was largely based upon a technology push strategy.",39--58,1,19,2004,Customer Evaluation of Application Services Provisioning in Five Vertical Sectors,Journal of Information Technology,"Currie, Wendy L and Desai, Bhavini and Khan, Naureen",10.1057/PALGRAVE.JIT.2000006,article,,,,,,,
C_001295,001295,crossref,eng,"This article presents the findings from a longitudinal research study on regulatory technology in the UK financial services industry. The financial crisis with serious corporate and mutual fund scandals raised the profile of compliance as governmental bodies, institutional and private investors introduced a ‘ tsunami’ of financial regulations. Adopting a multi-level analysis, this study examines how regulatory technology was used by financial firms to meet their compliance obligations, pre- and post-crisis. Empirical data collected over 12 years examine the deployment of an investment management system in eight financial firms. Interviews with public regulatory bodies, financial institutions and technology providers reveal a culture of compliance with increased transparency, surveillance and accountability. Findings show that dialectic tensions arise as the pursuit of transparency, surveillance and accountability in compliance mandates is simultaneously rationalized, facilitated and obscured by regulatory technology. Responding to these challenges, regulatory bodies continue to impose revised compliance mandates on financial firms to force them to adapt their financial technologies in an ever-changing multi-jurisdictional regulatory landscape.",304--325,4,33,2018,Dialectic Tensions in the Financial Markets: A Longitudinal Study of pre- and Post-Crisis Regulatory Technology,Journal of Information Technology,"Currie, Wendy L. and Gozman, Daniel P. and Seddon, Jonathan J. M.",10.1057/S41265-017-0047-5,article,,,,,,,
C_001296,001296,crossref,eng,"This paper reports the findings from a 4-year study on the UK National Health Service on the introduction of a national programme for information technology. 1 This is the largest civil IT programme worldwide at an estimated technical cost of £6.2 billion over a 10-year period. An institutional analysis of our historical and empirical data from six NHS organisations identifies growing fragmentation in the organisational field of healthcare, as past and present institutional logics both fuel and inhibit changes in the governance systems and working practices of healthcare practitioners. This is further complicated by new institutional logics that place the citizen at centre stage of the NFfIT, in a move to promote patient choice and public value.",235--247,3,22,2007,Conflicting Institutional Logics: A National Programme for IT in the Organisational Field of Healthcare,Journal of Information Technology,"Currie, Wendy L and Guah, Matthew W",10.1057/PALGRAVE.JIT.2000102,article,,,,,,,
C_001297,001297,crossref,eng,,211--217,3,32,2017,"Financialization and Information Technology: Themes, issues and Critical Debates – part I",Journal of Information Technology,"Currie, Wendy L. and Lagoarde-Segot, Thomas",10.1057/S41265-017-0044-8,article,,,,,,,
C_001298,001298,crossref,eng,"Computerization has transformed financial markets with high frequency trading displacing human activity with proprietary algorithms to lower latency, reduce intermediary costs, enhance liquidity and increase transaction speed. Following the “Flash Crash” of 2010 which saw the Dow Jones Industrial Average plunge 1000 points within minutes, high frequency trading has come under the radar of multi-jurisdictional regulators. Combining a review of the extant literature on high frequency trading with empirical data from interviews with financial traders, computer experts and regulators, we develop concepts of regulatory adaptation, technology asymmetry and market ambiguity to illustrate the ‘dark art’ of high frequency trading. Findings show high frequency trading is a multi-faceted, complex and secretive practice. It is implicated in market events, but correlation does not imply causation, as isolating causal mechanisms from interconnected automated financial trading is highly challenging for regulators who seek to monitor algorithmic trading across multiple jurisdictions. This article provides information systems researchers with a set of conceptual tools for analysing high frequency trading.",111--126,2,32,2017,"The Regulatory, Technology and Market ‘Dark Arts Trilogy’ of High Frequency Trading: A Research Agenda",Journal of Information Technology,"Currie, Wendy L. and Seddon, Jonathan J. M.",10.1057/S41265-016-0025-3,article,,,,,,,
C_001299,001299,crossref,eng,,283--285,4,24,2009,Special Issue on Institutional Theory in Information Systems Research: Contextualizing the it Artefact,Journal of Information Technology,"Currie, Wendy L and Swanson, E Burton",10.1057/JIT.2009.17,article,,,,,,,
C_001300,001300,crossref,eng,"Research on virtual teams (VTs) has proliferated in the last decades. However, few clear and consistent theoretical attempts to integrate the literature on VTs in a systemic way have emerged. This paper uses the complex adaptive systems (CAS) perspective to integrate the literature on emergent states in VTs. According to this general framework, VT effectiveness depends on the interaction between three levels of dynamics: local, global and contextual. Team cognition, trust, cohesion and conflict are described as states that emerge from the interactions among the VT members and as parts of global dynamics, they impact on VT effectiveness, and in the same time they are influenced by the outcomes of the VT. The insights on this bidirectional causality as well as other benefits of using the CAS framework to improve our understanding of VTs are discussed in the paper. It also provides an overview of artificial simulation models as well as simulation results concerning the emergence of the four states described in the CAS framework and discusses several ways to improve the accuracy of the simulation models using empirical data collected in real VTs.",249--261,4,21,2006,Emergent States in Virtual Teams: A Complex Adaptive Systems Perspective,Journal of Information Technology,"Curşeu, Petru Lucian",10.1057/PALGRAVE.JIT.2000077,article,,,,,,,
C_001301,001301,crossref,eng,"The meaning of openness in open source is both intrinsically unstable and dynamic, and tends to fluctuate with time and context. We draw on a very particular open-source project primarily concerned with building rigorous clinical concepts to be used in electronic health records called openEHR. openEHR explains how openness is a concept that is purposely engaged with, and how, in this process of engagement, the very meaning of open matures and evolves within the project. Drawing on rich longitudinal data related to openEHR we theorise the evolving nature of openness and how this idea emerges through two intertwined processes of maturation and metamorphosis. While metamorphosis allows us to trace and interrogate the mutational evolution in openness, maturation analyses the small, careful changes crafted to build a very particular understanding of openness. Metamorphosis is less managed and controlled, whereas maturation is representative of highly precise work carried out in controlled form. Both processes work together in open-source projects and reinforce each other. Our study reveals that openness emerges and evolves in open-source projects where it can be understood to mean rigour; ability to participate; open implementation; and an open process. Our work contributes to a deepening in the theorisation of what it means to be an open-source project. The multiple and co-existing meanings of ‘open’ imply that open-source projects evolve in nonlinear ways where each critical meaning of openness causes a reflective questioning by the community of its continued status and existence.",361--379,4,32,2017,The Emergence of Openness in Open-Source Projects: The Case of OpenEhR,Journal of Information Technology,"Curto-Millet, Daniel and Shaikh, Maha",10.1057/S41265-017-0042-X,article,,,,,,,
C_001302,001302,crossref,eng,"‘It's only a web site. What could be so difficult about that?’ This quote is from the cafeteria of a start-up business funded by a North American retailer, after the disastrous ‘Black Friday’ of 2000, during which its web site experienced systemic failure. This case describes the dynamics, complexities and consequences of fast tracking an e-business start-up. This consumer electronics retailer created one of the most visited retail web sites, from concept to operation in 6 months. Market analysts were predicting a major increase in online sales while consumers were adopting the Internet at a rate faster than any previous technology. Meeting the multi-channel demands of the dynamic and competitive environment required operational balance, stability, innovative flexibility, organizational fit and the alignment of resource capabilities with technology. This case challenges the reader to comment on how a large company positioned itself and integrated the necessary competencies to compete successfully in a developing market by establishing a spin-off operation, separate from the main company.",116--126,2,21,2006,24 × 7 @ Full Speed: Accelerated Time to Market,Journal of Information Technology,"Custodio, Miguel Gabriel and Thorogood, Alan and Yetton, Philip",10.1057/PALGRAVE.JIT.2000058,article,,,,,,,
C_001303,001303,crossref,eng,"Both the use of Web sites and the empirical knowledge as to what constitutes effective Web site design has grown exponentially in recent years. The aim of the current article is to outline the history and key elements of Web site design in an e-commerce context - primarily in the period 2002-2012. It was in 2002 that a Special Issue of ISR was focused on ‘Measuring e-Commerce in Net-Enabled Organizations.’ Before this, work was conducted on Web site design, but much of it was anecdotal. Systematic, empirical research and modeling of Web site design to dependent variables like trust, satisfaction, and loyalty until then had not receive substantial focus - at least in the information systems domain. In addition to an overview of empirical findings, this article has a practical focus on what designers must know about Web site elements if they are to provide compelling user experiences, taking into account the site's likely users. To this end, the article elaborates components of effective Web site design, user characteristics, and the online context that impact Web usage and acceptance, and design issues as they are relevant to diverse users including those in global markets. Web site elements that result in positive business impact are articulated. This retrospective on Web site design concludes with an overview of future research directions and current developments.",1--26,1,29,2014,Return Visits: A Review of how Web Site Design Can Engender Visitor Loyalty,Journal of Information Technology,"Cyr, Dianne",10.1057/JIT.2013.25,article,,,,,,,
C_001304,001304,crossref,eng,,114--118,3,2,1987,A Manufacturing Systems Engineering View of IT and Development,Journal of Information Technology,"Dale, M W",10.1057/JIT.1987.23,article,,,https://link.springer.com/article/10.1057/jit.1987.23,,,,
C_001305,001305,crossref,,,303--314,3,14,1999,"Global Logistics System Asia Co., Ltd",Journal of Information Technology,"Damsgaard, Jan",10.1080/026839699344601,article,,,,,,,
C_001306,001306,crossref,eng,"This study compares the reasons why small and large companies are adopting electronic commerce (e-commerce) and compares the benefits realized from the adoption of e-commerce by these two groups of companies. Two surveys that were undertaken contemporaneously on the use of e-commerce by small and large companies in the UK were used as the empirical basis for this study. The study found that the use of e-commerce for responding to competitors, providing enhanced customer services and improving relations with suppliers was driving the uptake by smaller businesses to a greater extent than by their larger counterparts. Only in the area of improved operational efficiency did larger businesses express greater interest in adopting e-commerce. The study also found that smaller businesses believed that they had achieved greater benefits from their e-commerce services than had the larger firms in all areas explored.",133--147,3,17,2002,An Exploratory Comparison of Electronic Commerce Adoption in Large and Small Enterprises,Journal of Information Technology,"Daniel, Elizabeth M. and Grimshaw, David J.",10.1080/0268396022000018409,article,https://journals.sagepub.com/doi/pdf/10.1080/0268396022000018409,,,,,,
C_001307,001307,crossref,eng,,383--383,4,11,1996,Book reviews,Journal of Information Technology,"Subrata, Das K.",10.1057/JIT.1996.14,article,,,https://link.springer.com/article/10.1057/jit.1996.14,,,,
C_001308,001308,crossref,eng,"In an era where a strategic command of global resources is becoming a requisite for success, firms are struggling to successfully unify their onshore and offshore sites. The literature on global virtual teams generally frames the impediments to coordination and collaboration based on divergent nationally based cultural attributes, language barriers, and the limitations of information and communication technologies. Drawing on world-systems theory, this paper argues for a decrease in the importance afforded to national boundaries and individual sites, and a re-orientation to the social dynamics across sites regardless of nationality. By changing the unit of analysis to the organization as a world system and focusing on emergent practices, this paper provides new insights regarding globally distributed collaborative work and identifies how to manage global relations to overcome structural impediments, to develop positive social relations, and achieve collaboration.",44--54,1,23,2008,Integrated Collaboration across Distributed Sites: The Perils of Process and the Promise of Practice,Journal of Information Technology,"David, Gary C and Chand, Donald and Newell, Sue and Resende-Santos, João",10.1057/PALGRAVE.JIT.2000126,article,,,,,,,
C_001309,001309,crossref,eng,,63--64,2,7,1992,Editorial,Journal of Information Technology,,10.1057/JIT.1992.10,article,,,https://link.springer.com/article/10.1057/jit.1992.10,,,,
C_001310,001310,crossref,eng,,195--195,3,8,1993,Information Strategies in Public Administration,Journal of Information Technology,"Davies, Anee",10.1057/JIT.1993.26,article,,,https://link.springer.com/article/10.1057/jit.1993.26,,,,
C_001311,001311,crossref,,,319--331,4,14,1999,Relationship marketing in electronic commerce environments,Journal of Information Technology,"Davis, Robert and Buchanan-Oliver, Margo and Brodie, Roderick",10.1080/026839699344449,article,,,,,,,
C_001312,001312,crossref,,,79--97,1,11,1996,Smart cards: a design for the future,Journal of Information Technology,"Davis, Robert H and Mitchell, Hamish",10.1080/026839696345450,article,,,,,,,
C_001313,001313,crossref,eng,,223--225,3,3,1988,Distributed AI,Journal of Information Technology,"Davison, Andrew",10.1057/JIT.1988.38,article,,,https://link.springer.com/article/10.1057/jit.1988.38,,,,
C_001314,001314,crossref,eng,,352--354,4,25,2010,Retrospect and prospect: information systems in the last and next 25 years: response and extension,Journal of Information Technology,"M Davison, Robert",10.1057/JIT.2010.35,article,,,https://link.springer.com/article/10.1057/jit.2010.35,,,,
