ID,orig_ID,orig_source,number,volume,title,journal,author,grobid-version,doi,file,ENTRYTYPE,year,note
P_0000000554,0000000554,pdf,4,15,Being an 'it' in IT: gendered identities in IT work,European Journal of Information Systems,"Adam, Alison and Griffiths, Marie and Keogh, Claire and Moore, Karenza and Richardson, Helen and Tattersall, Angela",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000631,data/pdfs/15_4/AdamGriffithsKeoghEtAl2006.pdf,article,,
P_0000000555,0000000555,pdf,6,20,Quality changes,European Journal of Information Systems,"Paul, Ray J",lfoppiano/grobid:0.8.1,10.1057/EJIS.2011.38,data/pdfs/20_6/Paul2011.pdf,article,2011,
P_0000000556,0000000556,pdf,1,31,In-betweenness in ICT4D research: critically examining the role of the researcher,European Journal of Information Systems,"Jimenez, Andrea and Abbott, Pamela and Dasuki, Salihu and Brown, Irwin and Osei-Bryson, Kweku-Muata and Meso, Peter",lfoppiano/grobid:0.8.1,10.1080/0960085X.2021.1978340,data/pdfs/31_1/In betweenness in ICT4D research critically examining the role of the researcher.pdf,article,,
P_0000000557,0000000557,pdf,5,29,The evolution of software development orchestration: current state and an agenda for future research,European Journal of Information Systems,"Maruping, Likoebe M and Matook, Sabine and Robinson, J. Mack and Carroll, Noel and Windeler, Jaime",lfoppiano/grobid:0.8.1,10.1080/0960085X.2020.1831834,data/pdfs/29_5/MarupingMatook2020.pdf,article,,
P_0000000558,0000000558,pdf,3,17,"Measuring information systems success: models, dimensions, measures, and interrelationships",European Journal of Information Systems,"Petter, Stacie and Delone, William and Mclean, Ephraim",lfoppiano/grobid:0.8.1,10.1057/EJIS.2008.15,data/pdfs/17_3/PetterDeLoneMcLean2008.pdf,article,,
P_0000000559,0000000559,pdf,2,27,RESEARCH ESSAY -SPECIAL ISSUE ON EXEMPLARS AND CRITERIA FOR APPLICABLE DESIGN SCIENCE RESEARCH Aesthetics in design science research,European Journal of Information Systems,"Baskerville, Richard L and Kaul, Mala and Storey, Veda C",lfoppiano/grobid:0.8.1,10.1080/0960085X.2017.1395545,data/pdfs/27_2/BaskervilleKaulStorey2018.pdf,article,,
P_0000000560,0000000560,pdf,1,18,"Information infrastructure, governance, and socio-economic development in developing countries",European Journal of Information Systems,"Meso, Peter and Musa, Philip and Straub, Detmar and Mbarika, Victor",lfoppiano/grobid:0.8.1,10.1057/EJIS.2008.56,data/pdfs/18_1/MesoMusaStraubEtAl2009.pdf,article,,
P_0000000561,0000000561,pdf,4,26,The funeral industry and the Internet: on the historical emergence and destabilization of strategic paths,European Journal of Information Systems,"Wenzel, Matthias and Wagner, Heinz-Theo and Koch, Jochen",lfoppiano/grobid:0.8.1,10.1057/S41303-017-0048-Z,data/pdfs/26_4/WenzelWagnerKoch2017.pdf,article,2017,
P_0000000562,0000000562,pdf,1,18,Combining the rational and relational perspectives of electronic trading,European Journal of Information Systems,"Redondo, Eduardo and Daniel, Elizabeth and Ward, John",lfoppiano/grobid:0.8.1,10.1057/EJIS.2008.61,data/pdfs/18_1/RedondoDanielWard2009.pdf,article,,
P_0000000563,0000000563,pdf,1,28,A nomological network of customers' privacy perceptions: linking artifact design to shopping efficiency,European Journal of Information Systems,"Hoehle, Hartmut and Aloysius, John A and Goodarzi, Soheil and Venkatesh, Viswanath",lfoppiano/grobid:0.8.1,10.1080/0960085X.2018.1496882,data/pdfs/28_1/HoehleAloysiusGoodarziEtAl2019.pdf,article,,
P_0000000564,0000000564,pdf,4,9,Structured-case: a methodological framework for building theory in information systems research,European Journal of Information Systems,"Carroll, J. M and Swatman, P. A",lfoppiano/grobid:0.8.1,,data/pdfs/9_4/CarrollSwatman2000.pdf,article,,
P_0000000565,0000000565,pdf,3,10,Organisational learning-a critical systems thinking discipline,European Journal of Information Systems,"Panagiotidis, P. and Edwards, J. S",lfoppiano/grobid:0.8.1,,data/pdfs/10_3/PanagiotidisEdwards2001.pdf,article,,
P_0000000566,0000000566,pdf,3,5,Personality's impact on information management strategy formulation,European Journal of Information Systems,"Reponen, T. and Parnisto, J. and Viitanen, J.",lfoppiano/grobid:0.8.1,,data/pdfs/5_3/Reponen1996_PersonalityS Impa.pdf,article,,
P_0000000567,0000000567,pdf,3,4,Conceptual data modelling in theory and practice,European Journal of Information Systems,"Batra, D. and Marakas, G. M",lfoppiano/grobid:0.8.1,,data/pdfs/4_3/Batra1995_Conceptual Data Mode.pdf,article,,
P_0000000568,0000000568,pdf,1,24,Managing the introduction of information security awareness programmes in organisations,European Journal of Information Systems,"Tsohou, Aggeliki and Karyda, Maria and Kokolakis, Spyros and Kiountouzis, Evangelos",lfoppiano/grobid:0.8.1,10.1057/EJIS.2013.27,data/pdfs/24_1/TsohouKarydaKokolakisEtAl2015.pdf,article,2013,
P_0000000569,0000000569,pdf,1,8,Challenges of EDI adoption for electronic trading in the London Insurance Market,European Journal of Information Systems,"Barrett, M. I",lfoppiano/grobid:0.8.1,,data/pdfs/8_1/Barrett1999_Challenges Of Edi .pdf,article,,
P_0000000570,0000000570,pdf,6,16,Impediments to requirements engineering during global software development,European Journal of Information Systems,"Hanisch, Jo and Corbitt, Brian",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000723,data/pdfs/16_6/HanischCorbitt2007.pdf,article,,
P_0000000571,0000000571,pdf,4,22,How a professionally qualified doctoral student bridged the practice-research gap: a confessional account of Collaborative Practice Research,European Journal of Information Systems,"Mathiassen, Lars and Sandberg, Anna and Robinson, J. Mack",lfoppiano/grobid:0.8.1,10.1057/EJIS.2012.35,data/pdfs/22_4/MathiassenSandberg2013.pdf,article,2012,
P_0000000572,0000000572,pdf,3,3,A conceptual database design approach based on rules and heuristics,European Journal of Information Systems,"Batra, D. and Zanakis, S. H",lfoppiano/grobid:0.8.1,,data/pdfs/3_3/Batra_A Conceptual Database De.pdf,article,,
P_0000000573,0000000573,pdf,4,28,Assessing the long-term fragmentation of information systems research with a longitudinal multi-network analysis,European Journal of Information Systems,"Gohar, Feroz and Khan and Triers, Matthias and Frantz, Rowe and Pick, James",lfoppiano/grobid:0.8.1,10.1080/0960085X.2018.1547853,data/pdfs/28_4/KhanTrier2019.pdf,article,,
P_0000000574,0000000574,pdf,3,9,EJIS$$127P,European Journal of Information Systems,,lfoppiano/grobid:0.8.1,,data/pdfs/9_3/UnknownUNKNOWNz.pdf,article,,Book review
P_0000000575,0000000575,pdf,3,10,,European Journal of Information Systems,"Nonaka, I. and Teece, D.",lfoppiano/grobid:0.8.1,,data/pdfs/10_3/NonakaTeeceUNKNOWN.pdf,article,,Book review
P_0000000576,0000000576,pdf,2,3,Getting value from an integrated IS strategy,European Journal of Information Systems,"Brown, A.",lfoppiano/grobid:0.8.1,,data/pdfs/3_2/Brown_Getting Value From An In.pdf,article,,
P_0000000577,0000000577,pdf,2,10,,European Journal of Information Systems,,lfoppiano/grobid:0.8.1,,data/pdfs/10_2/Edwards2001.pdf,article,,
P_0000000578,0000000578,pdf,5,14,,European Journal of Information Systems,"Cordella, Antonio and Whitley, Edgar A and Kallinikos, Jannis",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000584,data/pdfs/14_5/CordellaWhitleyKallinikos2005.pdf,article,,
P_0000000579,0000000579,pdf,1,4,Information technology and transitions in the public service: a comparison of Scandinavia and the United States*,European Journal of Information Systems,"Andersen, K. V and Kraemer, K. L",lfoppiano/grobid:0.8.1,,data/pdfs/4_1/Andersen1995_Information Techn.pdf,article,,
P_0000000580,0000000580,pdf,2,1,Organizational metaphors and information systems research,European Journal of Information Systems,"Walsham, G.",lfoppiano/grobid:0.8.1,,data/pdfs/1_2/Walsham.pdf,article,,
P_0000000581,0000000581,pdf,6,25,Triggered essential reviewing: the effect of technology affordances on service experience evaluations,European Journal of Information Systems,"Piccoli, Gabriele",lfoppiano/grobid:0.8.1,10.1057/S41303-016-0019-9,data/pdfs/25_6/Piccoli2016.pdf,article,2016,
P_0000000582,0000000582,pdf,2,4,Information technology and new organizational forms: choosing chaos over panaceas,European Journal of Information Systems,"Baskerville, R. and Smithson, S.",lfoppiano/grobid:0.8.1,,data/pdfs/4_2/Baskerville1995_Information Te.pdf,article,,
P_0000000583,0000000583,pdf,4,2,,European Journal of Information Systems,,lfoppiano/grobid:0.8.1,,data/pdfs/2_4/_Editorial Secrecy Threatens R.pdf,article,,
P_0000000584,0000000584,pdf,1,25,How to get the most from a business intelligence application during the post implementation phase? Deep structure transformation at a U.K. retail bank,European Journal of Information Systems,"Audzeyeva, Alena and Hudson, Robert",lfoppiano/grobid:0.8.1,10.1057/EJIS.2014.44,data/pdfs/25_1/AudzeyevaHudson2016.pdf,article,2015,
P_0000000585,0000000585,pdf,5,26,Service robots in hospitals: new perspectives on niche evolution and technology affordances,European Journal of Information Systems,"Mettler, Tobias and Sprenger, Michaela and Winter, Robert and Swiss and Kieran, Conboy",lfoppiano/grobid:0.8.1,10.1057/S41303-017-0046-1,data/pdfs/26_5/MettlerSprengerWinter2017.pdf,article,2017,
P_0000000586,0000000586,pdf,4,25,How users perceive and respond to security messages: a NeuroIS research agenda and empirical study,European Journal of Information Systems,"Anderson, Bonnie Brinton and Vance, Anthony and Kirwan, C. Brock and Eargle, David and Jenkins, Jeffrey L",lfoppiano/grobid:0.8.1,10.1057/EJIS.2015.21,data/pdfs/25_4/AndersonVanceKirwanEtAl2016a.pdf,article,2016,
P_0000000587,0000000587,pdf,5,19,Toward an 'IT Conflict-Resistance Theory': action research during IT pre-implementation,European Journal of Information Systems,"´gis Meissonier, Re and Houze, Emmanuel",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.35,data/pdfs/19_5/MeissonierHouze2010.pdf,article,2010,
P_0000000588,0000000588,pdf,3,22,Embracing diversity through mixed methods research,European Journal of Information Systems,"¨r, Pa and ˚gerfalk, J. A",lfoppiano/grobid:0.8.1,10.1057/EJIS.2013.6,data/pdfs/22_3/Agerfalk2013.pdf,article,,
P_0000000589,0000000589,pdf,6,15,Implementing enterprise content management: from evolution through strategy to contradictions out-of-the-box,European Journal of Information Systems,"Nordheim, Stig and Pa ¨iva ¨rinta, Tero",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000647,data/pdfs/15_6/NordheimPaivarinta2006.pdf,article,,
P_0000000590,0000000590,pdf,1,4,A taxonomy of information systems applications: the benefits' evaluation ladder,European Journal of Information Systems,"Farbey, B. and Land, F. F and Targett, D.",lfoppiano/grobid:0.8.1,,data/pdfs/4_1/Farbeyna_A Taxonomy Of Informa.pdf,article,,
P_0000000591,0000000591,pdf,6,30,Knowledge sharing in two cultures: the moderating effect of national culture on perceived knowledge quality in online communities,European Journal of Information Systems,"Moser, Christine and Deichmann, Dirk and Te'eni, Dov and Avital, Michel",lfoppiano/grobid:0.8.1,10.1080/0960085X.2020.1817802,data/pdfs/30_6/MoserDeichmann2021.pdf,article,,
P_0000000592,0000000592,pdf,2,19,The strategic value of supply chain visibility: increasing the ability to reconfigure,European Journal of Information Systems,"Wei, Hsiao-Lan and Wang, Eric T G",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.10,data/pdfs/19_2/WeiWang2010.pdf,article,2010,
P_0000000593,0000000593,pdf,4,29,Information Technology and the pandemic: a preliminary multinational analysis of the impact of mobile tracking technology on the COVID-19 contagion control,European Journal of Information Systems,"Urbaczewski, Andrew and Lee, Young Jin and Ågerfalk, Pär and Conboy, Kieran and Myers, Michael",lfoppiano/grobid:0.8.1,10.1080/0960085X.2020.1802358,data/pdfs/29_4/UrbaczewskiLee2020.pdf,article,,
P_0000000594,0000000594,pdf,5,30,Improving the state-tracking ability of corona dashboards,European Journal of Information Systems,"Recker, Jan and Ågerfalk, Pär and Conboy, Kieran and Myers, Michael",lfoppiano/grobid:0.8.1,10.1080/0960085X.2021.1907235,data/pdfs/30_5/Recker2021.pdf,article,,
P_0000000595,0000000595,pdf,4,22,'Datafication': making sense of (big) data in a complex world,European Journal of Information Systems,"Lycett, Mark",lfoppiano/grobid:0.8.1,10.1057/EJIS.2013.10,data/pdfs/22_4/Lycett2013.pdf,article,,
P_0000000596,0000000596,pdf,3,10,Market-oriented Technology Management-Innovating for Profit in Entrepreneurial Times,European Journal of Information Systems,"Phillips, F. Y",lfoppiano/grobid:0.8.1,,data/pdfs/10_3/Elliott2001.pdf,article,,Book review
P_0000000597,0000000597,pdf,4,18,Assessing the relative contribution of the facets of agility to distributed systems development success: an Analytic Hierarchy Process approach,European Journal of Information Systems,"Sarker, Saonee and Munson, Charles L and Sarker, Suprateek and Chakraborty, Suranjan and Sarker, Saonee",lfoppiano/grobid:0.8.1,10.1057/EJIS.2009.25,data/pdfs/18_4/SarkerMunsonSarkerEtAl2009.pdf,article,2009,
P_0000000598,0000000598,pdf,3,25,Dispositional and situational factors: influences on information security policy violations,European Journal of Information Systems,"Johnston, Allen C and Warkentin, Merrill and Mcbride, Maranda and Carter, Lemuria",lfoppiano/grobid:0.8.1,10.1057/EJIS.2015.15,data/pdfs/25_3/JohnstonWarkentinMcBrideEtAl2016.pdf,article,2016,
P_0000000599,0000000599,pdf,3,23,Towards mindful case study research in IS: a critical analysis of the past ten years,European Journal of Information Systems,"Keutel, Marcus and Michalik, Bjoern and Richter, Janek",lfoppiano/grobid:0.8.1,10.1057/EJIS.2013.26,data/pdfs/23_3/KeutelMichalikRichter2014.pdf,article,2013,
P_0000000600,0000000600,pdf,2,21,The action research vs design science debate: reflections from an intervention in eGovernment,European Journal of Information Systems,"Papas, Nikolaos and O'keefe, Robert M and Seltsikas, Philip",lfoppiano/grobid:0.8.1,10.1057/EJIS.2011.50,data/pdfs/21_2/PapasOKeefeSeltsikas2012.pdf,article,2011,
P_0000000601,0000000601,pdf,1,5,Drivers and barriers to adopting EDI: a sector analysis of UK industry,European Journal of Information Systems,"Cox, B. and Ghoneim, S.",lfoppiano/grobid:0.8.1,,data/pdfs/5_1/Cox1996_Drivers And Barriers T.pdf,article,,
P_0000000602,0000000602,pdf,1,7,Book reviews User-Driven Innovation-The World's First Business Computer,European Journal of Information Systems,"Caminer, David and Aris, John and Hermon, Peter and Land, Frank",lfoppiano/grobid:0.8.1,,data/pdfs/7_1/3000279a.pdf,article,,Book review
P_0000000603,0000000603,pdf,2,7,The impact of information technology on information asymmetry,European Journal of Information Systems,"Xiao, Z. and Powell, P. L and Dodgson, J. H",lfoppiano/grobid:0.8.1,,data/pdfs/7_2/Xiao1998_The Impact Of Informa.pdf,article,,
P_0000000604,0000000604,pdf,4,20,Is information systems a discipline? Foucauldian and Toulminian insights,European Journal of Information Systems,"Hassan, Nik R",lfoppiano/grobid:0.8.1,10.1057/EJIS.2011.2,data/pdfs/20_4/Hassan2011.pdf,article,2011,
P_0000000605,0000000605,pdf,3,20,"Priorities, policies and practice of e-government in a developing country context: ICT infrastructure and diffusion in Jamaica",European Journal of Information Systems,"Brown, David H and Thompson, Sheryl",lfoppiano/grobid:0.8.1,10.1057/EJIS.2011.3,data/pdfs/20_3/BrownThompson2011.pdf,article,,
P_0000000606,0000000606,pdf,5,17,Design of emerging digital services: a taxonomy,European Journal of Information Systems,"Williams, Kevin and Chatterjee, Samir and Rossi, Matti",lfoppiano/grobid:0.8.1,10.1057/EJIS.2008.38,data/pdfs/17_5/WilliamsChatterjeeRossi2008.pdf,article,,
P_0000000607,0000000607,pdf,4,10,Understanding IS evaluation as a complex social process: a case study of a UK local authority,European Journal of Information Systems,"Jones, S. and Hughes, J.",lfoppiano/grobid:0.8.1,,data/pdfs/10_4/JonesHughes2001.pdf,article,,
P_0000000608,0000000608,pdf,3,12,"Information systems: a subject with a particular perspective, no more, no less",European Journal of Information Systems,"Fitzgerald, Guy",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE,data/pdfs/12_3/Fitzgerald2003.pdf,article,,
P_0000000609,0000000609,pdf,1,11,Vicious and virtuous cycles in ERP implementation: a case study of interrelations between critical success factors,European Journal of Information Systems,"Akkermans, H. and Van Helden, K.",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE/EJIS/3000418,data/pdfs/11_1/AkkermansvanHelden2002.pdf,article,,
P_0000000610,0000000610,pdf,3,28,Determinants and heterogeneity of switching costs in IT outsourcing: estimates from firm-level data,European Journal of Information Systems,"Peukert, Christian and Alpar, Paul and Rowe, Frantz",lfoppiano/grobid:0.8.1,10.1080/0960085X.2018.1529374,data/pdfs/28_3/Peukert2019.pdf,article,,
P_0000000611,0000000611,pdf,4,19,Flexible decision support in dynamic inter-organisational networks,European Journal of Information Systems,"Collins, John and Ketter, Wolfgang and Gini, Maria",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.24,data/pdfs/19_4/CollinsKetterGini2010.pdf,article,2010,
P_0000000612,0000000612,pdf,2,4,Edited by TONY CORNFORD Reengineering the Corporation: A Manifesto for Business Revolution,European Journal of Information Systems,"Hammer, Michael and Champy, James",lfoppiano/grobid:0.8.1,,data/pdfs/4_2/Book_review_1.pdf,article,,Book review
P_0000000613,0000000613,pdf,1,24,Learning and self-disclosure behavior on social networking sites: the case of Facebook users,European Journal of Information Systems,"Chen, Rui and Sharma, Sushil K",lfoppiano/grobid:0.8.1,10.1057/EJIS.2013.31,data/pdfs/24_1/ChenSharma2015.pdf,article,2013,
P_0000000614,0000000614,pdf,1,18,Information capability and value creation strategy: advancing revenue management through mobile ticketing technologies,European Journal of Information Systems,"Li, Ting and Van Heck, Eric and Vervest, Peter",lfoppiano/grobid:0.8.1,10.1057/EJIS.2009.1,data/pdfs/18_1/LivanHeckVervest2009.pdf,article,2009,
P_0000000615,0000000615,pdf,5,28,Technostress and the hierarchical levels of personality: a two-wave study with multiple data samples,European Journal of Information Systems,"Maier, Christian and Laumer, Sven and Wirth, Jakob and Weitzel, Tim and Te'eni, Dov and Thatcher, Jason",lfoppiano/grobid:0.8.1,10.1080/0960085X.2019.1614739,data/pdfs/28_5/MaierLaumerWirthEtAl2019.pdf,article,,
P_0000000616,0000000616,pdf,4,20,Doing critical information systems researcharguments for a critical research methodology,European Journal of Information Systems,"Cecez-Kecmanovic, Dubravka and Cecez- Kecmanovic, Dubravka and Kincheloe, Joe L and Mclaren, Peter",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.67,data/pdfs/20_4/CecezKecmanovic2011.pdf,article,2010,
P_0000000617,0000000617,pdf,2,12,A contingency perspective on Internet adoption and competitive advantage,European Journal of Information Systems,"Thompson, S. H and Teo and Pian, Yujun",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000448,data/pdfs/12_2/TeoPian2003.pdf,article,,
P_0000000618,0000000618,pdf,1,21,Designing IS service strategy: an information acceleration approach,European Journal of Information Systems,"Richard, Pierre J and Coltman, Tim R and Keating, Byron W",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.62,data/pdfs/21_1/RichardColtmanKeating2012.pdf,article,2010,
P_0000000619,0000000619,pdf,1,14,The ability of information systems development project teams to respond to business and technology changes: a study of flexibility measures,European Journal of Information Systems,"Lee, Gwanhoo and Xia, Weidong",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000523,data/pdfs/14_1/LeeXia2005.pdf,article,2005,
P_0000000620,0000000620,pdf,2,5,,European Journal of Information Systems,,lfoppiano/grobid:0.8.1,,data/pdfs/5_2/_Editorial.pdf,article,,
P_0000000621,0000000621,pdf,2,1,Edited by TONY CORNFORD Human-Computer Interaction,European Journal of Information Systems,"Preece, Jenny and Keller, Laurie",lfoppiano/grobid:0.8.1,,data/pdfs/1_2/Preece1991.pdf,article,,Book review
P_0000000622,0000000622,pdf,6,22,Journals and conferences in discourse,European Journal of Information Systems,"Te'eni, Dov",lfoppiano/grobid:0.8.1,10.1057/EJIS.2013.30,data/pdfs/22_6/Teeni2013.pdf,article,,
P_0000000623,0000000623,pdf,3,12,Identifying software project risks in Nigeria: an International Comparative Study,European Journal of Information Systems,"Mursu, Anja and Lyytinen, Kalle and Soriyan, H. A and Korpela, Mikko",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000462,data/pdfs/12_3/MursuLyytinenSoriyanEtAl2003.pdf,article,,
P_0000000624,0000000624,pdf,1,22,Everyday power struggles: living in an IOIS project,European Journal of Information Systems,"Hekkala, Riitta and Urquhart, Cathy",lfoppiano/grobid:0.8.1,10.1057/EJIS.2012.43,data/pdfs/22_1/HekkalaUrquhart2013.pdf,article,2012,
P_0000000625,0000000625,pdf,3,23,IT capability and organizational performance: the roles of business process agility and environmental factors,European Journal of Information Systems,"Chen, Yang and Wang, Yi and Nevo, Saggi and Jin, Jiafei and Wang, Luning and Chow, Wing S",lfoppiano/grobid:0.8.1,10.1057/EJIS.2013.4,data/pdfs/23_3/ChenWangNevoEtAl2014.pdf,article,2013,
P_0000000626,0000000626,pdf,2,13,Organizational determinants of IT adoption in the pharmaceutical distribution sectorw,European Journal of Information Systems,"´n Bruque-Ca ´mara, Sebastia and Vargas-Sa ´nchez, Alfonso and Jesu ´s Herna ´ndez-Ortiz, M.",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000490,data/pdfs/13_2/CamaraVargasSanchezHernandezOrtiz2004.pdf,article,2004,
P_0000000627,0000000627,pdf,4,26,"It's complicated: explaining the relationship between trust, distrust, and ambivalence in online transaction relationships using polynomial regression analysis and response surface analysis",European Journal of Information Systems,"Moody, Gregory D and Lowry, Paul Benjamin and Galletta, Dennis F",lfoppiano/grobid:0.8.1,10.1057/S41303-016-0027-9,data/pdfs/26_4/MoodyLowryGalletta2017.pdf,article,2017,
P_0000000628,0000000628,pdf,5,18,Why college undergraduates choose IT: a multi-theoretical perspective,European Journal of Information Systems,"Heinze, Nathan and Hu, Qing",lfoppiano/grobid:0.8.1,10.1057/EJIS.2009.30,data/pdfs/18_5/HeinzeHu2009.pdf,article,2009,
P_0000000629,0000000629,pdf,3,7,Towards the development of measures of perceived benefits and compatibility of EDI: a comparative assessment of competing first order factor models,European Journal of Information Systems,"Jones, M. C and Beatty, R. C",lfoppiano/grobid:0.8.1,,data/pdfs/7_3/Jones1998.pdf,article,,
P_0000000630,0000000630,pdf,1,15,Information Systems: Achieving Success by Avoiding Failure,European Journal of Information Systems,"Fortune, J. and Peters, G. and Preston, Hugh",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000591,data/pdfs/15_1/FortunePetersPreston2006.pdf,article,,Book review
P_0000000631,0000000631,pdf,5,24,Determinants of software piracy under risk aversion: a model with empirical evidence,European Journal of Information Systems,"Driouchi, Ahmed and Wang, Mingzhu and Driouchi, Tarik",lfoppiano/grobid:0.8.1,10.1057/EJIS.2014.14,data/pdfs/24_5/DriouchiWangDriouchi2015.pdf,article,2014,
P_0000000632,0000000632,pdf,3,16,Perceived critical mass and the adoption of a communication technology,European Journal of Information Systems,"Van Slyke, Craig and Ilie, Virginia and Lou, Hao and Stafford, Thomas and Slyke, Craig Van",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000680,data/pdfs/16_3/VanSlykeIlieLouEtAl2007.pdf,article,,
P_0000000633,0000000633,pdf,6,18,Preparing for evidence-based management,European Journal of Information Systems,"Baskerville, Richard",lfoppiano/grobid:0.8.1,10.1057/EJIS.2009.42,data/pdfs/18_6/Baskerville2009.pdf,article,,Contents
P_0000000634,0000000634,pdf,2,1,,European Journal of Information Systems,,lfoppiano/grobid:0.8.1,,data/pdfs/1_2/Book Reviews2.pdf,article,,Book review
P_0000000635,0000000635,pdf,3,29,Architectural alignment of process innovation and digital infrastructure in a high-tech hospital,European Journal of Information Systems,"Bygstad, Bendik and Øvrelid, Egil and Mendling, Jan and Pentland, Brian T and Recker, Jan",lfoppiano/grobid:0.8.1,10.1080/0960085X.2020.1728201,data/pdfs/29_3/BygstadOvrelid2020.pdf,article,,
P_0000000636,0000000636,pdf,1,22,Using grounded theory as a method for rigorously reviewing literature,European Journal of Information Systems,"Wolfswinkel, Joost F and Furtmueller, Elfi and Wilderom, Celeste P M",lfoppiano/grobid:0.8.1,10.1057/EJIS.2011.51,data/pdfs/22_1/WolfswinkelFurtmullerWilderom2013.pdf,article,2011,
P_0000000637,0000000637,pdf,1,5,Evolution of inter-organizational information systems in industrial distribution: the cases of Luna and Pappersgruppen,European Journal of Information Systems,"Fredriksson, O. and Vilgon, M.",lfoppiano/grobid:0.8.1,,data/pdfs/5_1/Fredriksson1996_Evolution Of I.pdf,article,,
P_0000000638,0000000638,pdf,4,16,From requirements to implementations: a model-driven approach for web development,European Journal of Information Systems,"Montero, Susana and Dı ´az, Paloma and Aedo, Ignacio",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000689,data/pdfs/16_4/MonteroDiazAedo2007.pdf,article,,
P_0000000639,0000000639,pdf,2,20,Satisfaction with employee relationship management systems: the impact of usefulness on systems quality perceptions,European Journal of Information Systems,"Yang, Yang and Stafford, Thomas F and Gillenson, Mark",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.69,data/pdfs/20_2/YangStaffordGillenson2011.pdf,article,2011,
P_0000000640,0000000640,pdf,6,29,Does the end justify the means?Information systems and control society in the age of pandemics,European Journal of Information Systems,"Leclercq-Vandelannoitte, Aurélie and Aroles, Jeremy and Ågerfalk, Pär and Conboy, Kieran and Myers, Michael",lfoppiano/grobid:0.8.1,10.1080/0960085X.2020.1820912,data/pdfs/29_6/LeclercqVandelannoitteAroles2020.pdf,article,,
P_0000000641,0000000641,pdf,4,4,Convergence and divergence in information systems and knowledge based systems development methodologies: a case for integrated strategic planning,European Journal of Information Systems,"Mitev, N. N",lfoppiano/grobid:0.8.1,,data/pdfs/4_4/Mitevna_Convergence And Diverg.pdf,article,,
P_0000000642,0000000642,pdf,3,1,"A review of information systems evaluation: content, context and process",European Journal of Information Systems,"Symons, V. J",lfoppiano/grobid:0.8.1,,data/pdfs/1_3/Symons.pdf,article,,
P_0000000643,0000000643,pdf,4,20,Focus groups and critical social IS research: how the choice of method can promote emancipation of respondents and researchers,European Journal of Information Systems,"Stahl, Bernd Carsten and Tremblay, Monica Chiarini and Lerouge, Cynthia M",lfoppiano/grobid:0.8.1,10.1057/EJIS.2011.21,data/pdfs/20_4/StahlTremblayLeRouge2011.pdf,article,2011,
P_0000000644,0000000644,pdf,3,29,Building a complementary agenda for business process management and digital innovation,European Journal of Information Systems,"Mendling, Jan and Pentland, Brian T and Recker, Jan",lfoppiano/grobid:0.8.1,10.1080/0960085X.2020.1755207,data/pdfs/29_3/MendlingPentlandRecker2020.pdf,article,,
P_0000000645,0000000645,pdf,1,3,Service quality and correspondence analysis in determining problems with the effective use of computer services,European Journal of Information Systems,"Remenyi, D. S J and Money, A. H",lfoppiano/grobid:0.8.1,,data/pdfs/3_1/Remenyi_Service Quality And Co.pdf,article,,
P_0000000646,0000000646,pdf,2,9,The 'Soft Information Systems and Technologies Methodology' (SISTeM): an actor network contingency approach to integrated development,European Journal of Information Systems,"Atkinson, C. J",lfoppiano/grobid:0.8.1,,data/pdfs/9_2/Atkinson2000.pdf,article,,
P_0000000647,0000000647,pdf,3,20,Guest Editorial,European Journal of Information Systems,"Ghoneim, Ahmad and Irani, Zahir and Sahraoui, Sofiane",lfoppiano/grobid:0.8.1,10.1057/EJIS.2011.6,data/pdfs/20_3/GhoneimIraniSahraoui2011.pdf,article,2011,
P_0000000648,0000000648,pdf,2,9,Requirements Engineering: A Good Practice Guide,European Journal of Information Systems,"Sommerville, I. and Sawyer, P.",lfoppiano/grobid:0.8.1,,data/pdfs/9_2/SommervilleSawyer2000.pdf,article,,Book review
P_0000000649,0000000649,pdf,1,7,IT outsourcing as strategic partnering: the case of the UK Inland Revenue,European Journal of Information Systems,"Willcocks, L. P and Kern, T.",lfoppiano/grobid:0.8.1,,data/pdfs/7_1/3000284a.pdf,article,,
