ID,ENTRYTYPE,doi,author,journal,title,year,volume,number,pages,url,abstract,language,dblp_key
000805,article,10.17705/1JAIS.00813,"Petter, Stacie and Giddens, Laurie",Journal of the Association for Information Systems,Is it Your Fault? Framing Social Media Inclusion and Exclusion Using Just World Theory,2023,24,5,1248--1270,https://aisel.aisnet.org/jais/vol24/iss5/8,"Individuals who have experienced harm (also known as victims) by people, organizations, or adverse events sometimes use social media to share their experiences with others, search for information, and find social support. While some observers offer support and engage in inclusion toward victims on social media, other observers blame victims for their plight and participate in revictimization and exclusion. Victim blaming, which can lead to social exclusion, disproportionately impacts those in society who are already at risk for exclusion and may perpetuate existing racial, ethnic, gender, and economic inequalities. This research provides a theoretical framework to identify reasons why observers engage in such wide-ranging responses to victims on social media. Specifically, we consider social inclusion and exclusion at the confluence of a social phenomenon (victim blaming), a theory (just world theory), and an information technology artifact (social media) among a specific type of actor (observers). Our theoretical framework of social media inclusion and exclusion is informed by just world theory and considers how social media functionalities can promote social media inclusion or exclusion. We also offer research questions to stimulate future research related to social media inclusion, social media exclusion, and just world theory.",eng,
000806,article,10.17705/1JAIS.00814,"Wass, Sofie and Thygesen, Elin and Purao, Sandeep",Journal of the Association for Information Systems,Principles to Facilitate Social Inclusion for Design-Oriented Research,2023,24,5,1204--1247,https://aisel.aisnet.org/jais/vol24/iss5/9,"We develop principles that facilitate socially inclusive design-oriented research with marginalized groups. Building on the recognition that the research process must be informed by theoretical perspectives about social inclusion, our effort begins with an empirical investigation of a multiyear research project that designed several IT-based solutions for people with intellectual and developmental disabilities. We treat the efforts to design each solution as a “case,” capture primary data from multiple sources, and analyze it in light of three facets of social inclusion drawn from prior work: self-determination, belongingness, and social capital. The findings are interpreted to derive five principles for a socially inclusive design-oriented research process: (1) respecting multiperspective problem ownership and integrated solution design, (2) surfacing emic contributions to guide artifact design, (3) leveraging the support network to shape artifact design and refine research conduct, (4) customizing design-evaluate cycles with inclusive practices, and (5) pursuing authenticity in research collaborations. We elaborate each principle with connections to different facets of social inclusion, guidelines suggested by our empirical investigation, and a mapping against contemporary design-oriented research approaches. The five principles suggest key directions to facilitate a socially inclusive design-oriented research process when working with marginalized groups. The paper concludes with a discussion of implications for IS scholars, and pointers for using design-oriented approaches for greater social inclusion of marginalized populations.",eng,
000807,article,10.17705/1JAIS.00841,"Windeler, Jaime B. and Urquhart, Cathy and Thatcher, Jason Bennett and Carter, Michelle and Bailey, Arlene",Journal of the Association for Information Systems,Special Issue Introduction: JAIS Special Issue on Technology and Social Inclusion,2023,24,5,1199--1203,https://aisel.aisnet.org/jais/vol24/iss5/10,,eng,
000808,article,10.17705/1JAIS.00842,"Tim, Yenni and Leidner, Dorothy E.",Journal of the Association for Information Systems,Digital Resilience: A Conceptual Framework for Information Systems Research,2023,24,5,1184--1198,https://aisel.aisnet.org/jais/vol24/iss5/11,"In this editorial, we explore the role of IS in shaping the capacity to recover from exogenous shocks. Based on a synthesis of existing literature, we discuss the interplay between IS and resilience, as examined by various streams of research, and consolidate these insights under the banner of “digital resilience.” Our exploration culminates in a new conceptual framework of digital resilience from which we formulate avenues for future research. Through this work, we aim to encourage and support further research and practical strategies focused on digital resilience, ultimately strengthening our collective capacity to navigate the diverse disruptions of our shared future.",eng,
000809,article,10.17705/1JAIS.00873,"Avital, Michel",Journal of the Association for Information Systems,Digital Transformation of Academic Publishing: A Call for the Decentralization and Democratization of Academic Journals,2024,25,1,172--181,https://aisel.aisnet.org/jais/vol25/iss1/1,"This opinion paper aims, following a brief overview of the state of affairs of the academic publishing ecosystem, to shed light on a market failure that stems from commercial publishers harnessing that ecosystem for exorbitant profits at the expense of the scientific enterprise and society at large. The paper examines how emerging technologies can help the scientific community grapple with this predicament and reestablish an institutional logic that favors scholarship and world benefit over the economic interests of publishers. Building on Web3 technologies, the paper suggests a two-pronged strategy that relies primarily on blockchain and AI technologies to help restore a fair and equitable power balance and improve the publishing experience. This proposed course of action presents an opportunity to tackle the grand challenge faced by the academic publishing ecosystem while simultaneously asserting the IS community’s proclaimed role as stewards of the digital revolution. It is time for us to harness digital technology to transform our journals from monolithic monarchies to agile democracies.",eng,
000810,article,10.17705/1JAIS.00872,"Sarker, Suprateek and Susarla, Anjana and Gopal, Ram and Thatcher, Jason Bennett",Journal of the Association for Information Systems,Democratizing Knowledge Creation Through Human-AI Collaboration in Academic Peer Review,2024,25,1,158--171,https://aisel.aisnet.org/jais/vol25/iss1/2,"In the rapidly evolving landscape of academic research, artificial intelligence (AI) is poised to revolutionize traditional academic peer review processes and knowledge evaluation systems. We believe that the growing collaboration between humans and AI will disrupt how academics assess scholarly manuscripts and disseminate published works in a way that facilitates the closing of gaps among diverse scholars as well as competing scholarly traditions. Such human-AI collaboration is not a distant reality but is unfolding before us, in part, through the development, application, and actual use of AI, including language learning models (LLMs). This opinion piece focuses on the academic peer review process. It offers preliminary ideas on how human-AI collaboration will likely change the peer review process, highlights the benefits, identifies possible bottlenecks, and underscores the potential for democratizing academic culture worldwide.",eng,
000811,article,10.17705/1JAIS.00871,"Watson, Richard T. and Song, Yuanyuan (April) and Zhao, Xia and Webster, Jane",Journal of the Association for Information Systems,Extending the Foresight of Phillip Ein-Dor: Causal Knowledge Analytics,2024,25,1,145--157,https://aisel.aisnet.org/jais/vol25/iss1/3,"Phillip Ein-Dor advocated that electronic journals be more than a PDF of the established text model. He envisioned a transformation of scholarship. The need for such a transition has only grown since the first issue of JAIS in 2000 because the continuing growth and fragmentation of knowledge limits the generation of new knowledge. We propose drawing on analytics and AI to accelerate and transform scholarship, providing an appropriate tribute to a visionary IS leader.",eng,
000812,article,10.17705/1JAIS.00870,"Yoo, Youngjin",Journal of the Association for Information Systems,Evolving Epistemic Infrastructure: The Role of Scientific Journals in the Age of Generative AI,2024,25,1,137--144,https://aisel.aisnet.org/jais/vol25/iss1/4,"Scientific journals, crucial components of our epistemic infrastructure, have continuously adapted to the changing technological landscape. Today, we stand at the precipice of a transformative phase brought about by generative AI, specifically large language models such as OpenAI’s GPT and Google’s Bard. In this opinion piece, I examine the implications of these models for the future of scientific journals and various stakeholders in the scientific community, including journals, scholars, and universities. To envisage the future trajectory of scientific journals, it’s imperative to comprehend the operational mechanisms of these models and the fundamentally recombinatorial nature of human knowledge creation. I suggest that one of the significant roles generative AI can play is facilitating “long jumps” in our knowledge exploration process. I further propose decentralization and deferred and temporary binding as two crucial characteristics of the evolving epistemic infrastructure that supports precarious knowledge production. I foresee a future where scientific journals extend beyond their traditional gatekeeping roles. I call for scholars—as authors, reviewers, and mentors—to utilize these technologies to traverse the broad landscape of potential knowledge, fostering a more inclusive and dynamic scientific ecosystem.",eng,
000813,article,10.17705/1JAIS.00869,"Ngwenyama, Ojelanki and Rowe, Frantz",Journal of the Association for Information Systems,Should We Collaborate with AI to Conduct Literature Reviews? Changing Epistemic Values in a Flattening World,2024,25,1,122--136,https://aisel.aisnet.org/jais/vol25/iss1/5,"In this paper, we revisit the issue of collaboration with artificial intelligence (AI) to conduct literature reviews and discuss if this should be done and how it could be done. We also call for further reflection on the epistemic values at risk when using certain types of AI tools based on machine learning or generative AI at different stages of the review process, which often require the scope to be redefined and fundamentally follow an iterative process. Although AI tools accelerate search and screening tasks, particularly when there are vast amounts of literature involved, they may compromise quality, especially when it comes to transparency and explainability. Expert systems are less likely to have a negative impact on these tasks. In a broader context, any AI method should preserve researchers’ ability to critically select, analyze, and interpret the literature.",eng,
000814,article,10.17705/1JAIS.00868,"Jarvenpaa, Sirkka and Klein, Stefan",Journal of the Association for Information Systems,New Frontiers in Information Systems Theorizing: Human-gAI Collaboration,2024,25,1,110--121,https://aisel.aisnet.org/jais/vol25/iss1/6,"The Journal of the Association for Information Systems has long had a reputation for promoting theory development. Yet theory development can be experienced as risky and frustrating because of a lack of divergence and convergence—both in terms of ideas and in the social dynamics among human theorists. These dichotomies can stymie progress and lead to unfinished works. Misconceptions about theory can also hamper advances. We examine the ways in which generative artificial intelligence (gAI) tools may be useful in developing theory in information systems (IS) through human-gAI collaboration, thus forging new frontiers in IS theorizing.",eng,
000815,article,10.17705/1JAIS.00867,"Drori, Iddo and Te'eni, Dov",Journal of the Association for Information Systems,"Human-in-the-Loop AI Reviewing: Feasibility, Opportunities, and Risks",2024,25,1,98--109,https://aisel.aisnet.org/jais/vol25/iss1/7,"The promise of AI for academic work is bewitching and easy to envisage, but the risks involved are often hard to detect and usually not readily exposed. In this opinion piece, we explore the feasibility, opportunities, and risks of using large language models (LLMs) for reviewing academic submissions, while keeping the human in the loop. We experiment with GPT-4 in the role of a reviewer to demonstrate the opportunities and the risks we experience and ways to mitigate them. The reviews are structured according to a conference review form with the dual purpose of evaluating submissions for editorial decisions and providing authors with constructive feedback according to predefined criteria, which include contribution, soundness, and presentation. We demonstrate feasibility by evaluating and comparing LLM reviews with human reviews, concluding that current AI-augmented reviewing is sufficiently accurate to alleviate the burden of reviewing but not completely and not for all cases. We then enumerate the opportunities of AI-augmented reviewing and present open questions. Next, we identify the risks of AI-augmented reviewing, highlighting bias, value misalignment, and misuse. We conclude with recommendations for managing these risks.",eng,
000816,article,10.17705/1JAIS.00866,"Weber, Ron",Journal of the Association for Information Systems,The Other Reviewer: RoboReviewer,2024,25,1,85--97,https://aisel.aisnet.org/jais/vol25/iss1/8,"The peer review process is a mainstay for informing publication decisions at many journals and conferences. It has several strengths that are well-accepted, such as providing a signal about the quality of published papers. Nonetheless, it has several limitations that have been documented extensively, such as reviewer biases affecting paper appraisals. To date, attempts to mitigate these limitations have had limited success. Accordingly, I consider how developments in artificial intelligence technologies—in particular, pretrained large language models with downstream fine-tuning—might be used to automate peer reviews. I discuss several challenges that are likely to arise if these systems are built and deployed and some ways to address these challenges. If the systems are deemed successful, I describe some characteristics of a highly competitive, lucrative marketplace for these systems that is likely to emerge. I discuss some ramifications of such a marketplace for authors, reviewers, editors, conference chairs, conference program committees, publishers, and the peer review process.",eng,
000817,article,10.17705/1JAIS.00865,"Kankanhalli, Atreyi",Journal of the Association for Information Systems,Peer Review in the Age of Generative AI,2024,25,1,76--84,https://aisel.aisnet.org/jais/vol25/iss1/9,"Rapid advances in artificial intelligence (AI), including recent generative forms, are significantly impacting our lives and work. A key aspect of our work as IS researchers is the publishing of research articles, for which peer review serves as the primary means of quality control. While there have been debates about whether and to what extent AI can replace researchers in various domains, including IS, we lack an in-depth understanding of how AI can impact the peer review process. Considering the high volume of submissions and limited reviewer resources, there is a pressing need to use AI to augment the review process. At the same time, advances in AI have been accompanied by concerns about biases introduced by AI tools and the ethics of using them, among other issues such as hallucinations. Thus, critical issues to understand are: how can AI augment and potentially automate the review process, what are the pitfalls in doing so, and what er the implications for IS research and peer review practice. I will offer my views on these issues in this opinion piece.",eng,
000818,article,10.17705/1JAIS.00864,"Shmueli, Galit and Ray, Soumya",Journal of the Association for Information Systems,Reimagining the Journal Editorial Process: An AI-Augmented Versus an AI-Driven Future,2024,25,1,60--75,https://aisel.aisnet.org/jais/vol25/iss1/10,"The editorial process at our leading information systems journals has been pivotal in shaping and growing our field. But this process has grown long in the tooth and is increasingly frustrating and challenging its various stakeholders: editors, reviewers, and authors. The sudden and explosive spread of AI tools, including advances in language models, make them a tempting fit in our efforts to ease and advance the editorial process. But we must carefully consider how the goals and methods of AI tools fit with the core purpose of the editorial process. We present a thought experiment exploring the implications of two distinct futures for the information systems powering today’s journal editorial process: an AI-augmented and an AI-driven one. The AI-augmented scenario envisions systems providing algorithmic predictions and recommendations to enhance human decision-making, offering enhanced efficiency while maintaining human judgment and accountability. However, it also requires debate over algorithm transparency, appropriate machine learning methods, and data privacy and security. The AI-driven scenario, meanwhile, imagines a fully autonomous and iterative AI. While potentially even more efficient, this future risks failing to align with academic values and norms, perpetuating data biases, and neglecting the important social bonds and community practices embedded in and strengthened by the human-led editorial process. We consider and contrast the two scenarios in terms of their usefulness and dangers to authors, reviewers, editors, and publishers. We conclude by cautioning against the lure of an AI-driven, metric-focused approach, advocating instead for a future where AI serves as a tool to augment human capacity and strengthen the quality of academic discourse. But more broadly, this thought experiment allows us to distill what the editorial process is about: the building of a premier research community instead of chasing metrics and efficiency. It is up to us to guard these values.",eng,
000819,article,10.17705/1JAIS.00863,"Gregor, Shirley",Journal of the Association for Information Systems,Responsible Artificial Intelligence and Journal Publishing,2024,25,1,48--60,https://aisel.aisnet.org/jais/vol25/iss1/11,"The aim of this opinion piece is to examine the responsible use of artificial intelligence (AI) in relation to academic journal publishing. The work discusses approaches to AI with particular attention to recent developments with generative AI. Consensus is noted around eight normative themes for principles for responsible AI and their associated risks. A framework from Shneiderman (2022) for human-centered AI is employed to consider journal publishing practices that can address the principles of responsible AI at different levels. The resultant AI principled governance matrix (AI-PGM) for journal publishing shows how countermeasures for risks can be employed at the levels of the author-researcher team, the organization, the industry, and by government regulation. The AI-PGM allows a structured approach to responsible AI and may be modified as developments with AI unfold. It shows how the whole publishing ecosystem should be considered when looking at the responsible use of AI—not just journal policy itself.",eng,
000820,article,10.17705/1JAIS.00862,"Schwartz, David and Te'eni, Dov",Journal of the Association for Information Systems,"AI for Knowledge Creation, Curation, and Consumption in Context",2024,25,1,37--47,https://aisel.aisnet.org/jais/vol25/iss1/12,,eng,
000821,article,10.17705/1JAIS.00861,"Benbya, Hind and Strich, Franz and Tamm, Toomas",Journal of the Association for Information Systems,Navigating Generative Artificial Intelligence Promises and Perils for Knowledge and Creative Work,2024,25,1,23--36,https://aisel.aisnet.org/jais/vol25/iss1/13,"Generative artificial intelligence (GenAI) is rapidly becoming a viable tool to enhance productivity and act as a catalyst for innovation across various sectors. Its ability to perform tasks that have traditionally required human judgment and creativity is transforming knowledge and creative work. Yet it also raises concerns and implications that could reshape the very landscape of knowledge and creative work. In this editorial, we undertake an in-depth examination of both the opportunities and challenges presented by GenAI for future IS research.",eng,
000822,article,10.17705/1JAIS.00860,"Sabherwal, Rajiv and Grover, Varun",Journal of the Association for Information Systems,The Societal Impacts of Generative Artificial Intelligence: A Balanced Perspective,2024,25,1,13--22,https://aisel.aisnet.org/jais/vol25/iss1/14,"The discourse surrounding the societal impacts of generative artificial intelligence (GAI), exemplified by technologies like ChatGPT, often oscillates between extremes: utopian visions of unprecedented productivity and dystopian fears of humanity’s demise. This polarized perspective neglects the nuanced, pragmatic manifestation of GAI. In general, extreme views oversimplify the technology itself or its potential to address societal issues. The authors suggest a more balanced analysis, acknowledging that GAI’s impacts will unfold dynamically over time as diverse implementations interact with human stakeholders and contextual factors. While Big Tech firms dominate GAI’s supply, its demand is expected to evolve through experimentation and use cases. The authors argue that GAI’s societal impact depends on identifiable contingencies, emphasizing three broad factors: the balance between automation and augmentation, the congruence of physical and digital realities, and the retention of human bounded rationality. These contingencies represent trade-offs arising from GAI instantiations, shaped by technological advancements, stakeholder dynamics, and contextual factors, including societal responses and regulations. Predicting long-term societal effects remains challenging due to unforeseeable discontinuities in the technology’s trajectory. The authors anticipate a continuous interplay between GAI initiatives, technological advances, learning experiences, and societal responses, with outcomes depending on the above contingencies.",eng,
000823,article,10.17705/1JAIS.00859,"Alavi, Maryam and Leidner, Dorothy E. and Mousavi, Reza",Journal of the Association for Information Systems,Knowledge Management Perspective of Generative Artificial Intelligence,2024,25,1,1--12,https://aisel.aisnet.org/jais/vol25/iss1/15,"In this editorial, revisiting Alavi and Leidner (2001) as a conceptual lens, we consider the organizational implications of Generative Artificial Intelligence (GenAI) from a knowledge management (KM) perspective. We examine how GenAI impact the processes of knowledge creation, storage, transfer, and application, highlighting both the opportunities and challenges this technology presents. In knowledge creation, GenAI enhances information? processing and cognitive functions, fostering individual and organizational learning. However, it also introduces risks like AI bias and reduced human socialization, potentially marginalizing junior knowledge workers. For knowledge storage and retrieval, GenAI’s ability to quickly access vast knowledge bases significantly changes employee interactions with KM systems. This raises questions about balancing human-derived tacit knowledge with AI-generated explicit knowledge. The paper also explores GenAI’s role in knowledge transfer, particularly in training and cultivating a learning culture. Challenges include an over-reliance on AI and risks in disseminating sensitive information. In terms of knowledge application, GenAI is seen as a tool to boost productivity and innovation, but issues like knowledge misapplication, intellectual property, and ethical considerations are critical. Conclusively, the paper argues for a balanced approach to integrating GenAI into KM processes. It advocates for harmonizing GenAI’s capabilities with human insights to effectively manage knowledge in contemporary organizations, ensuring both technological advances and ethical responsibility.",eng,
000824,article,10.17705/1JAIS.00837,"Chan, Tommy K. H. and Lee, Zach W. Y. and Skoumpopoulou, Dimitra and Situmeang, Frederik",Journal of the Association for Information Systems,Judging the Wrongness of Firms in Social Media Firestorms: The Heuristic and Systematic Information Processing Perspective,2024,25,2,463--500,https://aisel.aisnet.org/jais/vol25/iss2/1,"Social media firestorms pose a significant challenge for firms in the digital age. Tackling firestorms is difficult because the judgments and responses from social media users are influenced by not only the nature of the transgressions but also by the reactions and opinions of other social media users. Drawing on the heuristic-systematic information processing model, we propose a research model to explain the effects of social impact (the heuristic mode) and argument quality and moral intensity (the systematic mode) on perceptions of firm wrongness (the judgment outcome) as well as the effects of perceptions of firm wrongness on vindictive complaining and patronage reduction. We adopted a mixed methods approach in our investigation, including a survey, an experiment, and a focus group study. Our findings show that the heuristic and systematic modes of information processing exert both direct and interaction effects on individuals’ judgment. Specifically, the heuristic mode of information processing dominates overall and also biases the systematic mode. Our study advances the literature by offering an alternative explanation for the emergence of social media firestorms and identifying a novel context in which the heuristic mode dominates in dual information processing. It also sheds light on the formulation of response strategies to mitigate the adverse impacts resulting from social media firestorms. We conclude our paper with limitations and future research directions.",eng,
000825,article,10.17705/1JAIS.00835,"Nie, Cheng and Zheng, Zhiqiang (Eric) and Sarkar, Sumit",Journal of the Association for Information Systems,Firm Competitive Structure and Consumer Reaction in Search Advertisings,2024,25,2,442--462,https://aisel.aisnet.org/jais/vol25/iss2/2,"Sponsored search advertising has become an important venue for firms competing for consumers. As a result, many keywords attract a large number of bidders, and the competing advertisers may be quite heterogeneous. We examine whether this heterogeneity impacts how consumers perceive and react to such competitions. To this end, we draw on the theory of strategic groups to prescribe the structure of the competitive environment and investigate how strategic groups impact consumers’ clicking and website-visit behavior when viewing sponsored search results. Our unique datasets that combine search results from Google and consumers’ clickstream data enable us to disentangle such an impact. We find strong positive externality for within-group competitors relative to across-group competitors: (1) consumers are more likely to co-visit two firms that belong to the same strategic group, as opposed to two firms from different groups when both firms appear in the search results; (2) the presence of a firm in the search results primes consumers to visit other firms from the same strategic group even when the other firms do not appear in the search results. Our findings contribute to the sponsored search and strategic group literature by theorizing and empirically verifying consumers’ website-visit behaviors from the strategic group perspective.",eng,
000826,article,10.17705/1JAIS.00830,"Haj-Bolouri, Amir and Conboy, Kieran and Gregor, Shirley",Journal of the Association for Information Systems,"Research Perspectives: An Encompassing Framework for Conceptualizing Space in Information Systems: Philosophical Perspectives, Themes, and Concepts",2024,25,2,407--441,https://aisel.aisnet.org/jais/vol25/iss2/3,"The conceptualization of space is integral to many of the diverse forms of information systems—for example, the physical space represented in geographical information systems and the virtual space of simulated worlds. Yet despite its importance and centrality, the conceptualization of space in information systems is not as sophisticated or mature as in other fields. A lack of attention to the diversity of perspectives on space hampers ongoing research and the re-visioning of phenomena that could lead to new insights in information systems. The aim of this paper is to develop an encompassing framework that provides a comprehensive view of philosophical perspectives, spatial themes, and concepts of space that are relevant to information systems. As a result of an extensive literature review, an encompassing framework is presented that includes four prominent spatial themes: representing space, differentiating space, disclosing space, and intuitive space. Each theme is related to its key characteristics and features and underlying philosophical perspectives. The paper demonstrates how the new framework can facilitate IS scholars’ expansive analysis in scholarly work and assist editors and reviewers in evaluating papers concerning space in IS and shows how the re-visioning of phenomena can lead to transformational shifts in understanding IS phenomena.",eng,
000827,article,10.17705/1JAIS.00857,"Maier, Christian and Laumer, Sven and Sun, Heshan and Thatcher, Jason Bennett and Weitzel, Tim",Journal of the Association for Information Systems,Proposing Shocks and Dissatisfaction to Explain Quitting and Switching a Service: An Image Theory Perspective,2024,25,2,362--406,https://aisel.aisnet.org/jais/vol25/iss2/4,"This study sheds light on how shocks, or events perceived as jarring, cause users to discontinue a service. We use image theory to develop a model of discontinuation (MOD), which includes five main concepts: shock, script, image violation, service and task dissatisfaction, and search for and evaluation of superior alternatives. MOD explains how two types of user discontinuation behavior—quitting and switching—are formed along seven paths that are either related to contextual or technological shocks or result from dissatisfaction with a task or service. Our first empirical study shows that more than 95% of the 467 ex-users surveyed followed one of these paths when discontinuing media streaming, social networking, and matchmaking services. In the second study, we developed a research model based on the MOD to understand how the psychological factors associated with shocks lead to the intention to discontinue. We evaluate this model with a scenario study in which we present the situation of users of a matchmaking service and present participants with a contextual shock. Data from 201 individuals show that users are likely to develop intentions to quit when they use an engaged script or experience an image violation. Interviews with a panel of practitioners confirmed that MOD provides a useful and applicable approach to understanding users’ quitting and switching behaviors in different contexts. We conclude our paper with a discussion of implications for research and practice.",eng,
000828,article,10.17705/1JAIS.00838,"Schanke, Scott and Ray, Gautam and Adomavicius, Gediminas and Wagle, Mihir",Journal of the Association for Information Systems,Content and Style of Firm-Generated Posts on Social Media: A Study of User Engagement on Hedonic and Utilitarian Product Pages on Facebook,2024,25,2,341--361,https://aisel.aisnet.org/jais/vol25/iss2/5,"Social media platforms are increasingly crucial in corporate engagement, but there is limited research delineating how page characteristics influence firm behavior on these platforms. This paper examines the relationship between firm-generated content and user engagement on product pages and whether a page’s characteristics and content motivations moderate this relationship. Analyzing a sample of 29,267 posts on 85 Facebook product pages of 49 Fortune 1000 firms, we studied the relationship between the content (i.e., informational vs. emotional) and style (i.e., formal vs. informal) of a given post and the level of user engagement. The key finding is that in the content dimension, “incongruous” posts, i.e., content not traditionally expected for a product page of a given type, generate more favorable engagement. Also, informal style posts achieve more favorable engagement irrespective of the product page characteristics. The secondary discovery is attributable to Facebook’s function as a social media network where acquaintances engage with one another. The platform’s unwritten protocol of communication largely emphasizes informality, which is likely the driver of this observation. These findings contribute to the burgeoning social media strategy literature illustrating how product page characteristics moderate effective social media content strategies.",eng,
000829,article,10.17705/1JAIS.00832,"Wei, Xiaochao and Zhang, Yanfei and Luo, Xin (Robert) and Pan, Gangmei and Nie, Guihua",Journal of the Association for Information Systems,Qualitative Cusp Catastrophe Multi-Agent Simulation Model to Explore Abrupt Changes in Online Impulsive Buying Behavior,2024,25,2,304--340,https://aisel.aisnet.org/jais/vol25/iss2/6,"We develop a qualitative catastrophe (a nonlinear sudden violent change) multi-agent simulation model to investigate the evolution of group behavior, specifically abrupt changes in online impulsive buying (OIB) behavior. Studies have rarely investigated the mechanism of abrupt changes in OIB at the group level. To address the research gaps and advance this area of research, we employed a sequential multiple-methods approach. First, we designed a questionnaire to obtain and analyze consumer data to identify OIB drivers. Second, we built a qualitative catastrophe model based on empirical findings to describe sudden changes in the OIB behavior of individuals by merging catastrophe theory (CT) and qualitative simulation (QSIM). Finally, grounded in the qualitative catastrophe model, we constructed an agent-based model (ABM) to simulate group-level OIB behavior. The empirical findings revealed the following. (1) Sudden changes in group-level OIB occur as consumers’ sense of quantified self increases when self-control is low. (2) The greater the number of consumers with a proving preference (who prefer to prove their competence and performance to others) in the group, the higher the possibility of catastrophe; the scale of catastrophe increases significantly with the enhancement of product information features. (3) We identify optimal gamification for sudden increases in group-level OIB; the larger the degree of social networking is, the higher the likelihood of catastrophe behavior. Our proposed combination of a survey study, QSIM, and an ABM is a plausible solution for behavioral research on consumers, and the integration paradigm could help maintain market stability and promote products.",eng,
000830,article,10.17705/1JAIS.00840,"Shankar, Ramesh and Wang, Lei and Gunasti, Kunter and Li, Hongfei",Journal of the Association for Information Systems,Nonverbal Peer Feedback and User Contribution in Online Forums: Experimental Evidence of the Role of Attribution and Emotions,2024,25,2,267--303,https://aisel.aisnet.org/jais/vol25/iss2/7,"Peer feedback is often associated with an increase in the contributions of members in online communities. Verbal feedback (such as a review) can give details about how the recipient can improve their contribution, but it requires the recipient to read and process the feedback. Conversely, nonverbal feedback (such as an upvote) is easy to comprehend but does not convey much helpful information. Prior studies have mainly focused on the impact of verbal feedback. However, little has been done to explore the underlying mechanism of the effect of nonverbal peer feedback on people’s tendency to contribute more. We present two experimental studies conducted on Amazon Mechanic Turk. Study 1 demonstrates how verbal and nonverbal feedback impact user contributions differently. Next, building on attribution-emotion-action theory, we use Study 2 to establish a causal mechanism between nonverbal feedback and users’ knowledge contribution. Specifically, users who receive nonverbal peer feedback make internal and external attributions, which in turn impact their emotions and contribution decisions. We find that users receiving more positive feedback attribute this in equal measure internally to perceived self-efficacy and externally to perceived fairness, whereas users who receive negative feedback attribute it more to the lack of perceived fairness of peer feedback. These findings have important implications for both content-sharing platforms and researchers trying to better understand the drivers of online content-sharing behavior.",eng,
000831,article,10.17705/1JAIS.00843,"Feng, Nan and Zhou, Tianlu and Feng, Haiyang and Li, Minqiang",Journal of the Association for Information Systems,Optimal Launch Timing of Bug Bounty Programs for Software Products under Different Licensing Models,2024,25,2,239--266,https://aisel.aisnet.org/jais/vol25/iss2/8,"An increasing number of software firms are utilizing bug bounty programs (BBPs) to detect bugs and enhance their product quality by leveraging the contributions of external ethical hackers. Although launching a BBP involves bounties as well as the costs of processing bug reports and fixing bugs, software firms can save failure costs and enjoy the benefits of greater user trust. The costs and benefits resulting from launching a BBP vary with launch timings and software licensing models. Hence, we investigate the optimal BBP launch strategies for software firms, using perpetual or subscription licensing models. Our findings reveal that under perpetual licensing, the firm has only two viable launch strategies: simultaneous launch, i.e., launching the software and the BBP simultaneously, and no launch. Under subscription licensing, however, delayed launch, i.e., launching the BBP later than the software release time, occurs as the optimal strategy when the failure cost is not high and the benefit of user trust is significant. Two distinct patterns in the relationship between the firm’s bug-fixing capability and its payoff are identified: a U-shaped pattern and an inverted U-shaped pattern. We uncover the conditions under which a firm should opt not to launch a BBP as its bug-fixing capability improves. This study offers insights into how firms can be motivated to launch BBPs to improve the overall reliability of their software.",eng,
000832,article,10.17705/1JAIS.00846,"Kim, Hongki and Benbasat, Izak",Journal of the Association for Information Systems,How Online Consumers Use Multiple Advice Sources: An Empirical Exploration Using Verbal Protocol Analysis,2024,25,2,195--238,https://aisel.aisnet.org/jais/vol25/iss2/9,"With more online stores providing recommendations and reviews simultaneously from multiple advice sources—such as recommendation agents, other consumers, and experts—consumers are facing the challenge of deciding how to use wide-ranging and possibly conflicting sets of information to improve their product selection. Although previous studies have investigated the classical decision-making strategies used in preferential choice problems, most of these are not directly applicable to multiple advice source environments. In addition, since most of these studies have mainly focused on a variance model rather than a process model, they cannot fully explain how decision makers reach their product selection decisions. To shed light on the processes that online consumers use in making product selections when using multiple advice sources, this study: (1) explores if, how, and when consumers use consistency as a part of their decision-making strategies through developing process models; (2) identifies the consistency strategies utilized when using multiple advice sources; and (3) proposes a new consistency-based decision-making model. Through concurrent verbal protocol analysis, we identified four consistency strategies and found that the use of consistency strategies increases decision quality more than traditional nonconsistency strategies. Our findings are triangulated through the theoretical lens of cognitive dissonance theory, information search process model, and confirmation bias for rigorous validation. We also describe the theoretical and practical implications of our findings.",eng,
