ID,ENTRYTYPE,author,journal,title,year,volume,number,url,dblp_key,doi,pages,file,grobid-version,note,abstract,language
000696,article,"Valecha, Rohit and Upadhyaya, Shambhu and Rao, H. Raghav",Journal of the Association for Information Systems,An Activity Theory Approach to Leak Detection and Mitigation in Patient Health Information (PHI),2021,22,4,https://aisel.aisnet.org/jais/vol22/iss4/6,,10.17705/1JAIS.00687,1007--1036,,,,"The migration to electronic health records (EHR) in the healthcare industry has raised issues with respect to security and privacy. One issue that has become a concern for healthcare providers, insurance companies, and pharmacies is patient health information (PHI) leaks because PHI leaks can lead to violation of privacy laws, which protect the privacy of individuals’ identifiable health information, potentially resulting in a healthcare crisis. This study explores the issue of PHI leaks from an access control viewpoint. We utilize access control policies and PHI leak scenarios derived from semi structured interviews with four healthcare practitioners and use the lens of activity theory to articulate the design of an access control model for detecting and mitigating PHI leaks. Subsequently, we follow up with a prototype as a proof of concept.",eng
000697,article,"Mason, Richard O.",Journal of the Association for Information Systems,Policy for Ethical Digital Services,2021,22,3,https://aisel.aisnet.org/jais/vol22/iss3/11,,10.17705/1JAIS.00672,571--578,,,,,eng
000698,article,"Watson, Richard T. and Ketter, Wolfgang and Recker, Jan and Seidel, Stefan",Journal of the Association for Information Systems,Sustainable Energy Transition: Intermittency Policy Based on Digital Mirror Actions,2022,23,3,https://aisel.aisnet.org/jais/vol23/iss3/7,,10.17705/1JAIS.00752,631--638,,,,"The transition to renewable energy requires organizations and governments to formulate and enact new energy policies. This emerging energy era is characterized by higher levels of supply and demand intermittency, which requires information systems to manage the electricity grid. We propose key policy elements for managing intermittency based on information systems to implement digital mirror actions for managing the production, consumption, and transfer of electricity and market mechanisms for maintaining grid equilibrium. This article discusses these and their energy policy implications.",eng
000699,article,"Velichety, Srikar and Ram, Sudha",Journal of the Association for Information Systems,Finding a Needle in the Haystack: Recommending Online Communities on Social Media Platforms Using Network and Design Science,2021,22,5,https://aisel.aisnet.org/jais/vol22/iss5/7,,10.17705/1JAIS.00694,1285--1310,,,,"We address the problem of recommending online communities on social media platforms using design science. Our method is grounded in network science and leverages the random surfer model of the web, small-world networks, strength of weak connections, and connectivity to analyze three types of large-scale networks. In doing so, we design features for structural hole assortativity and local clustering coefficient rank to capture both the diversity and evolution of user interests. We also extract general online community features such as size and overlap. Experiments conducted on a large dataset of 34,000 lists created and subscribed to by 1,600 active Twitter users over a six-month period showed that our network features outperform the general and content features in terms of recommending communities at the top position. In addition, a combination of general and network features generated the best results in the top position with a significant performance improvement over using only the content features. A combination of all three types of features gave the best results in the top-5 and top-10 positions while improving the quality of recommendations at every other position. Our work outperforms the latest work on community recommendations on social media platforms and has major implications for the design of online community recommenders.",eng
000700,article,"Yuan, Nan and Feng, Haiyang and Li, Minqiang and Feng, Nan",Journal of the Association for Information Systems,Penetration or Skimming? Pricing Strategies for Software Platforms Considering Asymmetric Cross-Side Network Effects,2022,23,4,https://aisel.aisnet.org/jais/vol23/iss4/3,,10.17705/1JAIS.00748,966--998,,,,"Considering a two-sided software platform with software developers on one side and software users on the other, we study whether the platform should adopt a penetration pricing strategy or skimming pricing strategy on the developer side. We propose a two-period analytical model with asymmetric cross-side network effects to analyze the platform’s optimal pricing strategy. Our analysis reveals that the platform should adopt a penetration pricing strategy if the user-to-developer network effect is strong and a skimming pricing strategy otherwise. If the platform does not charge users an access fee, the platform should consider subsidizing developers’ access in the first period only. However, when the platform charges users an access fee, subsidizing developers’ access in both periods can be viable for the platform. Charging the software user an access fee incentivizes the platform to subsidize developers in the first period if the user-to-developer network effect is weak. Finally, this study reveals that the optimal access fee charged or subsidy provided to developers in the two periods is determined by several key factors: developers’ basic expectations about the revenue to be gained from the platform (optimistic or pessimistic), intensities of cross-side network effects, the lengths of the two periods, and the access fee charged to users.",eng
000701,article,"Setia, Pankaj and Setia, Monika and Krishnan, Ranjani and Sambamurthy, Vallabh",Journal of the Association for Information Systems,The Effects of the Assimilation and Use of IT Applications on Financial Performance in Healthcare Organizations,2011,12,3,https://aisel.aisnet.org/jais/vol12/iss3/1,,10.17705/1JAIS.00260,274--298,,,,"This research examines the impacts of the assimilation and use of IT on the financial performance of hospitals. We identify two dimensions of IT assimilation and use. They are the IT applications architecture spread, which is the adoption of a broad array of IT solutions, and IT applications architecture longevity, which is the length of experience with use of specific IT solutions. We examine the extent to which these dimensions of assimilation within the business and clinical work processes impact hospital performance. Compared with the effects of IT applications architecture spread, we find that the IT applications architecture longevity has a more significant effect on financial performance. In addition, the effects of assimilation manifest differently across the business and clinical process domains. Our results enhance understanding about the manner in which the assimilation and use of IT contributes to the financial performance of hospitals.",eng
000702,article,"Storey, Veda C. and Park, Eun Hee",Journal of the Association for Information Systems,An Ontology of Emotion Process to Support Sentiment Analysis,2022,23,4,https://aisel.aisnet.org/jais/vol23/iss4/2,,10.17705/1JAIS.00749,999--1036,,,,"Sentiment analysis is used to mine text data from many sources, including blogs, support forums, and social media, in order to extract customers’ opinions and attitudes. The results can be used to make important assessments about a customer’s attitude toward a company and if and how a company should respond. However, much research on sentiment analysis uses simple classification, where the polarity of a text that is mined is classified as positive, negative, or neutral. This research creates an ontology of emotion process to support sentiment analysis, with an emphasis on obtaining a more fine-grained assessment of sentiment than polarity. The ontology is grounded in a theory of emotion process and consists of concepts that capture the generation of emotion all the way from the occurrence of an event to the resulting behaviors of the person expressing the sentiment. It includes two lexicons: one for affect and one for appraisal. The ontology is applied to posts obtained from customer support forums of large companies to show its applicability in a multilevel evaluation. Doing so provides an example of a complete ontology assessment effort.",eng
000703,article,"Leidner, Dorothy E. and Carte, Traci and Chatterjee, Sutirtha and Chen, Daniel and Jones, Matthew and Preston, David",Journal of the Association for Information Systems,On Civil Critique: Reviewing for JAIS,2022,23,1,https://aisel.aisnet.org/jais/vol23/iss1/11,,10.17705/1JAIS.00716,1--12,,,,,eng
000704,article,"Zhao, Keran and Hu, Yuheng and Hong, Yili and Westland, J. Christopher",Journal of the Association for Information Systems,Understanding Characteristics of Popular Streamers on Live Streaming Platforms: Evidence from Twitch.tv,2021,22,4,https://aisel.aisnet.org/jais/vol22/iss4/4,,10.17705/1JAIS.00689,1076--1098,,,,"Live streaming platforms such as Twitch and Periscope have become some of the most popular synchronous social networking services. To attract viewers, streamers are motivated to broadcast exciting video content while actively interacting with viewers. The emerging stream of research on the live streaming community has examined streamers’ motivations and how the viewers react to streamers. However, few studies have focused on understanding the characteristics of popular streamers. Popular streamers create tremendous business value for social media influencer investors, as they have high potential to create persuasive advertisements and endorsements for firms by promoting their products and services. We aim at examining the key characteristics associated with streamers’ viewer base, namely their personality, professionalism, and streaming affordance. Based on text mining and analyses of video content, our results show: (1) certain personality traits (such as openness) are negatively associated with both cumulative and current popularity, (2) professional players are more likely to attract a larger viewer base, and (3) social affordance, including profile building affordance, social connectivity, and social interactivity, is positively associated with both cumulative and current popularity. Our results provide useful insights into measuring and evaluating streamers’ popularity, which can, in turn, generate actionable strategies for social media influencer investors and platform operators.",eng
000705,article,"Huang, Yinli and Jin, Yue and Huang, Jinghua",Journal of the Association for Information Systems,Impact of Managerial Responses on Product Sales: Examining the Moderating Role of Competitive Intensity and Market Position,2021,22,2,https://aisel.aisnet.org/jais/vol22/iss2/1,,10.17705/1JAIS.00671,544--570,,,,"Online review platforms have become very popular in recent years, generating massive numbers of online reviews and thus enticing numerous enterprises to respond to reviews. Although the economic impact (e.g., sales impact) of managerial responses is well recognized, it is unclear whether such an impact is moderated by competitive intensity and market position. This study examines the moderating effects of competitive intensity and market position in the relationship between managerial responses and sales. Using a panel dataset from one of the largest restaurant review platforms in China, this research found that the influence of the volume of managerial responses to positive word-of-mouth (WOM) on sales declined with increasing competitive intensity and decreasing market position. Moreover, we found the volume and degree of personalization of managerial responses to negative WOM to be more important for enterprises with a low market position versus those with a high market position. Our results provide insights into the effectiveness of managerial responses in different environments. We also offer managerial implications to service providers on response strategies.",eng
000706,article,"Tsai, Hsien-Tung and Pai, Peiyu",Journal of the Association for Information Systems,Too Engaged to Contribute? An Exploration of Antecedents and Dual Consequences of Newcomer Engagement in Online Social Groups,2021,22,5,https://aisel.aisnet.org/jais/vol22/iss5/6,,10.17705/1JAIS.00695,1311--1333,,,,"Both scholars and practitioners recognize the importance of newcomers’ contribution behavior in online social groups. However, extant research has largely focused on existing members’ behavior, leaving the issue of newcomers’ contribution behavior relatively unexplored. This research proposes a theoretical framework for understanding why newcomers engage in contribution processes, how group engagement leads to normative pressure, and whether normative pressure has curvilinear effects on information contributions. Drawing on the theory of engagement, we propose that newcomer group engagement, characterized by vigor, dedication, and absorption, exerts dual effects on information contributions. We also argue that newcomers who personally engage in contribution processes tend to reveal three key psychological conditions: meaningfulness (i.e., a sense of return on investments of the self in contribution processes), safety (i.e., a sense of being able to show and express oneself without fear of negative consequences), and availability (i.e., a sense of readiness to engage personally in contribution processes). We further investigate a focal antecedent for each psychological condition. Using multisource data collected at three points in time, this research finds that value congruence, perceived group support, and contribution self-efficacy positively influence newcomer group engagement, which in turn leads to greater information contribution behaviors. This study also shows that greater group engagement can initiate a spiral of social role expectations, leading to heightened levels of normative pressure. Moreover, normative pressure has an inverted U-shaped relationship with information contribution behavior. These findings offer both theoretical and practical implications.",eng
000707,article,"Trinkle, Bradley S. and Warkentin, Merrill and Malimage, Kalana and Raddatz, Nirmalee",Journal of the Association for Information Systems,High-Risk Deviant Decisions: Does Neutralization Still Play a Role?,2021,22,3,https://aisel.aisnet.org/jais/vol22/iss3/3,,10.17705/1JAIS.00680,797--826,,,,"Extant research has shown that neutralization processes can enable potential IS security policy violators to justify their behavior and overcome the deterrence effect of sanctions in order to engage in unethical behaviors. However, such sanctions are typically moderate and not career ending. We test the boundary conditions of this theory by evaluating whether neutralization plays a role in overcoming the impact of extreme levels of deterrence. We extend the Siponen and Vance (2010) framework within a professional context that assigns extreme sanctions to violators. Using the scenario-based factorial survey method common in IS security research, we collected data from future auditors who understand these extreme sanctions. We test the reasons that auditors may use to form intentions to falsify information concerning an information security issue with a company’s accounting information system, thereby jeopardizing data integrity and security by modifying working papers to hide irregularities and, by doing so, violating their professional standards, which could result in career-ending sanctions. We empirically validated and tested the theoretical model. Our results show that sanctions play an important role in reducing employees’ intentions to violate policy but that, even under extreme boundary conditions, employees might seek to rationalize their unethical behavior by denying responsibility for their actions through, for example, arguing that their supervisors pressured them into performing the violations. We also establish that messages heightening the awareness and perceptions of the certainty and severity of organizational punishment are likely to attenuate such deviant behaviors. We discuss the implications of these findings and suggest future avenues for research.",eng
000708,article,"Zampou, Eleni and Mourtos, Ioannis and Pramatari, Katerina and Seidel, Stefan",Journal of the Association for Information Systems,"A Design Theory for Energy and Carbon Management Systems in the Supply Chain The Quest for Innovation in Information Systems Research: Recognizing, Stimulating, and Promoting Novel and Useful Knowledge",2022,23,1,https://aisel.aisnet.org/jais/vol23/iss1/2,,10.17705/1JAIS.00725,329--371,,,,"Energy and carbon management systems (ECMS) are a class of green information systems that has the potential to increase environmental sustainability in organizations and across supply chains. Employing a design science research approach, we define the scope of ECMS in the supply chain context, identify requirements, design an expository instantiation, and develop an information systems design theory, including key constructs and design principles. We instantiate this theory in four supply chain contexts to validate and revise the proposed design in two rounds. We identify six system components data collection, energy monitoring, supply chain coordination, ECMS workflow engine, reporting, and carbon footprint estimator that integrate and coordinate four types of information flows (transactional, contextual, energy, and product environmental), and formulate design principles. Our evaluation indicates that the ECMS design theory, if instantiated, supports energy and carbon measurement and environmentally aware decision-making and practice in supply chains. We also highlight how considering energy information flows in combination with material features that afford environmentally aware decision-making and practice are key to qualifying information systems as green.",eng
000709,article,"Rahmati, Pouya and Tafti, Ali and Mithas, Sunil and Sachdev, Vishal",Journal of the Association for Information Systems,How Does the Positioning of Information Technology Firms in Strategic Alliances Influence Returns to R&D Investments?,2021,22,2,https://aisel.aisnet.org/jais/vol22/iss2/6,,10.17705/1JAIS.00666,383--417,,,,"Because software is fungible, has low marginal replication costs, and requires relatively high levels of initial investment to develop, understanding how IT-producing firms protect and leverage value from their research and development (R&D) investments is important. We examine how the positioning of IT-producing firms within their networks of strategic alliances moderates profits from R&D investments. We posit that alliances with IT-consuming firms generate relation-specific rents that, in turn, protect the value of R&D investments by making software innovations difficult for rivals to appropriate. Among IT-producing firms, we make a distinction between software consulting and services firms and software package-product firms. Our analyses of 464 IT-producing firms for the 14-year period 1996-2009 suggest that IT-producing firms’ returns on R&D investments increase with alliance ties to IT-consuming firms. We also find that alliances with IT-consuming firms have a more beneficial effect on R&D investment returns for software consulting and services firms than for software package-product firms. Our findings yield nuanced insights into how IT-producing firms should position themselves within a network of alliances with IT-consuming firms. We discuss implications for research and practice.",eng
000710,article,"Diederich, Stephan and Brendel, Alfred Benedikt and Morana, Stefan and Kolbe, Lutz",Journal of the Association for Information Systems,On the Design of and Interaction with Conversational Agents: An Organizing and Assessing Review of Human-Computer Interaction Research,2022,23,1,https://aisel.aisnet.org/jais/vol23/iss1/9,,10.17705/1JAIS.00724,96--138,,,,"Conversational agents (CAs), described as software with which humans interact through natural language, have increasingly attracted interest in both academia and practice because of improved capabilities driven by advances in artificial intelligence and, specifically, natural language processing. CAs are used in contexts such as peoples private lives, education, and healthcare, as well as in organizations to innovate or automate tasks for example, in marketing, sales, or customer service. In addition to these application contexts, CAs take on different forms in terms of their embodiment, the communication mode, and their (often human-like) design. Despite their popularity, many CAs are unable to fulfill expectations, and fostering a positive user experience is challenging. To better understand how CAs can be designed to fulfill their intended purpose and how humans interact with them, a number of studies focusing on human-computer interaction have been carried out in recent years, which have contributed to our understanding of this technology. However, currently, a structured overview of this research is lacking, thus impeding the systematic identification of research gaps and knowledge on which future studies can build. To address this issue, we conducted an organizing and assessing review of 262 studies, applying a sociotechnical lens to analyze CA research regarding user interaction, context, agent design, as well as CA perceptions and outcomes. This study contributes an overview of the status quo of CA research, identifies four research streams through cluster analysis, and proposes a research agenda comprising six avenues and sixteen directions to move the field forward",eng
000711,article,"Kwak, Dong-Heon and Deng, Shuyuan and Kuem, Jungwon and Kim, Sung",Journal of the Association for Information Systems,How to Achieve Goals in Digital Games: An Empirical Test of a Goal-Oriented Model in Pokémon GO,2022,22,2,https://aisel.aisnet.org/jais/vol23/iss2/2,,10.17705/1JAIS.00733,553--588,,,,,
000712,article,"Jiang, Cuiqing and Wang, Jianfei and Tang, Qian and Lyu, Xiaozhong",Journal of the Association for Information Systems,Investigating the Effects of Dimension-Specific Sentiments on Product Sales: The Perspective of Sentiment Preferences,2021,22,2,https://aisel.aisnet.org/jais/vol22/iss2/4,,10.17705/1JAIS.00668,459--489,,,,"While the literature has reached a consensus on the awareness effect of online word-of-mouth (eWOM), this paper studies its persuasive effect—specifically, dimension-specific sentiment effects on product sales.We examine the sentiment information in eWOM along different product dimensions and reveal different persuasive effects on consumers’ purchase decisions based on consumers’ sentiment preference, which is defined as the relative importance that consumers place on various dimension-specific sentiments. We use an aspect-level sentiment analysis to derive dimension-specific sentiment and PVAR (panel vector auto-regression) models, and estimate their effects on product sales using a movie panel dataset. The findings show that three dimension-specific sentiments (star, genre, and plot) are positively related to movie sales.Regarding consumers’ sentiment preferences, we find a positive relationship to movie sales that is stronger for plot sentiment, relative to star sentiment for low-budget movies. For high-budget movies, we find a positive relationship to movie sales that is stronger for star sentiment, relative to plot or genre sentiment.",eng
000713,article,"Steininger, Dennis M. and Mikalef, Patrick and Pateli, Adamantia and Ortiz-de-Guinea, Ana",Journal of the Association for Information Systems,"Dynamic Capabilities in Information Systems Research: A Critical Review, Synthesis of Current Knowledge, and Recommendations for Future Research",2022,22,2,https://aisel.aisnet.org/jais/vol23/iss2/6,,10.17705/1JAIS.00736,447--490,,,,,
000714,article,"Jiang, Ling and Wagner, Christian and Chen, Xingyu",Journal of the Association for Information Systems,Taking Time into Account: Understanding Microworkers’ Continued Participation in Microtasks,2021,22,4,https://aisel.aisnet.org/jais/vol22/iss4/9,,10.17705/1JAIS.00684,893--930,,,,"Microtask crowdsourcing platforms foster digital assembly lines where microtasks are performed by on-demand microworkers. The sustainability of microtask crowdsourcing platforms and the timely completion of microtask batches hinge on microworkers’ continued participation, but our understanding of microworkers’ continuance remains unclear. Drawing on the theory of the allocation of time and the research on work motivational orientations, we hypothesize that three motivational orientations (i.e., compensation, enjoyment, and microtime structure) are positively associated with microworkers’ perceived relative advantage of microworking, which in turn enhances microworkers’ intent to continue microworking. The relationships between the three motivational orientations and relative advantage are moderated by microworkers’ perceived situational boredom and microwork status (i.e., ad hoc, part-time, and full-time). An online survey on Amazon’s Mechanical Turk provides empirical evidence for the predictive powers, which are contingent on situational boredom, of the three motivational orientations on relative advantage, suggesting that fine-grained microtasks cater to the inherent desire to structure time at a microlevel. We further found that the relationships between motivational orientations and relative advantage differ across ad hoc, part-time, and full-time microworkers. Our study sheds light on theorizing users’ participation by incorporating the time lens and distinguishing heterogeneous effects across temporal contexts and user types. Our findings also provide important practical implications for the design and organization of microwork as well as the governance of the crowdsourcing platform.",eng
000715,article,"Seymour, Mike and Yuan, Lingyao (Ivy) and Dennis, Alan R. and Riemer, Kai",Journal of the Association for Information Systems,"Have We Crossed the Uncanny Valley? Understanding Affinity, Trustworthiness, and Preference for Realistic Digital Humans in Immersive Environments",2021,22,3,https://aisel.aisnet.org/jais/vol22/iss3/9,,10.17705/1JAIS.00674,591--617,,,,"Developers have long strived to create virtual avatars that are more realistic because they are believed to be preferred over less realistic avatars. However, an “uncanny valley” exists in which avatars trigger aversion when they are almost but not quite realistic. We used a field study to investigate whether users had different affinity, trustworthiness, and preferences for avatars with two levels of realism, one that was close to human-realistic and one a cartoon caricature. We observed behavior, conducted one-on-one interviews, and collected survey data from SIGGRAPH conference attendees who either participated in a live discussion session between two avatars in a VR environment, or observed it via 3D VR headsets or on a large screen 2D video display. Eighteen sessions were conducted over four days, with the same person animating the human-realistic avatar and different guests animating the caricature avatars. The guests who interacted with the human-realistic avatar had a positive experience in the VR environment. The observers had positive evaluations of both avatars while acknowledging their different levels of realism. They rated the human-realistic avatar as more trustworthy, had more affinity for it, and preferred it as a virtual agent. Participants who observed the interview through VR headsets had an even stronger affinity for the human-realistic avatar and stronger preferences for it than those who observed via the 2D screen. Effect sizes ranged from medium to large. Our results suggest that it is now possible to cross the uncanny valley with human-realistic avatars rendered in real time.",eng
000716,article,"Knote, Robin and Janson, Andreas and Söllner, Matthias and Leimeister, Jan Marco",Journal of the Association for Information Systems,Value Co-Creation in Smart Services: A Functional Affordances Perspective on Smart Personal Assistants,2021,22,2,https://aisel.aisnet.org/jais/vol22/iss2/5,,10.17705/1JAIS.00667,418--458,,,,"In the realm of smart services, smart personal assistants (SPAs) have become a popular medium for value co-creation between service providers and users. The market success of SPAs is largely based on their innovative material properties, such as natural language user interfaces, machine learning-powered request handling and service provision, and anthropomorphism. In different combinations, these properties offer users entirely new ways to intuitively and interactively achieve their goals and thus co-create value with service providers. But how does the nature of the SPA shape value co-creation processes? In this paper, we look through a functional affordances lens to theorize about the effects of different types of SPAs (i.e., with different combinations of material properties) on users’ value co-creation processes. Specifically, we collected SPAs from research and practice by reviewing scientific literature and web resources, developed a taxonomy of SPAs’ material properties, and performed a cluster analysis to group SPAs of a similar nature. We then derived 2 general and 11 cluster-specific propositions on how different material properties of SPAs can yield different affordances for value co-creation. With our work, we point out that smart services require researchers and practitioners to fundamentally rethink value co-creation as well as revise affordances theory to address the dynamic nature of smart technology as a service counterpart.",eng
000717,article,"Zhang, Zhewei and Lee, Habin and Yoo, Youngjin and Choi, Youngseok Thomas",Journal of the Association for Information Systems,Theorizing Routines with Computational Sequence Analysis: A Critical Realism Framework,2022,22,2,https://aisel.aisnet.org/jais/vol23/iss2/1,,10.17705/1JAIS.00734,589--630,,,,,
000718,article,"Stein, Mari-Klara and Lim, Eric T. and Tan, Chee-Wee",Journal of the Association for Information Systems,Explaining Persistent Ineffectiveness in Professional Online Communities: Multilevel Tensions and Misguided Coping Strategies,2022,23,1,https://aisel.aisnet.org/jais/vol23/iss1/1,,10.17705/1JAIS.00726,372--400,,,,"Online communities (OCs) have become an increasingly prevalent way for organizations to bring people together to collaborate and create value. However, despite the abundance of extant literature, many studies still point to the lack of long-term sustainability of OCs. We contend that communities become dormant or obsolete over time because of manifestations of ineffectiveness a state of the community that hinders the attainment of individual and collective desired outcomes. While ineffectiveness in OCs is common, it is less apparent why such ineffectiveness persists. Two knowledge gaps are particularly significant here. First, while the multilevel nature of OCs is acknowledged, corresponding difficulties in aligning individual and collective interests and behaviors have often been neglected in past studies. Second, rare longitudinal studies have revealed that community members respond to ineffectiveness with various coping behaviors. However, the impact of these coping behaviors may not turn out as desired. Consequently, we investigate the persistence of ineffectiveness from the perspective of multilevel and coping effects, addressing the following research question: How and why does ineffectiveness persist in online communities? Our critical realist case study offers a three-step explanatory framework: (1) underlying multilevel tensions in the community contribute to usage ineffectiveness (i.e., members are unable to use the OC effectively); (2) misguided coping behaviors contribute to ineffective adaptation (i.e., members are unable to cope with not being able to use the OC effectively); and (3) ineffectiveness persists due to the interaction between usage and adaptation ineffectiveness.",eng
000719,article,"Sharma, Pratyush Nidhi and Daniel, Sherae L. and Chung, Tingting (Rachel) and Grover, Varun",Journal of the Association for Information Systems,A Motivation-Hygiene Model of Open Source Software Code Contribution and Growth,2022,23,1,https://aisel.aisnet.org/jais/vol23/iss1/7,,10.17705/1JAIS.00712,165--195,,,,"The success of open source software (OSS) projects depends on sustained contributions by developers who often display a wide variety of contribution patterns. Project leaders and stakeholders would strongly prefer that developers not only maintain but preferably increase their contributions over time as they gain experience. Corporations increasingly complement OSS developer motivations (such as fit in terms of shared values with the project community) by paying them to sustain contributions. However, practitioners argue whether payment helps or hurts projects because monetary compensation may dampen developer motivation in the long run, making it difficult for project leaders to understand what to expect from developers over time. Using Herzberg motivation-hygiene framework, we explore how developer perceptions of value fit with the project and being paid interact to determine the level of code contribution and its rate of change over time (i.e., growth). Using a survey of 564 developers across 431 projects on GitHub, we build a three-level growth model explaining the code contribution and its growth over a six-month period. We find that value fit with the project positively influences both the level and growth of code contribution. However, there are notable differences among paid and unpaid developers in the impact of value fit on their level and growth in code contributions over time. The implications of our work will be of interest to researchers, practitioners, and organizations investing in open source projects.",eng
000720,article,"Fadel, Kelly J. and Meservy, Thomas and Kirwan, C. Brock",Journal of the Association for Information Systems,Information Filtering in Electronic Networks of Practice: An fMRI Investigation of Expectation (Dis)confirmation,2022,22,2,https://aisel.aisnet.org/jais/vol23/iss2/5,,10.17705/1JAIS.00731,491--520,,,,,
000721,article,"Schultze, Ulrike and Bhappu, Anita D.",Journal of the Association for Information Systems,Examining the Viability of Organization-Sponsored Sharing Platforms,2022,23,4,https://aisel.aisnet.org/jais/vol23/iss4/5,,10.17705/1JAIS.00746,889--912,,,,"Organization-sponsored sharing platforms represent the sharing economy ideal because they facilitate the peer-to-peer exchange of goods and services among members of an established community. By embedding sharing within an organization, this platform configuration infuses collaborative consumption with the moral dimension of shared values and concerns. However, the conflicting institutional logics inherent in community-based sharing create paradoxical tensions that are likely to destabilize this new organizational form. Therefore, to understand when an organization-sponsored sharing platform is viable, we conducted an empirical investigation of the Zimride by Enterprise® ridesharing platform for universities and corporations. Using qualitative and quantitative data from 25 organizations that sponsored Zimride’s ridesharing service, we found that this new organizational form is characterized by contradictions due to the market, hierarchy, and community logics of its multilevel B2B2P2P service delivery model. However, the mere presence of such paradoxical tensions did not render this sharing economy ideal infeasible. We therefore discuss when the Zimride platform was viable and how site coordinators at sponsoring organizations managed, in particular, the tension between their organizational members’ need for a heterogeneous supply of transportation options and a strong collective identity to motivate their collaborative consumption.",eng
000722,article,"Jabbari, Mohammad and Recker, Jan and Green, Peter and Werder, Karl",Journal of the Association for Information Systems,How Do Individuals Understand Multiple Conceptual Modeling Scripts?,2022,23,4,https://aisel.aisnet.org/jais/vol23/iss4/1,,10.17705/1JAIS.00750,1037--1070,,,,"Because most real-world domains intended to be supported by an information system are complex, practitioners often use multiple different types of conceptual modeling scripts to understand them. We performed two experiments to examine how two theoretical factors of multiple scripts— combined ontological completeness and ontological overlap—influence how users develop an understanding of a real-world domain from multiple scripts. Results of the first experiment show that to some degree, ontological overlap improves participants’ understanding of a domain, more so than combined ontological completeness. In the second experiment, we tracked the eye movement data of participants to understand how ontological overlap between scripts impacts users’ information search and cognitive integration processes. We found that some occurrence of semantically similar constructs between scripts helps individuals to identify and relate constructs presented in different scripts. Users, therefore, can identify and focus on script areas that are relevant to their problem tasks. However, a high level of ontological overlap decreases the attention paid by participants to relevant task-specific areas because they spend more time searching for relevant information. Together, our findings both refine and extend existing conceptual modeling theory. We clarify the dialectics between the full and parsimonious real-world representations offered through multiple scripts and the individual’s understanding of the domain that is represented by those scripts.",eng
000723,article,"Xu, Haifeng and Phan, Tuan Q. and Tan, Bernard C. Y.",Journal of the Association for Information Systems,Why Are People Addicted to SNS? Understanding the Role of SNS Characteristics in the Formation of SNS Addiction,2022,23,3,https://aisel.aisnet.org/jais/vol23/iss3/1,,10.17705/1JAIS.00735,806--837,,,,"Research has shown that many people use social networking sites (SNS) excessively, which may lead to various negative consequences. With the aim of reducing SNS addition, this study investigates the role of SNS characteristics in the formation of SNS addiction. By applying incentive sensitization theory in the context of SNS addiction, we suggest that the compulsive motivation for using an SNS is developed by pleasurable and rewarding SNS use experiences. Social network characteristics and communication characteristics, which determine the rewards that users obtain from SNS use, moderate the relationship between habitual SNS use and SNS addiction. We develop novel behavioral measures of habitual SNS use and SNS addiction based on SNS activity logs and empirically test the research model using a large and unique dataset. Besides contributing to the theoretical development of SNS addiction, the results of this study offer practical options to help prevent SNS addiction. Moreover, the measures of SNS addiction enable the automated monitoring of user behavior on SNS, which could be useful for detecting potential SNS addicts.",eng
000724,article,"Zorina, Aljona and Karanasios, Stan",Journal of the Association for Information Systems,When IT Evolves Beyond Community Needs: Coevolution of Bottom-Up IT Innovation and Communities,2021,22,4,https://aisel.aisnet.org/jais/vol22/iss4/2,,10.17705/1JAIS.00691,1146--1175,,,,"This paper examines how innovative uses of IT artifacts and their repurposing to fulfill emerging or unsatisfied user needs (bottom-up innovation, BUI) develop in community settings. Based on a longitudinal analysis of “HomeNets,” communities that developed residential internet access in Belarus over a 20-year period, we illustrate that the development of community BUI is driven not only by the needs of the innovating members but also by the interplay between the innovating members’ community context and technology and the interplay between the BUI technology and context. We demonstrate how these dynamics trigger community BUI development that goes beyond the needs and expectations of the innovating actors and impacts community evolution and long-term survival. Based on our findings, we develop a model of community BUI development. We discuss the theoretical implications of our findings, highlighting the role of technology and context in community BUI and its processual unfolding beyond the needs and intentions of the innovating members.",eng
