ID,orig_ID,orig_source,url,pages,number,volume,year,title,journal,author,doi,ENTRYTYPE,language,abstract,dblp_key,grobid-version,file,note
C_000847,000847,crossref,https://aisel.aisnet.org/jais/vol25/iss4/3,1037--1078,4,25,2024,Roles of Feedback and Phishing Characteristics in Antiphishing Training Performance: Perspectives of Goal Setting and Skill Acquisition,Journal of the Association for Information Systems,"Pan, Shihe and Kwak, Dong-Heon and Kuem, Jungwon and Kim, Sung S.",10.17705/1JAIS.00854,article,eng,"Because phishing attacks often exploit individuals’ inexperience in detecting them, it is important for managers to provide workers with proper feedback on their reactions to phishing scams. However, little is known about what types of feedback are more effective in facilitating antiphishing training behavior and performance. The objectives of this study are to identify (1) the determinants of decision avoidance and detection accuracy, (2) the contextual effect of type of feedback in antiphishing training, (3) the impacts of perceived detection efficacy on training outcomes, and (4) the interaction effects between feedback characteristics and perceived detection efficacy/phishing characteristics on training outcomes. Drawing upon goal-setting theory, skill acquisition theory, and antiphishing training literature, our model provides a theoretical account of how feedback characteristics (e.g., type, quantity), phishing characteristics (e.g., phishing cue saliency), and perceived detection efficacy affect antiphishing training outcomes (e.g., decision avoidance and detection accuracy). To empirically test the model, we performed four experiments with 652 subjects in the United States from three different online panels via Amazon Mechanical Turk, Esearch.com, and Clickworker.com. Our results indicate that examplebased feedback is superior to abstract feedback in teaching how to correctly discern between phishing and legitimate emails in the context of link-embedded emails. We also show that perceived detection efficacy is essential for a better understanding of antiphishing training behavior and performance. Finally, we show an interaction effect between feedback quantity and phishing cue saliency on antiphishing training behavior and performance.",,,,
C_000848,000848,crossref,https://aisel.aisnet.org/jais/vol25/iss4/5,962--989,4,25,2024,Effective Intervention in User Adaptation: A 2×2 Coping Framework Entailing Implementation and Contextual Factors,Journal of the Association for Information Systems,"Feng, Yue (Katherine) and Yu, Nadia Yin and Tam, Kar Yan and Lai, Michael C.",10.17705/1JAIS.00884,article,eng,"Despite the proliferation of information technology applications worldwide, successful technology implementation in organizations remains a formidable challenge. Whether organizations can actualize the benefits of new technology depends critically on how end users evaluate and cope with it. Various intervention practices have been proven to be effective in facilitating user adaptation in the existing literature. However, research that systematically examines the impacts of intervention practices across implementation stages and usage contexts is still rare. Leveraging coping theory, we propose a 2×2 framework under the conditions of pre-/post-implementation stages and mandatory/voluntary usage contexts to investigate how various intervention practices adjust user appraisals of new technology via different coping mechanisms. We then extend the investigation into the downstream job outcomes and make comparisons of relevant relationships across usage contexts. Our empirical findings from two unique organizational settings, featured opposite degrees of usage voluntariness, support consistently significant effects of intervention practices, beliefs updating, and effects of usage behavior on job outcomes in both contexts while suggesting nuanced differences between the two contexts. Our research sheds light on how to manage technology implementations and help users cope with the change effectively in different contexts via various intervention practices in the technology implementation process.",,,,
C_000849,000849,crossref,https://aisel.aisnet.org/jais/vol25/iss4/4,990--1036,4,25,2024,Understanding the Role of Lead Organizational Donor Types in Civic Crowdfunding,Journal of the Association for Information Systems,"Hassna, Ghazwan and Burtch, Gordon and Zhao, J. Leon",10.17705/1JAIS.00874,article,eng,"Civic crowdfunding is a subgenre of crowdfunding wherein the crowd finances civic projects of value to communities. A unique aspect of civic crowdfunding is that projects regularly attract a mix of individuals and organizations, spanning the private, public, and nonprofit sectors. This diversity of stakeholders raises novel questions and challenges for platform operators and fundraisers. Here, we focus on such challenges as they relate to third-party endorsements. A lengthy literature has examined the signaling value of endorsements and prominent lead contributions, typically treating their sources as homogeneous. However, the varied backgrounds, motivations, and objectives of stakeholders in civic crowdfunding suggest that endorsers’ signaling value is likely to vary. We theorize how onlookers’ (potential backers’ or donors’) perception of lead organizational donors’ motivations and fit with the project’s objectives will influence the latter’s signaling value, hypothesizing differences across lead donor types (i.e., businesses, governments, nongovernmental organizations [NGOs]). Leveraging data on 303 projects from a leading civic crowdfunding platform, Spacehive, we show that lead donations are significantly more beneficial when supplied by NGOs rather than businesses or government entities. Further, based on perceptual measures reported by human coders about the more than 500 organizational lead donations in our sample, we confirm our theorized mechanisms, finding that lead donor involvement is more likely to be perceived as credible, and to lead to support for a project, when the lead’s involvement is believed to be a result of value motives (rather than strategic motives), and when the lead is a natural fit with the project (i.e., congruence). We discuss the implications of our work for both theory and practice.",,,,
C_000850,000850,crossref,https://aisel.aisnet.org/jais/vol25/iss4/6,936--961,4,25,2024,Human-Centered Design and Evaluation of a NeuroIS Tool for Flow Support,Journal of the Association for Information Systems,"Adam, Marc T. P. and Bonenberger, Lukas and Gimpel, Henner and Lanzl, Julia",10.17705/1JAIS.00855,article,eng,"Flow is a mental state in which a person is fully immersed and actively involved in a task, even during extrinsically motivated activities at work. IT-mediated interruptions can disrupt flow, with ramifications for workers’ well-being and work performance. In this design science research paper, we develop and evaluate design knowledge for neuroadaptive flow support systems. Building on foundations in flow theory, we conduct expert interviews and present a conceptual framework, three meta-requirements, and five design principles for flow support systems. We then implement the design principles in three prototypes and evaluate these prototypes in a lab experiment and a field study. With this paper on flow and IT-mediated interruptions in the work domain, we present an approach toward flow support systems that enable intelligent interruption management.",,,,
C_000851,000851,crossref,https://aisel.aisnet.org/jais/vol25/iss4/7,890--935,4,25,2024,The Influence of Political Skill and Community Capabilities on Microtask Worker Hourly Wage: A Mixed Methods Study of Mechanical Turk,Journal of the Association for Information Systems,"Gangi, Paul M. Di and Howard, Jack L. and McAllister, Charn P. and Thatcher, Jason Bennett",10.17705/1JAIS.00858,article,eng,"Microlabor markets engage workers in temporary employment contracts to complete short-duration tasks for micropayments. Because microlabor platforms often preclude worker interaction, independent microtasking communities have emerged to allow workers to exchange ideas and interact to improve their work performance. Research has yet to take an in-depth look at how workers utilize microtasking communities to mitigate unpaid coordination costs to improve their financial productivity. The present study uses political skill as a theorizing lens to investigate how microtask workers utilize the capabilities of these communities that influence their ability to avoid financial marginalization. Using pseudo-ethnography and thematic analysis, we employed a sequential mixed methods design to identify how community capabilities and ideological beliefs influence worker performance. These insights then informed the design of an empirical study using survey data from 253 Amazon Mechanical Turk workers who use microtasking communities to test our research model. We found that politically skilled individuals use community capabilities, subsequently influencing their hourly wage. We also found that microtasking ideology weakens the effects of political skill on community capabilities and their influence on hourly wages. We discuss several contributions to the political skill and microtask literature.",,,,
C_000852,000852,crossref,https://aisel.aisnet.org/jais/vol25/iss4/8,867--889,4,25,2024,Power as “Present-in-Actions” in Mundane Information Systems Work,Journal of the Association for Information Systems,"Simeonova, Boyka and Kelly, Paul R. and Karanasios, Stan and Galliers, Robert D.",10.17705/1JAIS.00876,article,eng,"The information systems (IS) field has not consistently dealt with the importance of power in theory, research, or practice, because of epistemological and theoretical challenges for studying power in IS. In responding to these issues, we develop an accessible “power-sensitive” framework, using the episodic/systemic view of power and an activity theory (AT) view of organizational practices. We draw on two cases of IS work. Case 1 focuses on information technology (IT) organizations in Bulgaria, and Case 2 focuses on a global development sector nongovernmental organization (NGO) in Thailand. While much of the IS literature emphasizes cutting-edge innovations, this paper highlights mundane yet widespread IS applications such as email and spreadsheets. We elaborate on lessons learned from the cases and develop a power-sensitive framework to support IS researchers and practitioners seeking to acknowledge power in different IS contexts. The paper has two main aims and contributions: to illustrate how power can be articulated using the episodic/systemic view and AT by providing a more dynamic perspective that goes beyond traditional views of power as possessive, hierarchical, and static, and to deploy the cases strategically as part of a broader call for more consideration of power in IS research, illustrating the important insights such a focus can provide. We argue against simply ignoring power or considering it as a “nuisance” in IS research. Instead, we argue that power is endemic to IS work and an integral aspect of everyday IS practices. We characterize this view of power as “present-in-actions” in IS.",,,,
C_000853,000853,crossref,https://aisel.aisnet.org/jais/vol25/iss4/9,804--866,4,25,2024,Feedback Loops in Machine Learning: A Study on the Interplay of Continuous Updating and Human Discrimination,Journal of the Association for Information Systems,"Bauer, Kevin and Heigl, Rebecca and Hinz, Oliver and Kosfeld, Michael",10.17705/1JAIS.00853,article,eng,"Machine learning (ML) models often endogenously shape the data available for future updates. This is important because of their role in influencing human decisions, which then generate new data points for training. For instance, if an ML prediction results in the rejection of a loan application, the bank forgoes the opportunity to record the applicant’s actual creditworthiness, thereby impacting the availability of this data point for future model updates and potentially affecting the model’s performance. This paper delves into the relationship between the continuous updating of ML models and algorithmic discrimination in environments where predictions endogenously influence the creation of new training data. Using comprehensive simulations based on secondary empirical data, we examine the dynamic evolution of an ML model’s fairness and economic consequences in a setting that mirrors sequential interactions, such as loan approval decisions. Our findings indicate that continuous updating can help mitigate algorithmic discrimination and enhance economic efficiency over time. Importantly, we provide evidence that human decision makers in the loop who possess the authority to override ML predictions may impede the self-correction of discriminatory models and even induce initially unbiased models to become discriminatory with time. These findings underscore the complex sociotechnological nature of algorithmic discrimination and highlight the role that humans play in addressing it when ML models undergo continuous updating. Our results have important practical implications, especially considering the impending regulations mandating human involvement in ML-supported decision-making processes.",,,,
C_000854,000854,crossref,https://aisel.aisnet.org/jais/vol24/iss6/9,1459--1478,6,24,2023,Envisioning Digital Transformation: Advancing Theoretical Diversity,Journal of the Association for Information Systems,"Rowe, Frantz and Markus, M. Lynne",10.17705/1JAIS.00850,article,eng,,,,,
C_000855,000855,crossref,https://aisel.aisnet.org/jais/vol24/iss1/10,1--11,1,24,2023,On Scholarly Composition: From Acceptable to Exceptional,Journal of the Association for Information Systems,"Leidner, Dorothy E. and Birth, Monica",10.17705/1JAIS.00799,article,eng,"Scholarly writing is a difficult skill to develop. This editorial presents our observations on how to move from acceptable to exceptional writing in academic manuscripts. We discuss three phases of writing—the predrafting, drafting, and postdrafting phases—and provide suggestions based on our experiences for improving the quality of academic manuscripts prior to their submission.",,,,
C_000856,000856,crossref,https://aisel.aisnet.org/jais/vol24/iss1/8,35--64,1,24,2023,Algorithm Sensemaking: How Platform Workers Make Sense of Algorithmic Management,Journal of the Association for Information Systems,"Möhlmannn, Mareike and Salge, Carolina Alves de Lima and Marabelli, Marco",10.17705/1JAIS.00774,article,eng,"Algorithmic management can create work environment tensions that are detrimental to workplace well-being and productivity. One specific type of tension originates from the fact that algorithms often exhibit limited transparency and are perceived as highly opaque, which impedes workers’ understanding of their inner workings. While algorithmic transparency can facilitate sensemaking, the algorithm’s opaqueness may aggravate sensemaking. By conducting an empirical case study in the context of the Uber platform, we explore how platform workers make sense of the algorithms managing them. Drawing on Weick’s enactment theory, we theorize a new form of sensemaking— algorithm sensemaking—and unpack its three sub-elements: (1) focused enactment, (2) selection modes, and (3) retention sources. The sophisticated, multistep process of algorithm sensemaking allows platform workers to keep up with algorithmic instructions systematically. We add to previous literature by theorizing algorithm sensemaking as a mediator linking workers’ perceptions about tensions in their work environment and their behavioral responses.",,,,
C_000857,000857,crossref,https://aisel.aisnet.org/jais/vol24/iss6/3,1618--1644,6,24,2023,Digital Transformation as Collective Social Action,Journal of the Association for Information Systems,"Tana, Silviana and Breidbach, Christoph F. and Burton-Jones, Andrew",10.17705/1JAIS.00791,article,eng,"Digital technologies are reshaping both organizations and our lives as members of society. The resulting changes are often referred to as “digital transformation” (DT)—a concept that has proven difficult to define and explain theoretically. This is especially true because the nature and scope of DT is evolving beyond clearly defined organizational boundaries. Today, information technology (IT) is becoming increasingly accessible and relevant for many more members of society, creating the potential for previously unseen transformations beyond organizations. Accordingly, new theoretical lenses are needed to explain how a broader set of social actors instigate and are affected by transformative change induced by IT. We conceptualize DT as collective social action, a novel lens that aims to expand the focus of DT research beyond organizations as its unit of analysis, with a complementary perspective centered on social actors, their actions, and their impact. We delineate a typology of digital transformation as collective social action that considers the locus of transformation (what?), types of social actor(s) (who?), and the underlying mechanisms (how?). Collectively, the four ideal types constitute a new theory to help apprehend, explain, and predict how DT as collective social action occurs within and outside formally defined organizational boundaries.",,,,
C_000858,000858,crossref,https://aisel.aisnet.org/jais/vol24/iss6/8,1479--1499,6,24,2023,Showcase: A Data-Driven Dashboard for Federal Criminal Sentencing,Journal of the Association for Information Systems,"Vo, Ace and Plachkinova, Miloslava",10.17705/1JAIS.00796,article,eng,"The main purpose of the Sentencing Reform Act of 1984 was to provide more uniformity in sentencing and reduce interjudge disparity. Subsequently, the act created the federal sentencing guidelines to offer judges a possible sentencing range for offenses. However, since these recommendations were based on historical data, the guidelines amplified existing biases and increased inequality and the disproportionate sentencing of minorities. To address this problem, we developed an artifact called “ShowCase”—a data-driven dashboard—that is grounded in penal theory, organizational context theory, social bonds theory, and triangulation notion in design theory. The artifact helps judges make fairer and more objective decisions by integrating a variety of data points. We used a design science research methodology and mixed methods to guide the development and evaluation of the proposed dashboard. Our research inquiry revealed the legal and extralegal factors that contribute to more equitable judicial decisions. We also found support for integrating data science and more diverse viewpoints in the sentencing process. Our study shows that a validated data-driven dashboard can be used to promote fairness, objectivity, and transparency in the criminal justice system.",,,,
C_000859,000859,crossref,https://aisel.aisnet.org/jais/vol24/iss1/1,294--316,1,24,2023,Reconciling the Personalization-Privacy Paradox: Exploring Privacy Boundaries in Online Personalized Advertising,Journal of the Association for Information Systems,"Zhu, Yu-Qian and Kanjanamekanant, Kritsapas and Chiu, Yi-Te",10.17705/1JAIS.00775,article,eng,"To reconcile the personalization-privacy paradox, we adopt the privacy as a state view and define privacy as a state of information boundary rule-following. We further identify five types of boundaries underlying some of the important implicit rules of maintaining privacy: communication channel, platform, device, temporal, and purpose boundaries. Using an online vignette survey, we investigated how each of these boundary types affected users’ privacy perceptions when they were subjected to personalized advertisements. Using fixed- and random-effects models, we investigated how violating different boundary rules leads to changes in perceived privacy. Our results show that all five boundary types are significant predictors of perceived privacy within individuals. The communication channel, device, and business versus private purpose are significant predictors of perceived privacy across the whole sample. Temporal boundaries and platform boundaries failed to achieve statistical significance when evaluated simultaneously with the other factors across the whole sample. This means that for each individual, observing the rules of these five boundary types leads to higher perceived privacy than not observing these conditions. Taken as a whole, observing communication channel, device, and business versus private purpose boundaries also leads to higher averages of perceived privacy across the whole sample. Theoretical and practical implications are discussed based on the results",,,,
C_000860,000860,crossref,https://aisel.aisnet.org/jais/vol24/iss6/5,1562--1593,6,24,2023,Champions for Social Good: How Can We Discover Social Sentiment and Attitude-Driven Patterns in Prosocial Communication?,Journal of the Association for Information Systems,"Mukkamala, Raghava and Kauffman, Robert J. and Henriksen, Helle Zinner",10.17705/1JAIS.00810,article,eng,"The UN High Commissioner on Refugees (UNHCR) is pursuing a social media strategy to inform people about displaced populations and refugee emergencies. It is actively engaging public figures to increase awareness through its prosocial communications and improve social informedness and support for policy changes in its services. We studied the Twitter communications of UNHCR social media champions and investigated their role as high-profile influencers. In this study, we offer a design science research and data analytics framework and propositions based on the social informedness theory we propose in this paper to assess communication about UNHCR’s mission. Two variables—refugee-emergency and champion type—relate to the informedness of UNHCR champions’ followers. Based on a Twitter sentiment and attitude corpus, we applied a five-step design science analytics framework involving machine learning and natural language processing to test how the emergency type and champion type impact social communication patterns. Positive and neutral sentiment dominated the tweets of the champions and their followers for most refugee-emergency types. High participation-intensity champions emphasized high-intensity emergencies with tweet patterns reflecting dominant positive or neutral sentiment and sharing/liking attitudes. However, we found that sports figures effects were limited in spreading UNHCR’s message, despite their millions of followers. We demonstrate the power of data science for prosocial policy based on refugee crisis awareness and instantiate our methods and knowledge contributions in a research framework that derives knowledge, decisions, and actions from behavioral, design, and economics of information systems perspectives.",,,,
C_000861,000861,crossref,https://aisel.aisnet.org/jais/vol24/iss6/6,1527--1561,6,24,2023,Taking the Person Seriously: Ethically Aware IS Research in the Era of Reinforcement Learning-Based Personalization,Journal of the Association for Information Systems,"Greene, Travis and Shmueli, Galit and Ray, Soumya",10.17705/1JAIS.00800,article,eng,"Advances in reinforcement learning and implicit data collection on large-scale commercial platforms mark the beginning of a new era of personalization aimed at the adaptive control of human user environments. We present five emergent features of this new paradigm of personalization that endanger persons and societies at scale and analyze their potential to reduce personal autonomy, destabilize social and political systems, and facilitate mass surveillance and social control, among other concerns. We argue that current data protection laws, most notably the European Union’s General Data Protection Regulation, are limited in their ability to adequately address many of these issues. Nevertheless, we believe that IS researchers are well-situated to engage with and investigate this new era of personalization. We propose three distinct directions for ethically aware reinforcement learning-based personalization research uniquely suited to the strengths of IS researchers across the sociotechnical spectrum.",,,,
C_000862,000862,crossref,https://aisel.aisnet.org/jais/vol24/iss6/1,1770--1798,6,24,2023,"Organizations as Digital Enactment Systems: A Theory of Replacement of Humans by Digital Technologies in Organizational Scanning, Interpretation, and Learning",Journal of the Association for Information Systems,"Constantiou, Ioanna and Joshi, Mayur and Stelmaszak, Marta",10.17705/1JAIS.00833,article,eng,"Digital transformation has become a dominant phenomenon of interest among information systems scholars. To account for this phenomenon, it is imperative to develop a theoretical understanding of its processes and objects. We adapt a seminal organizational theory that conceptualizes organizations as interpretation systems to a possible future of organizations. We theorize digital transformation as a progressive replacement of humans by digital technologies in performing an organization’s fundamental activities underpinning the processes of scanning, interpretation, and learning that encompass an organization’s interaction with its environment. As a result, organizations cease to be human interpretation systems and instead turn into digital enactment systems, where digital technologies, instead of humans, nearly autonomously create and act upon information. We illustrate this digital transformation theory using the example of high-frequency trading. This transformation redefines the relationship among organizations, information, and the environment, changing the role of humans and reshaping strategic decision-making. Thus conceived, digital transformation offers a concrete way of theorizing and accounts for deep implications on the nature of organizations and organizing in the digital age.",,,,
C_000863,000863,crossref,https://aisel.aisnet.org/jais/vol24/iss1/7,65--106,1,24,2023,Guidelines for the Development of Three-Level Models: Bridging Levels of Analysis and Integrating Contextual Influences in IS Research,Journal of the Association for Information Systems,"Venkatesh, Viswanath and Weng, Qin and Rai, Arun and Maruping, Likoebe M.",10.17705/1JAIS.00778,article,eng,"The use of multilevel analysis has steadily increased in information systems (IS) research. Many studies are doing an admirable job of integrating two-level models into their examination of IS phenomena. However, two-level models are limited in how well they enable researchers to (1) more explicitly incorporate context into theory development and testing and (2) bridge the existing gap between micro- and macrolevel research by focusing on intervening mechanisms that link hierarchically distal levels of analysis. Three-level models have emerged as a potential way to address these limitations. While the literature has clearly outlined the mechanics of how to estimate three-level models, there is very little, if any, guidance on when and how to integrate the use of such models with theory development. Consequently, IS researchers have little guidance to inform their decisions about integrating the use of three-level models with their theory development and testing. In this article, we identify the circumstances under which IS researchers should consider the use of three-level models, develop guidelines about how to map the use of three-level model estimation to the theoretical objectives, and provide an illustration of how to implement the guidelines.",,,,
C_000865,000865,crossref,https://aisel.aisnet.org/jais/vol24/iss1/4,161--221,1,24,2023,An Adversarial Dance: Toward an Understanding of Insiders’ Responses to Organizational Information Security Measures,Journal of the Association for Information Systems,"Balozian, Puzant and Burns, A. J. and Leidner, Dorothy E.",10.17705/1JAIS.00798,article,eng,"Despite the increased focus on organizational security policies and programs, some employees continue to engage in maladaptive responses to security measures (i.e., behaviors other than those recommended, intended, or prescribed). To help shed light on insiders’ adaptive and maladaptive responses to IS security measures, we conducted a case study of an organization at the forefront of security policy initiatives. Drawing on the beliefs-actions-outcomes (BAO) model to analyze our case data, we uncover a potentially nonvirtuous cycle consisting of security-related beliefs, actions, and outcomes, which we refer to as an “adversarial dance.” Explaining our results, we describe a novel belief framework that identifies four security belief profiles and uncovers an underexplored outcome of IS security: insiders’ lived security experiences. We find that individuals’ unfavorable lived security experiences produce counterproductive security-related beliefs that, in turn, lead to maladaptive behaviors. Maladaptive behaviors create new potential for security risk, leading to increased organizational security measures to counter them. Thus, the adversarial dance continues, as the new security measures have the potential to reinforce counterproductive security-related beliefs about the importance and risk of IS security and lead to new maladaptive behaviors. To help situate our findings within the current security literature, we integrate the results with prior research based on extant theories. While this paper is not the first to suggest that security measures can elicit maladaptive behaviors, the emergent belief framework and expanded BAO model of IS security constitute an important contribution to the behavioral IS security literature.",,,,
C_000866,000866,crossref,https://aisel.aisnet.org/jais/vol24/iss6/4,1594--1617,6,24,2023,Shaping Digital Transformation Pathways: Dynamics of Paradoxical Tensions and Responses,Journal of the Association for Information Systems,"Soh, Christina and Yeow, Adrian and Goh, Qi Wei",10.17705/1JAIS.00852,article,eng,"Although the pace of digital transformation (DT) has been accelerating in more organizations, there is still much uncertainty about the ways organizations can achieve the intended outcomes from such efforts. Rather than just focusing on the transformation outcomes, our paper suggests that a more fruitful approach would be to conceptualize DT as a journey that often encounters contradictory tensions. We adopt paradox theory to explain the dynamics through which organizations can manage these tensions while driving their DT efforts. Drawing on extensive review of the DT literature and preexisting research cases of three organizations’ experiences with the DT process, we developed the concept of DT pathways. DT pathways are the varied journeys experienced by organizations as they make strategic shifts - leveraging digital technology and evolving the organization’s business model. We show how DT pathways emerge as organizations adopt different DT strategic intent, actions, and responses to a range of paradoxical tensions. We outline three potential pathways—virtuous, moderate virtuous, and vicious DT pathways—and their attending predictive propositions, which can serve as a guide for managers and researchers involved in DT efforts and research.",,,,
C_000867,000867,crossref,https://aisel.aisnet.org/jais/vol24/iss6/10,1439--1458,6,24,2023,Data Science for Social Good,Journal of the Association for Information Systems,"Abbasi, Ahmed and Chiang, Roger H. L. and Xu, Jennifer",10.17705/1JAIS.00849,article,eng,"Data science has been described as the fourth paradigm of scientific discovery. The latest wave of data science research, pertaining to machine learning and artificial intelligence (AI), is growing exponentially and garnering millions of annual citations. However, this growth has been accompanied by a diminishing emphasis on social good challenges—our analysis reveals that the proportion of data science research focusing on social good is less than it has ever been. At the same time, the proliferation of machine learning and generative AI has sparked debates about the sociotechnical prospects and challenges associated with data science for human flourishing, organizations, and society. Against this backdrop, we present a framework for “data science for social good” (DSSG) research that considers the interplay between relevant data science research genres, social good challenges, and different levels of sociotechnical abstraction. We perform an analysis of the literature to empirically demonstrate the paucity of work on DSSG in information systems (and other related disciplines) and highlight current impediments. We then use our proposed framework to introduce the articles appearing in the JAIS special issue on data science for social good. We hope that this editorial and the special issue will spur future DSSG research and help reverse the alarming trend across data science research over the past 30-plus years in which social good challenges are attracting proportionately less attention with each passing day",,,,
C_000868,000868,crossref,https://aisel.aisnet.org/jais/vol24/iss1/2,249--293,1,24,2023,Social Movement Sustainability on Social Media: An Analysis of the Women’s March Movement on Twitter,Journal of the Association for Information Systems,"Syed, Romilla and Silva, Leiser",10.17705/1JAIS.00776,article,eng,"Social media has emerged as a powerful medium to organize and mobilize social movements. In particular, the connective action of social media builds associations and allows for the continuity of social movements. Yet there is a lack of research on how connective action emergent from social media messages sustains long-term social movements. Accordingly, in this study, we concentrate on Twitter messages related to Women’s March protests held in 2017, 2018, and 2019. Using an interpretive analysis followed by the topic modeling approach, we analyzed the tweets to identify the different types of messages associated with the movement. These messages were classified using a set of categories and subcategories. Furthermore, we conducted a temporal analysis of the message (sub)categories to understand how distinct messages allow movement continuity beyond a specific protest march. Results suggest that while most of the messages are used to motivate and mobilize individuals, the connective action tactics employed through messages sent before, during, and after the marches allowed Women’s March to become a broader and more persistent movement. We advance theoretical propositions to explain the sustainability of a long-term social movement on social media, exemplified through large-scale connective action that persists over time. In doing so, this study contributes to connective action research by providing message categorization that synthesizes the meaning of message content. The findings could help social movement organizers learn different ways to frame messages that resonate with broader social media users. Moreover, our approach to analyzing a large set of tweets might interest other qualitative researchers.",,,,
C_000869,000869,crossref,https://aisel.aisnet.org/jais/vol24/iss6/7,1500--1526,6,24,2023,Designing Conversational Dashboards for Effective Use in Crisis Response,Journal of the Association for Information Systems,"Ruoff, Marcel and Gnewuch, Ulrich and Maedche, Alexander and Scheibehenne, Benjamin",10.17705/1JAIS.00801,article,eng,"Governments and health organizations are increasingly using dashboards to provide real-time information during natural disasters and pandemics. Although these dashboards aim to make crisisrelated information accessible to the general public, the average user can have a hard time interacting with them and finding the information needed to make everyday decisions. To address this challenge, we draw on the theory of effective use to propose a theory-driven design for conversational dashboards intended for crisis response that can improve users’ transparent interaction with these dashboards and facilitate access to crisis-related information during crises. We instantiate our proposed design in a conversational dashboard for the COVID-19 pandemic that enables natural language interaction in spoken or written form and helps users familiarize themselves with the use of natural language through conversational onboarding. The evaluation of our artifact shows that being able to use natural language improves users’ interaction with the dashboard and ultimately increases their efficiency and effectiveness in finding information. This positive effect is amplified when users complete the onboarding before interacting with the dashboard, particularly when they can use both natural language and mouse interaction. Our findings contribute to research on dashboard design, both in general and in the specific context of crisis response, by providing prescriptive knowledge for extending crisis response dashboards with natural language interaction capabilities. In addition, our work contributes to the democratization of data science by proposing design guidelines for making information on crisis response dashboards more accessible to the general public.",,,,
C_000870,000870,crossref,https://aisel.aisnet.org/jais/vol24/iss1/5,136--160,1,24,2023,The Effects of Digitally Delivered Nudges in a Corporate Wellness Program,Journal of the Association for Information Systems,"Babar, Yash and Curley, Shawn and Ke, Zhihong and Liu, De and Sheffler, Zachary",10.17705/1JAIS.00783,article,eng,"We investigate how two digitally delivered nudges, namely light social support (nonverbal cues such as kudos or likes) and motivational messaging, affect employees’ self-reported physical activity in an online, corporate wellness program. Within this unique field setting, using data from several years, we found evidence that both types of nudges provide benefits beyond the effect of cash incentives. However, the effects vary by individual, depending on whether the employee is actively engaging in physical activity, and by time, depending on how long the employee has been in the wellness program. We found light social support to be less effective over time, while motivational messages were found to be more effective with the duration in the program and generally more effective for physically inactive users. Our findings have implications for the design of wellness systems, suggesting different approaches depending on an employee’s current activity level and tenure in the program",,,,
C_000871,000871,crossref,https://aisel.aisnet.org/jais/vol24/iss1/6,107--135,1,24,2023,"Assessing the Connections among Top Management Support, IT Assimilation, and the Business Value of IT: A Meta-Analysis",Journal of the Association for Information Systems,"Roberts, Nicholas and Jeyaraj, Anand and Pullin, Jennifer E.",10.17705/1JAIS.00772,article,eng,"Scholars and practitioners have long tried to understand the antecedents and consequences of information technology (IT) assimilation. Studies suggest that top management support is an important driver of IT assimilation; however, this broad takeaway provides little substantive guidance to researchers and practitioners. We also have a limited understanding of whether and when IT assimilation creates business value. We take stock of this literature with a meta-analysis. We found that top management support is positively related to IT assimilation, and assimilation is in turn positively related to the business value of IT. We also found that explicit support does not have any special effect on IT assimilation (compared to implicit support) and may not be related to business value at all. However, our results indicate that IT assimilation has a stronger effect on business value at the process level (versus firm level) and for enterprise IT innovations (versus function IT innovations). Finally, we found that support-assimilation and assimilation-value relationships are stronger in high (versus low) power distance cultures. Our collective findings can facilitate future research and help practitioners navigate IT assimilation initiatives.",,,,
C_000872,000872,crossref,https://aisel.aisnet.org/jais/vol24/iss6/2,1645--1669,6,24,2023,Design Theory for Societal Digital Transformation: The Case of Digital Global Health,Journal of the Association for Information Systems,"Braa, Jørn and Sahay, Sundeep and Monteiro, Eric",10.17705/1JAIS.00816,article,eng,"With societal challenges, including but not limited to human development, equity, social justice, and climate change, societal-level digital transformation (SDT) is of imminent relevance and theoretical interest. While building on local-level efforts, societal-level transformation is a nonlinear extension of the local level. Unfortunately, academic discourse on digital transformation has largely left SDT unaccounted for. Drawing on more than 25 years of intensive, interventionist research engagement with the digital transformation of public healthcare information management and delivery in more than 80 countries in the Global South, we contribute to theorizing SDT in the form of a design theory consisting of six interconnected design principles. These design principles articulate the interplay and tensions of accommodating over time increased diversity and flexibility in digital solutions, while simultaneously connecting local, national, and regional/ global efforts.",,,,
C_000873,000873,crossref,https://aisel.aisnet.org/jais/vol24/iss1/3,222--248,1,24,2023,The Effect of Community Managers on Online Idea Crowdsourcing Activities,Journal of the Association for Information Systems,"Hornuf, Lars and Jeworrek, Sabrina",10.17705/1JAIS.00777,article,eng,"In this study, we investigate whether and to what extent community managers in online collaborative communities can stimulate community activities through their engagement. Using a novel data set of 22 large online idea crowdsourcing campaigns, we find that moderate but steady manager activities are adequate to enhance community participation. Moreover, we show that appreciation, motivation, and intellectual stimulation by community managers are positively associated with community participation but that the effectiveness of these communication strategies depends on the form of participation managers wish to encourage. Finally, the data reveal that community manager activities requiring more effort, such as media file uploads vs. simple written comments, have a stronger effect on community participation.",,,,
