id,ID,orig_ID,orig_source,number,volume,title,journal,author,grobid-version,file,ENTRYTYPE,doi,year,note
794,P_0000000800,800,pdf,2.0,26.0,A REPRESENTATIONAL SCHEME FOR ANALYZING INFORMATION TECHNOLOGY AND ORGANIZATIONAL DEPENDENCY 1,MIS Quarterly,"Tillquist, John and King, John Leslie and Woo, Carson",lfoppiano/grobid:0.8.1,data/pdfs/26_2/TillquistKingWoo2002.pdf,article,,,
795,P_0000000801,801,pdf,2.0,26.0,SHAPING UP FOR E-COMMERCE: INSTITUTIONAL ENABLERS OF THE ORGANIZATIONAL ASSIMILATION OF WEB TECHNOLOGIES 1,MIS Quarterly,"Chatterjee, Debabroto and Grewal, Rajdeep",lfoppiano/grobid:0.8.1,data/pdfs/26_2/ChatterjeeGrewalSambamurthy2002.pdf,article,,,
796,P_0000000802,802,pdf,2.0,35.0,"CORRELATED FAILURES, DIVERSIFICATION, AND INFORMATION SECURITY RISK MANAGEMENT 1",MIS Quarterly,"Chen, Pei-Yu and Kataria, Gaurav and Krishnan, Ramayya",lfoppiano/grobid:0.8.1,data/pdfs/35_2/ChenKatariaKrishnan2011.pdf,article,,,
797,P_0000000803,803,pdf,3.0,15.0,A Strategic Analysis of Electronic Marketplaces,MIS Quarterly,"Yannis Bakos, J.",lfoppiano/grobid:0.8.1,data/pdfs/15_3/Bakos1991.pdf,article,,,
798,P_0000000804,804,pdf,2.0,27.0,RECONCEPTUALIZING USERS AS SOCIAL ACTORS IN INFORMATION SYSTEMS RESEARCH 1,MIS Quarterly,"Kling, Rob",lfoppiano/grobid:0.8.1,data/pdfs/27_2/LambKling2003.pdf,article,,,
799,P_0000000805,805,pdf,1.0,8.0,A Contingency Model For User Involvement In DSS Development,MIS Quarterly,"Mann, Robert I and Watson, Hugh J",lfoppiano/grobid:0.8.1,data/pdfs/8_1/MannWatson1984.pdf,article,,,
800,P_0000000806,806,pdf,3.0,43.0,TECHNOLOGY AS ROUTINE CAPABILITY 1,MIS Quarterly,"Swanson, E. Burton",lfoppiano/grobid:0.8.1,data/pdfs/43_3/Swanson2019.pdf,article,10.25300/MISQ/2019/14653,,
801,P_0000000807,807,pdf,2.0,40.0,SPECIAL ISSUE: ICT AND SOCIETAL CHALLENGES THE INTERNET AND RACIAL HATE CRIME: OFFLINE SPILLOVERS FROM ONLINE ACCESS 1,MIS Quarterly,"Chan, Jason and Ghose, Anindya and Seamans, Robert",lfoppiano/grobid:0.8.1,data/pdfs/40_2/ChanGhoseSeamans2016.pdf,article,,,
802,P_0000000808,808,pdf,4.0,7.0,Developing a Corporate Private Network,MIS Quarterly,"Mccauley, Herbert N",lfoppiano/grobid:0.8.1,data/pdfs/7_4/McCauley1983.pdf,article,,,
803,P_0000000809,809,pdf,1.0,31.0,ASSIMILATION OF ENTERPRISE SYSTEMS: THE EFFECT OF INSTITUTIONAL PRESSURES AND THE MEDIATING ROLE OF TOP MANAGEMENT 1,MIS Quarterly,"Liang, Huigang and Saraf, Nilesh and Hu, Qing and Xue, Yajiong",lfoppiano/grobid:0.8.1,data/pdfs/31_1/LiangSarafHuEtAl2007.pdf,article,,,
804,P_0000000810,810,pdf,2.0,19.0,Service Quality: A Measure of Information Systems Effectiveness,MIS Quarterly,"Pitt Henley, F. and Watson, Richard T and Kavan, C. Bruce",lfoppiano/grobid:0.8.1,data/pdfs/19_2/PittWatsonKavan1995.pdf,article,,,
805,P_0000000811,811,pdf,1.0,17.0,Small-Firm Computing: Motivators and Inhibitors,MIS Quarterly,"Cragg, Paul B",lfoppiano/grobid:0.8.1,data/pdfs/17_1/CraggKing1993.pdf,article,,,
806,P_0000000812,812,pdf,2.0,39.0,NEW STATE OF PLAY IN INFORMATION SYSTEMS RESEARCH: THE PUSH TO THE EDGES 1,MIS Quarterly,"Grover, Varun and Lyytinen, Kalle",lfoppiano/grobid:0.8.1,data/pdfs/39_2/GroverLyytinen2015.pdf,article,,,
807,P_0000000813,813,pdf,1.0,12.0,Developing Capabilities to Use Information Strategically,MIS Quarterly,"Johnston, H. Russell and Carrico, Shelley R and Chicago, At&t",lfoppiano/grobid:0.8.1,data/pdfs/12_1/JohnstonCarrico1988.pdf,article,,,
808,P_0000000814,814,pdf,1.0,9.0,Avenues for Top Management Involvement in Successful MIS Development,MIS Quarterly,"Doll, William J",lfoppiano/grobid:0.8.1,data/pdfs/9_1/Doll1985.pdf,article,,,
809,P_0000000815,815,pdf,3.0,37.0,DISCOVERING UNOBSERVED HETEROGENEITY IN STRUCTURAL EQUATION MODELS TO AVERT VALIDITY THREATS 1,MIS Quarterly,"Becker, Jan-Michael and Rai, Arun and Ringle, Christian M and Völckner, Franziska",lfoppiano/grobid:0.8.1,data/pdfs/37_3/BeckerRaiRingleEtAl2013.pdf,article,,,
810,P_0000000816,816,pdf,2.0,22.0,Editor's Comments Editor's Comments,MIS Quarterly,,lfoppiano/grobid:0.8.1,data/pdfs/22_2/Zmud1998a.pdf,article,,,Contents
811,P_0000000817,817,pdf,2.0,34.0,ARE THERE NEURAL GENDER DIFFERENCES IN ONLINE TRUST? AN FMRI STUDY ON THE PERCEIVED TRUSTWORTHINESS OF EBAY OFFERS 1,MIS Quarterly,"Riedl, René and Hubert, Marco and Kenning, Peter",lfoppiano/grobid:0.8.1,data/pdfs/34_2/RiedlHubertKenning2010.pdf,article,,,
812,P_0000000818,818,pdf,3.0,40.0,ELECTRONIC HEALTH RECORDS: HOW CAN IS RESEARCHERS CONTRIBUTE TO TRANSFORMING HEALTHCARE? 1 Rajiv Kohli,MIS Quarterly,"Mason, Raymond A and Swee, Sharon and Tan, Lin",lfoppiano/grobid:0.8.1,data/pdfs/40_3/KohliTan2016.pdf,article,,,
813,P_0000000819,819,pdf,4.0,40.0,BIG DATA & ANALYTICS IN NETWORKED BUSINESS TOWARD A BETTER MEASURE OF BUSINESS PROXIMITY: TOPIC MODELING FOR INDUSTRY INTELLIGENCE 1,MIS Quarterly,"Shi, Michael and Lee, Gene Moo and Whinston, Andrew B",lfoppiano/grobid:0.8.1,data/pdfs/40_4/ShiLeeWhinston2016.pdf,article,,,
814,P_0000000820,820,pdf,2.0,12.0,Creating Competitive Advantage With Interorganizational Information Systems,MIS Quarterly,"Johnston, H. Russell",lfoppiano/grobid:0.8.1,data/pdfs/12_2/JohnstonVitale1988.pdf,article,,,
815,P_0000000821,821,pdf,3.0,35.0,INFORMATION SYSTEMS RESEARCH BEHAVIORS: WHAT ARE THE NORMATIVE STANDARDS? 1,MIS Quarterly,"Allen, Gove N and Ball, Nicholas L and Smith, H. Jeff",lfoppiano/grobid:0.8.1,data/pdfs/35_3/AllenBallSmith2011.pdf,article,,,
816,P_0000000822,822,pdf,4.0,9.0,Information Technology Assessment and Adoption: A Field Study,MIS Quarterly,"Huff, Sid L and Munro, Malcolm C",lfoppiano/grobid:0.8.1,data/pdfs/9_4/HuffMunro1985.pdf,article,,,
817,P_0000000823,823,pdf,3.0,40.0,PARTICIPATION IN OPEN KNOWLEDGE COMMUNITIES AND JOB-HOPPING: EVIDENCE FROM ENTERPRISE SOFTWARE 1,MIS Quarterly,"Huang, Peng and Zhang, Zhongju",lfoppiano/grobid:0.8.1,data/pdfs/40_3/HuangZhang2016.pdf,article,,,
818,P_0000000824,824,pdf,3.0,43.0,SAYS WHO? THE EFFECTS OF PRESENTATION FORMAT AND SOURCE RATING ON FAKE NEWS IN SOCIAL MEDIA 1,MIS Quarterly,"Kim, Antino and Dennis, Alan R",lfoppiano/grobid:0.8.1,data/pdfs/43_3/KimDennis2019.pdf,article,10.25300/MISQ/2019/15188,,
819,P_0000000825,825,pdf,4.0,35.0,STATE OF THE INFORMATION PRIVACY LITERATURE: WHERE ARE WE NOW AND WHERE SHOULD WE GO?,MIS Quarterly,"Pavlou, Paul A",lfoppiano/grobid:0.8.1,data/pdfs/35_4/Pavlou2011.pdf,article,,,
820,P_0000000826,826,pdf,4.0,25.0,REVOLUTION OR EVOLUTION? A COMPARISON OF OBJECT-ORIENTED AND STRUCTURED SYSTEMS DEVELOPMENT METHODS 1,MIS Quarterly,"Sircar, Sumit and Nerur, Sridhar P and Mahapatra, Radhakanta",lfoppiano/grobid:0.8.1,data/pdfs/25_4/SircarNerurMahapatra2001.pdf,article,,,
821,P_0000000827,827,pdf,4.0,33.0,FASHION WAVES VERSUS INFORMING: RESPONSE TO BASKERVILLE AND MYERS,MIS Quarterly,"Bhattacherjee, Anol",lfoppiano/grobid:0.8.1,data/pdfs/33_4/GillBhattacherjee2009a.pdf,article,,,
822,P_0000000828,828,pdf,2.0,23.0,THE UNTAPPED POTENTIAL OF IT CHARGEBAcK t,MIS Quarterly,"Ross, Jeanne W and Vitale, Michael R and Mathis Beath, Cynthia and Cba",lfoppiano/grobid:0.8.1,data/pdfs/23_2/RossVitaleBeath1999.pdf,article,,,
823,P_0000000829,829,pdf,1.0,45.0,"COMMITMENT TO IT INVESTMENT PLANS: THE INTERPLAY OF REAL EARNINGS, MANAGEMENT, IT DECENTRALIZATION, AND CORPORATE GOVERNANCE 1",MIS Quarterly,"Xue, Ling and Mithas, Sunil and Ray, Gautam",lfoppiano/grobid:0.8.1,data/pdfs/45_1/XueMithasRay2021.pdf,article,10.25300/MISQ/2021/14970,,
824,P_0000000830,830,pdf,2.0,37.0,DIGITAL BUSINESS STRATEGY: TOWARD A NEXT GENERATION OF INSIGHTS,MIS Quarterly,"Bharadwaj, Anandhi and Sawy, Omar A El and Pavlou, Paul A and Venkatraman, N.",lfoppiano/grobid:0.8.1,data/pdfs/37_2/BharadwajElSawyPavlouEtAl2013.pdf,article,,,
825,P_0000000831,831,pdf,4.0,31.0,DISPOSITIONAL FACTORS IN INTERNET USE: PERSONALITY VERSUS COGNITIVE STYLE 1,MIS Quarterly,"Mcelroy, James C and Hendrickson, Anthony R and Townsend, Anthony M and Demarie, Samuel M",lfoppiano/grobid:0.8.1,data/pdfs/31_4/McElroyHendricksonTownsendEtAl2007.pdf,article,,,
826,P_0000000832,832,pdf,4.0,15.0,Information Systems Management Issues for the 1990s,MIS Quarterly,"Niederman, Fred and Brancheau, James C and Wetherbe, James C",lfoppiano/grobid:0.8.1,data/pdfs/15_4/NiedermanBrancheauWetherbe1991.pdf,article,,,
827,P_0000000833,833,pdf,3.0,39.0,EDITOR'S COMMENTS Inflection Point: Looking Back or Looking Forward?,MIS Quarterly,"Goes, Paulo B and Head, Management",lfoppiano/grobid:0.8.1,data/pdfs/39_3/Goes2015a.pdf,article,,,
828,P_0000000834,834,pdf,1.0,3.0,CRYPTOGRAPHIC PROTECTION OF COMPUTER-BASED DATA FILES*,MIS Quarterly,"Murray, Thomas J",lfoppiano/grobid:0.8.1,data/pdfs/3_1/Murray1979.pdf,article,,,
829,P_0000000835,835,pdf,3.0,43.0,THE SOCIOTECHNICAL AXIS OF COHESION FOR THE IS DISCIPLINE: ITS HISTORICAL LEGACY AND ITS CONTINUED RELEVANCE 1,MIS Quarterly,"Sarker, Suprateek and Chatterjee, Sutirtha and Xiao, Xiao and Elbanna, Amany",lfoppiano/grobid:0.8.1,data/pdfs/43_3/SarkerChatterjeeXiaoEtAl2019.pdf,article,10.25300/MISQ/2019/13747,,
830,P_0000000836,836,pdf,3.0,38.0,SPECIAL ISSUE: SOCIOMATERIALITY OF IS & ORGANIZING TOWARD GENERALIZABLE SOCIOMATERIAL INQUIRY: A COMPUTATIONAL APPROACH FOR ZOOMING IN AND OUT OF SOCIOMATERIAL ROUTINES 1,MIS Quarterly,"Gaskin, James and Berente, Nicholas and Lyytinen, Kalle and Yoo, Youngjin",lfoppiano/grobid:0.8.1,data/pdfs/38_3/GaskinBerenteLyytinenEtAl2014.pdf,article,,,
831,P_0000000837,837,pdf,4.0,44.0,"THE IMPACT OF DIGITIZATION ON CONTENT MARKETS: PRICES, PROFIT, AND SOCIAL WELFARE 1",MIS Quarterly,"Shivendu, Shivendu and Zhang, Alan",lfoppiano/grobid:0.8.1,data/pdfs/44_4/ShivenduZhang2020.pdf,article,10.25300/MISQ/2020/14635,,
832,P_0000000838,838,pdf,3.0,13.0,Understanding the Information Content in MIS Management Tools 1,MIS Quarterly,"Kydd, Christine T",lfoppiano/grobid:0.8.1,data/pdfs/13_3/Kydd1989.pdf,article,,,
833,P_0000000839,839,pdf,4.0,38.0,INFORMATION DISCOVERY AND THE LONG TAIL OF MOTION PICTURE CONTENT 1,MIS Quarterly,"Kumar, Anuj and Smith, Michael D and Telang, Rahul",lfoppiano/grobid:0.8.1,data/pdfs/38_4/KumarSmithTelang2014.pdf,article,,,
834,P_0000000840,840,pdf,4.0,45.0,INVESTIGATING THE NATURE OF CHANGE IN FACTORS AFFECTING GENDER EQUITY IN THE IT SECTOR: A LONGITUDINAL STUDY OF WOMEN IN IRELAND 1,MIS Quarterly,"Trauth, Eileen and Connolly, Regina",lfoppiano/grobid:0.8.1,data/pdfs/45_4/TrauthConnolly2021.pdf,article,10.25300/MISQ/2022/15964,,
835,P_0000000841,841,pdf,3.0,5.0,"The Golden Scope Syndrome, the Availability Effect, and MIS",MIS Quarterly,"Young Background, Lawrence F",lfoppiano/grobid:0.8.1,data/pdfs/5_3/Young1981.pdf,article,,,
836,P_0000000842,842,pdf,1.0,15.0,Decisional Guidance for Computer-Based Decision Support 1,MIS Quarterly,"Silver, Mark S and Angeles, Los and California",lfoppiano/grobid:0.8.1,data/pdfs/15_1/Silver1991.pdf,article,,,
837,P_0000000843,843,pdf,2.0,26.0,Weber/Editor's Comments,MIS Quarterly,"Weber, Ron",lfoppiano/grobid:0.8.1,data/pdfs/26_2/Weber2002a.pdf,article,,,
838,P_0000000844,844,pdf,4.0,43.0,THE ROLE OF AFFORDANCES IN THE DEINSTITUTIONALIZATION OF A DYSFUNCTIONAL HEALTH MANAGEMENT INFORMATION SYSTEM IN KENYA: AN IDENTITY WORK PERSPECTIVE 1,MIS Quarterly,"Bernardi, Roberta and Sarker, Suprateek and Sahay, Sundeep",lfoppiano/grobid:0.8.1,data/pdfs/43_4/BernardiSarkerSahay2019.pdf,article,10.25300/MISQ/2019/14187,,
839,P_0000000845,845,pdf,1.0,27.0,Weber/Editor's Comments,MIS Quarterly,"Weber, Ron",lfoppiano/grobid:0.8.1,data/pdfs/27_1/Weber2003.pdf,article,,,
840,P_0000000846,846,pdf,3.0,7.0,The Impact of Information Management on the Organization: Two Scenarios,MIS Quarterly,"Power, Daniel J",lfoppiano/grobid:0.8.1,data/pdfs/7_3/Power1983.pdf,article,,,
841,P_0000000847,847,pdf,1.0,44.0,CASCADING FEEDBACK: A LONGITUDINAL STUDY OF A FEEDBACK ECOSYSTEM FOR TELEMONITORING PATIENTS WITH CHRONIC DISEASE 1,MIS Quarterly,"Brohman, Kathryn and Addas, Shamel and Dixon, Jeff and Pinsonneault, Alain and Bardhan, Indranil and Chen, Hsinchun and Karahanna, Elena",lfoppiano/grobid:0.8.1,data/pdfs/44_1/BrohmanAddasDixonEtAl2020.pdf,article,10.25300/MISQ/2020/15089,,
842,P_0000000848,848,pdf,,30.0,,MIS Quarterly,"Hanseth, Ole and Jacucci, Edoardo and Grisot, Miria and Aanestad, Margunn",lfoppiano/grobid:0.8.1,data/pdfs/30_SI/HansethJacucciGrisotEtAl2006.pdf,article,,,
843,P_0000000849,849,pdf,2.0,11.0,"A Comparison of Judgement, Skills, and Prompting Effects Between Auditors and Systems Analysts",MIS Quarterly,"Grabski, Severin V and Reneau, J. Hal and West, Stephen G and Professor",lfoppiano/grobid:0.8.1,data/pdfs/11_2/GrabskiReneauWest1987.pdf,article,,,
844,P_0000000850,850,pdf,2.0,36.0,UNDERSTANDING USER REVISIONS WHEN USING INFORMATION SYSTEM FEATURES: ADAPTIVE SYSTEM USE AND TRIGGERS 1,MIS Quarterly,"Sun, Heshan",lfoppiano/grobid:0.8.1,data/pdfs/36_2/Sun2012.pdf,article,,,
845,P_0000000851,851,pdf,4.0,41.0,A NOMOLOGICAL NETWORK OF KNOWLEDGE MANAGEMENT SYSTEM USE: ANTECEDENTS AND CONSEQUENCES 1,MIS Quarterly,"Zhang, Xiaojun and Venkatesh, Viswanath",lfoppiano/grobid:0.8.1,data/pdfs/41_4/ZhangVenkatesh2017.pdf,article,,,
846,P_0000000852,852,pdf,2.0,42.0,IDENTITY MANAGEMENT AND TRADABLE REPUTATION 1,MIS Quarterly,"Xu, Hong and Chen, Jianqing and Whinston, Andrew B",lfoppiano/grobid:0.8.1,data/pdfs/42_2/XuChenWhinston2018.pdf,article,10.25300/MISQ/2018/13634,,
847,P_0000000853,853,pdf,2.0,34.0,EXPECTATION DISCONFIRMATION AND TECHNOLOGY ADOPTION: POLYNOMIAL MODELING AND RESPONSE SURFACE ANALYSIS 1,MIS Quarterly,"Venkatesh, Viswanath and Goyal, Sandeep",lfoppiano/grobid:0.8.1,data/pdfs/34_2/VenkateshGoyal2010.pdf,article,,,
848,P_0000000854,854,pdf,3.0,41.0,INFORMATION TECHNOLOGY OUTSOURCING: ASSET TRANSFER AND THE ROLE OF CONTRACT 1,MIS Quarterly,"Chang, Young Bong and Gurbaxani, Vijay and Ravindran, Kiron",lfoppiano/grobid:0.8.1,data/pdfs/41_3/ChangGurbaxaniRavindran2017.pdf,article,,,
849,P_0000000855,855,pdf,3.0,41.0,"REPEATED INTERACTIONS VERSUS SOCIAL TIES: QUANTIFYING THE ECONOMIC VALUE OF TRUST, FORGIVENESS, AND REPUTATION USING A FIELD EXPERIMENT 1",MIS Quarterly,"Bapna, Ravi and Qiu, Liangfei and Rice, Sarah and Hemingway, Ernest",lfoppiano/grobid:0.8.1,data/pdfs/41_3/BapnaQiuRice2017.pdf,article,,,
850,P_0000000856,856,pdf,2.0,45.0,THE IMPACT OF SUBSCRIPTION RECIPROCITY ON CHARITABLE CONTENT CREATION AND SHARING: EVIDENCE FROM TWITTER ON GIVING TUESDAY 1,MIS Quarterly,"Tan, Jane and Lu, Yingda and Tan, Yong",lfoppiano/grobid:0.8.1,data/pdfs/45_2/TanLuTan2021.pdf,article,10.25300/MISQ/2021/14676,,
851,P_0000000857,857,pdf,3.0,13.0,Technology Issues Facing Corporate Management in the 1990sl,MIS Quarterly,"Dixon, Paul J",lfoppiano/grobid:0.8.1,data/pdfs/13_3/DixonJohn1989.pdf,article,,,
852,P_0000000858,858,pdf,2.0,6.0,Critical Success Factors of Chief MISlDP Executives,MIS Quarterly,"Martin, E.W.",lfoppiano/grobid:0.8.1,data/pdfs/6_2/Martin1982.pdf,article,,,
853,P_0000000859,859,pdf,1.0,36.0,SPECIAL ISSUE: COCREATING IT VALUE VALUE COCREATION AND WEALTH SPILLOVER IN OPEN INNOVATION ALLIANCES 1,MIS Quarterly,"Han, Kunsoo and Oh, Wonseok and Shin, Kun and Chang, Ray M and Oh, Hyelim and Pinsonneault, Alain",lfoppiano/grobid:0.8.1,data/pdfs/36_1/HanOhImEtAl2012.pdf,article,,,
854,P_0000000860,860,pdf,4.0,11.0,The Information Center Concept: A Normative Model and a Study of Six Installations,MIS Quarterly,"White, Clinton E and Mis and Christy, David P",lfoppiano/grobid:0.8.1,data/pdfs/11_4/WhiteChristy1987.pdf,article,,,
855,P_0000000861,861,pdf,1.0,22.0,An Ounce of Preventative Research Design Is Worth a Ton of Statistical Analysis Cure 1,MIS Quarterly,"Massetti, Brenda and She, New York",lfoppiano/grobid:0.8.1,data/pdfs/22_1/Massetti1998.pdf,article,,,
856,P_0000000862,862,pdf,4.0,14.0,The Marriage of Retail Marketing and Information Systems Technology: The Zellers Club Z Experience,MIS Quarterly,"Wightman, Kenneth R",lfoppiano/grobid:0.8.1,data/pdfs/14_4/Wightman1990.pdf,article,,,
857,P_0000000863,863,pdf,2.0,38.0,PROACTIVE VERSUS REACTIVE SECURITY INVESTMENTS IN THE HEALTHCARE SECTOR 1,MIS Quarterly,"Kwon, Juhee and Johnson, M. Eric",lfoppiano/grobid:0.8.1,data/pdfs/38_2/KwonJohnson2014.pdf,article,,,
858,P_0000000864,864,pdf,4.0,29.0,INTELLECTUAL PROPERTY RIGHTS AND CANNIBALIZATION IN INFORMATION TECHNOLOGY OUTSOURCING CONTRACTS 1,MIS Quarterly,"Walden, Eric A",lfoppiano/grobid:0.8.1,data/pdfs/29_4/Walden2005.pdf,article,,,
859,P_0000000865,865,pdf,3.0,3.0,THE FINANCIAL PLANNING SYSTEM AT LOUISIANA NATIONAL BANK,MIS Quarterly,"Sprague, Ralph H and Ronald, L. and Olson",lfoppiano/grobid:0.8.1,data/pdfs/3_3/SpragueOlson1979.pdf,article,,,
860,P_0000000866,866,pdf,1.0,15.0,Executive Information Requirements: Getting It Right,MIS Quarterly,"Wetherbe, James C",lfoppiano/grobid:0.8.1,data/pdfs/15_1/Wetherbe1991.pdf,article,,,
861,P_0000000867,867,pdf,1.0,20.0,Issues and Concerns About Computer-Supported Meetings: The Facilitator's Perspective,MIS Quarterly,"Niederman, Fred and Beise, Catherine M and Beranek, Peggy M",lfoppiano/grobid:0.8.1,data/pdfs/20_1/NiedermanBeiseBeranek1996.pdf,article,,,
862,P_0000000868,868,pdf,2.0,25.0,INTERPERSONAL CONFLICT AND ITS MANAGEMENT IN INFORMATION SYSTEM DEVELOPMENT 1,MIS Quarterly,"Barki, Henri and Hartwick, Jon",lfoppiano/grobid:0.8.1,data/pdfs/25_2/BarkiHartwick2001.pdf,article,,,
863,P_0000000869,869,pdf,3.0,2.0,,MIS Quarterly,,lfoppiano/grobid:0.8.1,data/pdfs/2_3/HalbrechtThomas1978.pdf,article,,,
864,P_0000000870,870,pdf,1.0,13.0,Rethinking the Concept of User Involvement,MIS Quarterly,"Barki, Henri and Hartwick, Jon",lfoppiano/grobid:0.8.1,data/pdfs/13_1/BarkiHartwick1989.pdf,article,,,
865,P_0000000871,871,pdf,4.0,20.0,Risk Analysis in Prototyping Controlling Prototype Development Through Risk Analysis*,MIS Quarterly,"Baskerville, Richard L and Stage, Jan",lfoppiano/grobid:0.8.1,data/pdfs/20_4/BaskervilleStage1996.pdf,article,,,
866,P_0000000872,872,pdf,4.0,11.0,Process Tracing Methods in Decision Support Systems Research: Exploring the Black Box,MIS Quarterly,"Todd, Peter and Benbasat, Izak",lfoppiano/grobid:0.8.1,data/pdfs/11_4/ToddBenbasat1987.pdf,article,,,
867,P_0000000873,873,pdf,3.0,33.0,INVESTIGATING USER RESISTANCE TO INFORMATION SYSTEMS IMPLEMENTATION: A STATUS QUO BIAS PERSPECTIVE 1,MIS Quarterly,"Kim, Hee-Woong and Kankanhalli, Atreyi",lfoppiano/grobid:0.8.1,data/pdfs/33_3/KimKankanhalli2009.pdf,article,,,
868,P_0000000874,874,pdf,1.0,41.0,HOW IS YOUR USER FEELING? INFERRING EMOTION THROUGH HUMAN-COMPUTER INTERACTION DEVICES 1,MIS Quarterly,"Hibbeln, Martin and Jenkins, Jeffrey L and Schneider, Christoph and Valacich, Joseph S and Weinmann, Markus",lfoppiano/grobid:0.8.1,data/pdfs/41_1/HibbelnJenkinsSchneiderEtAl2017.pdf,article,,,
869,P_0000000875,875,pdf,4.0,36.0,DOES INFORMATION TECHNOLOGY INVESTMENT INFLUENCE A FIRM'S MARKET VALUE? A CASE OF NON-PUBLICLY TRADED HEALTHCARE FIRMS 1,MIS Quarterly,"Kohli, Rajiv and Devaraj, Sarv and Ow, Terence T",lfoppiano/grobid:0.8.1,data/pdfs/36_4/KohliDevarajOw2012.pdf,article,,,
870,P_0000000876,876,pdf,2.0,17.0,A Keyword Classification Scheme for IS Research Literature: An Update,MIS Quarterly,"Barki, Henri and Rvard, Suzanne",lfoppiano/grobid:0.8.1,data/pdfs/17_2/BarkiRivardTalbot1993.pdf,article,,,
871,P_0000000877,877,pdf,1.0,7.0,The Data Dictionary: An Evaluation from the EDP Audit Perspective,MIS Quarterly,"Vanecek, Michael T and Solomon, Ira and Mannino, Michael V",lfoppiano/grobid:0.8.1,data/pdfs/7_1/VanecekSolomonMannino1983.pdf,article,,,
872,P_0000000878,878,pdf,3.0,29.0,Guest Editorial: A Valued Institution Builder: Gordon B. Davis,MIS Quarterly,"Davis, Gordon B",lfoppiano/grobid:0.8.1,data/pdfs/29_3/IvesOlsonWeber2005.pdf,article,,,
873,P_0000000879,879,pdf,4.0,43.0,A TIME-BASED DYNAMIC SYNCHRONIZATION POLICY FOR CONSOLIDATED DATABASE SYSTEMS 1,MIS Quarterly,"Qu, Shawn and Jiang, Zhengrui",lfoppiano/grobid:0.8.1,data/pdfs/43_4/QuJiang2019.pdf,article,10.25300/MISQ/2019/14804,,
874,P_0000000880,880,pdf,1.0,19.0,The Impact of Job Performance Evaluations on Career Advancement Prospects: An Examination of Gender Differences in the IS Workplace,MIS Quarterly,"Igbaria, Magid and Baroudi, Jack J",lfoppiano/grobid:0.8.1,data/pdfs/19_1/IgbariaBaroudi1995.pdf,article,,,
875,P_0000000881,881,pdf,3.0,31.0,THE EFFECTS OF PRESENTATION FORMATS AND TASK COMPLEXITY ON ONLINE CONSUMERS' PRODUCT UNDERSTANDING 1,MIS Quarterly,"Jiang, Jack ) and Benbasat, Izak",lfoppiano/grobid:0.8.1,data/pdfs/31_3/JiangBenbasat2007.pdf,article,,,
876,P_0000000882,882,pdf,4.0,32.0,USING COGNITIVE PRINCIPLES TO GUIDE CLASSIFICATION IN INFORMATION SYSTEMS MODELING 1,MIS Quarterly,"Parsons, Jeffrey and Wand, Yair",lfoppiano/grobid:0.8.1,data/pdfs/32_4/ParsonsWand2008.pdf,article,,,
877,P_0000000883,883,pdf,2.0,20.0,Key Issues in Information Systems Management: 1994-95 SIM Delphi Results1,MIS Quarterly,"Brancheau, James C and Janz, Brian D and Wetherbe=, James C and Wetherbe",lfoppiano/grobid:0.8.1,data/pdfs/20_2/BrancheauJanzWetherbe1996.pdf,article,,,
878,P_0000000884,884,pdf,2.0,34.0,Yoo/Computing in Everyday Life ISSUES AND OPINIONS COMPUTING IN EVERYDAY LIFE: A CALL FOR RESEARCH ON EXPERIENTIAL COMPUTING 1,MIS Quarterly,"Yoo, Youngjin",lfoppiano/grobid:0.8.1,data/pdfs/34_2/Yoo2010.pdf,article,,,
879,P_0000000885,885,pdf,1.0,28.0,DESIGN SCIENCE IN INFORMATION SYSTEMS RESEARCH 1,MIS Quarterly,"Hevner, Alan R and March, Salvatore T and Park, Jinsoo and Ram, Sudha",lfoppiano/grobid:0.8.1,data/pdfs/28_1/HevnerMarchParkEtAl2004.pdf,article,,,
880,P_0000000886,886,pdf,4.0,3.0,THE EXECUTIVE INTELLIGENCE SYSTEM AS A DESIGN STRATEGY,MIS Quarterly,"Fowler, F. Parker",lfoppiano/grobid:0.8.1,data/pdfs/3_4/Fowler1979.pdf,article,,,
881,P_0000000887,887,pdf,4.0,18.0,Competing Through EDI at Brun Passot: Achievements in France and Ambitions for the Single European Market 1,MIS Quarterly,"Jelassi, Tawfik and Figon, Olivier",lfoppiano/grobid:0.8.1,data/pdfs/18_4/JelassiFigon1994.pdf,article,,,
882,P_0000000888,888,pdf,3.0,4.0,,MIS Quarterly,"Dickson, Gary W",lfoppiano/grobid:0.8.1,data/pdfs/4_3/Dickson1980.pdf,article,,,
883,P_0000000889,889,pdf,2.0,15.0,A Model for Measuring Information System Size,MIS Quarterly,"Wrigley, Clive D and Dexter, Albert S",lfoppiano/grobid:0.8.1,data/pdfs/15_2/WrigleyDexter1990.pdf,article,,,
884,P_0000000890,890,pdf,2.0,37.0,REVEALING YOUR HAND: CAVEATS IN IMPLEMENTING DIGITAL BUSINESS STRATEGY 1,MIS Quarterly,"Grover, Varun and Kohli, Rajiv",lfoppiano/grobid:0.8.1,data/pdfs/37_2/GroverKohli2013.pdf,article,,,
