ID,orig_ID,orig_source,url,pages,number,volume,year,title,journal,author,doi,ENTRYTYPE,language,metadata_source,dblp_key
D_000268,000268,dblp,,,1,15,2006,Activity-based design,European Journal of Information Systems,"Andersen, Peter Bøgh",10.1057/PALGRAVE.EJIS.3000599,article,,DBLP,https://dblp.org/rec/journals/ejis/Andersen06
D_000269,000269,dblp,,,2,15,2006,Artful planning,European Journal of Information Systems,"Baskerville, Richard L.",10.1057/PALGRAVE.EJIS.3000622,article,,DBLP,https://dblp.org/rec/journals/ejis/Baskerville06
D_000270,000270,dblp,,,4,15,2006,Are norms enough? The role of collaborative norms in promoting organizational knowledge seeking,European Journal of Information Systems,"Bock, Gee-Woo and Kankanhalli, Atreyi and Sharma, Sanjeev Kumar",10.1057/PALGRAVE.EJIS.3000630,article,,DBLP,https://dblp.org/rec/journals/ejis/BockKS06
D_000271,000271,dblp,,,2,15,2006,Agile improvement practices in software organizations,European Journal of Information Systems,"Börjesson, Anna and Martinsson, Fredrik and Timmerås, Magnus",10.1057/PALGRAVE.EJIS.3000603,article,,DBLP,https://dblp.org/rec/journals/ejis/BorjessonMT06
D_000272,000272,dblp,,,6,15,2006,Model-based software configuration - patterns and languages,European Journal of Information Systems,"Dreiling, Alexander and Rosemann, Michael and van der Aalst, Wil M. P. and Heuser, Lutz and Schulz, Karsten",10.1057/PALGRAVE.EJIS.3000645,article,,DBLP,https://dblp.org/rec/journals/ejis/DreilingRAHS06
D_000273,000273,dblp,,,5,15,2006,Business customer communities and knowledge sharing - exploratory study of critical issues,European Journal of Information Systems,"Erat, Pablo and Desouza, Kevin C. and Schäfer-Jugel, Anja and Kurzawa, Monika",10.1057/PALGRAVE.EJIS.3000643,article,,DBLP,https://dblp.org/rec/journals/ejis/EratDSK06
D_000274,000274,dblp,,,3,15,2006,Secondary user relations in emerging mobile computing environments,European Journal of Information Systems,"Ferneley, Elaine and Light, Ben",10.1057/PALGRAVE.EJIS.3000620,article,,DBLP,https://dblp.org/rec/journals/ejis/FerneleyL06
D_000275,000275,dblp,,,2,15,2006,Customising agile methods to software practices at Intel Shannon,European Journal of Information Systems,"Fitzgerald, Brian and Hartnett, Gerard and Conboy, Kieran",10.1057/PALGRAVE.EJIS.3000605,article,,DBLP,https://dblp.org/rec/journals/ejis/FitzgeraldHC06
D_000276,000276,dblp,,,5,15,2006,Commentary on Wanda Orlikowski's 'Material knowing - the scaffolding of human knowledgeability',European Journal of Information Systems,"Galliers, Robert D.",10.1057/PALGRAVE.EJIS.3000641,article,,DBLP,https://dblp.org/rec/journals/ejis/Galliers06
D_000277,000277,dblp,,,1,15,2006,A genealogical study of boundary-spanning IS design,European Journal of Information Systems,"Gasson, Susan",10.1057/PALGRAVE.EJIS.3000594,article,,DBLP,https://dblp.org/rec/journals/ejis/Gasson06
D_000278,000278,dblp,,,4,15,2006,"Haven or hell? Telework, flexibility and family in the e-society - a Marxist analysis",European Journal of Information Systems,"Greenhill, Anita and Wilson, Melanie",10.1057/PALGRAVE.EJIS.3000632,article,,DBLP,https://dblp.org/rec/journals/ejis/GreenhillW06
D_000279,000279,dblp,,,6,15,2006,Electronic Brains - Stories from the Dawn of the Computer Age,European Journal of Information Systems,"Hollocks, Brian W.",10.1057/PALGRAVE.EJIS.3000651,article,,DBLP,https://dblp.org/rec/journals/ejis/Hollocks06
D_000280,000280,dblp,,,2,15,2006,Agility through scenario development and continuous implementation - a global aftermarket logistics case,European Journal of Information Systems,"Holmqvist, Magnus and Pessi, Kalevi",10.1057/PALGRAVE.EJIS.3000602,article,,DBLP,https://dblp.org/rec/journals/ejis/HolmqvistP06
D_000281,000281,dblp,,,2,15,2006,The shaping of I.T. trajectories - evidence from the U.K. public sector,European Journal of Information Systems,"Horton, Keith S. and Wood-Harper, Trevor",10.1057/PALGRAVE.EJIS.3000611,article,,DBLP,https://dblp.org/rec/journals/ejis/HortonW06
D_000282,000282,dblp,,,2,15,2006,Enabling agile adoption practices through network organizations,European Journal of Information Systems,"Hovorka, Dirk S. and Larsen, Kai R.",10.1057/PALGRAVE.EJIS.3000606,article,,DBLP,https://dblp.org/rec/journals/ejis/HovorkaL06
D_000283,000283,dblp,,,3,15,2006,Team adaptation to electronic communication media - evidence of compensatory adaptation in new product development teams,European Journal of Information Systems,"Kock, Ned and Lynn, Gary S. and Dow, Kevin E. and Akgün, Ali E.",10.1057/PALGRAVE.EJIS.3000612,article,,DBLP,https://dblp.org/rec/journals/ejis/KockLDA06
D_000284,000284,dblp,,,6,15,2006,An exploration of factors that impact individual performance in an ERP environment - an analysis using multiple analytical techniques,European Journal of Information Systems,"Kositanurit, Boontaree and Ngwenyama, Ojelanki K. and Osei-Bryson, Kweku-Muata",10.1057/PALGRAVE.EJIS.3000654,article,,DBLP,https://dblp.org/rec/journals/ejis/KositanuritNO06
D_000285,000285,dblp,,,4,15,2006,What drives netsourcing decisions? An empirical analysis,European Journal of Information Systems,"Loebbecke, Claudia and Huyskens, Claudio",10.1057/PALGRAVE.EJIS.3000621,article,,DBLP,https://dblp.org/rec/journals/ejis/LoebbeckeH06
D_000286,000286,dblp,,,2,15,2006,A framework for understanding how a unique and local IS development method emerges in practice,European Journal of Information Systems,"Madsen, Sabine and Kautz, Karlheinz and Vidgen, Richard T.",10.1057/PALGRAVE.EJIS.3000593,article,,DBLP,https://dblp.org/rec/journals/ejis/MadsenKV06
D_000287,000287,dblp,,,3,15,2006,Is mobile email functional or dysfunctional? Two perspectives on mobile email usage,European Journal of Information Systems,"Middleton, Catherine A. and Cukier, Wendy L.",10.1057/PALGRAVE.EJIS.3000614,article,,DBLP,https://dblp.org/rec/journals/ejis/MiddletonC06
D_000288,000288,dblp,,,4,15,2006,Adding clicks to bricks - a case study of e-commerce adoption by a Catalan small retailer,European Journal of Information Systems,"Molla, Alemayehu and Heeks, Richard and Balcells, Isaac",10.1057/PALGRAVE.EJIS.3000623,article,,DBLP,https://dblp.org/rec/journals/ejis/MollaHB06
D_000289,000289,dblp,,,5,15,2006,Facilitating - or inhibiting - knowing in practice,European Journal of Information Systems,"Newell, Sue and Galliers, Robert D.",10.1057/PALGRAVE.EJIS.3000633,article,,DBLP,https://dblp.org/rec/journals/ejis/NewellG06
D_000290,000290,dblp,,,6,15,2006,Implementing enterprise content management - from evolution through strategy to contradictions out-of-the-box,European Journal of Information Systems,"Nordheim, Stig and Päivärinta, Tero",10.1057/PALGRAVE.EJIS.3000647,article,,DBLP,https://dblp.org/rec/journals/ejis/NordheimP06
D_000291,000291,dblp,,,5,15,2006,Commentary on Karl E. Weick's 'The role of imagination in the organizing of knowledge',European Journal of Information Systems,"Oswick, Cliff",10.1057/PALGRAVE.EJIS.3000638,article,,DBLP,https://dblp.org/rec/journals/ejis/Oswick06
D_000292,000292,dblp,,,6,15,2006,An empirical study on Web-based services and customer loyalty,European Journal of Information Systems,"Otim, Samuel and Grover, Varun",10.1057/PALGRAVE.EJIS.3000652,article,,DBLP,https://dblp.org/rec/journals/ejis/OtimG06
D_000293,000293,dblp,,,3,15,2006,Enacting new temporal boundaries - the role of mobile phones,European Journal of Information Systems,"Prasopoulou, Elpida and Pouloudi, Athanasia and Panteli, Niki",10.1057/PALGRAVE.EJIS.3000617,article,,DBLP,https://dblp.org/rec/journals/ejis/PrasopoulouPP06
D_000294,000294,dblp,,,5,15,2006,Dynamic capabilities and the role of organizational knowledge - an exploration,European Journal of Information Systems,"Prieto, Isabel M. and Easterby-Smith, Mark",10.1057/PALGRAVE.EJIS.3000642,article,,DBLP,https://dblp.org/rec/journals/ejis/PrietoE06
D_000295,000295,dblp,,,3,15,2006,Switching behavior of mobile users - do users' relational investments and demographics matter?,European Journal of Information Systems,"Ranganathan, C. and Seo, DongBack and Babad, Yair",10.1057/PALGRAVE.EJIS.3000616,article,,DBLP,https://dblp.org/rec/journals/ejis/RanganathanSB06
D_000296,000296,dblp,,,6,15,2006,Perceived risk and trust associated with purchasing at electronic marketplaces,European Journal of Information Systems,"Verhagen, Tibert and Meents, Selmar and Tan, Yao-Hua",10.1057/PALGRAVE.EJIS.3000644,article,,DBLP,https://dblp.org/rec/journals/ejis/VerhagenMT06
D_000297,000297,dblp,,,3,15,2006,Mobile computing - a user study on hedonic/utilitarian mobile device usage,European Journal of Information Systems,"Wakefield, Robin L. and Whitten, Dwayne",10.1057/PALGRAVE.EJIS.3000619,article,,DBLP,https://dblp.org/rec/journals/ejis/WakefieldW06
D_000298,000298,dblp,,,3,15,2006,Doing interpretive research,European Journal of Information Systems,"Walsham, Geoff",10.1057/PALGRAVE.EJIS.3000589,article,,DBLP,https://dblp.org/rec/journals/ejis/Walsham06
D_000299,000299,dblp,,,5,15,2006,The role of imagination in the organizing of knowledge,European Journal of Information Systems,"Weick, Karl E.",10.1057/PALGRAVE.EJIS.3000634,article,,DBLP,https://dblp.org/rec/journals/ejis/Weick06
D_000300,000300,dblp,,,3,15,2006,The dynamics of control and mobile computing in distributed activities,European Journal of Information Systems,"Wiredu, Gamel O. and Sørensen, Carsten",10.1057/PALGRAVE.EJIS.3000577,article,,DBLP,https://dblp.org/rec/journals/ejis/WireduS06
D_000301,000301,dblp,,,1,15,2006,Acting with genres - discursive-ethical concepts for reflecting on and legitimating genres,European Journal of Information Systems,"Yetim, Fahri",10.1057/PALGRAVE.EJIS.3000595,article,,DBLP,https://dblp.org/rec/journals/ejis/Yetim06
D_000302,000302,dblp,,,1,16,2007,The European Information Systems Academy,European Journal of Information Systems,"Galliers, Robert D. and Whitley, Edgar A. and Paul, Ray J.",10.1057/PALGRAVE.EJIS.3000669,article,,DBLP,https://dblp.org/rec/journals/ejis/GalliersWP07
D_000303,000303,dblp,,,3,16,2007,Challenges to information systems - time to change,European Journal of Information Systems,"Paul, Ray J.",10.1057/PALGRAVE.EJIS.3000681,article,,DBLP,https://dblp.org/rec/journals/ejis/Paul07a
D_000304,000304,dblp,,,1,16,2007,Vive les differences? Developing a profile of European information systems research as a basis for international comparisons,European Journal of Information Systems,"Galliers, Robert D. and Whitley, Edgar A.",10.1057/PALGRAVE.EJIS.3000662,article,,DBLP,https://dblp.org/rec/journals/ejis/GalliersW07
D_000305,000305,dblp,,,4,16,2007,Charismatic leadership and user acceptance of information technology,European Journal of Information Systems,"Neufeld, Derrick J. and Dong, Linying and Higgins, Chris",10.1057/PALGRAVE.EJIS.3000682,article,,DBLP,https://dblp.org/rec/journals/ejis/NeufeldDH07
D_000306,000306,dblp,,,6,16,2007,The potential of hermeneutics in information systems research,European Journal of Information Systems,"Cole, Melissa and Avison, David E.",10.1057/PALGRAVE.EJIS.3000725,article,,DBLP,https://dblp.org/rec/journals/ejis/ColeA07
D_000307,000307,dblp,,,5,16,2007,Implementing packaged enterprise software in multi-site firms - intensification of organizing and learning,European Journal of Information Systems,"van Fenema, Paul C. and Koppius, Otto R. and van Baalen, Peter J.",10.1057/PALGRAVE.EJIS.3000708,article,,DBLP,https://dblp.org/rec/journals/ejis/FenemaKB07
D_000308,000308,dblp,,,1,16,2007,Analyzing IS research productivity - an inclusive approach to global IS scholarship,European Journal of Information Systems,"Gallivan, Michael J. and Benbunan-Fich, Raquel",10.1057/PALGRAVE.EJIS.3000667,article,,DBLP,https://dblp.org/rec/journals/ejis/GallivanB07
D_000309,000309,dblp,,,2,16,2007,Collaborative e-Government - impediments and benefits of information-sharing projects in the public sector,European Journal of Information Systems,"Gil-García, José Ramón and Chengalur-Smith, InduShobha N. and Duchessi, Peter",10.1057/PALGRAVE.EJIS.3000673,article,,DBLP,https://dblp.org/rec/journals/ejis/Gil-GarciaCD07
D_000310,000310,dblp,,,2,16,2007,e-Government information systems - Evaluation-led design for public value and client trust,European Journal of Information Systems,"Grimsley, Michael and Meehan, Anthony",10.1057/PALGRAVE.EJIS.3000674,article,,DBLP,https://dblp.org/rec/journals/ejis/GrimsleyM07
D_000311,000311,dblp,,,2,16,2007,Towards an e-Government efficiency agenda - the impact of information and communication behaviour on e-Reverse auctions in public sector procurement,European Journal of Information Systems,"Hackney, Ray and Jones, Steve and Lösch, Andrea",10.1057/PALGRAVE.EJIS.3000677,article,,DBLP,https://dblp.org/rec/journals/ejis/HackneyJL07
D_000312,000312,dblp,,,6,16,2007,Impediments to requirements engineering during global software development,European Journal of Information Systems,"Hanisch, Jo and Corbitt, Brian J.",10.1057/PALGRAVE.EJIS.3000723,article,,DBLP,https://dblp.org/rec/journals/ejis/HanischC07
D_000313,000313,dblp,,,6,16,2007,An exploratory study of radio frequency identification (RFID) adoption in the healthcare industry,European Journal of Information Systems,"Lee, Cheon-Pyo and Shim, Jung P.",10.1057/PALGRAVE.EJIS.3000716,article,,DBLP,https://dblp.org/rec/journals/ejis/LeeS07
D_000314,000314,dblp,,,5,16,2007,Introducing Masculinity Studies to Information Systems Research - the case of Gaydar,European Journal of Information Systems,"Light, Ben",10.1057/PALGRAVE.EJIS.3000709,article,,DBLP,https://dblp.org/rec/journals/ejis/Light07
D_000315,000315,dblp,,,4,16,2007,Why the old world cannot publish? Overcoming challenges in publishing high-impact IS research,European Journal of Information Systems,"Lyytinen, Kalle and Baskerville, Richard L. and Iivari, Juhani and Te'eni, Dov",10.1057/PALGRAVE.EJIS.3000695,article,,DBLP,https://dblp.org/rec/journals/ejis/LyytinenBIT07
D_000316,000316,dblp,,,1,16,2007,Identifying healthcare actors involved in the adoption of information systems,European Journal of Information Systems,"Mantzana, Vasiliki and Themistocleous, Marinos and Irani, Zahir and Morabito, Vincenzo",10.1057/PALGRAVE.EJIS.3000660,article,,DBLP,https://dblp.org/rec/journals/ejis/MantzanaTIM07
D_000317,000317,dblp,,,1,16,2007,External Web content and its influence on organizational performance,European Journal of Information Systems,"Meroño-Cerdán, Ángel and Soto-Acosta, Pedro",10.1057/PALGRAVE.EJIS.3000656,article,,DBLP,https://dblp.org/rec/journals/ejis/Merono-CerdanS07
D_000318,000318,dblp,,,1,16,2007,Change strikes back,European Journal of Information Systems,"Paul, Ray J.",10.1057/PALGRAVE.EJIS.3000668,article,,DBLP,https://dblp.org/rec/journals/ejis/Paul07
D_000319,000319,dblp,,,4,16,2007,Changing the challenge - To challenge makes you larger and being challenged makes you small,European Journal of Information Systems,"Paul, Ray J.",10.1057/PALGRAVE.EJIS.3000705,article,,DBLP,https://dblp.org/rec/journals/ejis/Paul07b
D_000320,000320,dblp,,,5,16,2007,Changeover and celebrating change - 20 reasons for celebrating 20 years,European Journal of Information Systems,"Paul, Ray J.",10.1057/PALGRAVE.EJIS.3000710,article,,DBLP,https://dblp.org/rec/journals/ejis/Paul07c
D_000321,000321,dblp,,,6,16,2007,Time for a change,European Journal of Information Systems,"Paul, Ray J.",10.1057/PALGRAVE.EJIS.3000722,article,,DBLP,https://dblp.org/rec/journals/ejis/Paul07d
D_000322,000322,dblp,,,5,16,2007,Focusing the research agenda on burnout in IT - social representations of burnout in the profession,European Journal of Information Systems,"Pawlowski, Suzanne D. and Kaganer, Evgeny A. and Cater III, John J.",10.1057/PALGRAVE.EJIS.3000699,article,,DBLP,https://dblp.org/rec/journals/ejis/PawlowskiKC07
D_000323,000323,dblp,,,4,16,2007,The conundrum of IT management,European Journal of Information Systems,"Peppard, Joe",10.1057/PALGRAVE.EJIS.3000697,article,,DBLP,https://dblp.org/rec/journals/ejis/Peppard07
D_000324,000324,dblp,,,6,16,2007,An organizational learning perspective on the assimilation of electronic medical records among small physician practices,European Journal of Information Systems,"Reardon, John Lee and Davidson, Elizabeth J.",10.1057/PALGRAVE.EJIS.3000714,article,,DBLP,https://dblp.org/rec/journals/ejis/ReardonD07
D_000325,000325,dblp,,,1,16,2007,Perceived network externalities and communication technology acceptance,European Journal of Information Systems,"Strader, Troy J. and Ramaswami, Sridhar N. and Houle, Philip A.",10.1057/PALGRAVE.EJIS.3000657,article,,DBLP,https://dblp.org/rec/journals/ejis/StraderRH07
D_000326,000326,dblp,,,4,16,2007,Distributed leadership in the development of a knowledge sharing system,European Journal of Information Systems,"Zhang, Jing and Faerman, Sue R.",10.1057/PALGRAVE.EJIS.3000694,article,,DBLP,https://dblp.org/rec/journals/ejis/ZhangF07
D_000327,000327,dblp,,,6,16,2007,An epidemic of pain in an Australian radiology practice,European Journal of Information Systems,"Van Akkeren, Jeanette and Rowlands, Bruce",10.1057/PALGRAVE.EJIS.3000715,article,,DBLP,https://dblp.org/rec/journals/ejis/AkkerenR07
D_000328,000328,dblp,,,6,16,2007,Physicians' resistance toward healthcare information technology - a theoretical model and empirical test,European Journal of Information Systems,"Bhattacherjee, Anol and Hikmet, Neset",10.1057/PALGRAVE.EJIS.3000717,article,,DBLP,https://dblp.org/rec/journals/ejis/BhattacherjeeH07
D_000329,000329,dblp,,,6,16,2007,The role of industry infrastructure in telehealth innovations - a multi-level analysis of a telestroke program,European Journal of Information Systems,"Cho, Sunyoung and Mathiassen, Lars",10.1057/PALGRAVE.EJIS.3000718,article,,DBLP,https://dblp.org/rec/journals/ejis/ChoM07
D_000330,000330,dblp,,,4,16,2007,Model-driven multidimensional modeling of secure data warehouses,European Journal of Information Systems,"Fernández-Medina, Eduardo and Trujillo, Juan and Piattini, Mario",10.1057/PALGRAVE.EJIS.3000687,article,,DBLP,https://dblp.org/rec/journals/ejis/Fernandez-MedinaTP07
D_000331,000331,dblp,,,4,16,2007,Electronic transformation of government in the U.K. - a research agenda,European Journal of Information Systems,"Irani, Zahir and Elliman, Tony and Jackson, Paul",10.1057/PALGRAVE.EJIS.3000698,article,,DBLP,https://dblp.org/rec/journals/ejis/IraniEJ07
D_000332,000332,dblp,,,3,16,2007,Effects of interaction richness on consumer attitudes and behavioral intentions in e-commerce - some experimental results,European Journal of Information Systems,"Jahng, Jungjoo and Jain, Hemant K. and Ramamurthy, Keshavamurthy",10.1057/PALGRAVE.EJIS.3000665,article,,DBLP,https://dblp.org/rec/journals/ejis/JahngJR07
D_000333,000333,dblp,,,6,16,2007,Special Section Articles,European Journal of Information Systems,"Jensen, Tina Blegind and Aanestad, Margunn",10.1057/PALGRAVE.EJIS.3000713,article,,DBLP,https://dblp.org/rec/journals/ejis/JensenA07
D_000334,000334,dblp,,,4,16,2007,Special Section Articles,European Journal of Information Systems,"Lin, Yuehua and Gray, Jeff and Jouault, Frédéric",10.1057/PALGRAVE.EJIS.3000685,article,,DBLP,https://dblp.org/rec/journals/ejis/LinGJ07
D_000335,000335,dblp,,,6,16,2007,"Realising B2B e-commerce benefits - the link with IT maturity, evaluation practices, and B2BEC adoption readiness",European Journal of Information Systems,"Lin, Chad and Huang, Yu-An and Burn, Janice M.",10.1057/PALGRAVE.EJIS.3000724,article,,DBLP,https://dblp.org/rec/journals/ejis/LinHB07
D_000336,000336,dblp,,,4,16,2007,Ranking journals in business and management - a statistical analysis of the Harzing data set,European Journal of Information Systems,"Mingers, John and Harzing, Anne-Wil",10.1057/PALGRAVE.EJIS.3000696,article,,DBLP,https://dblp.org/rec/journals/ejis/MingersH07
D_000337,000337,dblp,,,4,16,2007,Model-driven component adaptation in the context of Web Engineering,European Journal of Information Systems,"Vergara, Nathalie Moreno and Linero, José María Troya and Moreno, Antonio Vallecillo",10.1057/PALGRAVE.EJIS.3000691,article,,DBLP,https://dblp.org/rec/journals/ejis/VergaraLM07
D_000338,000338,dblp,,,2,16,2007,Remote electronic voting systems - an exploration of voters' perceptions and intention to use,European Journal of Information Systems,"Yao, Yurong and Murphy, Lisa D.",10.1057/PALGRAVE.EJIS.3000672,article,,DBLP,https://dblp.org/rec/journals/ejis/YaoM07
D_000339,000339,dblp,,,4,16,2007,Towards improving the navigability of Web applications - a model-driven approach,European Journal of Information Systems,"Castro, Cristina Cachero and Meliá, Santiago and Genero, Marcela and Poels, Geert and Calero, Coral",10.1057/PALGRAVE.EJIS.3000690,article,,DBLP,https://dblp.org/rec/journals/ejis/CastroMGPC07
D_000340,000340,dblp,,,3,16,2007,Editorial,European Journal of Information Systems,"Chau, Patrick Y. K. and Kuan, Kevin K. Y. and Liang, Ting-Peng",10.1057/PALGRAVE.EJIS.3000666,article,,DBLP,https://dblp.org/rec/journals/ejis/ChauKL07
D_000341,000341,dblp,,,5,16,2007,"Questioning the IT artefact - user practices that can, could, and cannot be supported in packaged-software designs",European Journal of Information Systems,"Chiasson, Mike W. and Green, L. W.",10.1057/PALGRAVE.EJIS.3000701,article,,DBLP,https://dblp.org/rec/journals/ejis/ChiassonG07
D_000342,000342,dblp,,,4,16,2007,Managing strategic contradictions in hybrid teams,European Journal of Information Systems,"Cousins, Karlene C. and Robey, Daniel and Zigurs, Ilze",10.1057/PALGRAVE.EJIS.3000692,article,,DBLP,https://dblp.org/rec/journals/ejis/CousinsRZ07
D_000343,000343,dblp,,,5,16,2007,A programme management approach for ensuring curriculum coherence in IS (higher) education,European Journal of Information Systems,"Hatzakis, Tally and Lycett, Mark and Serrano, Alan",10.1057/PALGRAVE.EJIS.3000707,article,,DBLP,https://dblp.org/rec/journals/ejis/HatzakisLS07
D_000344,000344,dblp,,,2,16,2007,Understanding e-Government project trajectories from an actor-network perspective,European Journal of Information Systems,"Heeks, Richard and Stanforth, Carolyne",10.1057/PALGRAVE.EJIS.3000676,article,,DBLP,https://dblp.org/rec/journals/ejis/HeeksS07
D_000345,000345,dblp,,,2,16,2007,A comprehensive analysis of U.S. counties' e-Government portals - development status and functionalities,European Journal of Information Systems,"Huang, Zhenyu",10.1057/PALGRAVE.EJIS.3000675,article,,DBLP,https://dblp.org/rec/journals/ejis/Huang07
D_000346,000346,dblp,,,2,16,2007,"e-Government - past, present and future",European Journal of Information Systems,"Irani, Zahir and Love, Peter E. D. and Montazemi, Ali R.",10.1057/PALGRAVE.EJIS.3000678,article,,DBLP,https://dblp.org/rec/journals/ejis/IraniLM07
D_000347,000347,dblp,,,3,16,2007,Prioritization of e-Government strategies using a SWOT-AHP analysis - the case of Turkey,European Journal of Information Systems,"Kahraman, Cengiz and Demirel, Nihan Çetin and Demirel, Tufan",10.1057/PALGRAVE.EJIS.3000679,article,,DBLP,https://dblp.org/rec/journals/ejis/KahramanDD07
D_000348,000348,dblp,,,6,16,2007,Online consumer retention - contingent effects of online shopping habit and online shopping experience,European Journal of Information Systems,"Khalifa, Mohamed and Liu, Vanessa",10.1057/PALGRAVE.EJIS.3000711,article,,DBLP,https://dblp.org/rec/journals/ejis/KhalifaL07
D_000349,000349,dblp,,,5,16,2007,"Deciding to upgrade packaged software - a comparative case study of motives, contingencies and dependencies",European Journal of Information Systems,"Khoo, Huoy Min and Robey, Daniel",10.1057/PALGRAVE.EJIS.3000704,article,,DBLP,https://dblp.org/rec/journals/ejis/KhooR07
D_000350,000350,dblp,,,5,16,2007,An assessment of package-organisation misalignment - institutional and ontological structures,European Journal of Information Systems,"Kien, Sia Siew and Soh, Christina",10.1057/PALGRAVE.EJIS.3000700,article,,DBLP,https://dblp.org/rec/journals/ejis/KienS07
D_000351,000351,dblp,,,6,16,2007,An empirical examination of patient-physician portal acceptance,European Journal of Information Systems,"Klein, Richard",10.1057/PALGRAVE.EJIS.3000719,article,,DBLP,https://dblp.org/rec/journals/ejis/Klein07
D_000352,000352,dblp,,,6,16,2007,Guest Editorial,European Journal of Information Systems,"LeRouge, Cynthia and Mantzana, Vasiliki and Wilson, E. Vance",10.1057/PALGRAVE.EJIS.3000712,article,,DBLP,https://dblp.org/rec/journals/ejis/LeRougeMW07
D_000353,000353,dblp,,,5,16,2007,Guest Editorial,European Journal of Information Systems,"Light, Ben and Sawyer, Steve",10.1057/PALGRAVE.EJIS.3000706,article,,DBLP,https://dblp.org/rec/journals/ejis/LightS07
D_000354,000354,dblp,,,4,16,2007,Guest Editorial,European Journal of Information Systems,"Lycett, Mark and Marcos, Esperanza and Storey, Veda",10.1057/PALGRAVE.EJIS.3000684,article,,DBLP,https://dblp.org/rec/journals/ejis/LycettMS07
D_000355,000355,dblp,,,1,16,2007,Applying TAM across cultures - the need for caution,European Journal of Information Systems,"McCoy, Scott and Galletta, Dennis F. and King, William R.",10.1057/PALGRAVE.EJIS.3000659,article,,DBLP,https://dblp.org/rec/journals/ejis/McCoyGK07
D_000356,000356,dblp,,,4,16,2007,From requirements to implementations - a model-driven approach for web development,European Journal of Information Systems,"Montero, Susana and Díaz, Paloma and Aedo, Ignacio",10.1057/PALGRAVE.EJIS.3000689,article,,DBLP,https://dblp.org/rec/journals/ejis/MonteroDA07
D_000357,000357,dblp,,,3,16,2007,Does Domberger's theory of 'The Contracting Organization' explain why organizations outsource IT and the levels of satisfaction achieved?,European Journal of Information Systems,"Seddon, Peter B. and Cullen, Sara and Willcocks, Leslie P.",10.1057/PALGRAVE.EJIS.3000664,article,,DBLP,https://dblp.org/rec/journals/ejis/SeddonCW07
D_000358,000358,dblp,,,4,16,2007,A survey of critical success factors in e-Banking - an organisational perspective,European Journal of Information Systems,"Shah, Mahmood Hussain and Braganza, Ashley and Morabito, Vincenzo",10.1057/PALGRAVE.EJIS.3000693,article,,DBLP,https://dblp.org/rec/journals/ejis/ShahBM07
D_000359,000359,dblp,,,6,16,2007,ALTAR - achieving learning through action research,European Journal of Information Systems,"Shah, Hanifa and Eardley, Alan and Wood-Harper, Trevor",10.1057/PALGRAVE.EJIS.3000720,article,,DBLP,https://dblp.org/rec/journals/ejis/ShahEW07
D_000360,000360,dblp,,,6,16,2007,ALTAR in action - knowledge management,European Journal of Information Systems,"Shah, Hanifa and Eardley, Alan and Wood-Harper, Trevor",10.1057/PALGRAVE.EJIS.3000721,article,,DBLP,https://dblp.org/rec/journals/ejis/ShahEW07a
D_000361,000361,dblp,,,5,16,2007,Manchester United Football Club - developing a Network Orchestration Model,European Journal of Information Systems,"Shaw, Duncan R.",10.1057/PALGRAVE.EJIS.3000702,article,,DBLP,https://dblp.org/rec/journals/ejis/Shaw07
D_000362,000362,dblp,,,3,16,2007,Perceived critical mass and the adoption of a communication technology,European Journal of Information Systems,"Van Slyke, Craig and Ilie, Virginia and Lou, Hao and Stafford, Thomas F.",10.1057/PALGRAVE.EJIS.3000680,article,,DBLP,https://dblp.org/rec/journals/ejis/SlykeILS07
D_000363,000363,dblp,,,5,16,2007,Applying ontology-based rules to conceptual modeling - a reflection on modeling decision making,European Journal of Information Systems,"Soffer, Pnina and Hadar, Irit",10.1057/PALGRAVE.EJIS.3000683,article,,DBLP,https://dblp.org/rec/journals/ejis/SofferH07
D_000364,000364,dblp,,,4,16,2007,Platform ontologies for the model-driven architecture,European Journal of Information Systems,"Wagelaar, Dennis and Van Der Straeten, Ragnhild",10.1057/PALGRAVE.EJIS.3000686,article,,DBLP,https://dblp.org/rec/journals/ejis/WagelaarS07
D_000365,000365,dblp,,,4,16,2007,Towards agent-oriented model-driven architecture,European Journal of Information Systems,"Xiao, Liang and Greer, Des",10.1057/PALGRAVE.EJIS.3000688,article,,DBLP,https://dblp.org/rec/journals/ejis/XiaoG07
D_000366,000366,dblp,,,5,16,2007,Concepts of Product Software,European Journal of Information Systems,"Xu, Lai and Brinkkemper, Sjaak",10.1057/PALGRAVE.EJIS.3000703,article,,DBLP,https://dblp.org/rec/journals/ejis/XuB07
D_000367,000367,dblp,,,6,17,2008,Profile of IS research published in the European Journal of Information Systems,European Journal of Information Systems,"Dwivedi, Yogesh Kumar and Kuljis, Jasna",10.1057/EJIS.2008.57,article,,DBLP,https://dblp.org/rec/journals/ejis/DwivediK08
D_000368,000368,dblp,,,3,17,2008,"The dynamics of IT boundary objects, information infrastructures, and organisational identities - the introduction of 3D modelling technologies into the architecture, engineering, and construction industry",European Journal of Information Systems,"Gal, Uri and Lyytinen, Kalle and Yoo, Youngjin",10.1057/EJIS.2008.13,article,,DBLP,https://dblp.org/rec/journals/ejis/GalLY08
