ID,ENTRYTYPE,author,journal,title,year,volume,number,url,dblp_key,doi,file,grobid-version,note,pages,language,cited_by
0000000326,article,"Xu, David and Benbasat, Izak and Cenfetelli, Ronald T",Journal of Management Information Systems,The Relative Effect of the Convergence of Product Recommendations from Various Online Sources,,37,3,,,10.1080/07421222.2020.1790192,data/pdfs/37_3/XuBenbasatCenfetelli2020.pdf,lfoppiano/grobid:0.8.1,,,,
0000000327,article,"Oshri, Ilan and Dibbern, Jens and Kotlarsky, Julia and Krancher, Oliver",Journal of Management Information Systems,An Information Processing View on Joint Vendor Performance in Multi-Sourcing: The Role of the Guardian,,36,4,,,10.1080/07421222.2019.1661091,data/pdfs/36_4/OshriDibbernKotlarskyEtAl2019.pdf,lfoppiano/grobid:0.8.1,,,,
0000000328,article,"Briggs, Robert O and Nunamaker, Jay F and Giboney, Justin S",Journal of Management Information Systems,Guest Editors' Introduction: On the Contributions of Applied Science/ Engineering Research to Information Systems,,32,3,,,10.1080/07421222.2015.1094955,data/pdfs/32_3/BriggsNunamakerJrGiboney2015.pdf,lfoppiano/grobid:0.8.1,,,,
0000000329,article,"Keith, Haluk Demirkan, Mark and Goul, Michael and Keith, Mark",Journal of Management Information Systems,Service-Oriented Methodology for Systems Development,,30,1,,,10.2753/MIS0742-1222300107,data/pdfs/30_1/KeithDemirkanGoul2013.pdf,lfoppiano/grobid:0.8.1,,,,
0000000330,article,,Journal of Management Information Systems,,,28,1,,,10.2753/MIS0742-1222280105,data/pdfs/28_1/HanChangHahn2011.pdf,lfoppiano/grobid:0.8.1,,,,
0000000331,article,"Dong, John Qi and Karhade, Prasanna P and Rai, Arun and Xu, Sean Xin",Journal of Management Information Systems,How Firms Make Information Technology Investment Decisions: Toward a Behavioral Agency Theory,,38,1,,,10.1080/07421222.2021.1870382,data/pdfs/38_1/DongKarhadeRaiEtAl2021.pdf,lfoppiano/grobid:0.8.1,,,,
0000000332,article,"Sen, Ravi and King, Ruth C and Shaw, Michael J",Journal of Management Information Systems,Buyers' Choice of Online Search Strategy and Its Managerial Implications,,23,1,,,,data/pdfs/23_1/SenKingShaw2006.pdf,lfoppiano/grobid:0.8.1,,,,
0000000333,article,,Journal of Management Information Systems,Information Technology Competence of Business Managers: A Definition and Research Model,,17,4,,,,data/pdfs/17_4/BassellierReichBenbasat2001.pdf,lfoppiano/grobid:0.8.1,,,,
0000000334,article,,Journal of Management Information Systems,,,12,4,,,,data/pdfs/12_4/Zwass1996.pdf,lfoppiano/grobid:0.8.1,,,,
0000000335,article,"Reck, Martin",Journal of Management Information Systems,The Formal and Systematic Specification of Market Structures and Trading Services,,15,2,,,,data/pdfs/15_2/Reck1998.pdf,lfoppiano/grobid:0.8.1,,,,
0000000336,article,"Raghunathan, T. S",Journal of Management Information Systems,Impact ofthe CEO's Participation on Information Systems Steering Committees,,8,4,,,,data/pdfs/8_4/Raghunathan1992.pdf,lfoppiano/grobid:0.8.1,,,,
0000000337,article,"Panko, Raymond R",Journal of Management Information Systems,Applying Code Inspection to Spreadsheet Testing,,16,2,,,,data/pdfs/16_2/Panko1999.pdf,lfoppiano/grobid:0.8.1,,,,
0000000338,article,,Journal of Management Information Systems,,,5,4,,,,data/pdfs/5_4/Zwass1989.pdf,lfoppiano/grobid:0.8.1,,,,
0000000339,article,"Kelly, Rex and Snyder, Charles A and Carr Rex, Houston H and Rainer, Kelly and Carr, Houston H",Journal of Management Information Systems,Risk Analysis for Information Technology,,8,1,,,,data/pdfs/8_1/RainerJrSnyderCarr1991.pdf,lfoppiano/grobid:0.8.1,,,,
0000000340,article,,Journal of Management Information Systems,,,38,1,,,10.1080/07421222.2020.1870376,data/pdfs/38_1/Zwass2021.pdf,lfoppiano/grobid:0.8.1,,,,
0000000341,article,"Briggs, Robert O",Journal of Management Information Systems,Special Issue: Creating Social Value with Information,,34,4,,,10.1080/07421222.2017.1393302,data/pdfs/34_4/GiboneyBriggsNunamakerJr2017.pdf,lfoppiano/grobid:0.8.1,,,,
0000000342,article,"Teo, Thompson S H and Srivastava, Shirish C and Jiang, Li I and Srivastava, C.",Journal of Management Information Systems,Trust and Electronic Government Success: An Empirical Study,,25,3,,,10.2753/MIS0742-1222250303,data/pdfs/25_3/TeoSrivastavaJiang2008.pdf,lfoppiano/grobid:0.8.1,,,,
0000000343,article,"Quan, Jim "" and Hu, Qing and Jing, Paul J Hart and Hart, Paul J",Journal of Management Information Systems,Information Technology Investments and Firms' Performance-^A Duopoly Perspective,,20,3,,,,data/pdfs/20_3/HuHart2004.pdf,lfoppiano/grobid:0.8.1,,,,
0000000344,article,"Easley, Robert F and Wood, Charles A and Barkataki, Sharad",Journal of Management Information Systems,"Bidding Patterns, Experience, and Avoiding the Winner's Curse in Online Auctions",,27,3,,,10.2753/MIS0742-1222270309,data/pdfs/27_3/EasleyWoodBarkataki2010.pdf,lfoppiano/grobid:0.8.1,,,,
0000000345,article,"Chellappa, Ramnath K",Journal of Management Information Systems,"Examining the Role of ""Free"" Product-Augmenting Online Services in Pricing and Customer Retention Strategies RAMNATH K. CHELLAPPA AND K. RAVI KUMAR",,22,1,,,,data/pdfs/22_1/ChellappaKumar2005.pdf,lfoppiano/grobid:0.8.1,,,,
0000000346,article,"Png, Ivan P L and Wang, Chen-Yu and Wang, Qiu-Hong",Journal of Management Information Systems,The Deterrent and Displacement Effects of Information Security Enforcement: International Evidence,,25,2,,,10.2753/MIS0742-1222250206,data/pdfs/25_2/PngWangWang2008.pdf,lfoppiano/grobid:0.8.1,,,,
0000000347,article,,Journal of Management Information Systems,Contents Matching Defined by Prototypes: Methodology Verification with Books of the Bible,,18,4,,,,data/pdfs/18_4/VisaToivonenVanharantaEtAl2002.pdf,lfoppiano/grobid:0.8.1,,,,
0000000348,article,"Ocker, Rosalie and Hiltz, Starr Roxanne and Turoff, Murray and Fjermestad, Jerry and Starr, Roxanne and Hiltz",Journal of Management Information Systems,The Effects of Distributed Group Support and Process Structuring on Software Requirements Development Teams: Results on Creativity and Quality,,12,3,,,,data/pdfs/12_3/OckerHiltzTuroffEtAl1995.pdf,lfoppiano/grobid:0.8.1,,,,
0000000349,article,"Kearns, Grover S",Journal of Management Information Systems,"Strategic Alignment Between Business and Information Technology: A Knowledge-Based View of Behaviors, Outcome, and Consequences GROVER S. KEARNS AND RAJIV SABHERWAL",,23,3,,,10.2753/MIS0742-1222230306,data/pdfs/23_3/KearnsSabherwal2006.pdf,lfoppiano/grobid:0.8.1,,,,
0000000350,article,"Werner, Stefan and Horton, Graham and Knoll, Stefan Werner",Journal of Management Information Systems,Changing the Perspective: Using a Cognitive Model to Improve thinkLets for Ideation,,28,1,,,10.2753/MIS0742-1222280104,data/pdfs/28_1/KnollHorton2011.pdf,lfoppiano/grobid:0.8.1,,,,
0000000351,article,"Oliver, Jim R",Journal of Management Information Systems,A Machine-Learning Approach to Automated Negotiation and Prospects for Electronic Commerce,,13,3,,,,data/pdfs/13_3/Oliver1996.pdf,lfoppiano/grobid:0.8.1,,,,
0000000352,article,"Dai, Rui and Narasimhan, Sridhar and Wu, D. J",Journal of Management Information Systems,Buyer's Efficient E-Sourcing Structure: Centralize or Decentralize?,,22,2,,,,data/pdfs/22_2/DaiNarasimhanWu2005.pdf,lfoppiano/grobid:0.8.1,,,,
0000000353,article,,Journal of Management Information Systems,,,18,2,,,,data/pdfs/18_2/Zwass2001a.pdf,lfoppiano/grobid:0.8.1,,,,
0000000354,article,"Abdhl-Hamid, Tarek K",Journal of Management Information Systems,Investigating the Impacts of Managerial Turnover/Succession on Software Project Performance TAREKK. ABDEL-HAMID,,9,2,,,,data/pdfs/9_2/AbdelHamid1992.pdf,lfoppiano/grobid:0.8.1,,,,
0000000355,article,"Sen, Ravi and Verma, Ajay and Heim, Gregory R",Journal of Management Information Systems,Impact of Cyberattacks by Malicious Hackers on the Competition in Software Markets,,37,1,,,10.1080/07421222.2020.1705511,data/pdfs/37_1/SenVermaHeim2020.pdf,lfoppiano/grobid:0.8.1,,,,
0000000356,article,"Jack, William and Jones, Carol and Saunders, Raymond and Mcleod and Jones and Mcleod, Raymond",Journal of Management Information Systems,Information Media and Source Patterns Across Management Levels: A Pilot Study,,5,3,,,,data/pdfs/5_3/JonesSaundersMcLeod1988.pdf,lfoppiano/grobid:0.8.1,,,,
0000000357,article,"Arora, Ashish and Forman, Chris",Journal of Management Information Systems,Proximity and Information Technology Outsourcing: How Local Are IT Services Markets? ASHISH ARORA AND CHRIS FORMAN,,24,2,,,10.2753/MIS0742-1222240204,data/pdfs/24_2/AroraForman2007.pdf,lfoppiano/grobid:0.8.1,,,,
0000000358,article,"Steinhauser, Stefanie and Doblinger, Claudia and Hüsig, Stefan",Journal of Management Information Systems,The Relative Role of Digital Complementary Assets and Regulation in Discontinuous Telemedicine Innovation in European Hospitals,,37,4,,,10.1080/07421222.2020.1831778,data/pdfs/37_4/SteinhauserDoblingerHusig2020.pdf,lfoppiano/grobid:0.8.1,,,,
0000000359,article,"Silic, Mario and Lowry, Paul Benjamin",Journal of Management Information Systems,Using Design-Science Based Gamification to Improve Organizational Security Training and Compliance,,37,1,,,10.1080/07421222.2020.1705512,data/pdfs/37_1/SilicLowry2020.pdf,lfoppiano/grobid:0.8.1,,,,
0000000360,article,"Arlelle, M. and Hengst, Den and De Vreede, Gert-Jan",Journal of Management Information Systems,Collaborative Business Engineering: A Decade of Lessons from the Field MARIELLE DEN HENGST AND GERT-JAN DE VREEDE,,20,4,,,,data/pdfs/20_4/HengstdeVreede2004.pdf,lfoppiano/grobid:0.8.1,,,,
0000000361,article,"Wagner, Heinz-Theo and Beimborn, Daniel and Weitzel, Tim",Journal of Management Information Systems,How Social Capital Among Information Technology and Business Units Drives Operational Alignment and IT Business Value,,31,1,,,10.2753/MIS0742-1222310110,data/pdfs/31_1/WagnerBeimbornWeitzel2014.pdf,lfoppiano/grobid:0.8.1,,,,
0000000362,article,"Clemons, Eric K",Journal of Management Information Systems,"special Issue: Technology Strategy for Electronic Marketplaces ERIC K. CLEMONS AND YU-IVIING WANG, Guest Editors",,17,2,,,,data/pdfs/17_2/ClemonsWang2000.pdf,lfoppiano/grobid:0.8.1,,,,
0000000363,article,,Journal of Management Information Systems,The Determinants and Impacts of Aesthetics in Users' First Interaction with Websites,,33,1,,,10.1080/07421222.2016.1172443,data/pdfs/33_1/JiangWangTanEtAl2016.pdf,lfoppiano/grobid:0.8.1,,,,
0000000364,article,"Sharda, Ramesh and Romano, Nicholas C and Joyce, J. R and Lucca, A. and Scheets, Weiser George and Chung, Jong-Moon and Sleezer, Catherine M and Romano and Weiser, Mark and Schhets, George",Journal of Management Information Systems,Foundation for the Stndy of Computer-Supported Collaborative Learning Requiring Immersive Presence,,20,4,,,,data/pdfs/20_4/ShardaRomanoJrLuccaEtAl2004.pdf,lfoppiano/grobid:0.8.1,,,,
0000000365,article,"Lim, Jee-Hae and Stratopoulos, Theophanis C and Wirjanto, Tony S",Journal of Management Information Systems,Sustainability of a Firm's Reputation for Information Technology Capability: The Role of Senior IT Executives,,30,1,,,10.2753/MIS0742-1222300102,data/pdfs/30_1/LimStratopoulosWirjanto2013.pdf,lfoppiano/grobid:0.8.1,,,,
0000000366,article,"Qiu, Liangfei and Tang, Qian and Whinston, Andrew B and Cullen, Hugh",Journal of Management Information Systems,Two Formulas for Success in Social Media: Learning and Network Effects,,32,4,,,10.1080/07421222.2015.1138368,data/pdfs/32_4/QiuTangWhinston2015.pdf,lfoppiano/grobid:0.8.1,,,,
0000000367,article,"Hardgrave, Billc C and Davis, Fred D and Riemenschneider, Cynthia K",Journal of Management Information Systems,Investigating Determinants of Software Developers' Intentions to Follow Methodologies,,20,1,,,,data/pdfs/20_1/HardgraveDavisRiemenschneider2003.pdf,lfoppiano/grobid:0.8.1,,,,
0000000368,article,"Gail, Clarence A Ellis and Rein, L. and Jarvenpaa, Sirkka L and Ellis, Clarence A and Rein, Gail L and Jarvenpaa, Skkka L",Journal of Management Information Systems,Nick Experimentation: Selected Results Concerning Effectiveness of Meeting Support Technology,,6,3,,,,data/pdfs/6_3/EllisReinJarvenpaa1989.pdf,lfoppiano/grobid:0.8.1,,,,
0000000369,article,"Ledhrbr, Albert L and Sfithi, Vijay and Liidiiriir, Albi-Rt L and Profcssor, Js and Mis, Ashland and Oi",Journal of Management Information Systems,Key Prescriptions for Strategic Information Systems Planning,,13,1,,,,data/pdfs/13_1/LedererSethi1996.pdf,lfoppiano/grobid:0.8.1,,,,
0000000370,article,"Clemons, Eric K",Journal of Management Information Systems,"Special Section: Competitive and Strategic Value of Information Technology ERIC K, CLEMONS Guest Editor",,7,2,,,,data/pdfs/7_2/Clemons1990.pdf,lfoppiano/grobid:0.8.1,,,,
0000000371,article,"Alpar, Paul and Kim, Moshe",Journal of Management Information Systems,A Microeconomic Approach to the Measurement of Information Technology Value*,,7,2,,,,data/pdfs/7_2/AlparKim1990.pdf,lfoppiano/grobid:0.8.1,,,,
0000000372,article,"Tiwana, Amrit and Konsynski, Benn and Venkatraman, N.",Journal of Management Information Systems,Special Issue: Information Technology and Organizational Governance: The IT Governance Cube,,30,3,,,10.2753/MIS0742-1222300301,data/pdfs/30_3/TiwanaKonsynskiVenkatraman2013.pdf,lfoppiano/grobid:0.8.1,,,,
0000000373,article,"Dong, Yan and Huang, Xiaowen and Sinha, Kingshuk K and Xu, Kefeng and Moore, Darla and Migliorino, Jean and Col, Lt and Philip",Journal of Management Information Systems,Collaborative Demand Forecasting: Toward the Design of an Exception-Based Forecasting Mechanism,,31,2,,,10.2753/MIS0742-1222310209,data/pdfs/31_2/DongHuangSinhaEtAl2014.pdf,lfoppiano/grobid:0.8.1,,,,
0000000374,article,"Veroy, Boris and Zwass, Vladimir",Journal of Management Information Systems,Embedding a Point-to-Point Network in the Expansion of Infrastructure for Information Systems,,4,3,,,,data/pdfs/4_3/VeroyZwass1987.pdf,lfoppiano/grobid:0.8.1,,,,
0000000375,article,"Zwass, Vladimir",Journal of Management Information Systems,,,9,4,,,,data/pdfs/9_4/Zwass1993b.pdf,lfoppiano/grobid:0.8.1,,,,
0000000376,article,"Lynne, M. and And Quang, Markus and Neo, "". and Bui, "". and Markus, M. Lynne",Journal of Management Information Systems,Going Concerns: The Governance of Interorganizational Coordination Hubs,,28,4,,,10.2753/MIS0742-1222280407,data/pdfs/28_4/MarkusBui2012.pdf,lfoppiano/grobid:0.8.1,,,,
0000000377,article,"Johnson, Norman A and Cooper, Randolph B and Systems, Support",Journal of Management Information Systems,Understanding the Influence of Instant Messaging on Ending Concessions During Negotiations,,31,4,,,10.1080/07421222.2014.1001285,data/pdfs/31_4/JohnsonCooper2015.pdf,lfoppiano/grobid:0.8.1,,,,
0000000378,article,"Targowski, Andrew S",Journal of Management Information Systems,Systems Planning for the Enterprisewide Information Management Complex: The Architectural Approach ANDREW S. TARGOWSKI,,5,2,,,,data/pdfs/5_2/Targowski1988.pdf,lfoppiano/grobid:0.8.1,,,,
0000000379,article,"Cui, Tingru and Tong, Yu and Teo, Hock-Hai and Li, Jizhen",Journal of Management Information Systems,Managing Knowledge Distance: IT-Enabled Inter-Firm Knowledge Capabilities in Collaborative Innovation,,37,1,,,10.1080/07421222.2019.1705504,data/pdfs/37_1/CuiTongTeoEtAl2020.pdf,lfoppiano/grobid:0.8.1,,,,
0000000380,article,"Madnick, Stuart E and Wang, Y. Richard",Journal of Management Information Systems,Evolution towards Strategic Applications of Databases through Composite Information Systems,,5,2,,,,data/pdfs/5_2/MadnickWang1988.pdf,lfoppiano/grobid:0.8.1,,,,
0000000381,article,"Au, Yoris A and Kauffman, Robert J",Journal of Management Information Systems,What Do You Know? Rational Expectations in Information Technology Adoption and Investment,,20,2,,,,data/pdfs/20_2/AuAuKauffman2003.pdf,lfoppiano/grobid:0.8.1,,,,
0000000382,article,"Gefen, David and Gefen",Journal of Management Information Systems,What Makes an ERP Implementation Relationship Worthwhile: Linking Trust Mechanisms and ERP Usefulness,,21,1,,,,data/pdfs/21_1/Gefen2004.pdf,lfoppiano/grobid:0.8.1,,,,
0000000383,article,"Zhou, Una and Burgoon, Judee K and Twitchell, Douglas P and Qin, Tiantian and Nunamaker, Jay F Lina and Zhou",Journal of Management Information Systems,A Comparison of Classification Methods for Predicting Deception in Computer-Mediated Communication,,20,4,,,,data/pdfs/20_4/ZhouBurgoonTwitchellEtAl2004.pdf,lfoppiano/grobid:0.8.1,,,,
0000000384,article,"Schuetz, Sebastian W and Lowry, Paul Benjamin and Pienta, Daniel A and Thatcher, Jason Bennett",Journal of Management Information Systems,Effectiveness of Abstract versus Concrete Fear Appeals in Information Security,,37,3,,,10.1080/07421222.2020.1790187,data/pdfs/37_3/SchuetzBenjaminLowryPientaEtAl2020.pdf,lfoppiano/grobid:0.8.1,,,,
0000000385,article,"Zimmer, J. Christopher and Henry, Raymond M and Butler, Brian S",Journal of Management Information Systems,Determinants of the Use of Relational and Nonrelational Information Sources,,24,3,,,10.2753/MIS0742-1222240310,data/pdfs/24_3/ZimmerHenryButler2007.pdf,lfoppiano/grobid:0.8.1,,,,
0000000386,article,"Srivastava, Rajendra P and Mock, Ted",Journal of Management Information Systems,,,22,4,,,,data/pdfs/22_4/SunSrivastavaMock2006.pdf,lfoppiano/grobid:0.8.1,,,,
0000000387,article,"Ozdemir, Zafer D and De, Prabuddha and Ozcelik, Yasin",Journal of Management Information Systems,"Donor-to-Nonprofit Online Marketplace: An Economic Analysis of the Effects on Fund-Raising ZAFER D. OZDEMIR, KEMAL ALTINKEMER, PRABUDDHA DE, AND YASIN OZCELIK",,27,2,,,10.2753/MIS0742-1222270207,data/pdfs/27_2/OzdemirAltinkemerDeEtAl2010.pdf,lfoppiano/grobid:0.8.1,,,,
0000000388,article,"Karimi, Jahangir and Toni, M. and Somers, Yash P and Gupta and Somers, Toni M",Journal of Management Information Systems,Impact of Information Technology Management Practices on Customer Service,,17,4,,,,data/pdfs/17_4/KarimiSomersGupta2001.pdf,lfoppiano/grobid:0.8.1,,,,
0000000389,article,,Journal of Management Information Systems,,,15,4,,,,data/pdfs/15_4/Zwass1999.pdf,lfoppiano/grobid:0.8.1,,,,
0000000390,article,"Jiang, Zhenhui",Journal of Management Information Systems,Virtual Product Experience: Effects of Visual and Functional Control of Products on Perceived Diagnosticity and Flow in Electronic Shopping ZHENHUI JIANG AND IZAK BENBASAT,,21,3,,,,data/pdfs/21_3/JiangBenbasat2004.pdf,lfoppiano/grobid:0.8.1,,,,
0000000391,article,"Spangler, William E and May, Jerrold H and Vargas, Luis G and Spangler, Willram E",Journal of Management Information Systems,Choosing Data-Mining Methods for Multiple Classification: Representational and Performance Measurement Implications for Decision Support,,16,1,,,,data/pdfs/16_1/SpanglerMayVargas1999.pdf,lfoppiano/grobid:0.8.1,,,,
0000000392,article,"Sen, Ravi and Subramaniam, Chandrasekar and Nelson, Matthew L",Journal of Management Information Systems,Determinants of the Choice of Open Source Software License,,25,3,,,10.2753/MIS0742-1222250306,data/pdfs/25_3/SenSubramaniamNelson2008.pdf,lfoppiano/grobid:0.8.1,,,,
0000000393,article,"Schatz, Bruce R and Friedman, Ed and Grossman, Scott and Hudson, Kevin and Powell, Andrey Yeatls and Mark, Edgley and Sulston, John",Journal of Management Information Systems,Building an Electronic Community System BRUCE R. SCHATZ,,8,3,,,,data/pdfs/8_3/Schatz1991.pdf,lfoppiano/grobid:0.8.1,,,,
0000000394,article,"Gray, Peter H and Durcikova, Alexandra",Journal of Management Information Systems,,,22,3,,,,data/pdfs/22_3/Zwass2005c.pdf,lfoppiano/grobid:0.8.1,,,,
0000000395,article,"Kelly, R. and Watson, Hugh J",Journal of Management Information Systems,The Keys to Executive Information System Success,,12,2,,,,data/pdfs/12_2/RainerJrWatson1995.pdf,lfoppiano/grobid:0.8.1,,,,
0000000396,article,"Cheng, Hsing K and Sims, Ronald R and Teegen, Hildy and Sims Is Floyd, Ronald R and Gottwald, Dewey",Journal of Management Information Systems,To Purchase or to Pirate Software: An Empirical Study,,13,4,,,,data/pdfs/13_4/ChengSimsTeegen1997.pdf,lfoppiano/grobid:0.8.1,,,,
0000000397,article,"Wang, Ada and Pang, Min-Seok and Pavlou, Paul A",Journal of Management Information Systems,Cure or Poison? Identity Verification and the Posting of Fake News on Social Media,,38,4,,,10.1080/07421222.2021.1990615,data/pdfs/38_4/WangPangPavlou2021.pdf,lfoppiano/grobid:0.8.1,,,,
0000000398,article,"David, Jingjun and Xu, Izak and Benbasat, Ronald T and Cenfetelli, David Jingjun and Xu",Journal of Management Information Systems,A Two-Stage Model of Generating Product Advice: Proposing and Testing the Complementarity Principle,,34,3,,,10.1080/07421222.2017.1373011,data/pdfs/34_3/XuBenbasatCenfetelli2017.pdf,lfoppiano/grobid:0.8.1,,,,
0000000399,article,,Journal of Management Information Systems,The papers in the Special section on Cognitive Perspectives on Information Systems that opens this issue of the Journal of Management Information Systems are unified by the common idea of its,,31,4,,,10.1080/07421222.2014.1001252,data/pdfs/31_4/Zwass2015.pdf,lfoppiano/grobid:0.8.1,,,,
0000000400,article,"Sheffield, Jim and Brent Gallupe, R. and Gray, Paul and Nunamaker, Jay and Mannheim, Marvin",Journal of Management Information Systems,Using Group Support Systems to Improve the New Zealand Economy Part II: Followup Results,,11,3,,,,data/pdfs/11_3/SheffieldGallupe1994.pdf,lfoppiano/grobid:0.8.1,,,,
0000000401,article,"Son, Jai-Yeol and Benbasat, Izak and Professor Benbasat, Minnesota",Journal of Management Information Systems,Organizational Buyers' Adoption and Use of B2B Electronic Marketplaces: Efficiency-and Legitimacy-Oriented Perspectives JAI-YEOL SON AND IZAK BENBASAT,,24,1,,,10.2753/MIS0742-1222240102,data/pdfs/24_1/SonBenbasat2007.pdf,lfoppiano/grobid:0.8.1,,,,
0000000402,article,"Fjermestad, Jerry and Hiltz, Starr Roxa>fne and 00 Cj, I.",Journal of Management Information Systems,An Assessment of Group Support Systems Experimental Research: Methodology and Results,,15,3,,,,data/pdfs/15_3/FjermestadHiltz1998.pdf,lfoppiano/grobid:0.8.1,,,,
0000000403,article,"Montazemi, Ali R and Wang, Shouhong",Journal of Management Information Systems,The Effects of Modes of Information Presentation on Decision-Making: A Review and Meta-Analysis,,5,3,,,,data/pdfs/5_3/MontazemiWang1988.pdf,lfoppiano/grobid:0.8.1,,,,
0000000404,article,"Munro, Malcolm C and Huff, Sid L and Moore, Gary",Journal of Management Information Systems,Expansion and Control of End-User Computing,,4,3,,,,data/pdfs/4_3/MunroHuffMoore1987.pdf,lfoppiano/grobid:0.8.1,,,,
0000000405,article,"Lang, Karl Reiner",Journal of Management Information Systems,A Pricing Mechanism for Digital Content Distribution Over Computer Networks KARL REINER LANG AND ROUMEN VRAGOV,,22,2,,,,data/pdfs/22_2/LangVragov2005.pdf,lfoppiano/grobid:0.8.1,,,,
0000000406,article,"Leitheiser, Robert L and Leminiser, Robert L",Journal of Management Information Systems,MIS Skills for the 1990s: A Survey of MIS Managers' Perceptions,,9,1,,,,data/pdfs/9_1/Leitheiser1992.pdf,lfoppiano/grobid:0.8.1,,,,
0000000407,article,"Levine, Harold G",Journal of Management Information Systems,Diagnosing the Human Threats to Information Technology Implementation: A Missing Factor in Systems Analysis Illustrated in a Case Study HAROLD G. LEVINE AND DON ROSSMOORE,,10,2,,,,data/pdfs/10_2/LevineRossmoore1993.pdf,lfoppiano/grobid:0.8.1,,,,
0000000408,article,"Premkumar, G. and King, William R",Journal of Management Information Systems,An Empirical Assessment of Information Systems Planning and the Role of Information Systems in Organizations,,9,2,,,,data/pdfs/9_2/PremkumarKing1992.pdf,lfoppiano/grobid:0.8.1,,,,
0000000409,article,"Paddock, Charles E and Swanson, Neil E",Journal of Management Information Systems,Open versus Closed Minds: The Effect of Dogmatism on an Analyst's Problemsolving Behavior,,3,3,,,,data/pdfs/3_3/PaddockSwanson1987.pdf,lfoppiano/grobid:0.8.1,,,,
0000000410,article,"Smith, Douglas and Janson, Marius A",Journal of Management Information Systems,"Integration of Computer Graphics and Statistical Procedures for Decision Support Systems L, DOUGLAS SMITH and MARIUS A. JANSON",,3,2,,,,data/pdfs/3_2/SmithJanson1986.pdf,lfoppiano/grobid:0.8.1,,,,
0000000411,article,"Henningsson, Stefan and Kettinger, William J",Journal of Management Information Systems,Understanding Information Systems Integration Deficiencies in Mergers and Acquisitions: A Configurational Perspective,,33,4,,,10.1080/07421222.2016.1267516,data/pdfs/33_4/HenningssonKettinger2016.pdf,lfoppiano/grobid:0.8.1,,,,
0000000412,article,"Watson, Richard T and Kelly, Gigi G and Galliers, Robert D and Brancheau, Jambs C and Kelly, Gigl G and Branchfau, James C and Estonia, Australia and Konc, Hong",Journal of Management Information Systems,Key Issues in Information Systems Management: An International Perspective,,13,4,,,,data/pdfs/13_4/WatsonKellyGalliersEtAl1997.pdf,lfoppiano/grobid:0.8.1,,,,
0000000413,article,"Hardgrave, Bill C and Wilson, Rick L and Eastman, Ken",Journal of Management Information Systems,Toward a Contingency Model for Selecting an Information System Prototyping Strategy,,16,2,,,,data/pdfs/16_2/HardgraveWilsonEastman1999.pdf,lfoppiano/grobid:0.8.1,,,,
0000000414,article,,Journal of Management Information Systems,,,20,3,,,,data/pdfs/20_3/Zwass2004.pdf,lfoppiano/grobid:0.8.1,,,,
0000000415,article,"Molitor, Dominik and Spann, Martin and Ghose, Anindya and Reichhart, Philipp",Journal of Management Information Systems,Effectiveness of Location-Based Advertising and the Impact of Interface Design,,37,2,,,10.1080/07421222.2020.1759922,data/pdfs/37_2/MolitorSpannGhoseEtAl2020.pdf,lfoppiano/grobid:0.8.1,,,,
0000000416,article,"Park, Eun Hee",Journal of Management Information Systems,"Emotion in IT Investment Decision Making with A Real Options Perspective: The Intertwining of Cognition and Regret EUN HEE PARK, BALASUBRAMANIAM RAMESH, AND LAN CAO",,33,3,,,10.1080/07421222.2016.1243893,data/pdfs/33_3/ParkRameshCao2016.pdf,lfoppiano/grobid:0.8.1,,,,
0000000417,article,"Giboney, Justin S",Journal of Management Information Systems,Special Issue: Information Systems for Deception Detection,,33,2,,,10.1080/07421222.2016.1205928,data/pdfs/33_2/NunamakerBurgoonGiboney2016.pdf,lfoppiano/grobid:0.8.1,,,,
0000000418,article,"Barki, Henri and Rivard, Suzanne and Talbot, Jean",Journal of Management Information Systems,Toward an Assessment of Software Development Risk,,10,2,,,,data/pdfs/10_2/BarkiRivardTalbot1993.pdf,lfoppiano/grobid:0.8.1,,,,
0000000419,article,"Chiravuri, Ananth and Nazareth, Derek and Ramamurthy, Ananth and Chiravuri",Journal of Management Information Systems,Cognitive Conflict and Consensus Generation in Virtual Teams During Knowledge Capture: Comparative Effectiveness of Techniques,,28,1,,,10.2753/MIS0742-1222280110,data/pdfs/28_1/ChiravuriNazarethRamamurthy2011.pdf,lfoppiano/grobid:0.8.1,,,,
0000000420,article,"Brandt, Tobias and Neumann, Dirk",Journal of Management Information Systems,Chasing Lemmings: Modeling IT-Induced Misperceptions About the Strategic Situation as a Reason for Flash Crashes,,31,4,,,10.1080/07421222.2014.1001258,data/pdfs/31_4/BrandtNeumann2015.pdf,lfoppiano/grobid:0.8.1,,,,
0000000421,article,"Dennis, Alan R and Yuan, Lingyao and Feng, Xuan and Webb, Eric and Hsieh, Christine J",Journal of Management Information Systems,Digital Nudging: Numeric and Semantic Priming in E-Commerce,,37,1,,,10.1080/07421222.2019.1705505,data/pdfs/37_1/DennisYuanFengEtAl2020.pdf,lfoppiano/grobid:0.8.1,,,,
0000000422,article,"Li, Gen and Wang, Jing and Kong, Hong",Journal of Management Information Systems,Threshold Effects on Backer Motivations in Reward-Based Crowdfunding,,36,2,,,10.1080/07421222.2019.1599499,data/pdfs/36_2/LiWang2019.pdf,lfoppiano/grobid:0.8.1,,,,
