cluster,ID,title,author,language,abstract,pages,number,volume,year,journal,doi,ENTRYTYPE,fulltext,cited_by,url,__orig_index
307,000545,The Ultimate Bluff: A Case Study of Partygaming.Com,"Laffey, Des",eng,"June 2005 was to bring online gambling out of the shadows and into the spotlight. PartyGaming, a start-up formed in 1997, launched a flotation (Initial Public Offering) on the London Stock Exchange that valued the firm at £4.64 billion giving it a larger market capitalisation than British Airways. PartyGaming had become the dominant player in the booming online poker market with its PartyPoker brand having over 50% market share. However, this float – as with Internet gambling in general – was not without controversy. While PartyGaming had an online gambling license from the tax haven of Gibraltar, nearly 90% of its revenue came from the United States, where the authorities viewed Internet gambling as illegal and threatened legal action. The complex operations of this truly global firm with bases in London, India, Gibraltar and Canada, the background of its founder Ruth Parasol in Internet pornography and the handling of its flotation also raised concerns from an ethical perspective, with some commentators questioning whether the float should have been allowed at all. These concerns were then confirmed as US legislation to curb online gambling was passed in September 2006, leading to PartyGaming's exit from the US market and an immediate fall of 58% in the share price. This case study analyses the entrepreneurs behind PartyGaming, its growth, the challenges it has faced, the ethical issues it poses and its future prospects. The case draws on theory from e-commerce, strategy and ethics.",479--488,4,22,2007,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000096,article,,1,,544
307,001607,The Ultimate Bluff: A Case Study of Partygaming.Com,"Laffey, Des",eng,"June 2005 was to bring online gambling out of the shadows and into the spotlight. PartyGaming, a start-up formed in 1997, launched a flotation (Initial Public Offering) on the London Stock Exchange that valued the firm at £4.64 billion giving it a larger market capitalisation than British Airways. PartyGaming had become the dominant player in the booming online poker market with its PartyPoker brand having over 50% market share. However, this float – as with Internet gambling in general – was not without controversy. While PartyGaming had an online gambling license from the tax haven of Gibraltar, nearly 90% of its revenue came from the United States, where the authorities viewed Internet gambling as illegal and threatened legal action. The complex operations of this truly global firm with bases in London, India, Gibraltar and Canada, the background of its founder Ruth Parasol in Internet pornography and the handling of its flotation also raised concerns from an ethical perspective, with some commentators questioning whether the float should have been allowed at all. These concerns were then confirmed as US legislation to curb online gambling was passed in September 2006, leading to PartyGaming's exit from the US market and an immediate fall of 58% in the share price. This case study analyses the entrepreneurs behind PartyGaming, its growth, the challenges it has faced, the ethical issues it poses and its future prospects. The case draws on theory from e-commerce, strategy and ethics.",479--488,4,22,2007,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000096,article,,,,1606
308,000482,Operational Capabilities Development in Mediated Offshore Software Services Models,"Jarvenpaa, Sirkka L and Mao, Ji-Ye",eng,"The paper expands theoretical and empirical understanding of capabilities development in the mediated offshore outsourcing model whereby a small or a medium-sized firm delivers offshore software services to a larger information technology firm that in turn contracts and interfaces with the actual end-client onshore firms. Such a mediated model has received little prior research attention, although it is common particularly among Chinese firms exporting services to Japan, the largest export market for Chinese software services. We conducted case studies in four China-based software companies to understand the mechanisms used to develop their operational capabilities. We focused on client-specific, process, and human resources capabilities that have been previously associated with vendor success. We found a range of learning mechanisms to build the capabilities in offshore firms. Results show that the development of human resources capabilities was most challenging in the mediated model; yet foundational for the development of the other capabilities. This paper contributes to the information systems literature by improving our understanding of the development of operational capabilities in small- and medium-sized Chinese firms that deploy the mediated model of offshore software services.",3--17,1,23,2008,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000125,article,,60,,481
308,001544,Operational Capabilities Development in Mediated Offshore Software Services Models,"Jarvenpaa, Sirkka L and Mao, Ji-Ye",eng,"The paper expands theoretical and empirical understanding of capabilities development in the mediated offshore outsourcing model whereby a small or a medium-sized firm delivers offshore software services to a larger information technology firm that in turn contracts and interfaces with the actual end-client onshore firms. Such a mediated model has received little prior research attention, although it is common particularly among Chinese firms exporting services to Japan, the largest export market for Chinese software services. We conducted case studies in four China-based software companies to understand the mechanisms used to develop their operational capabilities. We focused on client-specific, process, and human resources capabilities that have been previously associated with vendor success. We found a range of learning mechanisms to build the capabilities in offshore firms. Results show that the development of human resources capabilities was most challenging in the mediated model; yet foundational for the development of the other capabilities. This paper contributes to the information systems literature by improving our understanding of the development of operational capabilities in small- and medium-sized Chinese firms that deploy the mediated model of offshore software services.",3--17,1,23,2008,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000125,article,,,,1543
309,000175,Challenges during the development of transnational information systems,"Cavaye, Angøle L M",,,99--106,2,12,1997,Journal of Information Technology,10.1080/026839697345116,article,,2,,174
309,001237,Challenges during the development of transnational information systems,"Cavaye, Angøle L M",,,99--106,2,12,1997,Journal of Information Technology,10.1080/026839697345116,article,,,,1236
309,002459,Challenges during the Development of Transnational Information Systems,"Cavaye, Angøle L. M.",eng,There is an increasing interest in and demand for information systems that transcend organizational and national boundaries – transnational information systems. The interorganizational and international nature of these systems introduces development difficulties. Transnational information systems are developed on an ad hoe basis; there are currently no set tools and guidelines to aid their development. This paper addresses transnational information systems development using case research to raise issues concerning the transnational information systems development process and to discuss actual development difficulties and their solutions.,99--106,2,12,1997,Journal of Information Technology,10.1177/026839629701200202,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629701200202,,,2458
310,000217,Transaction Costs and Information Systems: Does IT Add Up?,"Cordelia, Antonio",eng,"Transaction cost theory has often been used to support the use of information and communication technology (ICT) to reduce imperfection in the economic system. Electronic markets and hierarchies have repeatedly been described as solutions to inefficiencies in the organisation of transactions in complex and uncertain settings. Far from criticising this assumption, this paper highlights the limits associated with this application of transaction cost theory that has been prevalent in IS research. Building on the concepts first proposed by Ciborra, the paper argues that information-related problems represent only some of the elements contributing to transaction costs. These costs also emerge due to the interdependencies among the various factors contributing to their growth. The study of the consequences associated with ICT design and implementation, grounded in transaction cost theory, should consider the overall implication associated with the adoption and use of ICT and not only the direct effect on problems associated with information flow, distribution, and management.",195--202,3,21,2006,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000066,article,,57,,216
310,001279,Transaction Costs and Information Systems: Does IT Add Up?,"Cordelia, Antonio",eng,"Transaction cost theory has often been used to support the use of information and communication technology (ICT) to reduce imperfection in the economic system. Electronic markets and hierarchies have repeatedly been described as solutions to inefficiencies in the organisation of transactions in complex and uncertain settings. Far from criticising this assumption, this paper highlights the limits associated with this application of transaction cost theory that has been prevalent in IS research. Building on the concepts first proposed by Ciborra, the paper argues that information-related problems represent only some of the elements contributing to transaction costs. These costs also emerge due to the interdependencies among the various factors contributing to their growth. The study of the consequences associated with ICT design and implementation, grounded in transaction cost theory, should consider the overall implication associated with the adoption and use of ICT and not only the direct effect on problems associated with information flow, distribution, and management.",195--202,3,21,2006,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000066,article,,,,1278
311,000387,"Information technology – the catalyst for change, CBI 1990","Harris, Martin",eng,,54--55,1,5,1990,Journal of Information Technology,10.1057/JIT.1990.12,article,,0,,386
311,001449,"Information technology – the catalyst for change, CBI 1990","Harris, Martin",eng,,54--55,1,5,1990,Journal of Information Technology,10.1057/JIT.1990.12,article,,,https://link.springer.com/article/10.1057/jit.1990.12,1448
312,000388,Developing a business-led IT strategy,"Harris, Martin",eng,,49--50,1,5,1990,Journal of Information Technology,10.1057/JIT.1990.9,article,,0,,387
312,001450,Developing a business-led IT strategy,"Harris, Martin",eng,,49--50,1,5,1990,Journal of Information Technology,10.1057/JIT.1990.9,article,,,https://link.springer.com/article/10.1057/jit.1990.9,1449
313,000389,The formulation and implementation of strategic information systems – case studies,"Harris, Martin",eng,,54--54,1,5,1990,Journal of Information Technology,10.1057/JIT.1990.11,article,,0,,388
313,001451,The formulation and implementation of strategic information systems – case studies,"Harris, Martin",eng,,54--54,1,5,1990,Journal of Information Technology,10.1057/JIT.1990.11,article,,,https://link.springer.com/article/10.1057/jit.1990.11,1450
314,000390,The industrialization of intelligence: mind and machine in the modern Age,"Harris, Martin",eng,,116--117,2,5,1990,Journal of Information Technology,10.1057/JIT.1990.23,article,,0,,389
314,001452,The industrialization of intelligence: mind and machine in the modern Age,"Harris, Martin",eng,,116--117,2,5,1990,Journal of Information Technology,10.1057/JIT.1990.23,article,,,https://link.springer.com/article/10.1057/jit.1990.23,1451
315,000391,Mapping and Measuring the Information Economy,"Harris, Martin",eng,,178--179,3,5,1990,Journal of Information Technology,10.1057/JIT.1990.38,article,,0,,390
315,001453,Mapping and Measuring the Information Economy,"Harris, Martin",eng,,178--179,3,5,1990,Journal of Information Technology,10.1057/JIT.1990.38,article,,,https://link.springer.com/article/10.1057/jit.1990.38,1452
316,000392,The Spatial Context of Technological Development,"Harris, Martin",eng,,178--178,3,5,1990,Journal of Information Technology,10.1057/JIT.1990.37,article,,0,,391
316,001454,The Spatial Context of Technological Development,"Harris, Martin",eng,,178--178,3,5,1990,Journal of Information Technology,10.1057/JIT.1990.37,article,,,https://link.springer.com/article/10.1057/jit.1990.37,1453
317,001002,Editorial,"Willcocks, Leslie",eng,,125--126,3,8,1993,Journal of Information Technology,10.1057/JIT.1993.18,article,,,https://link.springer.com/article/10.1057/jit.1993.18,1001
317,002042,Editorial,"Willcocks, Leslie",eng,,125--126,3,8,1993,Journal of Information Technology,10.1177/026839629300800301,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629300800301,,,2041
318,000820,Denying the technology: middle management resistance in business process re-engineering,"Sayer, Kylie",eng,,247--257,4,13,1998,Journal of Information Technology,10.1057/JIT.1998.4,article,,,https://link.springer.com/article/10.1057/jit.1998.4,819
318,002167,Denying the Technology: Middle Management Resistance in Business Process Re-Engineering,"Sayer, Kylie",eng,"Business Process Re-engineering (BPR) as a methodology for organizational transformation has been around since the early 1990s. There are however, some serious issues of concern surrounding the success of BPR as a methodology for organizational change. This paper attempts to highlight the issues surrounding the BPR approach to change management that remain implicit within the re-engineering literature. The research presented in this paper specifically investigates BPR in practice and concentrates on the issues of power and control that underlie many of the re-engineering methodologies and how these conflict with the prerequisites of the flattened, empowered workforce that BPR envisions. The research presented here was conducted using the interpretive approach of ethnography to investigate how middle management were able to deny the technology of BPR and disable a change project. In order to maintain their hold on power in the organization they needed to revolt against the technology of re-engineering imposed on them by senior management. In using the clinical metaphor, middle management were able to create a reality around technology that portrayed it almost as a function of biological warfare, denying it being seen as a positive social tool. This paper highlights how they were able to manipulate the technology and turn its power around to reinforce their position and power in the process.",247--257,4,13,1998,Journal of Information Technology,10.1177/026839629801300404,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629801300404,,,2166
319,000485,Using Institutional Theory with Sensemaking Theory: A Case Study of Information System Implementation in Healthcare,"Jensen, Tina Blegind and Kjærgaard, Annemette and Svejvig, Per",eng,"Institutional theory has proven to be a central analytical perspective for investigating the role of social and historical structures of information systems (IS) implementation. However, it does not explicitly account for how organisational actors make sense of and enact technologies in their local context. We address this limitation by exploring the potential of using institutional theory with sensemaking theory to study IS implementation in organisations. We argue that each theoretical perspective has its own explanatory power and that a combination of the two facilitates a much richer interpretation of IS implementation by linking macro- and micro-levels of analysis. To illustrate this, we report from an empirical study of the implementation of an Electronic Patient Record (EPR) system in a clinical setting. Using key constructs from the two theories, our findings address the phenomenon of implementing EPRs at three levels: the organisational field, the organisational/group, and the individual/socio-cognitive level. The study shows how a rationalised myth of an efficient EPR system has travelled from the organisational field to the hospital ward and on to individual doctors. The findings also provide evidence of a strong human agency by showing how doctors enact their work practices and shape the use of the EPR system. The study contributes to IS research by showing the need to address macro-level structures, as well as individual interpretations and practical use situations, in order to identify how and why information systems are adopted by users.",343--353,4,24,2009,Journal of Information Technology,10.1057/JIT.2009.11,article,,80,,484
319,001547,Using Institutional Theory with Sensemaking Theory: A Case Study of Information System Implementation in Healthcare,"Jensen, Tina Blegind and Kjærgaard, Annemette and Svejvig, Per",eng,"Institutional theory has proven to be a central analytical perspective for investigating the role of social and historical structures of information systems (IS) implementation. However, it does not explicitly account for how organisational actors make sense of and enact technologies in their local context. We address this limitation by exploring the potential of using institutional theory with sensemaking theory to study IS implementation in organisations. We argue that each theoretical perspective has its own explanatory power and that a combination of the two facilitates a much richer interpretation of IS implementation by linking macro- and micro-levels of analysis. To illustrate this, we report from an empirical study of the implementation of an Electronic Patient Record (EPR) system in a clinical setting. Using key constructs from the two theories, our findings address the phenomenon of implementing EPRs at three levels: the organisational field, the organisational/group, and the individual/socio-cognitive level. The study shows how a rationalised myth of an efficient EPR system has travelled from the organisational field to the hospital ward and on to individual doctors. The findings also provide evidence of a strong human agency by showing how doctors enact their work practices and shape the use of the EPR system. The study contributes to IS research by showing the need to address macro-level structures, as well as individual interpretations and practical use situations, in order to identify how and why information systems are adopted by users.",343--353,4,24,2009,Journal of Information Technology,10.1057/JIT.2009.11,article,,,,1546
320,000093,Reengineering information sharing behaviour in organizations,"Barua, Anitesh and Ravindran, Suryanarayanan",,,261--272,3,11,1996,Journal of Information Technology,10.1080/026839696345306,article,,13,,92
320,001155,Reengineering information sharing behaviour in organizations,"Barua, Anitesh and Ravindran, Suryanarayanan",,,261--272,3,11,1996,Journal of Information Technology,10.1080/026839696345306,article,,,,1154
320,002238,Reengineering Information Sharing Behaviour in Organizations,"Barua, Anitesh and Ravindran, Suryanarayanan",eng,"Organizational restructuring focuses on making business operations more flexible and responsive to customers. This has led to team based decision authority structures and horizontal business processes. Concurrently, the management of information has been decentralized in many organizations. Horizontal processes create information interdependencies among previously independent tasks, and call for high levels of information sharing among decision units. However, the decentralization of information management raises the possibility that units controlling specific information repositories may not readily make them available in the required form to other units, leading to poor organizational payoff. Thus it is critical to create an environment which will promote effective information flows across the organization. We suggest that mechanisms involving organizational outlook, social orientation, equitable information processing capability and communication across decision units regarding information requirements can help mitigate the information sharing problem. Using stylized game-theoretic models, we show that these organizationally oriented mechanisms have a sound economic foundation. We use these results to build a managerial basis for improving information exchange.",261--272,3,11,1996,Journal of Information Technology,10.1177/026839629601100307,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629601100307,,,2237
321,000500,Cultural Influences on it use Amongst Factory Managers: A UK-Japanese Comparison,"Kambayashi, Norio and Scarbrough, Harry",eng,"This paper seeks to analyse the influence of national cultural factors on the use of information technology (IT) by managers. An analysis of the existing literature on the interplay between technology, culture and organizational context indicates that the influence of national culture needs to be carefully specified if it is to be differentiated from institutional and organizational factors. Moreover, insofar as such influence operates at all, it is subsumed within, and not exterior to, a dynamic and emergent process of interaction between technology design and organizational practices. In this light, the study presented here seeks to avoid a simplistic approach in which national culture is viewed as an exogenous force directly conditioning action, but rather posits such influence as a critical element of the wider context which enframes action. These considerations were reflected in the research design of the empirical study presented here. This involved a survey of managers in over 1400 firms across five industrial sectors in the UK and Japan. These countries were chosen because previous studies had indicated that they exhibit distinctive cultural differences in their management practices. By conducting a large-scale survey across a range of sectors, the study aimed to abstract the diffuse effect of these cultural differences from the specific impact of sectorial and organizational contingencies. In particular, questions within the survey sought to explore the extent to which managerial preferences and practices in IT use could be interpreted in terms of two key dimensions of national cultural difference. The latter were operationalized in this study as a control orientation to IT use, and an individualistic orientation to IT use, respectively. The overall analysis of the survey data suggests that the effect of national culture is significant and seems to operate across industry boundaries. Managers in Japanese factories do in fact exhibit the hypothesized stronger orientation towards a control orientation in the use of IT, while managers in British factories show a relatively stronger orientation towards individualistic use of IT at the management level.",221--236,4,16,2001,Journal of Information Technology,10.1080/02683960110100409,article,http://journals.sagepub.com/doi/pdf/10.1080/02683960110100409,14,,499
321,001562,Cultural Influences on it use Amongst Factory Managers: A UK-Japanese Comparison,"Kambayashi, Norio and Scarbrough, Harry",eng,"This paper seeks to analyse the influence of national cultural factors on the use of information technology (IT) by managers. An analysis of the existing literature on the interplay between technology, culture and organizational context indicates that the influence of national culture needs to be carefully specified if it is to be differentiated from institutional and organizational factors. Moreover, insofar as such influence operates at all, it is subsumed within, and not exterior to, a dynamic and emergent process of interaction between technology design and organizational practices. In this light, the study presented here seeks to avoid a simplistic approach in which national culture is viewed as an exogenous force directly conditioning action, but rather posits such influence as a critical element of the wider context which enframes action. These considerations were reflected in the research design of the empirical study presented here. This involved a survey of managers in over 1400 firms across five industrial sectors in the UK and Japan. These countries were chosen because previous studies had indicated that they exhibit distinctive cultural differences in their management practices. By conducting a large-scale survey across a range of sectors, the study aimed to abstract the diffuse effect of these cultural differences from the specific impact of sectorial and organizational contingencies. In particular, questions within the survey sought to explore the extent to which managerial preferences and practices in IT use could be interpreted in terms of two key dimensions of national cultural difference. The latter were operationalized in this study as a control orientation to IT use, and an individualistic orientation to IT use, respectively. The overall analysis of the survey data suggests that the effect of national culture is significant and seems to operate across industry boundaries. Managers in Japanese factories do in fact exhibit the hypothesized stronger orientation towards a control orientation in the use of IT, while managers in British factories show a relatively stronger orientation towards individualistic use of IT at the management level.",221--236,4,16,2001,Journal of Information Technology,10.1080/02683960110100409,article,https://journals.sagepub.com/doi/pdf/10.1080/02683960110100409,,,1561
322,000596,Exploring Multi-Actor Value Creation in IT Service Processes,"Lempinen, Heikki and Rajala, Risto",eng,"Organizational information technology (IT) needs are served through increasingly complex configurations of people, technologies, organizations, and shared information. Ideally, an organizational IT service is valuable for both the providers and users of systems and solutions. However, mutually beneficial outcomes may be difficult to achieve within the configurations through which IT services are delivered. We suggest that analyzing stakeholder interplay in IT service processes helps us to understand how information systems (IS) organizations can be leveraged to co-create business value. Through a qualitative empirical inquiry, we explore IT service realization in two case organizations. Through our analysis we find that value creation builds on orchestrated social action among the different stakeholder groups involved. Joint value creation in IT service processes hence calls for specific network leadership and resource integration capabilities from the IS organization. The paper enriches the current understanding of business value creation in IT services by infusing the service logic with traditional IT management perspectives. The findings highlight that the extent to which the IS organization can learn to facilitate the interaction between the essential actors in an ‘IT service system’ and leverage user-perceived value throughout the service process will ultimately determine its success or failure.",170--185,2,29,2014,Journal of Information Technology,10.1057/JIT.2014.1,article,,18,,595
322,001658,Exploring Multi-Actor Value Creation in IT Service Processes,"Lempinen, Heikki and Rajala, Risto",eng,"Organizational information technology (IT) needs are served through increasingly complex configurations of people, technologies, organizations, and shared information. Ideally, an organizational IT service is valuable for both the providers and users of systems and solutions. However, mutually beneficial outcomes may be difficult to achieve within the configurations through which IT services are delivered. We suggest that analyzing stakeholder interplay in IT service processes helps us to understand how information systems (IS) organizations can be leveraged to co-create business value. Through a qualitative empirical inquiry, we explore IT service realization in two case organizations. Through our analysis we find that value creation builds on orchestrated social action among the different stakeholder groups involved. Joint value creation in IT service processes hence calls for specific network leadership and resource integration capabilities from the IS organization. The paper enriches the current understanding of business value creation in IT services by infusing the service logic with traditional IT management perspectives. The findings highlight that the extent to which the IS organization can learn to facilitate the interaction between the essential actors in an ‘IT service system’ and leverage user-perceived value throughout the service process will ultimately determine its success or failure.",170--185,2,29,2014,Journal of Information Technology,10.1057/JIT.2014.1,article,,,,1657
323,000202,The Biggest Computer Programme in the World…Ever!’: Time for a Change in Mindset?,"Clegg, Chris and Shepherd, Craig",eng,"In this paper we offer a critique of The National Programme for Information Technology’ (NPfIT) currently being undertaken in the National Health Service (NHS) in the UK. We begin by offering a brief introduction to the project. Next, we review the lessons learned from a wide range of experience with IT and business change projects and comment on why changes in the NHS are likely to be harder than in most other organizations. We then elaborate the implications of these ideas and identify potential areas for change, with particular focus on the current guiding mindset that this project is about the provision of a technical infrastructure. We argue that this is, thus far, a technology project and question whether the current strategy is the most appropriate way forward to achieve service improvements. We suggest changes in the underlying mindset, along with the leadership, ownership, metrics and labelling of the project.",212--221,3,22,2007,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000103,article,,47,,201
323,001264,The Biggest Computer Programme in the World…Ever!’: Time for a Change in Mindset?,"Clegg, Chris and Shepherd, Craig",eng,"In this paper we offer a critique of The National Programme for Information Technology’ (NPfIT) currently being undertaken in the National Health Service (NHS) in the UK. We begin by offering a brief introduction to the project. Next, we review the lessons learned from a wide range of experience with IT and business change projects and comment on why changes in the NHS are likely to be harder than in most other organizations. We then elaborate the implications of these ideas and identify potential areas for change, with particular focus on the current guiding mindset that this project is about the provision of a technical infrastructure. We argue that this is, thus far, a technology project and question whether the current strategy is the most appropriate way forward to achieve service improvements. We suggest changes in the underlying mindset, along with the leadership, ownership, metrics and labelling of the project.",212--221,3,22,2007,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000103,article,,,,1263
324,000354,A Systematic Approach to Industrial Technology Transfer: A Conceptual Framework and a Proposed Methodology,"Gaultney, Larry D and Skibniewski, Miroslaw J and Salvendy, Gavriel",eng,,7--16,1,4,1989,Journal of Information Technology,10.1057/JIT.1989.2,article,,3,,353
324,001416,A Systematic Approach to Industrial Technology Transfer: A Conceptual Framework and a Proposed Methodology,"Gaultney, Larry D and Skibniewski, Miroslaw J and Salvendy, Gavriel",eng,,7--16,1,4,1989,Journal of Information Technology,10.1057/JIT.1989.2,article,,,https://link.springer.com/article/10.1057/jit.1989.2,1415
324,002349,A Systematic Approach to Industrial Technology Transfer: A Conceptual Framework and a Proposed Methodology,"Gaultney, Larry D. and Skibniewski, Miroslaw J. and Salvendy, Gavriel",eng,"This paper presents a new concept of modelling successful transfers of technological innovations across the boundaries of traditionally defined areas of industry. A summary review of work in the related topics is conducted. The proposed model of technological transfer includes a provision for the development of a new taxonomy of work tasks targeted for technology applications. The model also incorporates a matrix framework for representing a match between the generic components of work tasks, typical engineering projects, generic components of technology, and specific self-contained technologies. A validation procedure for application within an industry targeted for technology transfer is outlined.",7--16,1,4,1989,Journal of Information Technology,10.1177/026839628900400102,article,https://journals.sagepub.com/doi/pdf/10.1177/026839628900400102,,,2348
325,000072,Claudio Ciborra and the Information Systems Field: Legacy and Development,"Avgerou, Chrisanthi and Hanseth, Ole and Willcocks, Leslie",eng,,127--128,3,21,2006,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000061,article,,0,,71
325,001134,Claudio Ciborra and the Information Systems Field: Legacy and Development,"Avgerou, Chrisanthi and Hanseth, Ole and Willcocks, Leslie",eng,,127--128,3,21,2006,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000061,article,,,,1133
326,000176,The Rationality Framework for a Critical Study of Information Systems,"Cecez-Kecmanovic, Dubravka and Janson, Marius and Brown, Ann",eng,"This paper situates the social implications of information systems (IS) within the broader context of progressive rationalization in modern organizations. Specifically, it examines the roles IS play in the rationalization of organizational processes and its social implications. The paper proposes a rationality framework that synthesizes different approaches to reason and rationality and provides a conceptual model for critical analysis of social and organizational consequences of rationalization in organizations that are enabled and supported by IS. By drawing on a field study the paper interprets three IS cases in order to demonstrate how the rationality framework helps explain different IS-organization relationships in the light of increasing levels of rationality that entail both substantial benefits and considerable risks.",215--227,4,17,2002,Journal of Information Technology,10.1080/0268396022000017752,article,http://journals.sagepub.com/doi/pdf/10.1080/0268396022000017752,29,,175
326,001238,The Rationality Framework for a Critical Study of Information Systems,"Cecez-Kecmanovic, Dubravka and Janson, Marius and Brown, Ann",eng,"This paper situates the social implications of information systems (IS) within the broader context of progressive rationalization in modern organizations. Specifically, it examines the roles IS play in the rationalization of organizational processes and its social implications. The paper proposes a rationality framework that synthesizes different approaches to reason and rationality and provides a conceptual model for critical analysis of social and organizational consequences of rationalization in organizations that are enabled and supported by IS. By drawing on a field study the paper interprets three IS cases in order to demonstrate how the rationality framework helps explain different IS-organization relationships in the light of increasing levels of rationality that entail both substantial benefits and considerable risks.",215--227,4,17,2002,Journal of Information Technology,10.1080/0268396022000017752,article,https://journals.sagepub.com/doi/pdf/10.1080/0268396022000017752,,,1237
327,000070,Comments on Allen Lee's article ‘Retrospect and prospect’: information systems research in the last and next 25 years’ from a socio-theoretical IS research perspective,"Avgerou, Chrisanthi",eng,,355--357,4,25,2010,Journal of Information Technology,10.1057/JIT.2010.29,article,,1,,69
327,001132,Comments on Allen Lee's article ‘Retrospect and prospect’: information systems research in the last and next 25 years’ from a socio-theoretical IS research perspective,"Avgerou, Chrisanthi",eng,,355--357,4,25,2010,Journal of Information Technology,10.1057/JIT.2010.29,article,,,https://link.springer.com/article/10.1057/jit.2010.29,1131
327,002208,Comments on Allen Lee's Article ‘Retrospect and Prospect’: Information Systems Research in the Last and Next 25 Years’ from a Socio-Theoretical is Research Perspective,"Avgerou, Chrisanthi",eng,,355--357,4,25,2010,Journal of Information Technology,10.1057/JIT.2009.29,article,https://journals.sagepub.com/doi/pdf/10.1057/jit.2009.29,,,2207
328,000108,The Indian software industry: moving towards maturity,"Bhatnagar, S C and Madon, Shirin",,,277--288,4,12,1997,Journal of Information Technology,10.1080/026839697345008,article,,17,,107
328,001170,The Indian software industry: moving towards maturity,"Bhatnagar, S C and Madon, Shirin",,,277--288,4,12,1997,Journal of Information Technology,10.1080/026839697345008,article,,,,1169
328,002117,The Indian Software Industry: Moving towards Maturity,"Bhatnagar, S. C. and Madon, Shirin",eng,"Over the last decade, India has made a conscious effort to participate in the global software industry by providing software development services to client companies in the West. We see the Indian software industry as sustaining its competitive advantage and having reasonable growth prospects. In some ways this is a counter-point from many of the earlier predictions in the literature that suggested that the growth of the software industry in India was a temporary phenomenon which exploited an existing opportunity of shortage of software engineers in Western countries and benefited from the consequent moves towards outsourcing.",277--288,4,12,1997,Journal of Information Technology,10.1177/026839629701200404,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629701200404,,,2116
329,000231,Institutional Isomorphism and Change: The National Programme for IT – 10 Years On,"Currie, Wendy L",eng,"Institutional isomorphism has been a major intellectual contribution within institutional theory for three decades. The effects and processes of institutionalization have traditionally focused on stability and persistence of institutions, and more recently on institutional change. This study contributes to the IS field using the lens of coercive, mimetic and normative isomorphism and change within a highly institutionalized organizational field of health care. The setting is the National Health Service in the United Kingdom, where in 2002 a major government policy was launched to introduce Electronic Health Records (EHRs) to over 50 million citizens. Using episodic interviewing techniques and content analysis of government health IT policy documents, this study provides a longitudinal analysis of the introduction of government policy to modernize health care using information technology. Institutional isomorphic conditions become conflicted with attempts to impose field and organizational change. As clinicians attempt to retain their professional dominance in a climate of almost continuous restructuring of health services, political initiatives to implement EHRs are met with resistance from key stakeholders, resulting in policy changes and further delayed implementation times.",236--248,3,27,2012,Journal of Information Technology,10.1057/JIT.2012.18,article,,47,,230
329,001293,Institutional Isomorphism and Change: The National Programme for IT – 10 Years On,"Currie, Wendy L",eng,"Institutional isomorphism has been a major intellectual contribution within institutional theory for three decades. The effects and processes of institutionalization have traditionally focused on stability and persistence of institutions, and more recently on institutional change. This study contributes to the IS field using the lens of coercive, mimetic and normative isomorphism and change within a highly institutionalized organizational field of health care. The setting is the National Health Service in the United Kingdom, where in 2002 a major government policy was launched to introduce Electronic Health Records (EHRs) to over 50 million citizens. Using episodic interviewing techniques and content analysis of government health IT policy documents, this study provides a longitudinal analysis of the introduction of government policy to modernize health care using information technology. Institutional isomorphic conditions become conflicted with attempts to impose field and organizational change. As clinicians attempt to retain their professional dominance in a climate of almost continuous restructuring of health services, political initiatives to implement EHRs are met with resistance from key stakeholders, resulting in policy changes and further delayed implementation times.",236--248,3,27,2012,Journal of Information Technology,10.1057/JIT.2012.18,article,,,,1292
330,000365,The Structure of Political Discussion Networks: A Model for the Analysis of Online Deliberation,"Gonzalez-Bailon, Sandra and Kaltenbrunner, Andreas and Banchs, Rafael E",eng,"This paper shows that online political discussion networks are, on average, wider and deeper than the networks generated by other types of discussions: they engage a larger number of participants and cascade through more levels of nested comments. Using data collected from the Slashdot forum, this paper reconstructs the discussion threads as hierarchical networks and proposes a model for their comparison and classification. In addition to the substantive topic of discussion, which corresponds to the different sections of the forum (such as Developers, Games, or Politics), we classify the threads according to structural features like the maximum number of comments at any level of the network (i.e. the width) and the number of nested layers in the network (i.e. the depth). We find that political discussion networks display a tendency to cluster around the area that corresponds to wider and deeper structures, showing a significant departure from the structure exhibited by other types of discussions. We propose using this model to create a framework that allows the analysis and comparison of different internet technologies for the promotion of political deliberation.",230--243,2,25,2010,Journal of Information Technology,10.1057/JIT.2010.2,article,,60,,364
